policy_id,entry_alpha,exit_alpha,weight_power,volatility_window,entry_confirm,cooldown,trades,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_bars,short_hold_fraction,sharpe,return,cagr,mdd,sum_trade_net_bp,min_year_trades,eligible
e0.05_x0.05_p1_w120_c3_d5,0.05,0.05,1.0,120,3,5,179,6.6562070694813125,-27.165275885034923,0.44692737430167595,1.079121503778095,499.76536312849163,0.0,0.27919229844500887,0.07422239066107061,0.03790155317321542,0.2571074426011538,1191.461065437155,86.0,False
e0.001_x0.3_p0_w240_c1_d0,0.001,0.3,0.0,240,1,0,108,6.432601364759209,-20.10485298019671,0.4444444444444444,1.0968389380808232,293.9074074074074,0.009259259259259259,0.2667128445769515,0.05396462317393902,0.027685253525963516,0.15381158885396806,694.7209473939945,50.0,False
e0.001_x0.05_p1_w480_c3_d5,0.001,0.05,1.0,480,3,5,77,6.418783926318817,-31.92753533732717,0.4675324675324675,1.0700882759397052,616.012987012987,0.0,0.1692334047112276,0.027993144296794892,0.014448417789520107,0.20742361869351744,494.2463623265489,35.0,False
e0.05_x0.15_p2_w480_c3_d0,0.05,0.15,2.0,480,3,0,241,6.381526066534899,-44.54748010345844,0.4107883817427386,1.0900736838000968,332.57676348547716,0.0,0.36769741423039887,0.11568490447244328,0.058527157848247136,0.24031480123500815,1537.9477820349107,119.0,False
e0.01_x0.15_p1_w120_c3_d5,0.01,0.15,1.0,120,3,5,151,6.08853130226688,-13.707291187596837,0.47019867549668876,1.087322617875753,335.5298013245033,0.006622516556291391,0.2832367605621404,0.06693219356130786,0.03423574443275368,0.2726078341633772,919.3682266422989,69.0,False
e0.01_x0.05_p2_w240_c1_d0,0.01,0.05,2.0,240,1,0,157,5.8591693668471185,-26.943937640968585,0.43312101910828027,1.063555108444223,538.9426751592357,0.0,0.21330875084344844,0.04475505380073641,0.023009552239021236,0.23420511565498936,919.8895905949976,78.0,False
e0.01_x0.3_p1_w480_c3_d5,0.01,0.3,1.0,480,3,5,161,5.801984376748161,-22.836677095308122,0.422360248447205,1.0926598859341843,284.3105590062112,0.0,0.3057777754677932,0.07388741437809121,0.03773337588053716,0.12909897412261673,934.1194846564539,80.0,False
e0.001_x0.05_p1_w240_c3_d0,0.001,0.05,1.0,240,3,0,81,5.484001025285497,-45.839556825345575,0.41975308641975306,1.0634734848879694,578.716049382716,0.0,0.15761281110404926,0.02431907613439943,0.012562950061982159,0.17790090979494189,444.20408304812526,34.0,False
e0.05_x0.05_p1_w120_c3_d0,0.05,0.05,1.0,120,3,0,208,5.4820103093935035,-33.153272437892454,0.4423076923076923,1.061814021739841,526.0288461538462,0.0,0.23885418123647836,0.056395506885465796,0.02891613625379086,0.3227617387529077,1140.2581443538488,101.0,False
e0.001_x0.15_p0_w240_c1_d0,0.001,0.15,0.0,240,1,0,104,5.4002950998400445,-30.14172126702741,0.4326923076923077,1.069538349869348,384.99038461538464,0.009615384615384616,0.1902169225093111,0.034391356533803874,0.01772415769510749,0.13402710049831112,561.6306903833646,48.0,False
