sequence,global_trade,direction,first_booking,last_booking,entry_signal_label,entry_fill_bar_label,exit_signal_label,exit_fill_bar_label,entry_price,exit_price,fragment_start_price,fragment_end_price,inherited_at_peak,continues_after_trough,fragment_bars,full_trade_bars,fragment_log_pnl,fragment_geometric_pct,peak_nav_contribution_pp,cumulative_drawdown_pct,fragment_mfe_log_bp,fragment_giveback_log_bp,overnight_gap_log_bp,full_trade_log_pnl,full_trade_geometric_pct,full_trade_mfe_log_bp,entry_threshold_log_bp,observed_shape_not_causal_verdict
94,214,1,2021-04-19 10:12:00,2021-04-19 13:42:00,2021-04-19 10:02:00,2021-04-19 10:07:00,2021-04-19 13:37:00,2021-04-19 13:42:00,1277.9100000000001,1294.3,1277.9100000000001,1294.3,False,False,24,24,0.012744077525906602,1.2825629347919472,1.0809652648037016,14.637379973432063,155.75574593712395,28.314970678057911,0,0.012744077525906608,1.2825629347919478,155.75574593712395,15.60824169381454,顺向开盘浮盈超过后续回吐
95,215,-1,2021-04-19 13:47:00,2021-04-19 14:02:00,2021-04-19 13:37:00,2021-04-19 13:42:00,2021-04-19 13:57:00,2021-04-19 14:02:00,1294.3,1297.1900000000001,1294.3,1297.1900000000001,False,False,4,4,-0.0022303780435550535,-0.2227892598617135,-0.19017874935576273,14.827558722787826,0,22.303780435550536,0,-0.0022303780435550535,-0.2227892598617135,0,14.44505989121083,窗口内未获顺向开盘浮盈
96,216,1,2021-04-19 14:07:00,2021-04-20 10:17:00,2021-04-19 13:57:00,2021-04-19 14:02:00,2021-04-20 10:12:00,2021-04-20 10:17:00,1297.1900000000001,1298.21,1297.1900000000001,1298.21,False,False,20,20,0.00078600605110091724,0.078631503480615206,0.066972371127416164,14.760586351660409,56.884286559395903,49.02422604838673,-18.024268311226393,0.0007860060511009181,0.078631503480615289,56.884286559395903,14.482601657869653,顺向开盘浮盈超过后续回吐
97,217,-1,2021-04-20 10:22:00,2021-04-20 10:47:00,2021-04-20 10:12:00,2021-04-20 10:17:00,2021-04-20 10:42:00,2021-04-20 10:47:00,1298.21,1301.98,1298.21,1301.98,False,False,6,6,-0.0028997901243822573,-0.28955897940059516,-0.24681837620718072,15.007404727867591,0,28.997901243822572,0,-0.0028997901243822573,-0.28955897940059516,0,14.092790678382695,窗口内未获顺向开盘浮盈
98,218,1,2021-04-20 10:52:00,2021-04-20 11:02:00,2021-04-20 10:42:00,2021-04-20 10:47:00,2021-04-20 10:57:00,2021-04-20 11:02:00,1301.98,1294.27,1301.98,1294.27,False,False,3,3,-0.0059393530397779445,-0.59217499500760251,-0.50330489680958657,15.510709624677176,0,59.393530397779443,0,-0.0059393530397779445,-0.59217499500760251,0,12.864942812486236,窗口内未获顺向开盘浮盈
99,219,-1,2021-04-20 11:07:00,2021-04-20 13:17:00,2021-04-20 10:57:00,2021-04-20 11:02:00,2021-04-20 13:12:00,2021-04-20 13:17:00,1294.27,1299.95,1294.27,1299.95,False,False,8,8,-0.0043789725438499478,-0.43693988230315406,-0.36916740592469743,15.879877030601875,0,43.789725438499481,0,-0.0043789725438499487,-0.43693988230315411,0,13.519590994436358,窗口内未获顺向开盘浮盈
100,220,1,2021-04-20 13:22:00,2021-04-20 14:17:00,2021-04-20 13:12:00,2021-04-20 13:17:00,2021-04-20 14:12:00,2021-04-20 14:17:00,1299.95,1292.1300000000001,1299.95,1292.1300000000001,False,False,12,12,-0.0060337826956808928,-0.60156159852303936,-0.50603435641426442,16.38591138701614,0,60.337826956808925,0,-0.0060337826956808928,-0.60156159852303936,0,14.455147420414304,窗口内未获顺向开盘浮盈
101,221,-1,2021-04-20 14:22:00,2021-04-21 10:27:00,2021-04-20 14:12:00,2021-04-20 14:17:00,2021-04-21 10:22:00,2021-04-21 10:27:00,1292.1300000000001,1281.47,1292.1300000000001,1281.47,False,False,19,19,0.0082841630120445431,0.831857164038176,0.69554978627234254,15.690361600743795,124.28614605135196,41.444515930906533,38.556919151976018,0.0082841630120445431,0.831857164038176,124.28614605135196,14.820014953740321,顺向开盘浮盈超过后续回吐
102,222,1,2021-04-21 10:32:00,2021-04-21 13:22:00,2021-04-21 10:22:00,2021-04-21 10:27:00,2021-04-21 13:17:00,2021-04-21 13:22:00,1281.47,1285.6400000000001,1281.47,1285.6400000000001,False,False,16,16,0.0032487923522877332,0.32540753977852338,0.2743499201111832,15.416011680632613,71.923457248867692,39.435533725990368,0,0.0032487923522877332,0.32540753977852338,71.923457248867692,14.387520596698661,顺向开盘浮盈超过后续回吐
103,223,-1,2021-04-21 13:27:00,2021-04-21 13:37:00,2021-04-21 13:17:00,2021-04-21 13:22:00,2021-04-21 13:32:00,2021-04-21 13:37:00,1285.6400000000001,1291.4000000000001,1285.6400000000001,1291.4000000000001,False,False,3,3,-0.004470252376301451,-0.44602756698157908,-0.37726790515685282,15.793279585789467,0,44.702523763014511,0,-0.004470252376301451,-0.44602756698157908,0,13.693894941602085,窗口内未获顺向开盘浮盈
104,224,1,2021-04-21 13:42:00,2021-04-21 14:22:00,2021-04-21 13:32:00,2021-04-21 13:37:00,2021-04-21 14:17:00,2021-04-21 14:22:00,1291.4000000000001,1287.21,1291.4000000000001,1287.21,False,False,9,9,-0.0032498157438730657,-0.32445408084250954,-0.27321214072755229,16.066491726517018,0,32.498157438730658,0,-0.0032498157438730657,-0.32445408084250954,0,14.314638663093696,窗口内未获顺向开盘浮盈
105,225,-1,2021-04-21 14:27:00,2021-04-22 09:47:00,2021-04-21 14:17:00,2021-04-21 14:22:00,2021-04-22 09:42:00,2021-04-22 09:47:00,1287.21,1295.76,1287.21,1295.76,False,False,10,10,-0.0066203101296475001,-0.65984441563251961,-0.55383056718704138,16.62032229370406,5.9059861993512159,72.109087495826216,-67.830992973731398,-0.0066203101296475001,-0.65984441563251961,5.9059861993512159,14.66625795499071,有顺向开盘浮盈但全部回吐并倒亏
106,226,1,2021-04-22 09:52:00,2021-04-22 14:17:00,2021-04-22 09:42:00,2021-04-22 09:47:00,2021-04-22 14:12:00,2021-04-22 14:17:00,1295.76,1300.6700000000001,1295.76,1300.6700000000001,False,False,35,35,0.0037821207218357244,0.37892819657965149,0.31594910904639839,16.30437318465766,83.921735678290659,46.100528459933415,0,0.0037821207218357235,0.37892819657965143,83.921735678290659,16.478008411428437,顺向开盘浮盈超过后续回吐
107,227,-1,2021-04-22 14:22:00,2021-04-22 14:52:00,2021-04-22 14:12:00,2021-04-22 14:17:00,2021-04-22 14:47:00,2021-04-22 14:52:00,1300.6700000000001,1305.5799999999999,1300.6700000000001,1305.5799999999999,False,False,7,7,-0.0037678701650836282,-0.37607806492133716,-0.31476089375092053,16.619134078408582,0,37.678701650836281,0,-0.0037678701650836282,-0.37607806492133716,0,13.59505087250051,窗口内未获顺向开盘浮盈
108,228,1,2021-04-22 14:57:00,2021-04-23 13:07:00,2021-04-22 14:47:00,2021-04-22 14:52:00,2021-04-23 11:27:00,2021-04-23 13:07:00,1305.5799999999999,1311.6700000000001,1305.5799999999999,1311.6700000000001,False,False,25,25,0.0046537480111657099,0.46645935139938882,0.38893784636905293,16.230196232039528,96.501271022196789,49.963790910539686,-38.679720675250195,0.0046537480111657125,0.4664593513993891,96.501271022196789,13.272939115540339,顺向开盘浮盈超过后续回吐
109,229,-1,2021-04-23 13:12:00,2021-04-23 14:52:00,2021-04-23 11:27:00,2021-04-23 13:07:00,2021-04-23 14:47:00,2021-04-23 14:52:00,1311.6700000000001,1310.49,1311.6700000000001,1310.49,False,False,21,21,0.00090002141719308366,0.090042655800480598,0.075428556071521768,16.154767675968007,28.936287870050002,19.93607369811917,0,0.00090002141719308323,0.090042655800480556,28.936287870050002,14.157947840836608,顺向开盘浮盈超过后续回吐
110,230,1,2021-04-23 14:57:00,2021-04-26 13:07:00,2021-04-23 14:47:00,2021-04-23 14:52:00,2021-04-26 11:27:00,2021-04-26 13:07:00,1310.49,1326.8,1310.49,1326.8,False,False,25,25,0.012368915013864628,1.2445726407679356,1.0435148220932167,15.11125285387479,177.50848959480766,53.81933945616138,59.436668375750962,0.012368915013864624,1.2445726407679354,177.50848959480766,13.748948173465429,顺向开盘浮盈超过后续回吐
111,231,-1,2021-04-26 13:12:00,2021-04-26 14:27:00,2021-04-26 11:27:00,2021-04-26 13:07:00,2021-04-26 14:22:00,2021-04-26 14:27:00,1326.8,1321.3099999999999,1326.8,1321.3099999999999,False,False,16,16,0.0041463593774224879,0.41549674186980545,0.35270997860624709,14.758542875268542,77.933281365332434,36.469687591107558,0,0.0041463593774224879,0.41549674186980545,77.933281365332434,13.216330477563039,顺向开盘浮盈超过后续回吐
112,232,1,2021-04-26 14:32:00,2021-04-26 14:57:00,2021-04-26 14:22:00,2021-04-26 14:27:00,2021-04-26 14:52:00,2021-04-26 14:57:00,1321.3099999999999,1314.04,1321.3099999999999,1314.04,False,False,6,6,-0.0055173077139445605,-0.55021153249426324,-0.46900832756642252,15.227551202834967,10.816740526293421,65.989817665739025,0,-0.0055173077139445605,-0.55021153249426324,10.816740526293421,14.418519336724811,有顺向开盘浮盈但全部回吐并倒亏
113,233,-1,2021-04-27 09:37:00,2021-04-27 10:57:00,2021-04-26 14:52:00,2021-04-26 14:57:00,2021-04-27 10:52:00,2021-04-27 10:57:00,1314.04,1303.0999999999999,1314.04,1303.0999999999999,False,False,17,17,0.008360319830669885,0.83953648990867624,0.71169564104134331,14.515855561793622,120.96859963447707,37.365401327778216,57.923900778544485,0.0083603198306698833,0.83953648990867602,120.96859963447707,15.35691499409182,顺向开盘浮盈超过后续回吐
114,234,1,2021-04-27 11:02:00,2021-04-28 09:42:00,2021-04-27 10:52:00,2021-04-27 10:57:00,2021-04-28 09:37:00,2021-04-28 09:42:00,1303.0999999999999,1308.8299999999999,1303.0999999999999,1308.8299999999999,False,False,31,31,0.0043875671953140386,0.43972066610391253,0.37589144933691809,14.139964112456704,121.42995453771718,77.554282584576796,55.269130378108059,0.0043875671953140386,0.43972066610391253,121.42995453771718,15.577609541817131,顺向开盘浮盈超过后续回吐
115,235,-1,2021-04-28 09:47:00,2021-04-28 09:57:00,2021-04-28 09:37:00,2021-04-28 09:42:00,2021-04-28 09:52:00,2021-04-28 09:57:00,1308.8299999999999,1320.05,1308.8299999999999,1320.05,False,False,3,3,-0.0085360063047379524,-0.84996780424984575,-0.72978266176147999,14.869746774218184,0,85.360063047379526,0,-0.0085360063047379524,-0.84996780424984575,0,15.081386566751799,窗口内未获顺向开盘浮盈
116,236,1,2021-04-28 10:02:00,2021-04-28 13:42:00,2021-04-28 09:52:00,2021-04-28 09:57:00,2021-04-28 13:37:00,2021-04-28 13:42:00,1320.05,1316.5999999999999,1320.05,1316.5999999999999,False,False,26,26,-0.0026169586171359647,-0.26135373660089989,-0.22249109778339493,15.092237872001579,8.253855738370957,34.423441909730606,0,-0.0026169586171359643,-0.26135373660089989,8.253855738370957,15.735209327833497,有顺向开盘浮盈但全部回吐并倒亏
117,237,-1,2021-04-28 13:47:00,2021-04-28 14:12:00,2021-04-28 13:37:00,2021-04-28 13:42:00,2021-04-28 14:07:00,2021-04-28 14:12:00,1316.5999999999999,1321.1199999999999,1316.5999999999999,1321.1199999999999,False,False,6,6,-0.003427205635342039,-0.34213394695409288,-0.29049827783891313,15.382736149840493,0,34.272056353420389,0,-0.003427205635342039,-0.34213394695409288,0,15.129533196171387,窗口内未获顺向开盘浮盈
118,238,1,2021-04-28 14:17:00,2021-04-29 10:07:00,2021-04-28 14:07:00,2021-04-28 14:12:00,2021-04-29 10:02:00,2021-04-29 10:07:00,1321.1199999999999,1324.46,1321.1199999999999,1324.46,False,False,16,16,0.0025249675114742583,0.25281579266076731,0.21392580633063929,15.168810343509854,108.70817865345219,83.458503538709607,6.4952232184198548,0.00252496751147426,0.25281579266076748,108.70817865345219,14.452742040845482,顺向开盘浮盈超过后续回吐
119,239,-1,2021-04-29 10:12:00,2021-04-29 13:17:00,2021-04-29 10:02:00,2021-04-29 10:07:00,2021-04-29 13:12:00,2021-04-29 13:17:00,1324.46,1318.5899999999999,1324.46,1318.5899999999999,False,False,19,19,0.0044418453311519512,0.44517249486196175,0.37764512341487144,14.791165220094982,84.846190697597976,40.427737386078462,0,0.0044418453311519512,0.44517249486196175,84.846190697597976,17.590961064862135,顺向开盘浮盈超过后续回吐
120,240,1,2021-04-29 13:22:00,2021-04-30 09:47:00,2021-04-29 13:12:00,2021-04-29 13:17:00,2021-04-30 09:42:00,2021-04-30 09:47:00,1318.5899999999999,1318.25,1318.5899999999999,1318.25,False,False,23,23,-0.00025788443886221512,-0.025785118952853483,-0.021971199406334296,14.813136419501316,66.06421802583418,68.643062414456338,-66.187793220532015,-0.00025788443886221339,-0.025785118952853309,66.06421802583418,17.631066128378748,有顺向开盘浮盈但全部回吐并倒亏
121,241,-1,2021-04-30 09:52:00,2021-04-30 10:42:00,2021-04-30 09:42:00,2021-04-30 09:47:00,2021-04-30 10:37:00,2021-04-30 10:42:00,1318.25,1322.21,1318.25,1322.21,False,False,11,11,-0.0029994796126200955,-0.29949856679348602,-0.25513343551991641,15.068269855021232,11.840878215582341,41.835674341783296,0,-0.0029994796126200955,-0.29949856679348602,11.840878215582341,17.78960190551684,有顺向开盘浮盈但全部回吐并倒亏
122,242,1,2021-04-30 10:47:00,2021-04-30 13:22:00,2021-04-30 10:37:00,2021-04-30 10:42:00,2021-04-30 13:17:00,2021-04-30 13:22:00,1322.21,1317.51,1322.21,1317.51,False,False,13,13,-0.0035609875036590449,-0.35546547068919537,-0.30190297432431956,15.370172829345552,25.907826489852624,61.517701526443076,0,-0.0035609875036590449,-0.35546547068919537,25.907826489852624,12.584020958696096,有顺向开盘浮盈但全部回吐并倒亏
123,243,-1,2021-04-30 13:27:00,2021-04-30 14:12:00,2021-04-30 13:17:00,2021-04-30 13:22:00,2021-04-30 14:07:00,2021-04-30 14:12:00,1317.51,1320.03,1317.51,1320.03,False,False,10,10,-0.0019108720753435002,-0.19090475216472774,-0.16156236181757988,15.531735191163133,21.350888169811721,40.459608923246719,0,-0.0019108720753435002,-0.19090475216472774,21.350888169811721,13.234169906090939,有顺向开盘浮盈但全部回吐并倒亏
124,244,1,2021-04-30 14:17:00,2021-05-06 09:42:00,2021-04-30 14:07:00,2021-04-30 14:12:00,2021-05-06 09:37:00,2021-05-06 09:42:00,1320.03,1312.5799999999999,1320.03,1312.5799999999999,False,False,11,11,-0.0056597976056730771,-0.56438111255048384,-0.47672293268020693,16.00845812384334,39.013817715981574,95.611793772712346,-42.716463726068199,-0.0056597976056730771,-0.56438111255048384,39.013817715981574,13.892544088983843,有顺向开盘浮盈但全部回吐并倒亏
125,245,-1,2021-05-06 09:47:00,2021-05-06 10:17:00,2021-05-06 09:37:00,2021-05-06 09:42:00,2021-05-06 10:12:00,2021-05-06 10:17:00,1312.5799999999999,1322.1400000000001,1312.5799999999999,1322.1400000000001,False,False,7,7,-0.0072569699666821252,-0.72307017411167418,-0.60731778808300607,16.615775911926345,4.4197548517598593,76.989454518581113,0,-0.0072569699666821252,-0.72307017411167418,4.4197548517598593,16.83786849307554,有顺向开盘浮盈但全部回吐并倒亏
126,246,1,2021-05-06 10:22:00,2021-05-06 10:37:00,2021-05-06 10:12:00,2021-05-06 10:17:00,2021-05-06 10:32:00,2021-05-06 10:37:00,1322.1400000000001,1312.55,1322.1400000000001,1312.55,False,False,4,4,-0.0072798259776235752,-0.7253392227752089,-0.60481848291756846,17.220594394843914,0,72.798259776235753,0,-0.0072798259776235752,-0.7253392227752089,0,18.594303952897683,窗口内未获顺向开盘浮盈
127,247,-1,2021-05-06 10:42:00,2021-05-06 13:12:00,2021-05-06 10:32:00,2021-05-06 10:37:00,2021-05-06 13:07:00,2021-05-06 13:12:00,1312.55,1313.26,1312.55,1313.26,False,False,12,12,-0.00054078552317436603,-0.054063932503846127,-0.04475380197345169,17.265348196817364,97.152436355662019,102.56029158740569,0,-0.00054078552317436517,-0.054063932503846043,97.152436355662019,19.328706451632524,有顺向开盘浮盈但全部回吐并倒亏
128,248,1,2021-05-06 13:17:00,2021-05-07 09:42:00,2021-05-06 13:07:00,2021-05-06 13:12:00,2021-05-07 09:37:00,2021-05-07 09:42:00,1313.26,1309.74,1313.26,1309.74,False,False,23,23,-0.0026839512871172973,-0.26803527100499513,-0.22175804817570199,17.487106244993068,16.662168947282495,43.501681818455474,42.979353801487136,-0.0026839512871172973,-0.26803527100499513,16.662168947282495,21.171347296943971,有顺向开盘浮盈但全部回吐并倒亏
129,249,-1,2021-05-07 09:47:00,2021-05-10 10:27:00,2021-05-07 09:37:00,2021-05-07 09:42:00,2021-05-10 10:22:00,2021-05-10 10:27:00,1309.74,1258.9200000000001,1309.74,1258.9200000000001,False,False,55,55,0.039574433682931509,4.0367934419978901,3.3308750839048051,14.156231161088261,459.57357781439612,63.829240985081029,29.85703323168126,0.039574433682931502,4.0367934419978893,459.57357781439612,20.837736760704473,顺向开盘浮盈超过后续回吐
