policy_id,entry_alpha,exit_alpha,weight_power,volatility_window,entry_confirm,cooldown,trades,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_bars,short_hold_fraction,sharpe,return,cagr,mdd,sum_trade_net_bp
e0.01_x0.05_p1_w240_c1_d0,0.01,0.05,1.0,240,1,0,64,55.936278399295205,-82.28945555527667,0.390625,1.4392489033237805,653.515625,0.0,0.8369483444799799,0.2778130894966584,0.2908233389621184,0.22406726247081077,3579.921817554893
e0.001_x0.05_p2_w480_c1_d5,0.001,0.05,2.0,480,1,5,35,136.86256308214777,-35.00715842565283,0.45714285714285713,2.3054427290745236,575.3714285714286,0.0,1.3552129040221004,0.4595307086087861,0.48251435730627,0.13419013015709047,4790.189707875172
