cell,table,days,losing_days,winning_days,mean_pnl_bp,median_pnl_bp,mean_capture,loss_log,positive_log,net_log
00,fast_slow,57,23,34,44.56205765185617,27.933535184808,0.03972593966923036,-0.246407565610208,0.5004112942257882,0.2540037286155802
01,fast_slow,81,31,50,38.94696686124976,32.491663242045,0.05624832973510717,-0.3047715425894398,0.6202419741655629,0.3154704315761231
10,fast_slow,57,28,29,0.8438510801580729,2.0014881840750003,0.00596278074330629,-0.24938212939303478,0.2541920805499358,0.004809951156901015
11,fast_slow,48,22,26,-1.9886234993140162,10.701010410505999,0.01348660906549441,-0.2515291758202718,0.24198378302356452,-0.009545392796707278
00,short_long_eff,56,26,30,-2.7519459809152167,3.062232521654,-0.025179165138449915,-0.3398824046127281,0.32447150711960293,-0.015410897493125214
01,short_long_eff,59,38,21,-35.1519520473739,-38.936960240862,-0.04765903731459078,-0.37714041293522943,0.16974389585572353,-0.207396517079506
10,short_long_eff,54,18,36,67.59900737299257,73.6886940401525,0.10468489431892553,-0.1172070458342398,0.4822416856483997,0.3650346398141599
11,short_long_eff,74,22,52,57.096147744644355,49.366103076528,0.0861710968012713,-0.217860550030757,0.6403720433411252,0.4225114933103682
