trade,first_interval_index,last_interval_index,first_booking,last_booking,direction,bars,pnl_log,mfe_log,mae_log,giveback_log,losing_never_favorable,losing_after_favorable,boundary_clipped,exit_day,year,outcome,trading_day,day_index,stage
0,0,31,2021-01-04 09:38:00,2021-01-04 13:48:00,1,32,0.019446975204751051,0.024032687378402993,0,0.0045857121736519423,False,False,True,2021-01-04,2021,1,2021-01-04,0,0
1,32,41,2021-01-04 13:53:00,2021-01-04 14:38:00,-1,10,-0.0031461506752270552,0,-0.0031461506752270552,0.0031461506752270552,True,False,False,2021-01-04,2021,-1,2021-01-04,0,0
2,42,48,2021-01-04 14:43:00,2021-01-05 09:48:00,1,7,-0.00052718704762642898,0.00061118899233388567,-0.0071299664164124615,0.0011383760399603145,False,True,False,2021-01-05,2021,-1,2021-01-05,1,0
3,49,53,2021-01-05 09:53:00,2021-01-05 10:13:00,-1,5,-0.00033040305958568182,0.0045241293181687448,-0.0015456279379060449,0.0048545323777544266,False,True,False,2021-01-05,2021,-1,2021-01-05,1,0
4,54,59,2021-01-05 10:18:00,2021-01-05 10:43:00,1,6,-0.0031608726101407113,0.0010467269665935448,-0.0031608726101407113,0.0042075995767342561,False,True,False,2021-01-05,2021,-1,2021-01-05,1,0
5,60,72,2021-01-05 10:48:00,2021-01-05 13:23:00,-1,13,-0.0017119130048688243,0.0042041361316584765,-0.0025351233604838427,0.0059160491365273012,False,True,False,2021-01-05,2021,-1,2021-01-05,1,0
6,73,98,2021-01-05 13:28:00,2021-01-06 10:08:00,1,26,-0.0036174820760931001,0.0086414969593404008,-0.0036174820760931001,0.012258979035433501,False,True,False,2021-01-06,2021,-1,2021-01-06,2,0
7,99,105,2021-01-06 10:13:00,2021-01-06 10:43:00,-1,7,-0.0036174820760933404,0.001845508197507006,-0.0041804342118827494,0.0054629902736003464,False,True,False,2021-01-06,2021,-1,2021-01-06,2,0
8,106,109,2021-01-06 10:48:00,2021-01-06 11:03:00,1,4,-0.0060010205295425662,0,-0.0060010205295425662,0.0060010205295425662,True,False,False,2021-01-06,2021,-1,2021-01-06,2,0
9,110,134,2021-01-06 11:08:00,2021-01-06 14:43:00,-1,25,-0.0019101121454220831,0.0021550204702116219,-0.0037530922212987098,0.0040651326156337046,False,True,False,2021-01-06,2021,-1,2021-01-06,2,0
10,135,141,2021-01-06 14:48:00,2021-01-07 09:53:00,1,7,-0.0060399157116710778,0.00062176753550448988,-0.0060399157116710778,0.006661683247175568,False,True,False,2021-01-07,2021,-1,2021-01-07,3,0
11,142,162,2021-01-07 09:58:00,2021-01-07 13:13:00,-1,21,0.011176016993576825,0.014445829624129099,0,0.003269812630552274,False,False,False,2021-01-07,2021,1,2021-01-07,3,0
12,163,165,2021-01-07 13:18:00,2021-01-07 13:28:00,1,3,-0.0040853291394395246,0,-0.0040853291394395246,0.0040853291394395246,True,False,False,2021-01-07,2021,-1,2021-01-07,3,0
13,166,179,2021-01-07 13:33:00,2021-01-07 14:38:00,-1,14,0.0033701477588888298,0.009619713917516504,0,0.0062495661586276742,False,False,False,2021-01-07,2021,1,2021-01-07,3,0
14,180,186,2021-01-07 14:43:00,2021-01-08 09:48:00,1,7,-0.0076355677665045267,0.00094131283877536571,-0.0076355677665045267,0.0085768806052798924,False,True,False,2021-01-08,2021,-1,2021-01-08,4,0
15,187,196,2021-01-08 09:53:00,2021-01-08 10:38:00,-1,10,-0.009972735937821926,0,-0.009972735937821926,0.009972735937821926,True,False,False,2021-01-08,2021,-1,2021-01-08,4,0
16,197,204,2021-01-08 10:43:00,2021-01-08 11:18:00,1,8,-0.0070643480418651379,0.00036130300708101036,-0.0070643480418651379,0.0074256510489461485,False,True,False,2021-01-08,2021,-1,2021-01-08,4,0
17,205,213,2021-01-08 11:23:00,2021-01-08 13:38:00,-1,9,-0.0035021470075233094,0.0024631990300029542,-0.0035021470075233094,0.0059653460375262632,False,True,False,2021-01-08,2021,-1,2021-01-08,4,0
18,214,221,2021-01-08 13:43:00,2021-01-08 14:18:00,1,8,-0.0044633844561936453,0.0011380977600236705,-0.0044633844561936453,0.0056014822162173163,False,True,False,2021-01-08,2021,-1,2021-01-08,4,0
19,222,226,2021-01-08 14:23:00,2021-01-08 14:43:00,-1,5,-0.0039700481141432074,0.00033519390552414776,-0.004999974079533274,0.0043052420196673553,False,True,False,2021-01-08,2021,-1,2021-01-08,4,0
20,227,254,2021-01-08 14:48:00,2021-01-11 13:13:00,1,28,0.012246640669780151,0.020385415239533876,0,0.0081387745697537248,False,False,False,2021-01-11,2021,1,2021-01-11,5,1
21,255,271,2021-01-11 13:18:00,2021-01-11 14:38:00,-1,17,0.0033964180009764941,0.010948527827268474,0,0.0075521098262919797,False,False,False,2021-01-11,2021,1,2021-01-11,5,1
22,272,278,2021-01-11 14:43:00,2021-01-12 09:48:00,1,7,-0.0050621335843242105,0.0026506255978725976,-0.007515873872249678,0.0077127591821968076,False,True,False,2021-01-12,2021,-1,2021-01-12,6,1
23,279,281,2021-01-12 09:53:00,2021-01-12 10:03:00,-1,3,-0.0083008341858772372,0,-0.0083008341858772372,0.0083008341858772372,True,False,False,2021-01-12,2021,-1,2021-01-12,6,1
24,282,330,2021-01-12 10:08:00,2021-01-13 10:18:00,1,49,0.0048919787735216148,0.01462591861045948,0,0.009733939836937865,False,False,False,2021-01-13,2021,1,2021-01-13,7,1
25,331,342,2021-01-13 10:23:00,2021-01-13 11:18:00,-1,12,-0.0059538593095627909,0.00012129471419634636,-0.0059538593095627909,0.0060751540237591372,False,True,False,2021-01-13,2021,-1,2021-01-13,7,1
26,343,349,2021-01-13 11:23:00,2021-01-13 13:28:00,1,7,-0.0062892394161030811,0.00048215324898506572,-0.0062892394161030811,0.0067713926650881471,False,True,False,2021-01-13,2021,-1,2021-01-13,7,1
27,350,360,2021-01-13 13:33:00,2021-01-13 14:23:00,-1,11,-0.00054939371862322041,0.0073997737357997806,-0.00054939371862322041,0.007949167454423001,False,True,False,2021-01-13,2021,-1,2021-01-13,7,1
28,361,373,2021-01-13 14:28:00,2021-01-14 10:03:00,1,13,0.0037804805862396143,0.013201301375845379,-0.0015633536041315685,0.0094208207896057661,False,False,False,2021-01-14,2021,1,2021-01-14,8,1
29,374,378,2021-01-14 10:08:00,2021-01-14 10:28:00,-1,5,-0.0055910603878375903,0.0036235663751960348,-0.0055910603878375903,0.0092146267630336259,False,True,False,2021-01-14,2021,-1,2021-01-14,8,1
30,379,400,2021-01-14 10:33:00,2021-01-14 13:53:00,1,22,0.033875876437527971,0.043387228764809105,0,0.0095113523272811334,False,False,False,2021-01-14,2021,1,2021-01-14,8,1
31,401,417,2021-01-14 13:58:00,2021-01-15 09:53:00,-1,17,0.0068132854796118612,0.012157849345487005,-0.0024561822826444616,0.0053445638658751442,False,False,False,2021-01-15,2021,1,2021-01-15,9,1
32,418,434,2021-01-15 09:58:00,2021-01-15 11:18:00,1,17,0.00042633367443972942,0.0074825107056970428,-0.001197456580446983,0.007056177031257313,False,False,False,2021-01-15,2021,1,2021-01-15,9,1
33,435,449,2021-01-15 11:23:00,2021-01-15 14:08:00,-1,15,0.0063103875278774455,0.015952550956192416,0,0.0096421634283149708,False,False,False,2021-01-15,2021,1,2021-01-15,9,1
34,450,461,2021-01-15 14:13:00,2021-01-18 09:43:00,1,12,-0.003076499100604568,0.0055057024292470636,-0.003076499100604568,0.0085822015298516324,False,True,False,2021-01-18,2021,-1,2021-01-18,10,2
35,462,465,2021-01-18 09:48:00,2021-01-18 10:03:00,-1,4,-0.014078285434546098,0.00050672804019144156,-0.014078285434546098,0.01458501347473754,False,True,False,2021-01-18,2021,-1,2021-01-18,10,2
36,466,494,2021-01-18 10:08:00,2021-01-18 14:03:00,1,29,0.013619614778729841,0.022557245673783786,-0.00018477014988162784,0.0089376308950539444,False,False,False,2021-01-18,2021,1,2021-01-18,10,2
37,495,534,2021-01-18 14:08:00,2021-01-19 13:33:00,-1,40,0.010749799825267158,0.015571690248695503,-0.00419652163625978,0.004821890423428345,False,False,False,2021-01-19,2021,1,2021-01-19,11,2
38,535,538,2021-01-19 13:38:00,2021-01-19 13:53:00,1,4,-0.0051647530554461158,0.0011933297699410275,-0.0051647530554461158,0.0063580828253871433,False,True,False,2021-01-19,2021,-1,2021-01-19,11,2
39,539,554,2021-01-19 13:58:00,2021-01-20 09:48:00,-1,16,0.0035383431454880927,0.011179773742436717,0,0.0076414305969486236,False,False,False,2021-01-20,2021,1,2021-01-20,12,2
40,555,573,2021-01-20 09:53:00,2021-01-20 11:23:00,1,19,0.0096646904754577375,0.017635456898273245,-0.00054388424179744319,0.0079707664228155072,False,False,False,2021-01-20,2021,1,2021-01-20,12,2
41,574,584,2021-01-20 11:28:00,2021-01-20 13:53:00,-1,11,-0.0025733381119004053,0.0029969472706991868,-0.0025733381119004053,0.0055702853825995921,False,True,False,2021-01-20,2021,-1,2021-01-20,12,2
42,585,601,2021-01-20 13:58:00,2021-01-21 09:53:00,1,17,0.0015625533937754705,0.011391223244757404,0,0.0098286698509819342,False,False,False,2021-01-21,2021,1,2021-01-21,13,2
43,602,608,2021-01-21 09:58:00,2021-01-21 10:28:00,-1,7,-0.0007260957068815089,0.0040404645038517265,-0.001661777805984142,0.0047665602107332351,False,True,False,2021-01-21,2021,-1,2021-01-21,13,2
44,609,631,2021-01-21 10:33:00,2021-01-21 13:58:00,1,23,0.0083897869817466351,0.011935247072481584,-4.0701697266467304e-05,0.0035454600907349493,False,False,False,2021-01-21,2021,1,2021-01-21,13,2
45,632,664,2021-01-21 14:03:00,2021-01-22 11:18:00,-1,33,0.012604412511179684,0.020606534384240021,-0.00033628366516371783,0.0080021218730603368,False,False,False,2021-01-22,2021,1,2021-01-22,14,2
46,665,693,2021-01-22 11:23:00,2021-01-25 09:53:00,1,29,0.0048385108632727231,0.011965161825767606,-0.0012473971577682485,0.0071266509624948824,False,False,False,2021-01-25,2021,1,2021-01-25,15,3
47,694,697,2021-01-25 09:58:00,2021-01-25 10:13:00,-1,4,-0.0088147329024069309,0.0018796168945106205,-0.0088147329024069309,0.010694349796917552,False,True,False,2021-01-25,2021,-1,2021-01-25,15,3
48,698,729,2021-01-25 10:18:00,2021-01-25 14:28:00,1,32,0.0044988191908037446,0.016144219033803687,0,0.011645399842999941,False,False,False,2021-01-25,2021,1,2021-01-25,15,3
49,730,738,2021-01-25 14:33:00,2021-01-26 09:48:00,-1,9,-0.0033058764459101982,0.0020625191465031786,-0.0041922624817185162,0.0053683955924133768,False,True,False,2021-01-26,2021,-1,2021-01-26,16,3
50,739,745,2021-01-26 09:53:00,2021-01-26 10:23:00,1,7,-0.003145339180853001,0.0055453007164253257,-0.003145339180853001,0.0086906398972783263,False,True,False,2021-01-26,2021,-1,2021-01-26,16,3
51,746,777,2021-01-26 10:28:00,2021-01-26 14:38:00,-1,32,0.0082136950726733361,0.015306163370787492,0,0.007092468298114156,False,False,False,2021-01-26,2021,1,2021-01-26,16,3
52,778,784,2021-01-26 14:43:00,2021-01-27 09:48:00,1,7,-0.0076087691499308651,0.0014690425564384242,-0.0076087691499308651,0.0090778117063692893,False,True,False,2021-01-27,2021,-1,2021-01-27,17,3
53,785,793,2021-01-27 09:53:00,2021-01-27 10:33:00,-1,9,0.010581531016977385,0.019875066605694901,0,0.009293535588717516,False,False,False,2021-01-27,2021,1,2021-01-27,17,3
54,794,819,2021-01-27 10:38:00,2021-01-27 14:18:00,1,26,-0.00084505595795115952,0.0054789403841517242,-0.00084505595795115952,0.0063239963421028835,False,True,False,2021-01-27,2021,-1,2021-01-27,17,3
55,820,833,2021-01-27 14:23:00,2021-01-28 10:03:00,-1,14,-0.0037731751747467047,0.0073954322779595984,-0.0037731751747467047,0.011168607452706304,False,True,False,2021-01-28,2021,-1,2021-01-28,18,3
56,834,838,2021-01-28 10:08:00,2021-01-28 10:28:00,1,5,-0.0062781830568715124,0.00052026644291290928,-0.0062781830568715124,0.006798449499784422,False,True,False,2021-01-28,2021,-1,2021-01-28,18,3
57,839,876,2021-01-28 10:33:00,2021-01-29 09:48:00,-1,38,0.01507932572477063,0.022416167299733034,0,0.0073368415749624043,False,False,False,2021-01-29,2021,1,2021-01-29,19,3
58,877,880,2021-01-29 09:53:00,2021-01-29 10:08:00,1,4,-0.0054712022285449821,0.0012653318290290765,-0.0054712022285449821,0.006736534057574059,False,True,False,2021-01-29,2021,-1,2021-01-29,19,3
59,881,891,2021-01-29 10:13:00,2021-01-29 11:03:00,-1,11,-0.0026902412505300831,0.006187557884224682,-0.0038960404488137426,0.0088777991347547651,False,True,False,2021-01-29,2021,-1,2021-01-29,19,3
60,892,900,2021-01-29 11:08:00,2021-01-29 13:23:00,1,9,-0.00031571082554008234,0.0075960435539965772,-0.00031571082554008234,0.0079117543795366591,False,True,False,2021-01-29,2021,-1,2021-01-29,19,3
61,901,918,2021-01-29 13:28:00,2021-01-29 14:53:00,-1,18,0.0044938838651764606,0.014510472886978938,0,0.010016589021802478,False,False,False,2021-01-29,2021,1,2021-01-29,19,3
62,919,933,2021-01-29 14:58:00,2021-02-01 10:43:00,1,15,0.0011412068442936585,0.012600544237992988,-0.00030313177652335966,0.01145933739369933,False,False,False,2021-02-01,2021,1,2021-02-01,20,4
63,934,946,2021-02-01 10:48:00,2021-02-01 13:23:00,-1,13,0.00057044062802336928,0.0049051362213260955,-0.00082339574445391343,0.0043346955933027259,False,False,False,2021-02-01,2021,1,2021-02-01,20,4
64,947,955,2021-02-01 13:28:00,2021-02-01 14:08:00,1,9,-0.0036274369688611484,0,-0.0037193523078282911,0.0036274369688611484,True,False,False,2021-02-01,2021,-1,2021-02-01,20,4
65,956,964,2021-02-01 14:13:00,2021-02-01 14:53:00,-1,9,-0.004873534276398645,0.00011312777086732832,-0.004873534276398645,0.0049866620472659735,False,True,False,2021-02-01,2021,-1,2021-02-01,20,4
66,965,983,2021-02-01 14:58:00,2021-02-02 11:03:00,1,19,0.0041214588042094557,0.0080445544759709768,-0.0032840289136036802,0.0039230956717615211,False,False,False,2021-02-02,2021,1,2021-02-02,21,4
67,984,990,2021-02-02 11:08:00,2021-02-02 13:13:00,-1,7,-0.004313862416901966,0.002687202332686967,-0.004313862416901966,0.007001064749588933,False,True,False,2021-02-02,2021,-1,2021-02-02,21,4
68,991,1017,2021-02-02 13:18:00,2021-02-03 10:03:00,1,27,-0.00087944000698541441,0.0070008871899284331,-0.0020881864466947278,0.0078803271969138475,False,True,False,2021-02-03,2021,-1,2021-02-03,22,4
69,1018,1031,2021-02-03 10:08:00,2021-02-03 11:13:00,-1,14,0.00033522830758246896,0.007337797884325069,0,0.0070025695767426,False,False,False,2021-02-03,2021,1,2021-02-03,22,4
