horizon,endpoint,comparison,slice_type,slice,n,absolute_gain
30,log_future_sigma,S_vs_C,symbol,000688.SH,16975,0.0006272995463276839
30,log_future_sigma,S_vs_C,symbol,000852.SH,16975,-4.5959289688624815e-06
30,log_future_sigma,S_vs_C,year,2024,16940,0.00012177511986283368
30,log_future_sigma,S_vs_C,year,2025,17010,0.0005001483465132034
30,log_future_sigma,S_vs_C,previous_state,NORMAL,29140,0.0003145065650092723
30,log_future_sigma,S_vs_C,previous_state,RECOVERING,3194,0.0009766256784290754
30,log_future_sigma,S_vs_C,previous_state,UNSAFE,1616,-0.0010604392429496698
30,log_future_sigma,S_vs_C,slot,580,970,0.0004794408983172514
30,log_future_sigma,S_vs_C,slot,585,970,0.000793793044392178
30,log_future_sigma,S_vs_C,slot,590,970,0.00048789807529290777
30,log_future_sigma,S_vs_C,slot,595,970,0.001320256196209027
30,log_future_sigma,S_vs_C,slot,600,970,0.0008973213588196654
30,log_future_sigma,S_vs_C,slot,605,970,0.0013366934179117305
30,log_future_sigma,S_vs_C,slot,610,970,0.0010104684742062804
30,log_future_sigma,S_vs_C,slot,615,970,0.0010707119867825752
30,log_future_sigma,S_vs_C,slot,620,970,-0.00026614831857403983
30,log_future_sigma,S_vs_C,slot,625,970,-6.813962204152475e-05
30,log_future_sigma,S_vs_C,slot,630,970,-4.804043754733141e-05
30,log_future_sigma,S_vs_C,slot,635,970,-0.0003653716318233809
30,log_future_sigma,S_vs_C,slot,640,970,-0.00021454140674490767
30,log_future_sigma,S_vs_C,slot,645,970,-0.0005409304199640604
30,log_future_sigma,S_vs_C,slot,650,970,9.605174659651322e-05
30,log_future_sigma,S_vs_C,slot,655,970,-0.00028454387379979815
30,log_future_sigma,S_vs_C,slot,660,970,-0.00041408337204051204
30,log_future_sigma,S_vs_C,slot,785,970,0.0003423919642525984
30,log_future_sigma,S_vs_C,slot,790,970,-0.00015606476508222346
30,log_future_sigma,S_vs_C,slot,795,970,-0.00012026893523018734
30,log_future_sigma,S_vs_C,slot,800,970,-0.0003171906872691782
30,log_future_sigma,S_vs_C,slot,805,970,0.0005182521751033094
30,log_future_sigma,S_vs_C,slot,810,970,0.00038872059641749347
30,log_future_sigma,S_vs_C,slot,815,970,0.0005429224621977155
30,log_future_sigma,S_vs_C,slot,820,970,0.0006226460239363095
30,log_future_sigma,S_vs_C,slot,825,970,0.0007533638184756489
30,log_future_sigma,S_vs_C,slot,830,970,0.00023497298767098578
30,log_future_sigma,S_vs_C,slot,835,970,0.00024058316583352898
30,log_future_sigma,S_vs_C,slot,840,970,0.00021043643827931574
30,log_future_sigma,S_vs_C,slot,845,970,0.0005757539820234525
30,log_future_sigma,S_vs_C,slot,850,970,-3.631932456540471e-05
30,log_future_sigma,S_vs_C,slot,855,970,0.00018010785220014163
30,log_future_sigma,S_vs_C,slot,860,970,0.0007832074081902607
30,log_future_sigma,S_vs_C,slot,865,970,0.0004279462739178167
30,log_future_sigma,S_vs_C,slot,870,970,0.00041501575143521795
30,log_future_sigma,S_vs_H,symbol,000688.SH,16975,0.000674621489961852
30,log_future_sigma,S_vs_H,symbol,000852.SH,16975,1.33935248001633e-07
30,log_future_sigma,S_vs_H,year,2024,16940,0.00015679995062104407
30,log_future_sigma,S_vs_H,year,2025,17010,0.0005172123562267359
30,log_future_sigma,S_vs_H,previous_state,NORMAL,29140,0.00023035452826652446
30,log_future_sigma,S_vs_H,previous_state,RECOVERING,3194,0.0020153281051409054
30,log_future_sigma,S_vs_H,previous_state,UNSAFE,1616,-0.0010492051847582353
30,log_future_sigma,S_vs_H,slot,580,970,0.0005461201798682773
30,log_future_sigma,S_vs_H,slot,585,970,0.0007328003967987526
