horizon,endpoint,increment_decile,n,increment_mean,sigma_mean,tail_rate
15,log_future_sigma,0,3977,-0.03447316417452386,0.0016662034141580848,0.038974101081216996
15,log_future_sigma,1,3977,-0.0029864751097903844,0.0012774164097615244,0.022378677395021373
15,log_future_sigma,2,3977,-0.0014133564626600307,0.0012560461194822043,0.0155896404324868
15,log_future_sigma,3,3977,-0.0005361738042269891,0.0013152645622092024,0.013829519738496355
15,log_future_sigma,4,3977,0.0002860319057966207,0.001477343199508201,0.024641689715866232
15,log_future_sigma,5,3977,0.001213868288548672,0.0015354088408313473,0.027407593663565502
15,log_future_sigma,6,3977,0.002307012091241926,0.0016175770864566776,0.03972843852149862
15,log_future_sigma,7,3977,0.003712245500745287,0.0017370317004965614,0.04048277596178024
15,log_future_sigma,8,3977,0.005720931480262175,0.0018233715908036227,0.041488559215489065
15,log_future_sigma,9,3977,0.02132569254103656,0.0021047466515588774,0.06135277847623837
15,future_tail,0,3977,-0.005644161007749063,0.0015481347930675136,0.043500125722906714
15,future_tail,1,3977,-0.00041031366831016815,0.001251868332429431,0.022378677395021373
15,future_tail,2,3977,-0.0001902322318519918,0.001201822121307623,0.022881569021875787
15,future_tail,3,11685,-1.2040587594331905e-05,0.0017139220708816268,0.010868635002139495
15,future_tail,4,246,4.5031019857867725e-06,0.0012272497305478632,0.016260162601626018
15,future_tail,5,3977,9.740667310412148e-05,0.001362422832643493,0.033442293185818456
15,future_tail,6,3977,0.00031782012721992233,0.0015886893681523843,0.049031933618305254
15,future_tail,7,3977,0.0006487094512706408,0.0018073536748132303,0.05758109127483028
15,future_tail,8,3977,0.005016168792509373,0.0019384556839397334,0.06411868242393765
