horizon,endpoint,comparison,slice_type,slice,n,absolute_gain
60,log_future_sigma,S_vs_C,symbol,000688.SH,11155,0.0006554354744369029
60,log_future_sigma,S_vs_C,symbol,000852.SH,11155,-8.14165483974398e-05
60,log_future_sigma,S_vs_C,year,2024,11132,-0.00011219581528641899
60,log_future_sigma,S_vs_C,year,2025,11178,0.000684571921250548
60,log_future_sigma,S_vs_C,previous_state,NORMAL,19185,0.0004478792766431798
60,log_future_sigma,S_vs_C,previous_state,RECOVERING,2037,-2.402347953985895e-05
60,log_future_sigma,S_vs_C,previous_state,UNSAFE,1088,-0.001967322586954507
60,log_future_sigma,S_vs_C,slot,580,970,0.0005693719252254786
60,log_future_sigma,S_vs_C,slot,585,970,0.0004210200833606682
60,log_future_sigma,S_vs_C,slot,590,970,0.00023523089862879584
60,log_future_sigma,S_vs_C,slot,595,970,0.0006645477232831957
60,log_future_sigma,S_vs_C,slot,600,970,0.00026557674257867195
60,log_future_sigma,S_vs_C,slot,605,970,0.0001505233250764444
60,log_future_sigma,S_vs_C,slot,610,970,0.0001345235063871311
60,log_future_sigma,S_vs_C,slot,615,970,-0.0001010848147520952
60,log_future_sigma,S_vs_C,slot,620,970,-0.0006427227099290364
60,log_future_sigma,S_vs_C,slot,625,970,-0.0001986047520244808
60,log_future_sigma,S_vs_C,slot,630,970,-0.0006666744359186699
60,log_future_sigma,S_vs_C,slot,785,970,0.00020767836217215814
60,log_future_sigma,S_vs_C,slot,790,970,4.7050896598512474e-05
60,log_future_sigma,S_vs_C,slot,795,970,0.00015735787172194062
60,log_future_sigma,S_vs_C,slot,800,970,4.0327554383527715e-06
60,log_future_sigma,S_vs_C,slot,805,970,0.0005060883395650659
60,log_future_sigma,S_vs_C,slot,810,970,0.0006080507675488598
60,log_future_sigma,S_vs_C,slot,815,970,0.0007046147879349085
60,log_future_sigma,S_vs_C,slot,820,970,0.0006147562629338137
60,log_future_sigma,S_vs_C,slot,825,970,0.0010748090057700376
60,log_future_sigma,S_vs_C,slot,830,970,0.0006267254607034415
60,log_future_sigma,S_vs_C,slot,835,970,0.000632713193657364
60,log_future_sigma,S_vs_C,slot,840,970,0.0005856324534932649
60,log_future_sigma,S_vs_H,symbol,000688.SH,11155,0.0007736743342580395
60,log_future_sigma,S_vs_H,symbol,000852.SH,11155,5.425754607123486e-05
60,log_future_sigma,S_vs_H,year,2024,11132,0.00036620116281266816
60,log_future_sigma,S_vs_H,year,2025,11178,0.00046153415464684507
60,log_future_sigma,S_vs_H,previous_state,NORMAL,19185,0.0003535219759613169
60,log_future_sigma,S_vs_H,previous_state,RECOVERING,2037,0.0019361262414647252
60,log_future_sigma,S_vs_H,previous_state,UNSAFE,1088,-0.0013700626264783594
60,log_future_sigma,S_vs_H,slot,580,970,0.0007798520967951304
60,log_future_sigma,S_vs_H,slot,585,970,0.000789513552269792
60,log_future_sigma,S_vs_H,slot,590,970,0.0007236036501555142
60,log_future_sigma,S_vs_H,slot,595,970,0.0010959497546068953
60,log_future_sigma,S_vs_H,slot,600,970,0.0007821954850318443
60,log_future_sigma,S_vs_H,slot,605,970,0.0009308239236253218
60,log_future_sigma,S_vs_H,slot,610,970,0.0010541281414081767
60,log_future_sigma,S_vs_H,slot,615,970,0.0007271890767945995
60,log_future_sigma,S_vs_H,slot,620,970,-9.429855822809478e-05
60,log_future_sigma,S_vs_H,slot,625,970,0.0003818747769262633
60,log_future_sigma,S_vs_H,slot,630,970,-8.863121873799102e-05
60,log_future_sigma,S_vs_H,slot,785,970,-9.812998950703062e-05
60,log_future_sigma,S_vs_H,slot,790,970,-9.635437521399812e-05
60,log_future_sigma,S_vs_H,slot,795,970,0.001248407461396803
60,log_future_sigma,S_vs_H,slot,800,970,-9.841262870156952e-05
60,log_future_sigma,S_vs_H,slot,805,970,-0.00012370489599913687
60,log_future_sigma,S_vs_H,slot,810,970,6.066156907191991e-05
60,log_future_sigma,S_vs_H,slot,815,970,0.00012935667733330865
60,log_future_sigma,S_vs_H,slot,820,970,0.0002814075477968827
60,log_future_sigma,S_vs_H,slot,825,970,0.0005309323016570258
60,log_future_sigma,S_vs_H,slot,830,970,0.00013535388224749018
60,log_future_sigma,S_vs_H,slot,835,970,0.00019512573512583923
60,log_future_sigma,S_vs_H,slot,840,970,0.0002743726579316697
60,future_tail,S_vs_C,symbol,000688.SH,11155,0.00021125696413959653
60,future_tail,S_vs_C,symbol,000852.SH,11155,-0.00015525788489667962
60,future_tail,S_vs_C,year,2024,11132,-0.00011203790029074802
60,future_tail,S_vs_C,year,2025,11178,0.0001674606937727094
60,future_tail,S_vs_C,previous_state,NORMAL,19185,4.392266823980823e-05
60,future_tail,S_vs_C,previous_state,RECOVERING,2037,8.972996368625014e-05
60,future_tail,S_vs_C,previous_state,UNSAFE,1088,-0.00036835165188867113
60,future_tail,S_vs_C,slot,580,970,0.0001133675729277984
60,future_tail,S_vs_C,slot,585,970,4.1018083835413925e-05
60,future_tail,S_vs_C,slot,590,970,0.00021095729657954516
60,future_tail,S_vs_C,slot,595,970,0.00024377353237612644
60,future_tail,S_vs_C,slot,600,970,-9.65032080376165e-05
60,future_tail,S_vs_C,slot,605,970,-0.00012596386498530215
60,future_tail,S_vs_C,slot,610,970,-0.000248601644486123
60,future_tail,S_vs_C,slot,615,970,-0.00023249144933474788
60,future_tail,S_vs_C,slot,620,970,-0.00036726761832024907
60,future_tail,S_vs_C,slot,625,970,-0.00012884007731645214
60,future_tail,S_vs_C,slot,630,970,-0.0002352515312643126
60,future_tail,S_vs_C,slot,785,970,0.0001962632365648402
60,future_tail,S_vs_C,slot,790,970,3.456198458585021e-05
60,future_tail,S_vs_C,slot,795,970,7.349093813381018e-05
60,future_tail,S_vs_C,slot,800,970,0.00011857533451432761
60,future_tail,S_vs_C,slot,805,970,0.00016891587375961374
60,future_tail,S_vs_C,slot,810,970,0.00010881265653642439
60,future_tail,S_vs_C,slot,815,970,0.00026762719866988923
60,future_tail,S_vs_C,slot,820,970,0.00019107543190199726
60,future_tail,S_vs_C,slot,825,970,9.37921550064558e-05
60,future_tail,S_vs_C,slot,830,970,0.00013711349885655105
60,future_tail,S_vs_C,slot,835,970,8.716091337007712e-05
60,future_tail,S_vs_C,slot,840,970,-7.596902580372543e-06
60,future_tail,S_vs_H,symbol,000688.SH,11155,0.0002518267522596582
60,future_tail,S_vs_H,symbol,000852.SH,11155,-0.0001775074841565888
60,future_tail,S_vs_H,year,2024,11132,-9.223565755812206e-05
60,future_tail,S_vs_H,year,2025,11178,0.0001660224347492175
60,future_tail,S_vs_H,previous_state,NORMAL,19185,-1.925485867314749e-05
60,future_tail,S_vs_H,previous_state,RECOVERING,2037,0.0007038759013973514
60,future_tail,S_vs_H,previous_state,UNSAFE,1088,-0.00021632289688633388
60,future_tail,S_vs_H,slot,580,970,-3.913469111409016e-05
60,future_tail,S_vs_H,slot,585,970,0.0002105644341455603
60,future_tail,S_vs_H,slot,590,970,0.00020929459732170667
60,future_tail,S_vs_H,slot,595,970,0.000261620955301017
60,future_tail,S_vs_H,slot,600,970,0.00011519555509330902
60,future_tail,S_vs_H,slot,605,970,0.00015445177440063365
60,future_tail,S_vs_H,slot,610,970,-0.00019249093657677555
60,future_tail,S_vs_H,slot,615,970,-0.00026377270867413306
60,future_tail,S_vs_H,slot,620,970,-0.00048626568758382304
60,future_tail,S_vs_H,slot,625,970,-0.0001566535884063975
60,future_tail,S_vs_H,slot,630,970,-0.0002993721925295571
60,future_tail,S_vs_H,slot,785,970,0.0001394975404810033
60,future_tail,S_vs_H,slot,790,970,-7.861304292295293e-05
60,future_tail,S_vs_H,slot,795,970,3.363251309762984e-05
60,future_tail,S_vs_H,slot,800,970,0.00015588274362163775
60,future_tail,S_vs_H,slot,805,970,0.00021642436140334256
60,future_tail,S_vs_H,slot,810,970,0.0001736085743297587
60,future_tail,S_vs_H,slot,815,970,0.00027262652667009766
