horizon,endpoint,increment_decile,n,increment_mean,sigma_mean,tail_rate
60,log_future_sigma,0,2231,-0.031750349638088,0.0017400981084881848,0.09457642312864187
60,log_future_sigma,1,2231,-0.018193077103073888,0.0016774651902128307,0.10891976692066338
60,log_future_sigma,2,2231,-0.011121476328658642,0.0017003125904606075,0.09950694755714926
60,log_future_sigma,3,2231,-0.0060224626170944425,0.0016682088619841815,0.10129986553115194
60,log_future_sigma,4,2231,-0.0018531670384304584,0.0015921127640268838,0.09502465262214253
60,log_future_sigma,5,2231,0.001865812003357017,0.001572138354804303,0.09771402958314657
60,log_future_sigma,6,2231,0.005470559635519013,0.001530051733630874,0.0891976692066338
60,log_future_sigma,7,2231,0.00959122316512141,0.0015339877884066062,0.06947557149260421
60,log_future_sigma,8,2231,0.016106194393792933,0.0017014153954623109,0.0923352756611385
60,log_future_sigma,9,2231,0.03832591600037735,0.0020222810187019128,0.14477812640071716
60,future_tail,0,2231,-0.01258143995685144,0.001760392225601598,0.15643209323173465
60,future_tail,1,2231,-0.007159805551076417,0.001569731954255932,0.09636934110264456
60,future_tail,2,2231,-0.004704488198840552,0.0014999101398705695,0.08157776781712237
60,future_tail,3,2231,-0.002603207917814993,0.001487798848152408,0.08964589870013447
60,future_tail,4,5455,-0.00033915678471559515,0.0020127760059206285,0.05737855178735105
60,future_tail,5,1238,0.00050175235531651,0.0013489806633626832,0.09693053311793215
60,future_tail,6,2231,0.0023064572024795015,0.0014538722453460169,0.10354101299865531
60,future_tail,7,2231,0.006059625211851417,0.0015629041695698583,0.11788435679067683
60,future_tail,8,2231,0.01983073030209241,0.0017334796265468006,0.15329448677722995
