horizon,endpoint,comparison,slice_type,slice,n,absolute_gain
30,log_future_sigma,X_vs_C,symbol,000688.SH,16975,-0.0003784715075595736
30,log_future_sigma,X_vs_C,symbol,000852.SH,16975,0.0005684641514326217
30,log_future_sigma,X_vs_C,year,2024,16940,0.0001119418503144703
30,log_future_sigma,X_vs_C,year,2025,17010,7.812052824326067e-05
30,log_future_sigma,X_vs_C,previous_state,NORMAL,29140,0.000246812355840343
30,log_future_sigma,X_vs_C,previous_state,RECOVERING,3194,-0.0007557068528421192
30,log_future_sigma,X_vs_C,previous_state,UNSAFE,1616,-0.0009611752669955901
30,log_future_sigma,X_vs_C,slot,580,970,0.0004105568329087416
30,log_future_sigma,X_vs_C,slot,585,970,-0.0008009621172559573
30,log_future_sigma,X_vs_C,slot,590,970,-0.00048293439979220604
30,log_future_sigma,X_vs_C,slot,595,970,-0.0007402482446183218
30,log_future_sigma,X_vs_C,slot,600,970,-6.119231942195825e-05
30,log_future_sigma,X_vs_C,slot,605,970,-0.0004586144031704453
30,log_future_sigma,X_vs_C,slot,610,970,0.0004025884849594319
30,log_future_sigma,X_vs_C,slot,615,970,0.0002483943293810959
30,log_future_sigma,X_vs_C,slot,620,970,0.00011149359999991118
30,log_future_sigma,X_vs_C,slot,625,970,0.0002517571159222917
30,log_future_sigma,X_vs_C,slot,630,970,-0.0004849749120014557
30,log_future_sigma,X_vs_C,slot,635,970,-0.0005455266100020924
30,log_future_sigma,X_vs_C,slot,640,970,-0.0006683522100588044
30,log_future_sigma,X_vs_C,slot,645,970,-0.0009202526779869399
30,log_future_sigma,X_vs_C,slot,650,970,-0.0004664677044665677
30,log_future_sigma,X_vs_C,slot,655,970,-0.0003627776510712497
30,log_future_sigma,X_vs_C,slot,660,970,0.00017508924478045338
30,log_future_sigma,X_vs_C,slot,785,970,0.00025834537333192586
30,log_future_sigma,X_vs_C,slot,790,970,0.00027408130297326667
30,log_future_sigma,X_vs_C,slot,795,970,0.0002736837299245523
30,log_future_sigma,X_vs_C,slot,800,970,0.00017305649773059528
30,log_future_sigma,X_vs_C,slot,805,970,-0.00014702225239709524
30,log_future_sigma,X_vs_C,slot,810,970,-0.0002291735705654562
30,log_future_sigma,X_vs_C,slot,815,970,0.00045479278559832086
30,log_future_sigma,X_vs_C,slot,820,970,0.00041141986328379064
30,log_future_sigma,X_vs_C,slot,825,970,0.0002500206122218561
30,log_future_sigma,X_vs_C,slot,830,970,0.0007565130200205527
30,log_future_sigma,X_vs_C,slot,835,970,0.0003280792174613027
30,log_future_sigma,X_vs_C,slot,840,970,0.0009331671210880951
30,log_future_sigma,X_vs_C,slot,845,970,0.0004917322059573927
30,log_future_sigma,X_vs_C,slot,850,970,0.0005672028146673945
30,log_future_sigma,X_vs_C,slot,855,970,0.0007424188273596394
30,log_future_sigma,X_vs_C,slot,860,970,0.00043789579809554044
30,log_future_sigma,X_vs_C,slot,865,970,0.0008983453722004172
30,log_future_sigma,X_vs_C,slot,870,970,0.000842736190720323
30,log_future_sigma,X_vs_L,symbol,000688.SH,16975,5.509995831123702e-05
30,log_future_sigma,X_vs_L,symbol,000852.SH,16975,0.00015916905554007083
30,log_future_sigma,X_vs_L,year,2024,16940,0.00013099170430497391
30,log_future_sigma,X_vs_L,year,2025,17010,8.33754873133271e-05
30,log_future_sigma,X_vs_L,previous_state,NORMAL,29140,0.00013072961480216653
30,log_future_sigma,X_vs_L,previous_state,RECOVERING,3194,2.562110122553104e-05
30,log_future_sigma,X_vs_L,previous_state,UNSAFE,1616,-0.00015722664760119338
30,log_future_sigma,X_vs_L,slot,580,970,0.0005330785875903894
30,log_future_sigma,X_vs_L,slot,585,970,-0.0009883488811047872
30,log_future_sigma,X_vs_L,slot,590,970,0.0002835799081662612
30,log_future_sigma,X_vs_L,slot,595,970,-0.00035596574191244074
30,log_future_sigma,X_vs_L,slot,600,970,0.000879086122373523
30,log_future_sigma,X_vs_L,slot,605,970,-0.00044380330669523344
30,log_future_sigma,X_vs_L,slot,610,970,0.0006668840041307853
30,log_future_sigma,X_vs_L,slot,615,970,-5.219923557727243e-05
30,log_future_sigma,X_vs_L,slot,620,970,-0.0001805040265677225
30,log_future_sigma,X_vs_L,slot,625,970,0.0004175254493311144
30,log_future_sigma,X_vs_L,slot,630,970,-0.0006759607864498454
30,log_future_sigma,X_vs_L,slot,635,970,0.00010869449314834932
30,log_future_sigma,X_vs_L,slot,640,970,0.00017709096431089874
30,log_future_sigma,X_vs_L,slot,645,970,-0.00015220375563338213
