year,block,gain,n
2024,0,-0.045632762023807415,1640
2024,1,-0.018714515244032455,1640
2024,2,-0.043862677515524355,1640
2024,3,0.12335458794056396,1640
2024,4,0.02517396219587446,1640
2024,5,-0.13646627009393966,1640
2024,6,0.057638942741726533,1640
2024,7,0.012224602649985466,1640
2024,8,0.12203793806749957,1640
2024,9,0.081336279887405397,1640
2024,10,0.016840589880817582,1640
2024,11,0.0047844716864210253,1640
2024,12,-0.01825522506190724,164
2025,0,-0.10235202394660248,1640
2025,1,-0.018382872234876658,1640
2025,2,-0.14364833598262905,1640
2025,3,-0.10992201047390567,1640
2025,4,0.0093676254238340938,1640
2025,5,-0.073962519142482822,1640
2025,6,-0.012295882463835372,1640
2025,7,-0.11199963955245308,1640
2025,8,0.0098098677379820538,1640
2025,9,0.010293978114841722,1640
2025,10,-0.0041693632317261441,1640
2025,11,0.017474644242145884,1640
2025,12,-0.024895828556309108,246
