horizon,endpoint,comparison,slice_type,slice,n,absolute_gain
15,log_future_sigma,X_vs_C,symbol,000688.SH,19885,-0.0003566796693740684
15,log_future_sigma,X_vs_C,symbol,000852.SH,19885,0.0004899760171293188
15,log_future_sigma,X_vs_C,year,2024,19844,9.508722440580857e-05
15,log_future_sigma,X_vs_C,year,2025,19926,3.832615647918746e-05
15,log_future_sigma,X_vs_C,previous_state,NORMAL,34505,0.00014845315743317167
15,log_future_sigma,X_vs_C,previous_state,RECOVERING,3559,-0.0006734672685058151
15,log_future_sigma,X_vs_C,previous_state,UNSAFE,1706,-4.3908741797326785e-05
15,log_future_sigma,X_vs_C,slot,580,970,0.0007670405883200549
15,log_future_sigma,X_vs_C,slot,585,970,-0.0005718815628874066
15,log_future_sigma,X_vs_C,slot,590,970,0.0002336413536356484
15,log_future_sigma,X_vs_C,slot,595,970,-0.0006791677997753034
15,log_future_sigma,X_vs_C,slot,600,970,-0.00015833007717998382
15,log_future_sigma,X_vs_C,slot,605,970,-0.0013495005753114562
15,log_future_sigma,X_vs_C,slot,610,970,0.0005082453243800022
15,log_future_sigma,X_vs_C,slot,615,970,0.0006009929100076858
15,log_future_sigma,X_vs_C,slot,620,970,0.00034967483370375774
15,log_future_sigma,X_vs_C,slot,625,970,-0.00011429125889911468
15,log_future_sigma,X_vs_C,slot,630,970,1.7190605541267102e-05
15,log_future_sigma,X_vs_C,slot,635,970,-0.0005849430648941481
15,log_future_sigma,X_vs_C,slot,640,970,-0.0002625134763509313
15,log_future_sigma,X_vs_C,slot,645,970,-0.0012419168454729063
15,log_future_sigma,X_vs_C,slot,650,970,-0.00048199647828751257
15,log_future_sigma,X_vs_C,slot,655,970,-0.0001821630979195688
15,log_future_sigma,X_vs_C,slot,660,970,9.995347159253486e-05
15,log_future_sigma,X_vs_C,slot,665,970,-0.0009137472507527244
15,log_future_sigma,X_vs_C,slot,670,970,-0.0013909376423153566
15,log_future_sigma,X_vs_C,slot,675,970,-0.0006499000458390847
15,log_future_sigma,X_vs_C,slot,785,970,0.00027953327669171825
15,log_future_sigma,X_vs_C,slot,790,970,0.0004387353196015706
15,log_future_sigma,X_vs_C,slot,795,970,-0.00030835328583328703
15,log_future_sigma,X_vs_C,slot,800,970,-0.00036315914506269287
15,log_future_sigma,X_vs_C,slot,805,970,7.150122570029418e-05
15,log_future_sigma,X_vs_C,slot,810,970,-0.0001551173826395914
15,log_future_sigma,X_vs_C,slot,815,970,-0.00037405576747604646
15,log_future_sigma,X_vs_C,slot,820,970,0.000272591049178794
15,log_future_sigma,X_vs_C,slot,825,970,-9.580993999999751e-05
15,log_future_sigma,X_vs_C,slot,830,970,0.0005706014631039844
15,log_future_sigma,X_vs_C,slot,835,970,0.0004553237075677144
15,log_future_sigma,X_vs_C,slot,840,970,0.0013008698683360082
15,log_future_sigma,X_vs_C,slot,845,970,0.0003945550971406403
15,log_future_sigma,X_vs_C,slot,850,970,0.0007656656417495537
15,log_future_sigma,X_vs_C,slot,855,970,0.000842487994252713
15,log_future_sigma,X_vs_C,slot,860,970,0.0005703511334073398
15,log_future_sigma,X_vs_C,slot,865,970,0.0011056485863855578
15,log_future_sigma,X_vs_C,slot,870,970,0.0013407806152114557
15,log_future_sigma,X_vs_C,slot,875,970,0.001218064545719181
15,log_future_sigma,X_vs_C,slot,880,970,0.0004962893865511357
15,log_future_sigma,X_vs_C,slot,885,970,-8.937817189886786e-05
15,log_future_sigma,X_vs_L,symbol,000688.SH,19885,2.092901006013772e-05
15,log_future_sigma,X_vs_L,symbol,000852.SH,19885,-1.9254645896498563e-05
15,log_future_sigma,X_vs_L,year,2024,19844,7.33183427863981e-05
15,log_future_sigma,X_vs_L,year,2025,19926,-7.134570224125862e-05
15,log_future_sigma,X_vs_L,previous_state,NORMAL,34505,3.034739688449366e-05
