year,block,gain,n
2024,0,-0.25046599420640442,410
2024,1,0.092500994496125255,410
2024,2,0.27949823216492659,410
2024,3,0.08076107281943283,410
2024,4,0.2406920417625838,410
2024,5,0.066303425455880083,410
2024,6,-0.088434555028031089,410
2024,7,0.22678566956383736,410
2024,8,-0.065684491491198232,410
2024,9,0.41450985338942026,410
2024,10,-0.24508535768662978,410
2024,11,-0.34593021748639136,410
2024,12,0.24563787487552716,410
2024,13,0.26538590796317169,410
2024,14,0.02551978976216597,410
2024,15,-0.1395348056106212,410
2024,16,-0.040692710823844978,410
2024,17,0.084792590158295156,410
2024,18,-0.37937831616123507,410
2024,19,-0.44005713492757031,410
2024,20,0.39565351949644589,410
2024,21,-0.20808713073017071,410
2024,22,0.17710747085214404,410
2024,23,-0.1539510820058563,410
2024,24,-0.046924122937140683,410
2024,25,-0.2245573273499252,410
2024,26,-0.5185191397336415,410
2024,27,-0.16333778357826556,410
2024,28,0.49460534970219683,410
2024,29,0.04788615182870451,410
2024,30,0.43138558424731666,410
2024,31,-0.39286074414622774,410
2024,32,0.42618499299075702,410
2024,33,-0.082228045525738563,410
2024,34,0.58561661573995194,410
2024,35,0.36548666629253967,410
2024,36,0.24190511484779975,410
2024,37,-0.11827372949487651,410
2024,38,0.37665216357179371,410
2024,39,-0.12106470637606102,410
2024,40,-0.37426408947061707,410
2024,41,0.12898437342343208,410
2024,42,-0.034799311833246471,410
2024,43,-0.42215270727336135,410
2024,44,0.26546274112449253,410
2024,45,0.01430146659614091,410
2024,46,0.20058076405914782,410
2024,47,-0.069838328940229177,410
2024,48,0.20685059988633731,164
2025,0,0.044995862972607964,410
2025,1,0.2014602508073999,410
2025,2,0.094889557399402497,410
2025,3,-0.20024879184327277,410
2025,4,-0.32663287066456415,410
2025,5,-0.095022256688307397,410
2025,6,0.26955853033562394,410
2025,7,0.4077785889849137,410
2025,8,-0.46973493255358972,410
2025,9,-0.19230788085570738,410
2025,10,0.061047860864206209,410
2025,11,0.030279796999856431,410
2025,12,-0.099435874529590726,410
2025,13,-0.28598172648861236,410
2025,14,-0.36729375009808768,410
2025,15,-0.26427341899703938,410
2025,16,0.22553679381238834,410
2025,17,0.22643614323029293,410
2025,18,0.28262369953949956,410
2025,19,0.019854463938030996,410
2025,20,0.33877742030403579,410
2025,21,-0.42464127531230006,410
2025,22,-0.35518775505770256,410
2025,23,-0.20634026194390856,410
2025,24,0.19051850960342981,410
2025,25,-0.11873083833895749,410
2025,26,-0.31467844199708478,410
2025,27,0.33868785709098959,410
2025,28,-0.19250700762978032,410
2025,29,0.28320977434276828,410
2025,30,-0.17260955017294977,410
2025,31,0.16239841764628699,410
2025,32,0.1604668332063473,410
2025,33,-0.082899789294405238,410
2025,34,-0.33279615984694971,410
2025,35,-0.203836797792631,410
2025,36,-0.097635257869348818,410
2025,37,0.69385998506110591,410
2025,38,-0.40689708023567328,410
2025,39,-0.18557604621597576,410
2025,40,-0.078710455424924941,410
2025,41,0.12278209044233002,410
2025,42,0.61099377434247171,410
2025,43,0.038764487233983756,410
2025,44,-0.065820779590175016,410
2025,45,0.17910726502189683,410
2025,46,-0.46948576941128262,410
2025,47,-0.13836391231618853,410
2025,48,-0.25801374487017714,246
