horizon,endpoint,increment_decile,n,increment_mean,sigma_mean,tail_rate
30,log_future_sigma,0,3395,-0.03252894569341553,0.0017228156641533206,0.0662739322533137
30,log_future_sigma,1,3395,-0.019090548115051856,0.0016845475602157804,0.06273932253313697
30,log_future_sigma,2,3395,-0.011714983056551493,0.0016598773599746284,0.05036818851251841
30,log_future_sigma,3,3395,-0.006016820778838066,0.0016344864607390419,0.058321060382916054
30,log_future_sigma,4,3395,-0.001402985410057621,0.0015903264716114157,0.0491899852724595
30,log_future_sigma,5,3395,0.002560684637959065,0.0015370008915694838,0.050073637702503684
30,log_future_sigma,6,3395,0.006048725435079046,0.0014809866883881287,0.046244477172312226
30,log_future_sigma,7,3395,0.009741862937838687,0.0014793830072611085,0.03799705449189985
30,log_future_sigma,8,3395,0.015237140414929252,0.0015509609816780007,0.04477172312223859
30,log_future_sigma,9,3395,0.0375982510189933,0.0020341471532783983,0.08954344624447717
30,future_tail,0,3395,-0.008245080690275451,0.001817561141350365,0.09985272459499264
30,future_tail,1,3395,-0.004586837336852477,0.0015403368541801116,0.055964653902798235
30,future_tail,2,3395,-0.0029968260591828407,0.001461415996686011,0.04801178203240059
30,future_tail,3,3395,-0.0016497603430414823,0.0014451803780841932,0.061266568483063326
30,future_tail,4,9016,-0.0001595505573103594,0.0019039942188008787,0.026397515527950312
30,future_tail,5,1169,0.00024195029340712433,0.0014140067618226742,0.05474764756201882
30,future_tail,6,3395,0.0013170860118304707,0.0014064138650177918,0.05802650957290133
30,future_tail,7,3395,0.0037166114020262507,0.001460005701638,0.05743740795287187
30,future_tail,8,3395,0.012808309842195229,0.0017003529760573324,0.08600883652430044
