year,view,scenario,cost_bps,cell,minutes,base_gross_log,base_net_log,slow_gross_log,slow_net_log
2025,0,legacy_on_minute,0,neither,33525,0.2678277707568757,0.2678277707568757,0.2678277707568757,0.2678277707568757
2025,0,legacy_on_minute,0,chop_only,4820,0.0785297966331493,0.0785297966331493,0.0785297966331493,0.0785297966331493
2025,0,legacy_on_minute,0,slow_only,17471,0.18098029830788853,0.18098029830788853,0.09049014915394427,0.09049014915394427
2025,0,legacy_on_minute,0,both,2500,-0.02261460382216729,-0.02261460382216729,-0.011307301911083645,-0.011307301911083645
2025,0,legacy_on_minute,1,neither,33525,0.2678277707568757,0.1875197446870486,0.2678277707568757,0.1990218700641989
2025,0,legacy_on_minute,1,chop_only,4820,0.0785297966331493,0.0689288365051301,0.0785297966331493,0.0705291165544722
2025,0,legacy_on_minute,1,slow_only,17471,0.18098029830788853,0.13637583771313266,0.09049014915394427,0.05508759140141602
2025,0,legacy_on_minute,1,both,2500,-0.02261460382216729,-0.028015143894178092,-0.011307301911083645,-0.01555761069162873
2025,0,legacy_on_minute,3,neither,33525,0.2678277707568757,0.02685551686287524,0.2678277707568757,0.06137465204955253
2025,0,legacy_on_minute,3,chop_only,4820,0.0785297966331493,0.04972115317559335,0.0785297966331493,0.054523674508302485
2025,0,legacy_on_minute,3,slow_only,17471,0.18098029830788853,0.04714014224465997,0.09049014915394427,-0.01573287516584759
2025,0,legacy_on_minute,3,both,2500,-0.02261460382216729,-0.03881946576704251,-0.011307301911083645,-0.024060081485986044
2025,0,legacy_on_minute,5,neither,33525,0.2678277707568757,-0.13387298805180364,0.2678277707568757,-0.07631981587449391
2025,0,legacy_on_minute,5,chop_only,4820,0.0785297966331493,0.03050578062113968,0.0785297966331493,0.03851278679328002
2025,0,legacy_on_minute,5,slow_only,17471,0.18098029830788853,-0.04213127608123952,0.09049014915394427,-0.086573819926244
2025,0,legacy_on_minute,5,both,2500,-0.02261460382216729,-0.0496281128289227,-0.011307301911083645,-0.0325650244809329
2025,0,delay_1m,0,neither,33524,0.17076533680582529,0.17076533680582529,0.17076533680582529,0.17076533680582529
2025,0,delay_1m,0,chop_only,4820,0.05737575169199616,0.05737575169199616,0.05737575169199616,0.05737575169199616
2025,0,delay_1m,0,slow_only,17472,0.12189482405920238,0.12189482405920238,0.06094741202960119,0.06094741202960119
2025,0,delay_1m,0,both,2500,-0.01649860291900751,-0.01649860291900751,-0.008249301459503755,-0.008249301459503755
2025,0,delay_1m,1,neither,33524,0.17076533680582529,0.09045731073599822,0.17076533680582529,0.10195943611314853
2025,0,delay_1m,1,chop_only,4820,0.05737575169199616,0.04777479156397696,0.05737575169199616,0.049375071613319055
2025,0,delay_1m,1,slow_only,17472,0.12189482405920238,0.07729036346444651,0.06094741202960119,0.025544854277072933
2025,0,delay_1m,1,both,2500,-0.01649860291900751,-0.021899142991018312,-0.008249301459503755,-0.012499610240048843
2025,0,delay_1m,3,neither,33524,0.17076533680582529,-0.07020691708817517,0.17076533680582529,-0.035687781901497934
2025,0,delay_1m,3,chop_only,4820,0.05737575169199616,0.028567108234440232,0.05737575169199616,0.033369629567149346
2025,0,delay_1m,3,slow_only,17472,0.12189482405920238,-0.011945332004026164,0.06094741202960119,-0.04527561229019067
2025,0,delay_1m,3,both,2500,-0.01649860291900751,-0.03270346486388272,-0.008249301459503755,-0.021002081034406157
2025,0,delay_1m,5,neither,33524,0.17076533680582529,-0.23093542200285405,0.17076533680582529,-0.1733822498255443
2025,0,delay_1m,5,chop_only,4820,0.05737575169199616,0.009351735679986543,0.05737575169199616,0.017358741852126866
2025,0,delay_1m,5,slow_only,17472,0.12189482405920238,-0.10121675032992566,0.06094741202960119,-0.11611655705058707
2025,0,delay_1m,5,both,2500,-0.01649860291900751,-0.043512111925762924,-0.008249301459503755,-0.029507024029353013
2025,0,delay_1m_observed,0,neither,33524,0.17076533680582529,0.17076533680582529,0.17076533680582529,0.17076533680582529
2025,0,delay_1m_observed,0,chop_only,4820,0.05737575169199616,0.05737575169199616,0.05737575169199616,0.05737575169199616
2025,0,delay_1m_observed,0,slow_only,17472,0.12189482405920238,0.12189482405920238,0.06094741202960119,0.06094741202960119
2025,0,delay_1m_observed,0,both,2500,-0.01649860291900751,-0.01649860291900751,-0.008249301459503755,-0.008249301459503755
2025,0,delay_1m_observed,1,neither,33524,0.17076533680582529,0.09045731073599822,0.17076533680582529,0.10195943611314853
2025,0,delay_1m_observed,1,chop_only,4820,0.05737575169199616,0.04777479156397696,0.05737575169199616,0.049375071613319055
2025,0,delay_1m_observed,1,slow_only,17472,0.12189482405920238,0.07729036346444651,0.06094741202960119,0.025544854277072933
2025,0,delay_1m_observed,1,both,2500,-0.01649860291900751,-0.021899142991018312,-0.008249301459503755,-0.012499610240048843
2025,0,delay_1m_observed,3,neither,33524,0.17076533680582529,-0.07020691708817517,0.17076533680582529,-0.035687781901497934
2025,0,delay_1m_observed,3,chop_only,4820,0.05737575169199616,0.028567108234440232,0.05737575169199616,0.033369629567149346
2025,0,delay_1m_observed,3,slow_only,17472,0.12189482405920238,-0.011945332004026164,0.06094741202960119,-0.04527561229019067
2025,0,delay_1m_observed,3,both,2500,-0.01649860291900751,-0.03270346486388272,-0.008249301459503755,-0.021002081034406157
2025,0,delay_1m_observed,5,neither,33524,0.17076533680582529,-0.23093542200285405,0.17076533680582529,-0.1733822498255443
2025,0,delay_1m_observed,5,chop_only,4820,0.05737575169199616,0.009351735679986543,0.05737575169199616,0.017358741852126866
2025,0,delay_1m_observed,5,slow_only,17472,0.12189482405920238,-0.10121675032992566,0.06094741202960119,-0.11611655705058707
