year,view,scenario,cost_bps,rank,phase,mdd,start,end,minutes,days,baseline_net_log,slow_net_log,matched_net_log,slow_vs_matched_log,conflict_share,both_share,wins_removed_log,losses_avoided_log,gross_delta_log,cost_savings_log,net_delta_log
2025,0,legacy_on_minute,0,1,decline,0.09869869025850427,2025-09-12 09:44:00,2025-09-23 14:34:00,1880,8,-0.10391566025152255,-0.07365705312365511,-0.08612209029745199,0.012465037173796873,0.5106382978723404,0.0851063829787234,0.2595353933486395,0.28979400047650694,0.030258607127867432,0.0,0.030258607127867432
2025,0,legacy_on_minute,0,1,recovery,0.09869869025850427,2025-09-23 14:34:00,2025-10-10 09:39:00,1475,8,0.10420971021142211,0.0966360608982395,0.0863657898239443,0.010270271074295198,0.3891525423728814,0.03728813559322034,0.14766090482553906,0.14008725551235646,-0.007573649313182607,0.0,-0.007573649313182607
2025,0,legacy_on_minute,0,2,decline,0.09386872016671857,2025-08-25 09:35:00,2025-09-03 14:59:00,1914,8,-0.09857108295798245,-0.07980031582318636,-0.08169266967728873,0.0018923538541023906,0.49634273772204807,0.10188087774294671,0.296819929188612,0.3155906963234081,0.018770767134796085,0.0,0.018770767134796085
2025,0,legacy_on_minute,0,2,recovery,0.09386872016671857,2025-09-03 14:59:00,2025-09-11 10:53:00,1284,6,0.10134844396669962,0.08664083826422475,0.08399446071631415,0.0026463775479106037,0.37772585669781933,0.0,0.12082787649165816,0.10612027078918329,-0.014707605702474869,0.0,-0.014707605702474869
2025,0,legacy_on_minute,0,3,decline,0.07522435046790976,2025-11-24 10:07:00,2025-12-26 11:11:00,5824,25,-0.07820411193393717,-0.07659700851804319,-0.06481315302529582,-0.011783855492747375,0.22939560439560439,0.04035027472527473,0.2184886250417466,0.22009572845764058,0.0016071034158939845,0.0,0.0016071034158939845
2025,0,legacy_on_minute,0,3,recovery,0.07522435046790976,2025-12-26 11:11:00,2025-12-31 14:55:00,854,4,0.011394920897118688,0.005107817848989615,0.009443758563999493,-0.004335940715009881,0.4203747072599532,0.1053864168618267,0.05200866916579816,0.04572156611766909,-0.006287103048129072,0.0,-0.006287103048129072
2025,0,legacy_on_minute,0,4,decline,0.07222174615816271,2025-04-07 14:20:00,2025-04-09 09:38:00,288,3,-0.07496252535064851,-0.06766454562927615,-0.062126626165366586,-0.005537919463909564,0.4097222222222222,0.0,0.05977198658288252,0.06706996630425488,0.007297979721372361,0.0,0.007297979721372361
2025,0,legacy_on_minute,0,4,recovery,0.07222174615816271,2025-04-09 09:38:00,2025-04-09 10:25:00,47,1,0.0763374578581848,0.0381687289290924,0.06326612776965157,-0.025097398840559164,1.0,0.0,0.049597355000030596,0.011428626070938197,-0.0381687289290924,0.0,-0.0381687289290924
2025,0,legacy_on_minute,0,5,decline,0.06923987880631141,2025-01-08 14:12:00,2025-02-05 09:30:00,3168,15,-0.0717536920540125,-0.09793059822656947,-0.059467244217992515,-0.03846335400857696,0.24621212121212122,0.07575757575757576,0.17612847904162665,0.14995157286906968,-0.02617690617255697,0.0,-0.02617690617255697
2025,0,legacy_on_minute,0,5,recovery,0.06923987880631141,2025-02-05 09:30:00,2025-02-21 13:32:00,3032,13,0.0725395952103387,0.06599563223754146,0.06011857648524034,0.005877055752301131,0.30672823218997364,0.07255936675461741,0.16787528698490828,0.16133132401211103,-0.006543962972797246,0.0,-0.006543962972797246
2025,0,legacy_on_minute,0,6,decline,0.06488494079305271,2025-04-03 09:49:00,2025-04-07 09:30:00,221,2,-0.0670856992891169,-0.03278354805596351,-0.0555985559622173,0.022815007906253796,0.3665158371040724,0.0,0.009403772801688692,0.04370592403484208,0.03430215123315339,0.0,0.03430215123315339
2025,0,legacy_on_minute,0,6,recovery,0.06488494079305271,2025-04-07 09:30:00,2025-04-07 09:51:00,21,1,0.06767159753121721,0.057397757515853964,0.05608413033271302,0.0013136271831409331,0.23809523809523808,0.0,0.013692927582012793,0.003419087566649548,-0.010273840015363245,0.0,-0.010273840015363245
2025,0,legacy_on_minute,0,7,decline,0.06295196771649773,2025-04-09 10:25:00,2025-04-11 11:12:00,527,3,-0.0650207362822055,-0.05176231804361686,-0.053887178388214774,0.0021248603445979215,0.1555977229601518,0.09867172675521822,0.013144677130100924,0.026403095368689566,0.013258418238588643,0.0,0.013258418238588643
2025,0,legacy_on_minute,0,7,recovery,0.06295196771649773,2025-04-11 11:12:00,2025-07-07 10:57:00,13665,58,0.06504381828984762,0.040168564466245726,0.05390630804337544,-0.013737743577129686,0.36648371752652764,0.0371752652762532,0.5100726651606062,0.48519741133700434,-0.024875253823601895,0.0,-0.024875253823601895
2025,0,legacy_on_minute,0,8,decline,0.05517223032208991,2025-04-07 09:52:00,2025-04-07 11:20:00,88,1,-0.056752622407818976,-0.05145924527860668,-0.047034820928751886,-0.004424424349854796,0.22727272727272727,0.0,0.0029629761980762837,0.00825635332728858,0.0052933771292122955,0.0,0.0052933771292122955
2025,0,legacy_on_minute,0,8,recovery,0.05517223032208991,2025-04-07 11:20:00,2025-04-07 14:09:00,79,1,0.057294388375836114,0.057294388375836114,0.047483819833293556,0.009810568542542551,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2025,0,legacy_on_minute,0,9,decline,0.05484625150930075,2025-02-21 13:37:00,2025-02-25 10:50:00,403,3,-0.05640766790653107,-0.044161013102219204,-0.04674893329029083,0.002587920188071618,0.4838709677419355,0.1488833746898263,0.032790025065655204,0.04503667986996707,0.012246654804311863,0.0,0.012246654804311863
2025,0,legacy_on_minute,0,9,recovery,0.05484625150930075,2025-02-25 10:50:00,2025-03-03 14:28:00,1088,5,0.0566201032350655,0.05046326614330665,0.04692499313057022,0.0035382730127364284,0.29411764705882354,0.03216911764705882,0.07763931884438957,0.07148248175263072,-0.006156837091758849,0.0,-0.006156837091758849
2025,0,legacy_on_minute,0,10,decline,0.05334880974033247,2025-08-12 13:18:00,2025-08-15 13:04:00,706,4,-0.054824584945882826,-0.03753371892536084,-0.045436923018159506,0.007903204092798669,0.3526912181303116,0.09206798866855524,0.033161210154207144,0.05045207617472913,0.01729086602052199,0.0,0.01729086602052199
