year,view,scenario,cost_bps,comparison,wins_removed_log,losses_avoided_log,gross_delta_log,cost_savings_log,net_delta_log,alpha
2025,0,legacy_on_minute,0,slow_vs_baseline,3.5782812145680496,3.499098367325189,-0.07918284724286062,0.0,-0.07918284724286062,
2025,0,legacy_on_minute,0,slow_vs_matched_constant,,,0.00724136106121144,0.0,0.00724136106121144,0.8287691199670759
2025,0,legacy_on_minute,1,slow_vs_baseline,3.5782812145680496,3.499098367325189,-0.07918284724286062,0.023454539560185707,-0.055728307682674914,
2025,0,legacy_on_minute,1,slow_vs_matched_constant,,,0.00724136106121144,-0.000505040646950315,0.006736320414261081,0.8287691199670759
2025,0,legacy_on_minute,3,slow_vs_baseline,3.5782812145680496,3.499098367325189,-0.07918284724286062,0.07039087063279612,-0.008791976610064506,
2025,0,legacy_on_minute,3,slow_vs_matched_constant,,,0.00724136106121144,-0.0015141649976447246,0.005727196063566711,0.8287691199670759
2025,0,legacy_on_minute,5,slow_vs_baseline,3.5782812145680496,3.499098367325189,-0.07918284724286062,0.1173635700952956,0.038180722852434984,
2025,0,legacy_on_minute,5,slow_vs_matched_constant,,,0.00724136106121144,-0.002522013146424992,0.004719347914786454,0.8287691199670759
2025,0,delay_1m,0,slow_vs_baseline,3.5539505967536003,3.501252486183503,-0.052698110570097434,0.0,-0.052698110570097434,
2025,0,delay_1m,0,slow_vs_matched_constant,,,0.004416636224011075,0.0,0.004416636224011075,0.8287605459908087
2025,0,delay_1m,1,slow_vs_baseline,3.5539505967536003,3.501252486183503,-0.052698110570097434,0.023454539560185707,-0.029243571009911727,
2025,0,delay_1m,1,slow_vs_matched_constant,,,0.004416636224011075,-0.0005062403450125418,0.003910395878998572,0.8287605459908087
2025,0,delay_1m,3,slow_vs_baseline,3.5539505967536003,3.501252486183503,-0.052698110570097434,0.07039087063279612,0.01769276006269868,
2025,0,delay_1m,3,slow_vs_matched_constant,,,0.004416636224011075,-0.0015177652851194232,0.002898870938891643,0.8287605459908087
2025,0,delay_1m,5,slow_vs_baseline,3.5539505967536003,3.501252486183503,-0.052698110570097434,0.1173635700952956,0.06466545952519817,
