symbol,market,instrument_type,timestamp,trading_day,open,high,low,close,volume,amount,available_at,ingested_at,source_kind,dataset_version,export_view_id,export_frequency,signal_price_view,fill_price_view,data_contract,day,year,session,clock,return_all,r,boundary,body,gap,sigma_prior,robust_sigma_prior,z,robust_z,prediction_time,frequency_minutes,vol_bin,event,prior5,prior30,predicted_tail_probability,first_event,basis,abs_r
000852.SH,cn_index,market_index,2024-10-08 10:45:00+08:00,2024-10-08,5887.95,6095.68,5887.42,6095.68,,21613829100.0,2024-10-08T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2024-10-08,2024,0,10:45,0.0353537180257959,0.0353537180257959,False,0.03467243402550315,0.0006812840002926289,0.005974823065573307,0.0029449548894777905,5.917115475687074,12.004841959417906,2024-10-08 10:40:00+08:00,5,2,True,True,True,0.16428571428571428,False,raw,0.0353537180257959
000688.SH,cn_index,market_index,2024-10-09 09:50:00+08:00,2024-10-09,1033.03,1068.59,1032.76,1068.59,,14453827900.0,2024-10-09T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2024-10-09,2024,0,09:50,0.034928568505098845,0.034928568505098845,False,0.03384379111705938,0.0010847773880395886,0.006715443846362726,0.005291885840295004,5.201230075658684,6.600400983546481,2024-10-09 09:45:00+08:00,5,2,True,True,True,0.07894736842105263,False,raw,0.034928568505098845
000688.SH,cn_index,market_index,2025-04-07 14:25:00+08:00,2025-04-07,877.99,903.37,877.99,903.37,,2765785100.0,2025-04-07T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2025-04-07,2025,1,14:25,0.02881597183999851,0.02881597183999851,False,0.02849701073915724,0.00031896110084169414,0.0045002050294796056,0.0020464755456712914,6.4032575518744155,14.080779954077684,2025-04-07 14:20:00+08:00,5,2,True,True,True,0.07894736842105263,False,raw,0.02881597183999851
000852.SH,cn_index,market_index,2025-04-07 09:40:00+08:00,2025-04-07,5879.94,5879.94,5714.86,5720.24,,30004797200.0,2025-04-07T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2025-04-07,2025,0,09:40,-0.02727385348521949,-0.02727385348521949,False,-0.027535795223390364,0.00026194173817137246,0.0014497997708834399,0.0011301078396633725,-18.81215187984206,-24.13385035302791,2025-04-07 09:35:00+08:00,5,2,True,False,False,0.004918772563176895,True,raw,0.02727385348521949
000688.SH,cn_index,market_index,2024-10-08 10:45:00+08:00,2024-10-08,983.86,1008.58,981.83,1008.33,,9752059100.0,2024-10-08T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2024-10-08,2024,0,10:45,0.026785386337952133,0.026785386337952133,False,0.024567165499005332,0.002218220838946635,0.006363370923920183,0.003775741145579543,4.2093077172768165,7.094073800401063,2024-10-08 10:40:00+08:00,5,2,True,True,True,0.07894736842105263,False,raw,0.026785386337952133
000688.SH,cn_index,market_index,2024-10-18 13:15:00+08:00,2024-10-18,932.64,957.37,932.64,957.15,,7331689000.0,2024-10-18T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2024-10-18,2024,1,13:15,0.026455645211395762,0.026455645211395762,False,0.025940844685226006,0.0005148005261699244,0.0032166893881470575,0.0029425067945328277,8.224494820320615,8.990852718012514,2024-10-18 13:10:00+08:00,5,2,True,False,False,0.015309386710538341,True,raw,0.026455645211395762
000688.SH,cn_index,market_index,2024-10-09 10:45:00+08:00,2024-10-09,985.96,1013.75,985.96,1012.66,,5801952700.0,2024-10-09T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2024-10-09,2024,0,10:45,0.02586842653226462,0.02586842653226462,False,0.0267200253590504,-0.0008515988267861656,0.00825178042563574,0.005091840001874789,3.1348903143253044,5.080369085191208,2024-10-09 10:40:00+08:00,5,2,True,True,True,0.07894736842105263,False,raw,0.02586842653226462
000688.SH,cn_index,market_index,2025-04-07 14:35:00+08:00,2025-04-07,902.42,927.62,900.56,925.17,,2601166900.0,2025-04-07T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2025-04-07,2025,1,14:35,0.02508586088714093,0.02508586088714093,False,0.024897460791274716,0.00018840009586549924,0.005480164170167657,0.0021128708107426195,4.577574705462422,11.872879666657848,2025-04-07 14:30:00+08:00,5,2,True,False,True,0.015309386710538341,True,raw,0.02508586088714093
000688.SH,cn_index,market_index,2024-10-10 09:50:00+08:00,2024-10-10,1001.12,1001.12,977.32,977.63,,6762757900.0,2024-10-10T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2024-10-10,2024,0,09:50,-0.024472294495563318,-0.024472294495563318,False,-0.02374337690586235,-0.0007289175897013096,0.009981453239125233,0.008030034007013171,-2.4517767011758353,-3.0475953743396365,2024-10-10 09:45:00+08:00,5,2,True,True,True,0.07894736842105263,False,raw,0.024472294495563318
000688.SH,cn_index,market_index,2024-10-10 09:40:00+08:00,2024-10-10,966.76,992.56,966.76,989.58,,12216664800.0,2024-10-10T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2024-10-10,2024,0,09:40,0.024220301502865027,0.024220301502865027,False,0.0233303363183401,0.0008899651845257833,0.009670503239237821,0.007813425285169567,2.504554406702618,3.099831459172825,2024-10-10 09:35:00+08:00,5,2,True,False,False,0.015309386710538341,True,raw,0.024220301502865027
000688.SH,cn_index,market_index,2025-08-25 09:40:00+08:00,2025-08-25,1319.48,1320.72,1284.01,1287.12,,12455364600.0,2025-08-25T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2025-08-25,2025,0,09:40,-0.02421648853438363,-0.02421648853438363,False,-0.024830555229190445,0.0006140666948072195,0.0032835854060381158,0.0026096957852245945,-7.3750140592817965,-9.27942968352517,2025-08-25 09:35:00+08:00,5,2,True,False,False,0.015309386710538341,True,raw,0.02421648853438363
000688.SH,cn_index,market_index,2024-09-30 09:40:00+08:00,2024-09-30,810.52,812.25,792.36,792.36,,9608349300.0,2024-09-30T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2024-09-30,2024,0,09:40,-0.02304258039220297,-0.02304258039220297,False,-0.02266018300264809,-0.0003823973895551049,0.002794052538508826,0.0019394881049434596,-8.247010417528047,-11.880753655292315,2024-09-30 09:35:00+08:00,5,2,True,False,False,0.015309386710538341,True,raw,0.02304258039220297
000852.SH,cn_index,market_index,2024-02-06 09:50:00+08:00,2024-02-06,4219.36,4316.07,4218.8,4312.7,,6975565600.0,2024-02-06T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2024-02-06,2024,0,09:50,0.022110619429426492,0.022110619429426492,False,0.021880700314907176,0.00022991911452033148,0.0057064827549223665,0.005131632232292413,3.8746493030849956,4.308691353657117,2024-02-06 09:45:00+08:00,5,2,True,False,False,0.004918772563176895,True,raw,0.022110619429426492
000852.SH,cn_index,market_index,2024-10-08 09:50:00+08:00,2024-10-08,6122.72,6259.29,6120.3,6259.29,,31888983700.0,2024-10-08T15:30:00+08:00,2026-08-23T04:03:58.401461+00:00,market_index_transaction_derived_1m,bars_cn_index_1m_raw_canonical_market_index_baidu_3s_20000714_20260821_factorlab_unified_missing_day_repaired_v8_20260824,5m_offset_0,5m,identity_index_point,raw_pit,cn_a_session_wall_clock_offset_v1,2024-10-08,2024,0,09:50,0.021704330382387838,0.021704330382387838,False,0.022060317916786584,-0.0003559875343979522,0.004471410972060966,0.0025811890899147464,4.854022705138164,8.408655711118284,2024-10-08 09:45:00+08:00,5,2,True,True,True,0.16428571428571428,False,raw,0.021704330382387838
