minutes,symbol,basis,events,rate,daily_fano,after5_rate,no_recent_rate,serial_risk_difference,high_vol_rate,low_vol_rate,vol_risk_difference,high_vol_time_share,high_vol_capture,high_vol_first_capture,first_events,subsequent_events,top_1pct_days_share,clusters,single_event_clusters,events_in_multi_event_clusters,max_cluster_events,after30_rate
5,000852.SH,raw,211,0.009457642312864186,5.92313266225373,0.21153846153846154,0.007555877296172292,0.20398258424228924,0.01721214176700017,0.0,0.01721214176700017,0.528641864634693,0.9620853080568721,0.9580838323353293,167,44,0.3127962085308057,167,136,75,5,0.12315270935960591
5,000852.SH,standardized,121,0.005423576871358135,1.331773785943583,0.09166666666666666,0.004957187922487607,0.08670947874417906,0.004493810412073936,0.008483954260420508,-0.0039901438483465725,0.528641864634693,0.4380165289256198,0.42727272727272725,110,11,0.1322314049586777,110,99,22,2,0.030894308943089432
5,000688.SH,raw,496,0.022232182877633348,7.436200346574248,0.23858921161825727,0.017454645409565695,0.22113456620869157,0.04618312963334001,0.0012156998957971517,0.044967429737542856,0.44742268041237115,0.9294354838709677,0.9081364829396326,381,115,0.20362903225806453,381,316,180,7,0.14534231200897868
5,000688.SH,standardized,120,0.005378753922008068,1.1382575757575755,0.017094017094017096,0.005316991844275222,0.011777025249741873,0.004007212983370066,0.008336227856894755,-0.004329014873524688,0.44742268041237115,0.3333333333333333,0.3305084745762712,118,2,0.11666666666666667,118,116,4,2,0.01393188854489164
