vol_bin,prior5,sum,size,probability
0,False,11,11142,0.0010320380507942205
0,True,0,5,0.08333333333333333
1,False,68,11098,0.006171727182629066
1,True,2,49,0.05
2,False,167,10940,0.015309386710538341
2,True,16,208,0.07894736842105263
