horizon,endpoint,comparison,slice_type,slice,n,absolute_gain
15,log_future_sigma,T_vs_C,symbol,000688.SH,19885,0.00041175124711704224
15,log_future_sigma,T_vs_C,symbol,000852.SH,19885,0.000280465415435083
15,log_future_sigma,T_vs_C,year,2024,19844,0.00029820980766933437
15,log_future_sigma,T_vs_C,year,2025,19926,0.00039380974161691963
15,log_future_sigma,T_vs_C,previous_state,NORMAL,34505,0.0004069010390225093
15,log_future_sigma,T_vs_C,previous_state,RECOVERING,3559,-0.00039006262985801616
15,log_future_sigma,T_vs_C,previous_state,UNSAFE,1706,0.0006523100135064529
15,log_future_sigma,T_vs_C,slot,580,970,0.001505458794791158
15,log_future_sigma,T_vs_C,slot,585,970,-0.00030968499090614876
15,log_future_sigma,T_vs_C,slot,590,970,-0.0009163842975480149
15,log_future_sigma,T_vs_C,slot,595,970,0.0005204541463814687
15,log_future_sigma,T_vs_C,slot,600,970,0.00022466982570704588
15,log_future_sigma,T_vs_C,slot,605,970,-0.0009414273660247846
15,log_future_sigma,T_vs_C,slot,610,970,-5.510190845764327e-05
15,log_future_sigma,T_vs_C,slot,615,970,0.0005766275361915228
15,log_future_sigma,T_vs_C,slot,620,970,3.271732340236363e-05
15,log_future_sigma,T_vs_C,slot,625,970,0.000787407714178477
15,log_future_sigma,T_vs_C,slot,630,970,0.0007377784879976292
15,log_future_sigma,T_vs_C,slot,635,970,-0.00024416756572195604
15,log_future_sigma,T_vs_C,slot,640,970,0.0006730684099370504
15,log_future_sigma,T_vs_C,slot,645,970,0.0008792136321977782
15,log_future_sigma,T_vs_C,slot,650,970,-0.0003431622182244085
15,log_future_sigma,T_vs_C,slot,655,970,-3.4216393537402406e-05
15,log_future_sigma,T_vs_C,slot,660,970,0.0014679848904330512
15,log_future_sigma,T_vs_C,slot,665,970,-0.0016331504776510236
15,log_future_sigma,T_vs_C,slot,670,970,0.0004473290670686621
15,log_future_sigma,T_vs_C,slot,675,970,7.566562993391475e-05
15,log_future_sigma,T_vs_C,slot,785,970,0.00043296853048097533
15,log_future_sigma,T_vs_C,slot,790,970,0.0005996233954615338
15,log_future_sigma,T_vs_C,slot,795,970,-0.00045577915154780964
15,log_future_sigma,T_vs_C,slot,800,970,0.0010472601234707305
15,log_future_sigma,T_vs_C,slot,805,970,0.0005562911556415098
15,log_future_sigma,T_vs_C,slot,810,970,0.0008774372559048584
15,log_future_sigma,T_vs_C,slot,815,970,-7.533982320429721e-05
15,log_future_sigma,T_vs_C,slot,820,970,-0.00013301117805786545
15,log_future_sigma,T_vs_C,slot,825,970,0.0006151601007060144
15,log_future_sigma,T_vs_C,slot,830,970,-0.0010236657122148338
15,log_future_sigma,T_vs_C,slot,835,970,0.0005967026364766416
15,log_future_sigma,T_vs_C,slot,840,970,0.0005211842744039978
15,log_future_sigma,T_vs_C,slot,845,970,0.0016814347822063154
15,log_future_sigma,T_vs_C,slot,850,970,0.0007695935034415675
15,log_future_sigma,T_vs_C,slot,855,970,-0.0006639934058731319
15,log_future_sigma,T_vs_C,slot,860,970,0.0012238168268955902
15,log_future_sigma,T_vs_C,slot,865,970,0.0008940725833988102
15,log_future_sigma,T_vs_C,slot,870,970,0.001052435725311318
15,log_future_sigma,T_vs_C,slot,875,970,3.850222139112061e-05
15,log_future_sigma,T_vs_C,slot,880,970,0.0011092154966645896
15,log_future_sigma,T_vs_C,slot,885,970,0.0010754520012121933
15,log_future_sigma,T_vs_O,symbol,000688.SH,19885,0.0004813823576013877
15,log_future_sigma,T_vs_O,symbol,000852.SH,19885,0.00020513847388149898
15,log_future_sigma,T_vs_O,year,2024,19844,0.00027479637046092767
15,log_future_sigma,T_vs_O,year,2025,19926,0.0004114427159796523
15,log_future_sigma,T_vs_O,previous_state,NORMAL,34505,0.00021948359200277883
15,log_future_sigma,T_vs_O,previous_state,RECOVERING,3559,-7.49324791092356e-05
15,log_future_sigma,T_vs_O,previous_state,UNSAFE,1706,0.0037191501085176363
15,log_future_sigma,T_vs_O,slot,580,970,0.0011716533500730074
15,log_future_sigma,T_vs_O,slot,585,970,0.005992832195214018
15,log_future_sigma,T_vs_O,slot,590,970,-0.0006757173465450266
15,log_future_sigma,T_vs_O,slot,595,970,-0.0006880937062383011
15,log_future_sigma,T_vs_O,slot,600,970,-0.0011927453420279537
15,log_future_sigma,T_vs_O,slot,605,970,-0.0005204690480457272
15,log_future_sigma,T_vs_O,slot,610,970,0.0010388060500066078
