horizon,endpoint,increment_decile,n,increment_mean,sigma_mean,tail_rate
15,log_future_sigma,0,3977,-0.029403156665383047,0.0016548446695279077,0.041488559215489065
15,log_future_sigma,1,3977,-0.01451870211151267,0.001680498692348052,0.044757354790042746
15,log_future_sigma,2,3977,-0.009605002868751563,0.0015592818200165703,0.030173497611264772
15,log_future_sigma,3,3977,-0.006153608273117301,0.0015128777126437384,0.025647472969575057
15,log_future_sigma,4,3977,-0.003045980390212929,0.0014685082003114225,0.02665325622328388
15,log_future_sigma,5,3977,-4.4469098676631865e-05,0.0015023570088391882,0.02263012320844858
15,log_future_sigma,6,3977,0.003480973951518829,0.001511500461221855,0.026904702036711088
15,log_future_sigma,7,3977,0.00790356239842169,0.0015631614702614797,0.02615036459642947
15,log_future_sigma,8,3977,0.014040552542217928,0.0015578597281889262,0.030173497611264772
15,log_future_sigma,9,3977,0.031045935224399173,0.0017995198119071638,0.05129494593915011
15,future_tail,0,3977,-0.006267842857698617,0.001693482454160441,0.05154639175257732
15,future_tail,1,3977,-0.003186951868571674,0.0014959087168858313,0.0429972340960523
15,future_tail,2,3977,-0.0019555447837481662,0.001387025289354626,0.029419160170983154
15,future_tail,3,3977,-0.0009523634213422543,0.001399200452779203,0.03369373899924566
15,future_tail,4,9974,-3.094515889273382e-05,0.0018087102676008766,0.010326849809504712
15,future_tail,5,1957,0.000309375776997645,0.0013626926492565714,0.021461420541645376
15,future_tail,6,3977,0.0013614338977209642,0.0014698182324046477,0.03671108876037214
15,future_tail,7,3977,0.0032408428490659637,0.0015006885449373166,0.03997988433492582
15,future_tail,8,3977,0.0074317164473905115,0.0016576311893340668,0.05506663314055821
