year,view,scenario,cost_bps,cell,minutes,base_gross_log,base_net_log,slow_gross_log,slow_net_log
2023,0,legacy_on_minute,0,neither,33110,0.18430464150693382,0.18430464150693382,0.18430464150693382,0.18430464150693382
2023,0,legacy_on_minute,0,chop_only,5280,0.0639780917607835,0.0639780917607835,0.0639780917607835,0.0639780917607835
2023,0,legacy_on_minute,0,slow_only,16415,0.05862636005555988,0.05862636005555988,0.02931318002777994,0.02931318002777994
2023,0,legacy_on_minute,0,both,3275,-0.03221390829458848,-0.03221390829458848,-0.01610695414729424,-0.01610695414729424
2023,0,legacy_on_minute,1,neither,33110,0.18430464150693382,0.10609682046411079,0.18430464150693382,0.11849908086451524
2023,0,legacy_on_minute,1,chop_only,5280,0.0639780917607835,0.05237693160609364,0.0639780917607835,0.053927202903893794
2023,0,legacy_on_minute,1,slow_only,16415,0.05862636005555988,0.01362185945546988,0.02931318002777994,-0.006389400226998588
2023,0,legacy_on_minute,1,both,3275,-0.03221390829458848,-0.03981466839593702,-0.01610695414729424,-0.02185738294009071
2023,0,legacy_on_minute,3,neither,33110,0.18430464150693382,-0.05036576665774052,0.18430464150693382,-0.01314541584298047
2023,0,legacy_on_minute,3,chop_only,5280,0.0639780917607835,0.029167647582903432,0.0639780917607835,0.033820090123965384
2023,0,legacy_on_minute,3,slow_only,16415,0.05862636005555988,-0.07641415615173355,0.02931318002777994,-0.07781004685278245
2023,0,legacy_on_minute,3,both,3275,-0.03221390829458848,-0.055020751031820254,-0.01610695414729424,-0.033360814053059074
2023,0,legacy_on_minute,5,neither,33110,0.18430464150693382,-0.20689098892422786,0.18430464150693382,-0.1448344388380995
2023,0,legacy_on_minute,5,chop_only,5280,0.0639780917607835,0.005949072412938551,0.0639780917607835,0.013705859642199489
2023,0,legacy_on_minute,5,slow_only,16415,0.05862636005555988,-0.16648621500073518,0.02931318002777994,-0.14925135183381666
2023,0,legacy_on_minute,5,both,3275,-0.03221390829458848,-0.07023292097076275,-0.01610695414729424,-0.0448676782492612
2023,0,delay_1m,0,neither,33110,0.23629072243616278,0.23629072243616278,0.23629072243616278,0.23629072243616278
2023,0,delay_1m,0,chop_only,5280,0.04963842354053316,0.04963842354053316,0.04963842354053316,0.04963842354053316
2023,0,delay_1m,0,slow_only,16415,0.08450790588072188,0.08450790588072188,0.04225395294036094,0.04225395294036094
2023,0,delay_1m,0,both,3275,-0.027985610469666078,-0.027985610469666078,-0.013992805234833039,-0.013992805234833039
2023,0,delay_1m,1,neither,33110,0.23629072243616278,0.15808290139333975,0.23629072243616278,0.17048516179374423
2023,0,delay_1m,1,chop_only,5280,0.04963842354053316,0.038037263385843297,0.04963842354053316,0.039587534683643455
2023,0,delay_1m,1,slow_only,16415,0.08450790588072188,0.039503405280631884,0.04225395294036094,0.006551372685582412
2023,0,delay_1m,1,both,3275,-0.027985610469666078,-0.03558637057101461,-0.013992805234833039,-0.019743234027629508
2023,0,delay_1m,3,neither,33110,0.23629072243616278,0.0016203142714884405,0.23629072243616278,0.03884066508624852
2023,0,delay_1m,3,chop_only,5280,0.04963842354053316,0.01482797936265308,0.04963842354053316,0.019480421903715035
2023,0,delay_1m,3,slow_only,16415,0.08450790588072188,-0.050532610326571546,0.04225395294036094,-0.06486927394020145
2023,0,delay_1m,3,both,3275,-0.027985610469666078,-0.05079245320689786,-0.013992805234833039,-0.031246665140597873
2023,0,delay_1m,5,neither,33110,0.23629072243616278,-0.1549049079949989,0.23629072243616278,-0.09284835790887053
2023,0,delay_1m,5,chop_only,5280,0.04963842354053316,-0.008390595807311791,0.04963842354053316,-0.0006338085780508568
2023,0,delay_1m,5,slow_only,16415,0.08450790588072188,-0.14060466917557318,0.04225395294036094,-0.13631057892123566
2023,0,delay_1m,5,both,3275,-0.027985610469666078,-0.06600462314584035,-0.013992805234833039,-0.04275352933680001
2023,0,delay_1m_observed,0,neither,33110,0.23629072243616278,0.23629072243616278,0.23629072243616278,0.23629072243616278
2023,0,delay_1m_observed,0,chop_only,5280,0.04963842354053316,0.04963842354053316,0.04963842354053316,0.04963842354053316
2023,0,delay_1m_observed,0,slow_only,16415,0.08450790588072188,0.08450790588072188,0.04225395294036094,0.04225395294036094
2023,0,delay_1m_observed,0,both,3275,-0.027985610469666078,-0.027985610469666078,-0.013992805234833039,-0.013992805234833039
2023,0,delay_1m_observed,1,neither,33110,0.23629072243616278,0.15808290139333975,0.23629072243616278,0.17048516179374423
2023,0,delay_1m_observed,1,chop_only,5280,0.04963842354053316,0.038037263385843297,0.04963842354053316,0.039587534683643455
2023,0,delay_1m_observed,1,slow_only,16415,0.08450790588072188,0.039503405280631884,0.04225395294036094,0.006551372685582412
2023,0,delay_1m_observed,1,both,3275,-0.027985610469666078,-0.03558637057101461,-0.013992805234833039,-0.019743234027629508
2023,0,delay_1m_observed,3,neither,33110,0.23629072243616278,0.0016203142714884405,0.23629072243616278,0.03884066508624852
2023,0,delay_1m_observed,3,chop_only,5280,0.04963842354053316,0.01482797936265308,0.04963842354053316,0.019480421903715035
2023,0,delay_1m_observed,3,slow_only,16415,0.08450790588072188,-0.050532610326571546,0.04225395294036094,-0.06486927394020145
2023,0,delay_1m_observed,3,both,3275,-0.027985610469666078,-0.05079245320689786,-0.013992805234833039,-0.031246665140597873
2023,0,delay_1m_observed,5,neither,33110,0.23629072243616278,-0.1549049079949989,0.23629072243616278,-0.09284835790887053
2023,0,delay_1m_observed,5,chop_only,5280,0.04963842354053316,-0.008390595807311791,0.04963842354053316,-0.0006338085780508568
2023,0,delay_1m_observed,5,slow_only,16415,0.08450790588072188,-0.14060466917557318,0.04225395294036094,-0.13631057892123566
2023,0,delay_1m_observed,5,both,3275,-0.027985610469666078,-0.06600462314584035,-0.013992805234833039,-0.04275352933680001
2023,0,literal_publication,0,neither,34560,-0.3229244178578208,-0.3229244178578208,-0.3229244178578208,-0.3229244178578208
2023,0,literal_publication,0,chop_only,4080,-0.0242061398617901,-0.0242061398617901,-0.0242061398617901,-0.0242061398617901
2023,0,literal_publication,0,slow_only,17040,-0.231244289445943,-0.231244289445943,-0.1156221447229715,-0.1156221447229715
2023,0,literal_publication,0,both,2400,-0.05724078772149177,-0.05724078772149177,-0.028620393860745885,-0.028620393860745885
2023,0,literal_publication,1,neither,34560,-0.3229244178578208,-0.338725998068519,-0.3229244178578208,-0.33632554798850484
2023,0,literal_publication,1,chop_only,4080,-0.0242061398617901,-0.02520623987512544,-0.0242061398617901,-0.025156223622083224
2023,0,literal_publication,1,slow_only,17040,-0.231244289445943,-0.2396451295579598,-0.1156221447229715,-0.12237261851910163
2023,0,literal_publication,1,both,2400,-0.05724078772149177,-0.0588409477428283,-0.028620393860745885,-0.029820483869746894
2023,0,literal_publication,3,neither,34560,-0.3229244178578208,-0.37033864354838153,-0.3229244178578208,-0.3631345913872297
2023,0,literal_publication,3,chop_only,4080,-0.0242061398617901,-0.02720704022195217,-0.0242061398617901,-0.027056893889782975
