day,symbol,session,field,delta,grid_points,valid_points,mean_age_seconds
2024-04-02,588080.SSE,am,last,30,241,241,0.012448132780082987
2024-04-02,588080.SSE,am,last,60,121,121,0.0
2024-04-02,588080.SSE,am,last,300,25,25,0.0
2024-04-02,588080.SSE,pm,mid,3,2401,2401,0.018742190753852563
2024-04-02,588080.SSE,pm,mid,15,481,481,0.02494802494802495
2024-04-02,588080.SSE,pm,mid,30,241,241,0.024896265560165973
2024-04-02,588080.SSE,pm,mid,60,121,121,0.024793388429752067
2024-04-02,588080.SSE,pm,mid,300,25,25,0.12
2024-04-02,588080.SSE,pm,last,3,2401,2401,0.018742190753852563
2024-04-02,588080.SSE,pm,last,15,481,481,0.02494802494802495
2024-04-02,588080.SSE,pm,last,30,241,241,0.024896265560165973
2024-04-02,588080.SSE,pm,last,60,121,121,0.024793388429752067
2024-04-02,588080.SSE,pm,last,300,25,25,0.12
2024-04-03,588000.SSE,am,mid,3,2401,2401,0.0
2024-04-03,588000.SSE,am,mid,15,481,481,0.0
2024-04-03,588000.SSE,am,mid,30,241,241,0.0
2024-04-03,588000.SSE,am,mid,60,121,121,0.0
2024-04-03,588000.SSE,am,mid,300,25,25,0.0
2024-04-03,588000.SSE,am,last,3,2401,2401,0.0
2024-04-03,588000.SSE,am,last,15,481,481,0.0
2024-04-03,588000.SSE,am,last,30,241,241,0.0
2024-04-03,588000.SSE,am,last,60,121,121,0.0
2024-04-03,588000.SSE,am,last,300,25,25,0.0
2024-04-03,588000.SSE,pm,mid,3,2401,2401,0.0
2024-04-03,588000.SSE,pm,mid,15,481,481,0.0
2024-04-03,588000.SSE,pm,mid,30,241,241,0.0
2024-04-03,588000.SSE,pm,mid,60,121,121,0.0
2024-04-03,588000.SSE,pm,mid,300,25,25,0.0
2024-04-03,588000.SSE,pm,last,3,2401,2401,0.0
2024-04-03,588000.SSE,pm,last,15,481,481,0.0
2024-04-03,588000.SSE,pm,last,30,241,241,0.0
2024-04-03,588000.SSE,pm,last,60,121,121,0.0
2024-04-03,588000.SSE,pm,last,300,25,25,0.0
2024-04-03,588080.SSE,am,mid,3,2401,2381,1.0
2024-04-03,588080.SSE,am,mid,15,481,475,1.0
2024-04-03,588080.SSE,am,mid,30,241,237,1.0
2024-04-03,588080.SSE,am,mid,60,121,118,1.0
2024-04-03,588080.SSE,am,mid,300,25,24,1.0
2024-04-03,588080.SSE,am,last,3,2401,2381,1.0
2024-04-03,588080.SSE,am,last,15,481,475,1.0
2024-04-03,588080.SSE,am,last,30,241,237,1.0
2024-04-03,588080.SSE,am,last,60,121,118,1.0
2024-04-03,588080.SSE,am,last,300,25,24,1.0
2024-04-03,588080.SSE,pm,mid,3,2401,2394,1.0
2024-04-03,588080.SSE,pm,mid,15,481,478,1.0
2024-04-03,588080.SSE,pm,mid,30,241,239,1.0
2024-04-03,588080.SSE,pm,mid,60,121,120,1.0
2024-04-03,588080.SSE,pm,mid,300,25,24,1.0
2024-04-03,588080.SSE,pm,last,3,2401,2394,1.0
2024-04-03,588080.SSE,pm,last,15,481,478,1.0
2024-04-03,588080.SSE,pm,last,30,241,239,1.0
2024-04-03,588080.SSE,pm,last,60,121,120,1.0
2024-04-03,588080.SSE,pm,last,300,25,24,1.0
2024-04-08,588000.SSE,am,mid,3,2401,2400,2.0
2024-04-08,588000.SSE,am,mid,15,481,480,2.0
2024-04-08,588000.SSE,am,mid,30,241,240,2.0
2024-04-08,588000.SSE,am,mid,60,121,120,2.0
2024-04-08,588000.SSE,am,mid,300,25,24,2.0
2024-04-08,588000.SSE,am,last,3,2401,2400,2.0
2024-04-08,588000.SSE,am,last,15,481,480,2.0
2024-04-08,588000.SSE,am,last,30,241,240,2.0
2024-04-08,588000.SSE,am,last,60,121,120,2.0
2024-04-08,588000.SSE,am,last,300,25,24,2.0
2024-04-08,588000.SSE,pm,mid,3,2401,2400,2.0
2024-04-08,588000.SSE,pm,mid,15,481,480,2.0
2024-04-08,588000.SSE,pm,mid,30,241,240,2.0
2024-04-08,588000.SSE,pm,mid,60,121,120,2.0
2024-04-08,588000.SSE,pm,mid,300,25,24,2.0
2024-04-08,588000.SSE,pm,last,3,2401,2400,2.0
2024-04-08,588000.SSE,pm,last,15,481,480,2.0
2024-04-08,588000.SSE,pm,last,30,241,240,2.0
2024-04-08,588000.SSE,pm,last,60,121,120,2.0
2024-04-08,588000.SSE,pm,last,300,25,24,2.0
2024-04-08,588080.SSE,am,mid,3,2401,2400,0.08458333333333333
2024-04-08,588080.SSE,am,mid,15,481,480,0.08333333333333333
2024-04-08,588080.SSE,am,mid,30,241,240,0.09583333333333334
2024-04-08,588080.SSE,am,mid,60,121,120,0.125
2024-04-08,588080.SSE,am,mid,300,25,24,0.08333333333333333
2024-04-08,588080.SSE,am,last,3,2401,2400,0.08458333333333333
2024-04-08,588080.SSE,am,last,15,481,480,0.08333333333333333
2024-04-08,588080.SSE,am,last,30,241,240,0.09583333333333334
2024-04-08,588080.SSE,am,last,60,121,120,0.125
2024-04-08,588080.SSE,am,last,300,25,24,0.08333333333333333
2024-04-08,588080.SSE,pm,mid,3,2401,2400,0.085
2024-04-08,588080.SSE,pm,mid,15,481,480,0.10833333333333334
2024-04-08,588080.SSE,pm,mid,30,241,240,0.12083333333333333
2024-04-08,588080.SSE,pm,mid,60,121,120,0.1
2024-04-08,588080.SSE,pm,mid,300,25,24,0.125
2024-04-08,588080.SSE,pm,last,3,2401,2400,0.085
2024-04-08,588080.SSE,pm,last,15,481,480,0.10833333333333334
2024-04-08,588080.SSE,pm,last,30,241,240,0.12083333333333333
2024-04-08,588080.SSE,pm,last,60,121,120,0.1
2024-04-08,588080.SSE,pm,last,300,25,24,0.125
2024-04-09,588000.SSE,am,mid,3,2401,2400,1.0
2024-04-09,588000.SSE,am,mid,15,481,480,1.0
2024-04-09,588000.SSE,am,mid,30,241,240,1.0
2024-04-09,588000.SSE,am,mid,60,121,120,1.0
2024-04-09,588000.SSE,am,mid,300,25,24,1.0
2024-04-09,588000.SSE,am,last,3,2401,2400,1.0
2024-04-09,588000.SSE,am,last,15,481,480,1.0
2024-04-09,588000.SSE,am,last,30,241,240,1.0
2024-04-09,588000.SSE,am,last,60,121,120,1.0
2024-04-09,588000.SSE,am,last,300,25,24,1.0
2024-04-09,588000.SSE,pm,mid,3,2401,2400,1.0
2024-04-09,588000.SSE,pm,mid,15,481,480,1.0
2024-04-09,588000.SSE,pm,mid,30,241,240,1.0
2024-04-09,588000.SSE,pm,mid,60,121,120,1.0
2024-04-09,588000.SSE,pm,mid,300,25,24,1.0
2024-04-09,588000.SSE,pm,last,3,2401,2400,1.0
2024-04-09,588000.SSE,pm,last,15,481,480,1.0
2024-04-09,588000.SSE,pm,last,30,241,240,1.0
2024-04-09,588000.SSE,pm,last,60,121,120,1.0
2024-04-09,588000.SSE,pm,last,300,25,24,1.0
2024-04-09,588080.SSE,am,mid,3,2401,2400,0.01625
2024-04-09,588080.SSE,am,mid,15,481,480,0.01875
2024-04-09,588080.SSE,am,mid,30,241,241,0.012448132780082987
2024-04-09,588080.SSE,am,mid,60,121,121,0.0
2024-04-09,588080.SSE,am,mid,300,25,25,0.0
2024-04-09,588080.SSE,am,last,3,2401,2400,0.01625
2024-04-09,588080.SSE,am,last,15,481,480,0.01875
2024-04-09,588080.SSE,am,last,30,241,241,0.012448132780082987
2024-04-09,588080.SSE,am,last,60,121,121,0.0
2024-04-09,588080.SSE,am,last,300,25,25,0.0
2024-04-09,588080.SSE,pm,mid,3,2401,2401,0.024989587671803416
2024-04-09,588080.SSE,pm,mid,15,481,481,0.018711018711018712
2024-04-09,588080.SSE,pm,mid,30,241,241,0.0
2024-04-09,588080.SSE,pm,mid,60,121,121,0.0
2024-04-09,588080.SSE,pm,mid,300,25,25,0.0
2024-04-09,588080.SSE,pm,last,3,2401,2401,0.024989587671803416
2024-04-09,588080.SSE,pm,last,15,481,481,0.018711018711018712
2024-04-09,588080.SSE,pm,last,30,241,241,0.0
2024-04-09,588080.SSE,pm,last,60,121,121,0.0
2024-04-09,588080.SSE,pm,last,300,25,25,0.0
2024-04-10,588000.SSE,am,mid,3,2401,2400,1.0
2024-04-10,588000.SSE,am,mid,15,481,480,1.0
2024-04-10,588000.SSE,am,mid,30,241,240,1.0
2024-04-10,588000.SSE,am,mid,60,121,120,1.0
2024-04-10,588000.SSE,am,mid,300,25,24,1.0
2024-04-10,588000.SSE,am,last,3,2401,2400,1.0
2024-04-10,588000.SSE,am,last,15,481,480,1.0
2024-04-10,588000.SSE,am,last,30,241,240,1.0
2024-04-10,588000.SSE,am,last,60,121,120,1.0
2024-04-10,588000.SSE,am,last,300,25,24,1.0
2024-04-10,588000.SSE,pm,mid,3,2401,2400,1.0
2024-04-10,588000.SSE,pm,mid,15,481,480,1.0
2024-04-10,588000.SSE,pm,mid,30,241,240,1.0
2024-04-10,588000.SSE,pm,mid,60,121,120,1.0
2024-04-10,588000.SSE,pm,mid,300,25,24,1.0
2024-04-10,588000.SSE,pm,last,3,2401,2400,1.0
2024-04-10,588000.SSE,pm,last,15,481,480,1.0
2024-04-10,588000.SSE,pm,last,30,241,240,1.0
2024-04-10,588000.SSE,pm,last,60,121,120,1.0
2024-04-10,588000.SSE,pm,last,300,25,24,1.0
2024-04-10,588080.SSE,am,mid,3,2401,2392,2.0
2024-04-10,588080.SSE,am,mid,15,481,477,2.0
2024-04-10,588080.SSE,am,mid,30,241,238,2.0
2024-04-10,588080.SSE,am,mid,60,121,119,2.0
2024-04-10,588080.SSE,am,mid,300,25,24,2.0
2024-04-10,588080.SSE,am,last,3,2401,2392,2.0
2024-04-10,588080.SSE,am,last,15,481,477,2.0
2024-04-10,588080.SSE,am,last,30,241,238,2.0
2024-04-10,588080.SSE,am,last,60,121,119,2.0
2024-04-10,588080.SSE,am,last,300,25,24,2.0
2024-04-10,588080.SSE,pm,mid,3,2401,2399,2.0
2024-04-10,588080.SSE,pm,mid,15,481,480,2.0
2024-04-10,588080.SSE,pm,mid,30,241,240,2.0
2024-04-10,588080.SSE,pm,mid,60,121,120,2.0
2024-04-10,588080.SSE,pm,mid,300,25,24,2.0
2024-04-10,588080.SSE,pm,last,3,2401,2399,2.0
2024-04-10,588080.SSE,pm,last,15,481,480,2.0
2024-04-10,588080.SSE,pm,last,30,241,240,2.0
2024-04-10,588080.SSE,pm,last,60,121,120,2.0
2024-04-10,588080.SSE,pm,last,300,25,24,2.0
2024-04-11,588000.SSE,am,mid,3,2401,2400,1.0
2024-04-11,588000.SSE,am,mid,15,481,480,1.0
2024-04-11,588000.SSE,am,mid,30,241,240,1.0
2024-04-11,588000.SSE,am,mid,60,121,120,1.0
2024-04-11,588000.SSE,am,mid,300,25,24,1.0
2024-04-11,588000.SSE,am,last,3,2401,2400,1.0
2024-04-11,588000.SSE,am,last,15,481,480,1.0
2024-04-11,588000.SSE,am,last,30,241,240,1.0
2024-04-11,588000.SSE,am,last,60,121,120,1.0
2024-04-11,588000.SSE,am,last,300,25,24,1.0
2024-04-11,588000.SSE,pm,mid,3,2401,2400,1.0
2024-04-11,588000.SSE,pm,mid,15,481,480,1.0
2024-04-11,588000.SSE,pm,mid,30,241,240,1.0
2024-04-11,588000.SSE,pm,mid,60,121,120,1.0
2024-04-11,588000.SSE,pm,mid,300,25,24,1.0
2024-04-11,588000.SSE,pm,last,3,2401,2400,1.0
2024-04-11,588000.SSE,pm,last,15,481,480,1.0
2024-04-11,588000.SSE,pm,last,30,241,240,1.0
2024-04-11,588000.SSE,pm,last,60,121,120,1.0
2024-04-11,588000.SSE,pm,last,300,25,24,1.0
2024-04-11,588080.SSE,am,mid,3,2401,2392,1.0
2024-04-11,588080.SSE,am,mid,15,481,479,1.0
2024-04-11,588080.SSE,am,mid,30,241,240,1.0
2024-04-11,588080.SSE,am,mid,60,121,120,1.0
2024-04-11,588080.SSE,am,mid,300,25,24,1.0
2024-04-11,588080.SSE,am,last,3,2401,2392,1.0
2024-04-11,588080.SSE,am,last,15,481,479,1.0
2024-04-11,588080.SSE,am,last,30,241,240,1.0
2024-04-11,588080.SSE,am,last,60,121,120,1.0
2024-04-11,588080.SSE,am,last,300,25,24,1.0
2024-04-11,588080.SSE,pm,mid,3,2401,2389,1.0
2024-04-11,588080.SSE,pm,mid,15,481,477,1.0
2024-04-11,588080.SSE,pm,mid,30,241,240,1.0
2024-04-11,588080.SSE,pm,mid,60,121,120,1.0
2024-04-11,588080.SSE,pm,mid,300,25,24,1.0
2024-04-11,588080.SSE,pm,last,3,2401,2389,1.0
2024-04-11,588080.SSE,pm,last,15,481,477,1.0
2024-04-11,588080.SSE,pm,last,30,241,240,1.0
2024-04-11,588080.SSE,pm,last,60,121,120,1.0
2024-04-11,588080.SSE,pm,last,300,25,24,1.0
2024-04-12,588000.SSE,am,mid,3,2401,2401,0.0
2024-04-12,588000.SSE,am,mid,15,481,481,0.0
2024-04-12,588000.SSE,am,mid,30,241,241,0.0
2024-04-12,588000.SSE,am,mid,60,121,121,0.0
2024-04-12,588000.SSE,am,mid,300,25,25,0.0
2024-04-12,588000.SSE,am,last,3,2401,2401,0.0
2024-04-12,588000.SSE,am,last,15,481,481,0.0
2024-04-12,588000.SSE,am,last,30,241,241,0.0
2024-04-12,588000.SSE,am,last,60,121,121,0.0
2024-04-12,588000.SSE,am,last,300,25,25,0.0
2024-04-12,588000.SSE,pm,mid,3,2401,2401,0.0
2024-04-12,588000.SSE,pm,mid,15,481,481,0.0
2024-04-12,588000.SSE,pm,mid,30,241,241,0.0
2024-04-12,588000.SSE,pm,mid,60,121,121,0.0
2024-04-12,588000.SSE,pm,mid,300,25,25,0.0
2024-04-12,588000.SSE,pm,last,3,2401,2401,0.0
2024-04-12,588000.SSE,pm,last,15,481,481,0.0
2024-04-12,588000.SSE,pm,last,30,241,241,0.0
2024-04-12,588000.SSE,pm,last,60,121,121,0.0
2024-04-12,588000.SSE,pm,last,300,25,25,0.0
2024-04-12,588080.SSE,am,mid,3,2401,2371,2.0
2024-04-12,588080.SSE,am,mid,15,481,475,2.0
2024-04-12,588080.SSE,am,mid,30,241,238,2.0
2024-04-12,588080.SSE,am,mid,60,121,119,2.0
2024-04-12,588080.SSE,am,mid,300,25,24,2.0
2024-04-12,588080.SSE,am,last,3,2401,2371,2.0
2024-04-12,588080.SSE,am,last,15,481,475,2.0
2024-04-12,588080.SSE,am,last,30,241,238,2.0
2024-04-12,588080.SSE,am,last,60,121,119,2.0
2024-04-12,588080.SSE,am,last,300,25,24,2.0
2024-04-12,588080.SSE,pm,mid,3,2401,2383,2.0
2024-04-12,588080.SSE,pm,mid,15,481,477,2.0
2024-04-12,588080.SSE,pm,mid,30,241,239,2.0
2024-04-12,588080.SSE,pm,mid,60,121,120,2.0
2024-04-12,588080.SSE,pm,mid,300,25,24,2.0
2024-04-12,588080.SSE,pm,last,3,2401,2383,2.0
2024-04-12,588080.SSE,pm,last,15,481,477,2.0
2024-04-12,588080.SSE,pm,last,30,241,239,2.0
2024-04-12,588080.SSE,pm,last,60,121,120,2.0
2024-04-12,588080.SSE,pm,last,300,25,24,2.0
2024-04-15,588000.SSE,am,mid,3,2401,2400,1.0
2024-04-15,588000.SSE,am,mid,15,481,480,1.0
2024-04-15,588000.SSE,am,mid,30,241,240,1.0
2024-04-15,588000.SSE,am,mid,60,121,120,1.0
2024-04-15,588000.SSE,am,mid,300,25,24,1.0
2024-04-15,588000.SSE,am,last,3,2401,2400,1.0
2024-04-15,588000.SSE,am,last,15,481,480,1.0
2024-04-15,588000.SSE,am,last,30,241,240,1.0
2024-04-15,588000.SSE,am,last,60,121,120,1.0
2024-04-15,588000.SSE,am,last,300,25,24,1.0
2024-04-15,588000.SSE,pm,mid,3,2401,2400,1.0
2024-04-15,588000.SSE,pm,mid,15,481,480,1.0
2024-04-15,588000.SSE,pm,mid,30,241,240,1.0
2024-04-15,588000.SSE,pm,mid,60,121,120,1.0
2024-04-15,588000.SSE,pm,mid,300,25,24,1.0
2024-04-15,588000.SSE,pm,last,3,2401,2400,1.0
2024-04-15,588000.SSE,pm,last,15,481,480,1.0
2024-04-15,588000.SSE,pm,last,30,241,240,1.0
2024-04-15,588000.SSE,pm,last,60,121,120,1.0
2024-04-15,588000.SSE,pm,last,300,25,24,1.0
2024-04-15,588080.SSE,am,mid,3,2401,2389,1.0
2024-04-15,588080.SSE,am,mid,15,481,479,1.0
2024-04-15,588080.SSE,am,mid,30,241,239,1.0
2024-04-15,588080.SSE,am,mid,60,121,119,1.0
2024-04-15,588080.SSE,am,mid,300,25,24,1.0
2024-04-15,588080.SSE,am,last,3,2401,2389,1.0
2024-04-15,588080.SSE,am,last,15,481,479,1.0
2024-04-15,588080.SSE,am,last,30,241,239,1.0
2024-04-15,588080.SSE,am,last,60,121,119,1.0
2024-04-15,588080.SSE,am,last,300,25,24,1.0
2024-04-15,588080.SSE,pm,mid,3,2401,2377,1.0
2024-04-15,588080.SSE,pm,mid,15,481,479,1.0
2024-04-15,588080.SSE,pm,mid,30,241,239,1.0
2024-04-15,588080.SSE,pm,mid,60,121,119,1.0
2024-04-15,588080.SSE,pm,mid,300,25,24,1.0
2024-04-15,588080.SSE,pm,last,3,2401,2377,1.0
2024-04-15,588080.SSE,pm,last,15,481,479,1.0
2024-04-15,588080.SSE,pm,last,30,241,239,1.0
2024-04-15,588080.SSE,pm,last,60,121,119,1.0
2024-04-15,588080.SSE,pm,last,300,25,24,1.0
2024-04-16,588000.SSE,am,mid,3,2401,2400,2.0
2024-04-16,588000.SSE,am,mid,15,481,480,2.0
2024-04-16,588000.SSE,am,mid,30,241,240,2.0
2024-04-16,588000.SSE,am,mid,60,121,120,2.0
2024-04-16,588000.SSE,am,mid,300,25,24,2.0
2024-04-16,588000.SSE,am,last,3,2401,2400,2.0
2024-04-16,588000.SSE,am,last,15,481,480,2.0
2024-04-16,588000.SSE,am,last,30,241,240,2.0
2024-04-16,588000.SSE,am,last,60,121,120,2.0
2024-04-16,588000.SSE,am,last,300,25,24,2.0
2024-04-16,588000.SSE,pm,mid,3,2401,2400,2.0
2024-04-16,588000.SSE,pm,mid,15,481,480,2.0
2024-04-16,588000.SSE,pm,mid,30,241,240,2.0
2024-04-16,588000.SSE,pm,mid,60,121,120,2.0
2024-04-16,588000.SSE,pm,mid,300,25,24,2.0
2024-04-16,588000.SSE,pm,last,3,2401,2400,2.0
2024-04-16,588000.SSE,pm,last,15,481,480,2.0
2024-04-16,588000.SSE,pm,last,30,241,240,2.0
2024-04-16,588000.SSE,pm,last,60,121,120,2.0
2024-04-16,588000.SSE,pm,last,300,25,24,2.0
2024-04-16,588080.SSE,am,mid,3,2401,2401,0.006247396917950854
2024-04-16,588080.SSE,am,mid,15,481,481,0.0
2024-04-16,588080.SSE,am,mid,30,241,241,0.0
2024-04-16,588080.SSE,am,mid,60,121,121,0.0
2024-04-16,588080.SSE,am,mid,300,25,25,0.0
2024-04-16,588080.SSE,am,last,3,2401,2401,0.006247396917950854
2024-04-16,588080.SSE,am,last,15,481,481,0.0
2024-04-16,588080.SSE,am,last,30,241,241,0.0
2024-04-16,588080.SSE,am,last,60,121,121,0.0
2024-04-16,588080.SSE,am,last,300,25,25,0.0
2024-04-16,588080.SSE,pm,mid,3,2401,2401,0.01749271137026239
2024-04-16,588080.SSE,pm,mid,15,481,481,0.006237006237006237
2024-04-16,588080.SSE,pm,mid,30,241,241,0.0
2024-04-16,588080.SSE,pm,mid,60,121,121,0.0
2024-04-16,588080.SSE,pm,mid,300,25,25,0.0
2024-04-16,588080.SSE,pm,last,3,2401,2401,0.01749271137026239
2024-04-16,588080.SSE,pm,last,15,481,481,0.006237006237006237
2024-04-16,588080.SSE,pm,last,30,241,241,0.0
2024-04-16,588080.SSE,pm,last,60,121,121,0.0
2024-04-16,588080.SSE,pm,last,300,25,25,0.0
2024-04-17,588000.SSE,am,mid,3,2401,2400,2.0
2024-04-17,588000.SSE,am,mid,15,481,480,2.0
2024-04-17,588000.SSE,am,mid,30,241,240,2.0
2024-04-17,588000.SSE,am,mid,60,121,120,2.0
2024-04-17,588000.SSE,am,mid,300,25,24,2.0
2024-04-17,588000.SSE,am,last,3,2401,2400,2.0
2024-04-17,588000.SSE,am,last,15,481,480,2.0
2024-04-17,588000.SSE,am,last,30,241,240,2.0
2024-04-17,588000.SSE,am,last,60,121,120,2.0
2024-04-17,588000.SSE,am,last,300,25,24,2.0
2024-04-17,588000.SSE,pm,mid,3,2401,2400,2.0
2024-04-17,588000.SSE,pm,mid,15,481,480,2.0
2024-04-17,588000.SSE,pm,mid,30,241,240,2.0
2024-04-17,588000.SSE,pm,mid,60,121,120,2.0
2024-04-17,588000.SSE,pm,mid,300,25,24,2.0
2024-04-17,588000.SSE,pm,last,3,2401,2400,2.0
2024-04-17,588000.SSE,pm,last,15,481,480,2.0
2024-04-17,588000.SSE,pm,last,30,241,240,2.0
2024-04-17,588000.SSE,pm,last,60,121,120,2.0
2024-04-17,588000.SSE,pm,last,300,25,24,2.0
2024-04-17,588080.SSE,am,mid,3,2401,2391,2.0
2024-04-17,588080.SSE,am,mid,15,481,477,2.0
2024-04-17,588080.SSE,am,mid,30,241,238,2.0
2024-04-17,588080.SSE,am,mid,60,121,118,2.0
2024-04-17,588080.SSE,am,mid,300,25,23,2.0
2024-04-17,588080.SSE,am,last,3,2401,2391,2.0
2024-04-17,588080.SSE,am,last,15,481,477,2.0
2024-04-17,588080.SSE,am,last,30,241,238,2.0
2024-04-17,588080.SSE,am,last,60,121,118,2.0
2024-04-17,588080.SSE,am,last,300,25,23,2.0
2024-04-17,588080.SSE,pm,mid,3,2401,2391,2.0
2024-04-17,588080.SSE,pm,mid,15,481,479,2.0
2024-04-17,588080.SSE,pm,mid,30,241,239,2.0
2024-04-17,588080.SSE,pm,mid,60,121,120,2.0
2024-04-17,588080.SSE,pm,mid,300,25,24,2.0
2024-04-17,588080.SSE,pm,last,3,2401,2391,2.0
2024-04-17,588080.SSE,pm,last,15,481,479,2.0
2024-04-17,588080.SSE,pm,last,30,241,239,2.0
2024-04-17,588080.SSE,pm,last,60,121,120,2.0
2024-04-17,588080.SSE,pm,last,300,25,24,2.0
2024-04-18,588000.SSE,am,mid,3,2401,2401,0.0
2024-04-18,588000.SSE,am,mid,15,481,481,0.0
2024-04-18,588000.SSE,am,mid,30,241,241,0.0
2024-04-18,588000.SSE,am,mid,60,121,121,0.0
2024-04-18,588000.SSE,am,mid,300,25,25,0.0
2024-04-18,588000.SSE,am,last,3,2401,2401,0.0
2024-04-18,588000.SSE,am,last,15,481,481,0.0
2024-04-18,588000.SSE,am,last,30,241,241,0.0
2024-04-18,588000.SSE,am,last,60,121,121,0.0
2024-04-18,588000.SSE,am,last,300,25,25,0.0
2024-04-18,588000.SSE,pm,mid,3,2401,2401,0.0
2024-04-18,588000.SSE,pm,mid,15,481,481,0.0
2024-04-18,588000.SSE,pm,mid,30,241,241,0.0
2024-04-18,588000.SSE,pm,mid,60,121,121,0.0
2024-04-18,588000.SSE,pm,mid,300,25,25,0.0
2024-04-18,588000.SSE,pm,last,3,2401,2401,0.0
2024-04-18,588000.SSE,pm,last,15,481,481,0.0
2024-04-18,588000.SSE,pm,last,30,241,241,0.0
2024-04-18,588000.SSE,pm,last,60,121,121,0.0
2024-04-18,588000.SSE,pm,last,300,25,25,0.0
2024-04-18,588080.SSE,am,mid,3,2401,2399,1.0
2024-04-18,588080.SSE,am,mid,15,481,480,1.0
2024-04-18,588080.SSE,am,mid,30,241,240,1.0
2024-04-18,588080.SSE,am,mid,60,121,120,1.0
2024-04-18,588080.SSE,am,mid,300,25,24,1.0
2024-04-18,588080.SSE,am,last,3,2401,2399,1.0
2024-04-18,588080.SSE,am,last,15,481,480,1.0
2024-04-18,588080.SSE,am,last,30,241,240,1.0
2024-04-18,588080.SSE,am,last,60,121,120,1.0
2024-04-18,588080.SSE,am,last,300,25,24,1.0
2024-04-18,588080.SSE,pm,mid,3,2401,2383,1.0
2024-04-18,588080.SSE,pm,mid,15,481,475,1.0
2024-04-18,588080.SSE,pm,mid,30,241,238,1.0
2024-04-18,588080.SSE,pm,mid,60,121,119,1.0
2024-04-18,588080.SSE,pm,mid,300,25,24,1.0
2024-04-18,588080.SSE,pm,last,3,2401,2383,1.0
2024-04-18,588080.SSE,pm,last,15,481,475,1.0
2024-04-18,588080.SSE,pm,last,30,241,238,1.0
2024-04-18,588080.SSE,pm,last,60,121,119,1.0
2024-04-18,588080.SSE,pm,last,300,25,24,1.0
2024-04-19,588000.SSE,am,mid,3,2401,2400,2.0
2024-04-19,588000.SSE,am,mid,15,481,480,2.0
2024-04-19,588000.SSE,am,mid,30,241,240,2.0
2024-04-19,588000.SSE,am,mid,60,121,120,2.0
2024-04-19,588000.SSE,am,mid,300,25,24,2.0
2024-04-19,588000.SSE,am,last,3,2401,2400,2.0
2024-04-19,588000.SSE,am,last,15,481,480,2.0
2024-04-19,588000.SSE,am,last,30,241,240,2.0
2024-04-19,588000.SSE,am,last,60,121,120,2.0
2024-04-19,588000.SSE,am,last,300,25,24,2.0
2024-04-19,588000.SSE,pm,mid,3,2401,2400,2.0
2024-04-19,588000.SSE,pm,mid,15,481,480,2.0
2024-04-19,588000.SSE,pm,mid,30,241,240,2.0
2024-04-19,588000.SSE,pm,mid,60,121,120,2.0
2024-04-19,588000.SSE,pm,mid,300,25,24,2.0
2024-04-19,588000.SSE,pm,last,3,2401,2400,2.0
2024-04-19,588000.SSE,pm,last,15,481,480,2.0
2024-04-19,588000.SSE,pm,last,30,241,240,2.0
2024-04-19,588000.SSE,pm,last,60,121,120,2.0
2024-04-19,588000.SSE,pm,last,300,25,24,2.0
2024-04-19,588080.SSE,am,mid,3,2401,2399,1.0
2024-04-19,588080.SSE,am,mid,15,481,480,1.0
2024-04-19,588080.SSE,am,mid,30,241,240,1.0
2024-04-19,588080.SSE,am,mid,60,121,120,1.0
2024-04-19,588080.SSE,am,mid,300,25,24,1.0
2024-04-19,588080.SSE,am,last,3,2401,2399,1.0
2024-04-19,588080.SSE,am,last,15,481,480,1.0
2024-04-19,588080.SSE,am,last,30,241,240,1.0
2024-04-19,588080.SSE,am,last,60,121,120,1.0
2024-04-19,588080.SSE,am,last,300,25,24,1.0
2024-04-19,588080.SSE,pm,mid,3,2401,2386,0.9995808885163453
2024-04-19,588080.SSE,pm,mid,15,481,479,0.9979123173277662
2024-04-19,588080.SSE,pm,mid,30,241,239,0.99581589958159
2024-04-19,588080.SSE,pm,mid,60,121,120,0.9916666666666667
2024-04-19,588080.SSE,pm,mid,300,25,24,1.0
2024-04-19,588080.SSE,pm,last,3,2401,2386,0.9995808885163453
2024-04-19,588080.SSE,pm,last,15,481,479,0.9979123173277662
2024-04-19,588080.SSE,pm,last,30,241,239,0.99581589958159
2024-04-19,588080.SSE,pm,last,60,121,120,0.9916666666666667
2024-04-19,588080.SSE,pm,last,300,25,24,1.0
2024-04-22,588000.SSE,am,mid,3,2401,2400,2.0
2024-04-22,588000.SSE,am,mid,15,481,480,2.0
2024-04-22,588000.SSE,am,mid,30,241,240,2.0
2024-04-22,588000.SSE,am,mid,60,121,120,2.0
2024-04-22,588000.SSE,am,mid,300,25,24,2.0
2024-04-22,588000.SSE,am,last,3,2401,2400,2.0
2024-04-22,588000.SSE,am,last,15,481,480,2.0
2024-04-22,588000.SSE,am,last,30,241,240,2.0
2024-04-22,588000.SSE,am,last,60,121,120,2.0
2024-04-22,588000.SSE,am,last,300,25,24,2.0
2024-04-22,588000.SSE,pm,mid,3,2401,2400,2.0
2024-04-22,588000.SSE,pm,mid,15,481,480,2.0
2024-04-22,588000.SSE,pm,mid,30,241,240,2.0
2024-04-22,588000.SSE,pm,mid,60,121,120,2.0
2024-04-22,588000.SSE,pm,mid,300,25,24,2.0
