policy_id,entry_alpha,exit_alpha,weight_power,volatility_window,entry_confirm,cooldown,trades,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_bars,short_hold_fraction,sharpe,return,cagr,mdd,sum_trade_net_bp
e0.001_x0.05_p2_w120_c1_d5,0.001,0.05,2.0,120,1,5,23,-11.89388303642545,-61.53949908786927,0.391304347826087,0.8418275438191403,641.0,0.0,-0.22987395133705926,-0.029988121892574382,-0.031207764197652477,0.15925249481093318,-273.55930983778535
e0.001_x0.05_p2_w120_c3_d0,0.001,0.05,2.0,120,3,0,18,-15.357673106339162,-52.08544593811371,0.3888888888888889,0.7933843114601852,628.5555555555555,0.0,-0.37315820161261165,-0.02953444851428777,-0.030735933423399864,0.11165913981627662,-276.4381159141049
e0.001_x0.05_p2_w120_c3_d5,0.001,0.05,2.0,120,3,5,17,-21.343136085534287,-63.91891096319213,0.35294117647058826,0.727440092508781,629.0588235294117,0.0,-0.49293015408846086,-0.037839228540668346,-0.039371648249381774,0.11205757926983662,-362.8333134540829
e0.001_x0.05_p2_w240_c1_d0,0.001,0.05,2.0,240,1,0,28,-20.9956141129581,-49.31082934216291,0.42857142857142855,0.7216466552359634,603.5357142857143,0.0,-0.5320743549149677,-0.06030732516222548,-0.06271955999728995,0.1405883733132658,-587.8771951628269
e0.001_x0.05_p2_w240_c1_d5,0.001,0.05,2.0,240,1,5,28,-23.186486772469436,-49.31082934216291,0.42857142857142855,0.6886590152788626,594.6071428571429,0.0,-0.5975197705002995,-0.06592055112741879,-0.06854901167557981,0.14572204284893597,-649.2216296291442
e0.001_x0.05_p2_w240_c3_d0,0.001,0.05,2.0,240,3,0,23,-2.2528040943391607,-77.09385400924585,0.34782608695652173,0.9657120328081826,632.6521739130435,0.0,-0.03613001519058097,-0.0079869646334767,-0.00831562850612555,0.09452268297254351,-51.814494169800696
e0.001_x0.05_p2_w240_c3_d5,0.001,0.05,2.0,240,3,5,22,5.056387110491439,-52.72268447579831,0.36363636363636365,1.0825164084598384,639.4545454545455,0.0,0.13834902720722295,0.008456422634820937,0.008807396001643708,0.09452268297254351,111.24051643081165
e0.001_x0.05_p2_w480_c1_d0,0.001,0.05,2.0,480,1,0,30,0.9584220144229045,-21.155896685962627,0.4666666666666667,1.0109445013887979,807.9666666666667,0.0,0.0540998613420705,-0.004116130258306372,-0.004285853287867458,0.1602499953108979,28.752660432687136
e0.001_x0.05_p2_w480_c1_d5,0.001,0.05,2.0,480,1,5,29,5.11320801625483,-9.060465005363838,0.4827586206896552,1.057166460536546,818.0,0.0,0.12755677346428534,0.007597394055756768,0.007912574805002182,0.14156982692668507,148.28303247139007
e0.001_x0.05_p2_w480_c3_d0,0.001,0.05,2.0,480,3,0,26,13.291176049209973,30.74904899384001,0.5,1.1551686959507392,793.1538461538462,0.0,0.2754523396106247,0.028578503151887924,0.029776846668676304,0.14893030227960302,345.5705772794593
