timestamp,bar_open_time,open,high,low,close,lowpass_known_at_open,event,signal_close_time
2025-04-01 11:25:00,2025-04-01 11:20:00,1032.87,1034.25,1032.73,1033.08,1031.4735685154483,1,2025-04-01 11:20:00
2025-04-01 11:30:00,2025-04-01 11:25:00,1033.1,1033.35,1032.3,1032.84,1031.8145793898511,0,
2025-04-01 13:05:00,2025-04-01 13:00:00,1032.95,1033.24,1030.12,1030.22,1032.080972799441,0,
2025-04-01 13:10:00,2025-04-01 13:05:00,1030.12,1030.33,1028.28,1029.75,1031.952556411383,-1,2025-04-01 13:05:00
2025-04-01 13:15:00,2025-04-01 13:10:00,1029.64,1030.38,1029.4,1029.99,1031.4944176299055,0,
2025-04-01 13:20:00,2025-04-01 13:15:00,1029.88,1029.95,1028.27,1028.43,1031.1162292838478,0,
2025-04-01 13:25:00,2025-04-01 13:20:00,1028.45,1028.48,1027.3,1027.85,1030.6723173778223,0,
2025-04-01 13:30:00,2025-04-01 13:25:00,1027.87,1029.42,1027.85,1028.4,1030.0825497187366,0,
2025-04-01 13:35:00,2025-04-01 13:30:00,1028.13,1028.17,1026.6,1026.6,1029.6267397018396,0,
2025-04-01 13:40:00,2025-04-01 13:35:00,1026.56,1027.2,1025.53,1026.19,1029.131420291788,0,
2025-04-01 13:45:00,2025-04-01 13:40:00,1026.25,1026.25,1024.98,1025.16,1028.4940738298974,0,
2025-04-01 13:50:00,2025-04-01 13:45:00,1025.08,1026.97,1025.08,1025.64,1027.8374303932378,0,
2025-04-01 13:55:00,2025-04-01 13:50:00,1025.82,1026.75,1025.48,1026.14,1027.269782868794,0,
2025-04-01 14:00:00,2025-04-01 13:55:00,1026.13,1026.55,1025.71,1025.91,1026.9485719695863,0,
2025-04-01 14:05:00,2025-04-01 14:00:00,1025.92,1025.93,1024.48,1024.72,1026.733606011471,0,
2025-04-01 14:10:00,2025-04-01 14:05:00,1024.68,1025.56,1023.53,1024.65,1026.4033193540818,0,
2025-04-01 14:15:00,2025-04-01 14:10:00,1024.64,1024.64,1023.46,1024.3,1026.0032556267531,0,
2025-04-01 14:20:00,2025-04-01 14:15:00,1024.27,1024.27,1023.32,1023.47,1025.6474649192608,0,
2025-04-01 14:25:00,2025-04-01 14:20:00,1023.74,1023.82,1022.78,1023.69,1025.2370966713268,0,
2025-04-01 14:30:00,2025-04-01 14:25:00,1023.72,1024.78,1023.25,1024.22,1024.8512942991792,0,
2025-04-01 14:35:00,2025-04-01 14:30:00,1024.33,1025.9,1024.12,1024.14,1024.6426728108631,0,
2025-04-01 14:40:00,2025-04-01 14:35:00,1023.99,1024.3,1023.54,1024.21,1024.5350024979034,0,
2025-04-01 14:45:00,2025-04-01 14:40:00,1024.18,1025.25,1024.16,1025.04,1024.4512281986015,0,
2025-04-01 14:50:00,2025-04-01 14:45:00,1024.99,1025.27,1024.47,1025.27,1024.4916380240581,1,2025-04-01 14:45:00
2025-04-01 14:55:00,2025-04-01 14:50:00,1025.28,1025.28,1024.06,1024.61,1024.6459446243516,0,
2025-04-01 15:00:00,2025-04-01 14:55:00,1024.73,1024.79,1024.32,1024.38,1024.7143434843058,0,
2025-04-02 09:35:00,2025-04-02 09:30:00,1021.82,1025.21,1021.82,1024.11,1024.66330248136,-1,2025-04-01 15:00:00
2025-04-02 09:40:00,2025-04-02 09:35:00,1024.0,1025.66,1022.45,1022.68,1024.5659574648223,0,
2025-04-02 09:45:00,2025-04-02 09:40:00,1022.52,1024.91,1021.22,1021.65,1024.2933295539844,0,
2025-04-02 09:50:00,2025-04-02 09:45:00,1021.59,1025.21,1020.92,1025.21,1023.7976992124305,0,
2025-04-02 09:55:00,2025-04-02 09:50:00,1025.14,1026.69,1024.35,1024.98,1023.7117734761524,0,
2025-04-02 10:00:00,2025-04-02 09:55:00,1025.04,1026.31,1023.13,1026.15,1024.0334447491064,1,2025-04-02 09:55:00
2025-04-02 10:05:00,2025-04-02 10:00:00,1026.14,1028.37,1025.06,1027.64,1024.389553247547,0,
2025-04-02 10:10:00,2025-04-02 10:05:00,1027.63,1027.85,1026.15,1026.87,1024.9718940978114,0,
2025-04-02 10:15:00,2025-04-02 10:10:00,1026.79,1027.43,1025.6,1025.67,1025.5026410818941,0,
2025-04-02 10:20:00,2025-04-02 10:15:00,1025.63,1027.8,1025.51,1027.25,1025.68109277215,0,
2025-04-02 10:25:00,2025-04-02 10:20:00,1027.21,1029.37,1026.75,1029.33,1025.862199991092,0,
2025-04-02 10:30:00,2025-04-02 10:25:00,1029.26,1030.91,1027.94,1028.12,1026.4264491988874,0,
2025-04-02 10:35:00,2025-04-02 10:30:00,1028.01,1028.08,1026.73,1027.09,1026.9607597293796,0,
2025-04-02 10:40:00,2025-04-02 10:35:00,1027.07,1027.15,1025.62,1026.23,1027.1105909772486,0,
2025-04-02 10:45:00,2025-04-02 10:40:00,1026.3,1028.07,1025.73,1027.51,1027.0057120078072,-1,2025-04-02 10:40:00
2025-04-02 10:50:00,2025-04-02 10:45:00,1027.46,1027.72,1026.18,1026.19,1026.9740874759168,0,
2025-04-02 10:55:00,2025-04-02 10:50:00,1026.2,1027.31,1025.38,1027.06,1026.9451649749342,0,
2025-04-02 11:00:00,2025-04-02 10:55:00,1026.96,1027.67,1025.8,1025.93,1026.8706408658506,0,
2025-04-02 11:05:00,2025-04-02 11:00:00,1025.92,1025.92,1024.99,1025.56,1026.7831909157253,0,
2025-04-02 11:10:00,2025-04-02 11:05:00,1025.54,1025.72,1024.63,1024.95,1026.541534260724,0,
2025-04-02 11:15:00,2025-04-02 11:10:00,1024.88,1026.94,1024.88,1026.62,1026.2420378533072,0,
2025-04-02 11:20:00,2025-04-02 11:15:00,1026.49,1026.49,1023.99,1024.01,1026.1356002039067,0,
2025-04-02 11:25:00,2025-04-02 11:20:00,1024.07,1025.23,1024.01,1024.59,1025.9444167233307,0,
2025-04-02 11:30:00,2025-04-02 11:25:00,1024.54,1024.7,1023.31,1023.53,1025.5615602591413,0,
2025-04-02 13:05:00,2025-04-02 13:00:00,1023.43,1024.84,1022.76,1024.16,1025.2119593396246,0,
2025-04-02 13:10:00,2025-04-02 13:05:00,1024.57,1024.57,1022.76,1022.76,1024.8937306762277,0,
2025-04-02 13:15:00,2025-04-02 13:10:00,1022.85,1023.28,1022.03,1022.26,1024.5599052944606,0,
2025-04-02 13:20:00,2025-04-02 13:15:00,1022.26,1022.52,1021.68,1022.33,1024.082573978444,0,
2025-04-02 13:25:00,2025-04-02 13:20:00,1022.28,1022.33,1021.65,1022.12,1023.6663747890279,0,
2025-04-02 13:30:00,2025-04-02 13:25:00,1022.16,1023.0,1022.08,1022.93,1023.3308231965643,0,
2025-04-02 13:35:00,2025-04-02 13:30:00,1022.96,1022.96,1021.32,1021.32,1023.1432545421573,0,
2025-04-02 13:40:00,2025-04-02 13:35:00,1021.26,1021.63,1020.57,1020.57,1022.906169860902,0,
2025-04-02 13:45:00,2025-04-02 13:40:00,1020.57,1022.66,1020.39,1022.45,1022.4495064814095,0,
2025-04-02 13:50:00,2025-04-02 13:45:00,1022.35,1022.57,1021.51,1022.14,1022.2307308709318,0,
2025-04-02 13:55:00,2025-04-02 13:50:00,1022.14,1022.45,1021.81,1021.81,1022.2456814681823,1,2025-04-02 13:50:00
2025-04-02 14:00:00,2025-04-02 13:55:00,1021.92,1021.92,1020.98,1021.0,1022.1826916966902,-1,2025-04-02 13:55:00
2025-04-02 14:05:00,2025-04-02 14:00:00,1021.0,1022.5,1020.75,1021.46,1022.0016722922793,0,
2025-04-02 14:10:00,2025-04-02 14:05:00,1021.51,1022.07,1021.34,1021.73,1021.8220669099805,0,
2025-04-02 14:15:00,2025-04-02 14:10:00,1021.62,1022.23,1020.63,1021.95,1021.7692279874306,0,
2025-04-02 14:20:00,2025-04-02 14:15:00,1022.16,1022.42,1021.73,1022.36,1021.7856929096785,1,2025-04-02 14:15:00
2025-04-02 14:25:00,2025-04-02 14:20:00,1022.37,1022.37,1021.74,1021.96,1021.8716040080429,0,
2025-04-02 14:30:00,2025-04-02 14:25:00,1021.93,1021.95,1021.43,1021.62,1021.9386941560454,0,
2025-04-02 14:35:00,2025-04-02 14:30:00,1021.6,1022.44,1021.33,1021.42,1021.9040918165853,-1,2025-04-02 14:30:00
2025-04-02 14:40:00,2025-04-02 14:35:00,1021.34,1021.51,1020.38,1020.4,1021.8147099875504,0,
2025-04-02 14:45:00,2025-04-02 14:40:00,1020.42,1021.28,1020.38,1021.12,1021.6041071867968,0,
2025-04-02 14:50:00,2025-04-02 14:45:00,1021.09,1023.16,1021.0,1023.1,1021.4076291549162,0,
2025-04-02 14:55:00,2025-04-02 14:50:00,1022.99,1023.02,1022.25,1022.98,1021.5708973011112,1,2025-04-02 14:50:00
2025-04-02 15:00:00,2025-04-02 14:55:00,1023.02,1023.11,1022.75,1022.75,1021.9125290058,0,
2025-04-03 09:35:00,2025-04-03 09:30:00,1011.6,1021.38,1011.6,1020.27,1022.1340625936557,0,
2025-04-03 09:40:00,2025-04-03 09:35:00,1020.22,1025.71,1019.72,1025.42,1021.9886508505197,-1,2025-04-03 09:35:00
2025-04-03 09:45:00,2025-04-03 09:40:00,1025.49,1029.69,1023.87,1029.69,1022.1870824905527,1,2025-04-03 09:40:00
2025-04-03 09:50:00,2025-04-03 09:45:00,1029.72,1030.55,1027.47,1030.33,1023.4330293946803,0,
2025-04-03 09:55:00,2025-04-03 09:50:00,1030.15,1030.52,1024.83,1024.85,1024.9595426493,0,
2025-04-03 10:00:00,2025-04-03 09:55:00,1024.87,1026.52,1022.63,1025.36,1025.5701290711527,0,
2025-04-03 10:05:00,2025-04-03 10:00:00,1025.23,1026.43,1021.25,1021.56,1025.461879870864,-1,2025-04-03 10:00:00
2025-04-03 10:10:00,2025-04-03 10:05:00,1021.45,1021.83,1018.3,1018.8,1024.9953362240042,0,
2025-04-03 10:15:00,2025-04-03 10:10:00,1018.46,1019.4,1017.57,1019.06,1023.8726944531566,0,
2025-04-03 10:20:00,2025-04-03 10:15:00,1019.11,1020.64,1018.33,1020.41,1022.72052484031,0,
2025-04-03 10:25:00,2025-04-03 10:20:00,1020.29,1021.3,1019.24,1019.7,1022.025042343525,0,
2025-04-03 10:30:00,2025-04-03 10:25:00,1019.78,1024.87,1019.68,1024.0,1021.5663128884739,0,
2025-04-03 10:35:00,2025-04-03 10:30:00,1024.12,1024.71,1022.62,1022.77,1021.6317860363529,1,2025-04-03 10:30:00
2025-04-03 10:40:00,2025-04-03 10:35:00,1022.66,1022.95,1021.04,1021.23,1022.0394003628758,0,
2025-04-03 10:45:00,2025-04-03 10:40:00,1021.19,1021.8,1020.39,1021.4,1022.0301653330533,-1,2025-04-03 10:40:00
2025-04-03 10:50:00,2025-04-03 10:45:00,1021.26,1022.68,1021.01,1021.84,1021.8637201460052,0,
2025-04-03 10:55:00,2025-04-03 10:50:00,1021.77,1021.77,1018.79,1019.03,1021.8070023432458,0,
2025-04-03 11:00:00,2025-04-03 10:55:00,1018.7,1019.01,1018.19,1018.22,1021.4873845594695,0,
2025-04-03 11:05:00,2025-04-03 11:00:00,1018.2,1018.56,1017.71,1017.78,1020.820648954023,0,
2025-04-03 11:10:00,2025-04-03 11:05:00,1017.86,1018.63,1017.24,1018.09,1020.1636576514443,0,
2025-04-03 11:15:00,2025-04-03 11:10:00,1018.01,1018.03,1016.6,1016.82,1019.6446712287141,0,
2025-04-03 11:20:00,2025-04-03 11:15:00,1016.87,1016.87,1015.9,1016.5,1019.1347273513479,0,
2025-04-03 11:25:00,2025-04-03 11:20:00,1016.38,1017.23,1015.76,1015.77,1018.5583849429387,0,
2025-04-03 11:30:00,2025-04-03 11:25:00,1015.66,1016.09,1014.32,1015.65,1017.9939979642111,0,
2025-04-03 13:05:00,2025-04-03 13:00:00,1015.64,1017.99,1014.82,1016.99,1017.462114810799,0,
2025-04-03 13:10:00,2025-04-03 13:05:00,1017.05,1017.05,1014.34,1014.42,1017.1962095675377,0,
2025-04-03 13:15:00,2025-04-03 13:10:00,1014.27,1015.98,1014.25,1015.9,1016.8488606862826,0,
2025-04-03 13:20:00,2025-04-03 13:15:00,1015.86,1015.86,1014.28,1015.0,1016.45559490742,0,
2025-04-03 13:25:00,2025-04-03 13:20:00,1015.12,1015.12,1013.72,1013.72,1016.2215080338734,0,
2025-04-03 13:30:00,2025-04-03 13:25:00,1013.58,1014.4,1013.3,1014.05,1015.7880335855466,0,
2025-04-03 13:35:00,2025-04-03 13:30:00,1014.01,1014.61,1013.23,1014.37,1015.3449272860122,0,
2025-04-03 13:40:00,2025-04-03 13:35:00,1014.32,1016.53,1013.21,1016.53,1015.0807440773336,0,
2025-04-03 13:45:00,2025-04-03 13:40:00,1016.36,1017.09,1014.62,1015.14,1015.166514383671,1,2025-04-03 13:40:00
2025-04-03 13:50:00,2025-04-03 13:45:00,1015.08,1016.58,1014.17,1016.42,1015.3219583756393,0,
2025-04-03 13:55:00,2025-04-03 13:50:00,1016.72,1020.03,1016.44,1020.03,1015.4284669639442,0,
2025-04-03 14:00:00,2025-04-03 13:55:00,1019.9,1020.03,1017.69,1018.9,1016.078086860366,0,
2025-04-03 14:05:00,2025-04-03 14:00:00,1018.93,1020.13,1018.67,1019.17,1016.8650879735894,0,
2025-04-03 14:10:00,2025-04-03 14:05:00,1019.42,1021.55,1019.42,1020.59,1017.3695530327387,0,
2025-04-03 14:15:00,2025-04-03 14:10:00,1020.64,1020.64,1018.03,1018.86,1017.9530567058877,0,
2025-04-03 14:20:00,2025-04-03 14:15:00,1018.83,1018.96,1017.86,1018.94,1018.3649797835589,0,
2025-04-03 14:25:00,2025-04-03 14:20:00,1018.85,1018.85,1017.71,1017.84,1018.4894392820684,0,
2025-04-03 14:30:00,2025-04-03 14:25:00,1017.83,1018.54,1016.91,1018.4,1018.466267019176,-1,2025-04-03 14:25:00
2025-04-03 14:35:00,2025-04-03 14:30:00,1018.36,1019.5,1018.18,1018.37,1018.3856805567035,0,
2025-04-03 14:40:00,2025-04-03 14:35:00,1018.4,1019.45,1018.4,1018.9,1018.385522183782,0,
2025-04-03 14:45:00,2025-04-03 14:40:00,1018.98,1019.0,1018.09,1018.62,1018.4435554650638,1,2025-04-03 14:40:00
2025-04-03 14:50:00,2025-04-03 14:45:00,1018.62,1018.87,1017.36,1017.91,1018.5171725549037,0,
2025-04-03 14:55:00,2025-04-03 14:50:00,1017.88,1018.39,1017.34,1018.33,1018.4584788316868,-1,2025-04-03 14:50:00
2025-04-03 15:00:00,2025-04-03 14:55:00,1018.23,1018.27,1017.82,1018.07,1018.3797088581234,0,
2025-04-07 09:35:00,2025-04-07 09:30:00,960.49,982.77,960.49,979.94,1018.3378906944097,0,
2025-04-07 09:40:00,2025-04-07 09:35:00,980.43,981.88,961.28,961.81,1013.7635518862764,0,
2025-04-07 09:45:00,2025-04-07 09:40:00,961.71,966.25,954.48,955.67,1003.6082323269611,0,
2025-04-07 09:50:00,2025-04-07 09:45:00,954.86,954.86,940.82,940.82,992.9834892421794,0,
2025-04-07 09:55:00,2025-04-07 09:50:00,939.99,947.97,928.5,947.97,982.3821771274179,0,
2025-04-07 10:00:00,2025-04-07 09:55:00,948.42,959.94,948.42,957.24,973.4077676931921,0,
2025-04-07 10:05:00,2025-04-07 10:00:00,957.07,961.57,951.93,958.26,968.5246638038869,0,
2025-04-07 10:10:00,2025-04-07 10:05:00,957.79,958.49,953.54,954.45,966.0068875523663,0,
2025-04-07 10:15:00,2025-04-07 10:10:00,954.49,955.12,949.69,952.93,963.7520491445702,0,
2025-04-07 10:20:00,2025-04-07 10:15:00,953.01,960.6,953.01,959.33,961.4013748685553,0,
2025-04-07 10:25:00,2025-04-07 10:20:00,959.55,966.18,959.45,965.27,960.171028497533,0,
2025-04-07 10:30:00,2025-04-07 10:25:00,965.37,967.27,960.49,960.49,960.664897276356,1,2025-04-07 10:25:00
2025-04-07 10:35:00,2025-04-07 10:30:00,960.68,964.19,959.43,959.43,961.1791476453308,0,
2025-04-07 10:40:00,2025-04-07 10:35:00,959.48,960.19,957.6,959.04,960.8953126722796,-1,2025-04-07 10:35:00
2025-04-07 10:45:00,2025-04-07 10:40:00,959.45,965.29,959.45,964.55,960.5087417486574,0,
2025-04-07 10:50:00,2025-04-07 10:45:00,964.43,967.8,964.42,967.09,960.8069485555493,1,2025-04-07 10:45:00
2025-04-07 10:55:00,2025-04-07 10:50:00,967.24,967.29,962.04,962.14,961.9708290993315,0,
2025-04-07 11:00:00,2025-04-07 10:55:00,962.23,963.21,961.09,961.85,962.5846713284224,0,
2025-04-07 11:05:00,2025-04-07 11:00:00,961.93,961.93,959.19,959.19,962.4474359227634,-1,2025-04-07 11:00:00
2025-04-07 11:10:00,2025-04-07 11:05:00,959.58,960.67,956.49,956.72,961.9984140464705,0,
2025-04-07 11:15:00,2025-04-07 11:10:00,956.58,957.07,952.29,952.31,961.0559140117329,0,
2025-04-07 11:20:00,2025-04-07 11:15:00,952.12,956.41,951.68,951.68,959.5294341676298,0,
2025-04-07 11:25:00,2025-04-07 11:20:00,951.8,952.03,949.71,949.71,957.7710566296912,0,
2025-04-07 11:30:00,2025-04-07 11:25:00,949.61,949.73,948.51,949.73,956.1198426199973,0,
2025-04-07 13:05:00,2025-04-07 13:00:00,949.48,949.48,945.72,945.72,954.6269327567277,0,
2025-04-07 13:10:00,2025-04-07 13:05:00,945.8,945.8,938.78,938.78,953.0160694225634,0,
2025-04-07 13:15:00,2025-04-07 13:10:00,938.68,939.15,936.19,938.93,950.4986661030059,0,
2025-04-07 13:20:00,2025-04-07 13:15:00,939.51,944.13,937.09,942.5,947.7766730462886,0,
2025-04-07 13:25:00,2025-04-07 13:20:00,943.11,944.72,938.53,938.96,946.128498443808,0,
2025-04-07 13:30:00,2025-04-07 13:25:00,938.95,939.02,936.97,936.97,944.8692653871524,0,
2025-04-07 13:35:00,2025-04-07 13:30:00,936.67,938.15,935.13,935.51,943.2581825929644,0,
2025-04-07 13:40:00,2025-04-07 13:35:00,935.22,935.22,930.79,931.42,941.6204923865268,0,
2025-04-07 13:45:00,2025-04-07 13:40:00,931.39,931.4,926.12,926.28,939.7160668287354,0,
2025-04-07 13:50:00,2025-04-07 13:45:00,926.54,927.86,924.63,924.74,937.175698471984,0,
2025-04-07 13:55:00,2025-04-07 13:50:00,924.72,927.03,923.83,927.03,934.4482713963422,0,
2025-04-07 14:00:00,2025-04-07 13:55:00,926.98,927.25,919.85,919.85,932.448620089666,0,
2025-04-07 14:05:00,2025-04-07 14:00:00,919.68,919.69,907.91,907.91,930.3431075745505,0,
2025-04-07 14:10:00,2025-04-07 14:05:00,908.08,908.09,897.21,897.21,926.4817063294039,0,
2025-04-07 14:15:00,2025-04-07 14:10:00,897.17,897.55,889.85,889.85,920.8560156139132,0,
2025-04-07 14:20:00,2025-04-07 14:15:00,889.61,889.66,877.71,877.71,914.4225063362883,0,
2025-04-07 14:25:00,2025-04-07 14:20:00,877.99,903.37,877.99,903.37,907.1943269266881,0,
2025-04-07 14:30:00,2025-04-07 14:25:00,903.85,909.13,901.92,902.25,903.2699088548576,0,
2025-04-07 14:35:00,2025-04-07 14:30:00,902.42,927.62,900.56,925.17,903.1628391399631,0,
2025-04-07 14:40:00,2025-04-07 14:35:00,924.97,931.0,921.88,921.88,905.589384296717,1,2025-04-07 14:35:00
2025-04-07 14:45:00,2025-04-07 14:40:00,921.14,922.89,917.21,917.34,909.7308371128531,0,
2025-04-07 14:50:00,2025-04-07 14:45:00,916.84,918.5,911.55,911.55,912.0192891364568,0,
2025-04-07 14:55:00,2025-04-07 14:50:00,911.09,927.54,909.79,927.38,912.5820474838091,0,
2025-04-07 15:00:00,2025-04-07 14:55:00,928.12,932.53,924.17,924.17,914.171029858871,0,
2025-04-08 09:35:00,2025-04-08 09:30:00,932.24,942.66,932.24,937.63,916.857588732835,0,
2025-04-08 09:40:00,2025-04-08 09:35:00,937.87,950.74,937.48,948.85,920.1002564546485,0,
2025-04-08 09:45:00,2025-04-08 09:40:00,948.47,948.47,936.9,937.54,925.4292491932033,0,
2025-04-08 09:50:00,2025-04-08 09:45:00,937.67,941.68,935.17,939.48,929.5288671257784,0,
2025-04-08 09:55:00,2025-04-08 09:50:00,939.3,939.57,932.2,936.39,931.6107160594936,0,
2025-04-08 10:00:00,2025-04-08 09:55:00,936.13,941.42,935.13,941.0,933.0780944442399,0,
2025-04-08 10:05:00,2025-04-08 10:00:00,941.04,944.89,937.67,938.06,934.3813336236404,0,
2025-04-08 10:10:00,2025-04-08 10:05:00,938.14,940.37,935.47,936.03,935.5764985089114,0,
2025-04-08 10:15:00,2025-04-08 10:10:00,936.74,942.22,936.74,941.93,935.9178458504128,0,
2025-04-08 10:20:00,2025-04-08 10:15:00,941.8,941.8,937.85,938.73,936.6283583221505,0,
2025-04-08 10:25:00,2025-04-08 10:20:00,938.63,938.63,934.17,934.24,937.4880117854075,0,
2025-04-08 10:30:00,2025-04-08 10:25:00,934.03,938.33,933.94,935.08,937.2539155346749,-1,2025-04-08 10:25:00
2025-04-08 10:35:00,2025-04-08 10:30:00,934.79,936.37,933.39,934.43,936.6497175024458,0,
2025-04-08 10:40:00,2025-04-08 10:35:00,934.82,935.33,932.0,932.64,936.2085121563044,0,
2025-04-08 10:45:00,2025-04-08 10:40:00,932.6,932.77,928.68,928.68,935.5856753037672,0,
2025-04-08 10:50:00,2025-04-08 10:45:00,928.36,929.57,927.51,929.52,934.4367893661775,0,
2025-04-08 10:55:00,2025-04-08 10:50:00,929.36,930.26,928.25,928.82,933.1923102709044,0,
2025-04-08 11:00:00,2025-04-08 10:55:00,928.72,932.58,927.75,932.4,932.2548602315093,0,
2025-04-08 11:05:00,2025-04-08 11:00:00,932.22,938.63,931.88,936.87,931.8714852142607,0,
2025-04-08 11:10:00,2025-04-08 11:05:00,937.25,937.91,931.46,935.26,932.5131298556066,1,2025-04-08 11:05:00
2025-04-08 11:15:00,2025-04-08 11:10:00,934.92,938.38,933.73,938.38,933.33826888897,0,
2025-04-08 11:20:00,2025-04-08 11:15:00,938.16,941.12,936.26,938.47,934.1469155078391,0,
2025-04-08 11:25:00,2025-04-08 11:20:00,938.48,938.65,935.29,935.58,935.1405658052372,0,
2025-04-08 11:30:00,2025-04-08 11:25:00,935.63,936.38,934.07,935.73,935.5784253620711,0,
2025-04-08 13:05:00,2025-04-08 13:00:00,935.86,936.14,930.82,933.77,935.5962409549159,0,
2025-04-08 13:10:00,2025-04-08 13:05:00,933.63,938.29,933.63,936.3,935.3991555471001,-1,2025-04-08 13:05:00
2025-04-08 13:15:00,2025-04-08 13:10:00,936.46,936.46,933.1,933.31,935.314214562169,0,
2025-04-08 13:20:00,2025-04-08 13:15:00,934.02,937.46,934.02,937.46,935.1954310547696,0,
2025-04-08 13:25:00,2025-04-08 13:20:00,937.67,939.74,936.59,937.22,935.2389997816059,1,2025-04-08 13:20:00
2025-04-08 13:30:00,2025-04-08 13:25:00,937.16,937.33,930.59,930.59,935.7274232696731,0,
2025-04-08 13:35:00,2025-04-08 13:30:00,930.64,933.45,930.35,932.37,935.3017063659738,-1,2025-04-08 13:30:00
2025-04-08 13:40:00,2025-04-08 13:35:00,932.04,933.33,931.75,933.22,934.4110018404645,0,
2025-04-08 13:45:00,2025-04-08 13:40:00,933.42,933.96,928.01,928.01,934.0347295294201,0,
2025-04-08 13:50:00,2025-04-08 13:45:00,928.13,928.67,925.95,927.78,933.2370799466887,0,
2025-04-08 13:55:00,2025-04-08 13:50:00,927.69,927.82,923.86,923.86,931.9913814426112,0,
2025-04-08 14:00:00,2025-04-08 13:55:00,923.87,931.16,923.67,931.07,930.5513200888324,0,
2025-04-08 14:05:00,2025-04-08 14:00:00,930.56,933.52,928.75,933.0,929.8306668084292,0,
2025-04-08 14:10:00,2025-04-08 14:05:00,932.91,933.07,928.96,929.17,930.3429737824703,1,2025-04-08 14:05:00
2025-04-08 14:15:00,2025-04-08 14:10:00,929.06,929.45,927.66,928.04,930.51511252065,0,
2025-04-08 14:20:00,2025-04-08 14:15:00,928.05,928.24,925.63,925.73,930.0702903889021,-1,2025-04-08 14:15:00
2025-04-08 14:25:00,2025-04-08 14:20:00,925.7,928.26,925.35,928.13,929.3280156108266,0,
2025-04-08 14:30:00,2025-04-08 14:25:00,928.33,930.99,927.54,930.54,928.7693277934942,0,
2025-04-08 14:35:00,2025-04-08 14:30:00,930.68,930.68,927.08,927.59,928.900732022052,1,2025-04-08 14:30:00
2025-04-08 14:40:00,2025-04-08 14:35:00,927.59,930.88,927.52,930.86,928.9386777616169,0,
2025-04-08 14:45:00,2025-04-08 14:40:00,930.86,936.42,930.86,934.36,929.0049547405887,0,
2025-04-08 14:50:00,2025-04-08 14:45:00,934.33,936.61,933.4,936.39,929.8421246144725,0,
2025-04-08 14:55:00,2025-04-08 14:50:00,936.35,937.41,935.49,936.97,931.1264191752673,0,
2025-04-08 15:00:00,2025-04-08 14:55:00,937.05,940.09,936.07,940.09,932.4156306200514,0,
2025-04-09 09:35:00,2025-04-09 09:30:00,922.86,931.46,921.51,929.29,933.8344137385108,0,
