year,block,gain,n
2024,0,-0.055506747114469929,230
2024,1,0.20672087242305007,230
2024,2,0.04736703263992767,230
2024,3,-0.070338518122069899,230
2024,4,0.33143506121132837,230
2024,5,0.079204639404002797,230
2024,6,0.015513448651740548,230
2024,7,-0.015828239898609743,230
2024,8,-0.15286853433811509,230
2024,9,-0.21734905618613315,230
2024,10,-0.10148381411087556,230
2024,11,-0.095742853023158297,230
2024,12,0.0891528967009039,230
2024,13,-0.049987286921304726,230
2024,14,-0.027985654348722362,230
2024,15,-0.072320831191136789,230
2024,16,-0.17829350272622185,230
2024,17,0.051610100062073644,230
2024,18,0.029112634012940602,230
2024,19,-0.13356165766061318,230
2024,20,0.037256275195175777,230
2024,21,-0.050290645273700883,230
2024,22,-0.061942407794527934,230
2024,23,-0.054871242745385143,230
2024,24,0.039757927723698454,230
2024,25,-0.021749636656423287,230
2024,26,0.080607809668466313,230
2024,27,0.093806043690363175,230
2024,28,0.10374128932112354,230
2024,29,0.1091199823345186,230
2024,30,0.029838573171117887,230
2024,31,-0.022237558234911203,230
2024,32,0.038934780567156879,230
2024,33,-0.15159125792154221,230
2024,34,0.31068929842695669,230
2024,35,-0.23146298733890938,230
2024,36,0.73650099702352489,230
2024,37,0.21629211616791977,230
2024,38,0.30761162358110006,230
2024,39,0.20961128390655245,230
2024,40,-0.10336255186240957,230
2024,41,0.050995072372025857,230
2024,42,0.022291938298907712,230
2024,43,-0.07093991109174394,230
2024,44,-0.17665485078512871,230
2024,45,-0.14926092868802174,230
2024,46,-0.012402801205159662,230
2024,47,-0.13449309011812163,230
2024,48,-0.10629110703238984,92
2025,0,-0.094587131399777508,230
2025,1,0.14389832752735091,230
2025,2,0.1187428672259587,230
2025,3,0.076352317845908499,230
2025,4,-0.061873403785501907,230
2025,5,0.041299071147815697,230
2025,6,0.0091798126914468293,230
2025,7,-0.021422168855954011,230
2025,8,0.025119133826427827,230
2025,9,-0.0012339141042769976,230
2025,10,-0.12233626189055904,230
2025,11,0.20094680595459102,230
2025,12,0.028642318976811271,230
2025,13,-0.055029162482581551,230
2025,14,0.11359408655791788,230
2025,15,0.040850001028767756,230
2025,16,-0.08441383240575949,230
2025,17,-0.064668348541324,230
2025,18,-0.14390451307078969,230
2025,19,0.031552907382643734,230
2025,20,-0.033660960479009974,230
2025,21,0.22850774375991664,230
2025,22,-0.098752233969211706,230
2025,23,0.014983669000858433,230
2025,24,0.0047490645329547514,230
2025,25,0.36710688976944106,230
2025,26,0.13583396547776788,230
2025,27,0.023304242865600285,230
2025,28,-0.029729403559428817,230
2025,29,0.10152039756908034,230
2025,30,-0.16225939472763584,230
2025,31,-0.20784514276387456,230
2025,32,0.14204031439813855,230
2025,33,0.050414253016059063,230
2025,34,0.1788796279728444,230
2025,35,-0.056530940570881344,230
2025,36,-0.077119195994394041,230
2025,37,-0.18000846144194718,230
2025,38,-0.036761992878642909,230
2025,39,-0.10871878920344998,230
2025,40,-0.028075821579607099,230
2025,41,-0.036133232375444774,230
2025,42,-0.10595820124328875,230
2025,43,0.055581617660214203,230
2025,44,0.0081090289769244692,230
2025,45,-0.1136676997610124,230
2025,46,-0.075823144772800888,230
2025,47,0.0082822868464610313,230
2025,48,0.12521445839899398,138
