trade,first_interval_index,last_interval_index,first_booking,last_booking,direction,bars,pnl_log,mfe_log,mae_log,giveback_log,losing_never_favorable,losing_after_favorable,boundary_clipped,exit_day,year,outcome,trading_day,day_index,stage
64,919,933,2021-01-29 14:57:00,2021-02-01 10:42:00,1,15,0.0014733720673274463,0.013001805731000972,0,0.011528433663673525,False,False,False,2021-02-01,2021,1,2021-02-01,20,4
65,934,947,2021-02-01 10:47:00,2021-02-01 13:27:00,-1,14,0.00051437611892326141,0.0048017265460040771,-0.00097869756554333303,0.0042873504270808157,False,False,False,2021-02-01,2021,1,2021-02-01,20,4
66,948,958,2021-02-01 13:32:00,2021-02-01 14:22:00,1,11,-0.0031342455825475899,0,-0.0034029487378906841,0.0031342455825475899,True,False,False,2021-02-01,2021,-1,2021-02-01,20,4
67,959,965,2021-02-01 14:27:00,2021-02-01 14:57:00,-1,7,-0.0045428651572159426,0,-0.005211264997762745,0.0045428651572159426,True,False,False,2021-02-01,2021,-1,2021-02-01,20,4
68,966,984,2021-02-02 09:37:00,2021-02-02 11:07:00,1,19,0.0037653450504460881,0.0082637278340681325,-0.0031439473239129687,0.0044983827836220444,False,False,False,2021-02-02,2021,1,2021-02-02,21,4
69,985,990,2021-02-02 11:12:00,2021-02-02 13:12:00,-1,6,-0.0048822211016795857,0.0019300757317194538,-0.0048822211016795857,0.0068122968333990397,False,True,False,2021-02-02,2021,-1,2021-02-02,21,4
70,991,1017,2021-02-02 13:17:00,2021-02-03 10:02:00,1,27,-0.0007119623937889316,0.0063502875574843794,-0.0016830024259391484,0.0070622499512733115,False,True,False,2021-02-03,2021,-1,2021-02-03,22,4
71,1018,1032,2021-02-03 10:07:00,2021-02-03 11:17:00,-1,15,0.00069849477222644633,0.0070070006061131581,0,0.0063085058338867121,False,False,False,2021-02-03,2021,1,2021-02-03,22,4
72,1033,1042,2021-02-03 11:22:00,2021-02-03 13:42:00,1,10,-0.0030932044201864035,0.0035224198102525419,-0.0030932044201864035,0.0066156242304389453,False,True,False,2021-02-03,2021,-1,2021-02-03,22,4
73,1043,1078,2021-02-03 13:47:00,2021-02-04 11:17:00,-1,36,0.030717997185050815,0.037193233807288416,-0.00010512999333348849,0.0064752366222376005,False,False,False,2021-02-04,2021,1,2021-02-04,23,4
74,1079,1081,2021-02-04 11:22:00,2021-02-04 13:07:00,1,3,-0.0087402102615624817,0,-0.0087402102615624817,0.0087402102615624817,True,False,False,2021-02-04,2021,-1,2021-02-04,23,4
75,1082,1091,2021-02-04 13:12:00,2021-02-04 13:57:00,-1,10,-0.0097010298495075614,0.0020728270116007288,-0.0097010298495075614,0.01177385686110829,False,True,False,2021-02-04,2021,-1,2021-02-04,23,4
76,1092,1122,2021-02-04 14:02:00,2021-02-05 11:07:00,1,31,0.0092501746661410398,0.015860272143772808,-0.0027910963403787051,0.006610097477631768,False,False,False,2021-02-05,2021,1,2021-02-05,24,4
77,1123,1156,2021-02-05 11:12:00,2021-02-08 10:07:00,-1,34,0.011715482686407543,0.02062226814586415,-0.0017869656368454526,0.0089067854594566068,False,False,False,2021-02-08,2021,1,2021-02-08,25,5
78,1157,1177,2021-02-08 10:12:00,2021-02-08 13:27:00,1,21,0.0039949339931343491,0.0091366292761298276,-0.0055528881527993233,0.0051416952829954786,False,False,False,2021-02-08,2021,1,2021-02-08,25,5
79,1178,1198,2021-02-08 13:32:00,2021-02-09 09:47:00,-1,21,-0.0024339146895870352,0.0057046952604675539,-0.0024339146895870352,0.0081386099500545886,False,True,False,2021-02-09,2021,-1,2021-02-09,26,5
80,1199,1229,2021-02-09 09:52:00,2021-02-09 13:57:00,1,31,0.016583536553607378,0.020212920153745331,0,0.0036293836001379531,False,False,False,2021-02-09,2021,1,2021-02-09,26,5
81,1230,1234,2021-02-09 14:02:00,2021-02-09 14:22:00,-1,5,-0.0045381959718131318,0.00022639000018883379,-0.0045381959718131318,0.0047645859720019659,False,True,False,2021-02-09,2021,-1,2021-02-09,26,5
82,1235,1244,2021-02-09 14:27:00,2021-02-10 09:47:00,1,10,-0.0064924971170878271,0.007268881197526866,-0.0064924971170878271,0.013761378314614693,False,True,False,2021-02-10,2021,-1,2021-02-10,27,5
83,1245,1251,2021-02-10 09:52:00,2021-02-10 10:22:00,-1,7,-0.005061977481849101,6.3791557563438642e-05,-0.0058726216358547974,0.0051257690394125397,False,True,False,2021-02-10,2021,-1,2021-02-10,27,5
84,1252,1298,2021-02-10 10:27:00,2021-02-18 10:27:00,1,47,0.014832508067245025,0.031869235106709345,0,0.017036727039464322,False,False,False,2021-02-18,2021,1,2021-02-18,28,5
85,1299,1303,2021-02-18 10:32:00,2021-02-18 10:52:00,-1,5,-0.0040356467072934898,0.0062869178938604608,-0.0040356467072934898,0.010322564601153951,False,True,False,2021-02-18,2021,-1,2021-02-18,28,5
86,1304,1311,2021-02-18 10:57:00,2021-02-18 13:07:00,1,8,-0.0095397747542234606,0.0012033779020957436,-0.0095397747542234606,0.010743152656319204,False,True,False,2021-02-18,2021,-1,2021-02-18,28,5
87,1312,1355,2021-02-18 13:12:00,2021-02-19 11:22:00,-1,44,0.012407761210211248,0.018837145530941589,-0.004690868395043196,0.0064293843207303414,False,False,False,2021-02-19,2021,1,2021-02-19,29,5
88,1356,1383,2021-02-19 11:27:00,2021-02-22 09:52:00,1,28,0.0050590148645733302,0.012058377170712731,-0.00041743462271162473,0.0069993623061394006,False,False,False,2021-02-22,2021,1,2021-02-22,30,6
89,1384,1387,2021-02-22 09:57:00,2021-02-22 10:12:00,-1,4,-0.0087729695470888276,0,-0.0087729695470888276,0.0087729695470888276,True,False,False,2021-02-22,2021,-1,2021-02-22,30,6
90,1388,1394,2021-02-22 10:17:00,2021-02-22 10:47:00,1,7,-0.0067199849686622442,0.0014082643728971845,-0.0067199849686622442,0.0081282493415594289,False,True,False,2021-02-22,2021,-1,2021-02-22,30,6
91,1395,1432,2021-02-22 10:52:00,2021-02-23 10:07:00,-1,38,0.021898685307637052,0.033996495298132333,-0.00054066770265905843,0.012097809990495281,False,False,False,2021-02-23,2021,1,2021-02-23,31,6
92,1433,1463,2021-02-23 10:12:00,2021-02-23 14:17:00,1,31,0.00089698010771637284,0.0056268806248675361,-0.0047855072743244464,0.0047299005171511635,False,False,False,2021-02-23,2021,1,2021-02-23,31,6
93,1464,1475,2021-02-23 14:22:00,2021-02-24 09:52:00,-1,12,0.00098313254013979385,0.0059422070305703689,-0.00037290688517064869,0.0049590744904305754,False,False,False,2021-02-24,2021,1,2021-02-24,32,6
94,1476,1479,2021-02-24 09:57:00,2021-02-24 10:12:00,1,4,-0.0039350162459722872,0.0024166292986357515,-0.0039350162459722872,0.0063516455446080387,False,True,False,2021-02-24,2021,-1,2021-02-24,32,6
95,1480,1491,2021-02-24 10:17:00,2021-02-24 11:12:00,-1,12,0.00074991170420165079,0.0059425871073054441,-0.0037339650346796469,0.0051926754031037933,False,False,False,2021-02-24,2021,1,2021-02-24,32,6
96,1492,1493,2021-02-24 11:17:00,2021-02-24 11:22:00,1,2,-0.0072104733499099303,0,-0.0072104733499099303,0.0072104733499099303,True,False,False,2021-02-24,2021,-1,2021-02-24,32,6
97,1494,1515,2021-02-24 11:27:00,2021-02-24 14:47:00,-1,22,0.0058586659163934835,0.011597488976784144,-0.0012126186421117994,0.0057388230603906609,False,False,False,2021-02-24,2021,1,2021-02-24,32,6
98,1516,1521,2021-02-24 14:52:00,2021-02-25 09:52:00,1,6,-0.00786533274487922,0.0016430137291329498,-0.00786533274487922,0.0095083464740121706,False,True,False,2021-02-25,2021,-1,2021-02-25,33,6
99,1522,1534,2021-02-25 09:57:00,2021-02-25 10:57:00,-1,13,-0.0055898690795579183,0.0016144552509813838,-0.0055898690795579183,0.0072043243305393023,False,True,False,2021-02-25,2021,-1,2021-02-25,33,6
100,1535,1540,2021-02-25 11:02:00,2021-02-25 11:27:00,1,6,-0.0046401070008528032,0,-0.004691621338408369,0.0046401070008528032,True,False,False,2021-02-25,2021,-1,2021-02-25,33,6
101,1541,1572,2021-02-25 13:07:00,2021-02-26 10:17:00,-1,32,0.012738271008327119,0.024569356911026241,-0.0033867581603095266,0.011831085902699122,False,False,False,2021-02-26,2021,1,2021-02-26,34,6
102,1573,1582,2021-02-26 10:22:00,2021-02-26 11:07:00,1,10,-0.0060854996007132407,0.00078974233174612456,-0.0060854996007132407,0.0068752419324593656,False,True,False,2021-02-26,2021,-1,2021-02-26,34,6
103,1583,1601,2021-02-26 11:12:00,2021-02-26 14:17:00,-1,19,-0.00018745337152279709,0.0066434928819443491,-0.00050229595283443921,0.0068309462534671458,False,True,False,2021-02-26,2021,-1,2021-02-26,34,6
104,1602,1609,2021-02-26 14:22:00,2021-02-26 14:57:00,1,8,-0.0056691028659891203,0,-0.0069743841583119401,0.0056691028659891203,True,False,False,2021-02-26,2021,-1,2021-02-26,34,6
105,1610,1612,2021-03-01 09:37:00,2021-03-01 09:47:00,-1,3,-0.012073847962967477,0,-0.015138368889717995,0.012073847962967477,True,False,False,2021-03-01,2021,-1,2021-03-01,35,7
106,1613,1628,2021-03-01 09:52:00,2021-03-01 11:07:00,1,16,0.00045432033343566973,0.0058234707166099952,-0.0035448195121138468,0.0053691503831743252,False,False,False,2021-03-01,2021,1,2021-03-01,35,7
107,1629,1634,2021-03-01 11:12:00,2021-03-01 13:12:00,-1,6,-0.006390699228757314,0.00022341043568586364,-0.006390699228757314,0.0066141096644431775,False,True,False,2021-03-01,2021,-1,2021-03-01,35,7
108,1635,1671,2021-03-01 13:17:00,2021-03-02 10:52:00,1,37,0.0090226397515771883,0.01423694589924023,-0.00092527144810902295,0.0052143061476630417,False,False,False,2021-03-02,2021,1,2021-03-02,36,7
109,1672,1696,2021-03-02 10:57:00,2021-03-02 14:32:00,-1,25,0.0087415268385065571,0.014840147217114073,0,0.0060986203786075159,False,False,False,2021-03-02,2021,1,2021-03-02,36,7
110,1697,1704,2021-03-02 14:37:00,2021-03-03 09:47:00,1,8,-0.0034453793802559337,0.0016776357405816518,-0.0069473588617733921,0.0051230151208375855,False,True,False,2021-03-03,2021,-1,2021-03-03,37,7
111,1705,1717,2021-03-03 09:52:00,2021-03-03 10:52:00,-1,13,-0.0019056876065664005,0.0051270143152003641,-0.0031864624652469908,0.0070327019217667642,False,True,False,2021-03-03,2021,-1,2021-03-03,37,7
112,1718,1750,2021-03-03 10:57:00,2021-03-04 09:47:00,1,33,-0.0019502217791283576,0.0065788982318182474,-0.0019502217791283576,0.0085291200109466059,False,True,False,2021-03-04,2021,-1,2021-03-04,38,7
113,1751,1786,2021-03-04 09:52:00,2021-03-04 14:22:00,-1,36,0.012345328693228507,0.015664827569423861,0,0.0033194988761953547,False,False,False,2021-03-04,2021,1,2021-03-04,38,7
114,1787,1790,2021-03-04 14:27:00,2021-03-04 14:42:00,1,4,-0.0043907120142363254,0,-0.0043907120142363254,0.0043907120142363254,True,False,False,2021-03-04,2021,-1,2021-03-04,38,7
115,1791,1804,2021-03-04 14:47:00,2021-03-05 10:27:00,-1,14,0.00036991043305023954,0.010638398205055908,0,0.010268487772005669,False,False,False,2021-03-05,2021,1,2021-03-05,39,7
116,1805,1817,2021-03-05 10:32:00,2021-03-05 13:07:00,1,13,0.0020817941112320154,0.0050311160998480981,-0.0043737915069168793,0.0029493219886160826,False,False,False,2021-03-05,2021,1,2021-03-05,39,7
117,1818,1827,2021-03-05 13:12:00,2021-03-05 13:57:00,-1,10,-0.0024458446025254232,0.0030109480814698745,-0.0024458446025254232,0.0054567926839952981,False,True,False,2021-03-05,2021,-1,2021-03-05,39,7
118,1828,1839,2021-03-05 14:02:00,2021-03-05 14:57:00,1,12,-0.0003909333583599088,0.0045221968061601343,-0.0003909333583599088,0.0049131301645200433,False,True,False,2021-03-05,2021,-1,2021-03-05,39,7
119,1840,1842,2021-03-08 09:37:00,2021-03-08 09:47:00,-1,3,-0.0038575314634836308,0,-0.0066027617633631049,0.0038575314634836308,True,False,False,2021-03-08,2021,-1,2021-03-08,40,8
120,1843,1847,2021-03-08 09:52:00,2021-03-08 10:12:00,1,5,-0.007699807198644687,0,-0.007699807198644687,0.007699807198644687,True,False,False,2021-03-08,2021,-1,2021-03-08,40,8
121,1848,1895,2021-03-08 10:17:00,2021-03-09 10:22:00,-1,48,0.050888545514001265,0.070741846818182533,-0.0014030114240627589,0.019853301304181267,False,False,False,2021-03-09,2021,1,2021-03-09,41,8
122,1896,1900,2021-03-09 10:27:00,2021-03-09 10:47:00,1,5,-0.010836384013378015,0,-0.010836384013378015,0.010836384013378015,True,False,False,2021-03-09,2021,-1,2021-03-09,41,8
123,1901,1905,2021-03-09 10:52:00,2021-03-09 11:12:00,-1,5,-0.0071921173068275057,0,-0.0093420906631230659,0.0071921173068275057,True,False,False,2021-03-09,2021,-1,2021-03-09,41,8
124,1906,1918,2021-03-09 11:17:00,2021-03-09 13:52:00,1,13,0.0018237934373352021,0.0090858858435884718,0,0.0072620924062532701,False,False,False,2021-03-09,2021,1,2021-03-09,41,8
125,1919,1934,2021-03-09 13:57:00,2021-03-10 09:47:00,-1,16,0.0072831556317829223,0.020368841815551379,0,0.013085686183768456,False,False,False,2021-03-10,2021,1,2021-03-10,42,8
126,1935,1940,2021-03-10 09:52:00,2021-03-10 10:17:00,1,6,-0.013004483078517154,0.0006970679362606879,-0.013004483078517154,0.013701551014777841,False,True,False,2021-03-10,2021,-1,2021-03-10,42,8
127,1941,1947,2021-03-10 10:22:00,2021-03-10 10:52:00,-1,7,-0.0077730132901597266,0.0018937475434817204,-0.0077730132901597266,0.0096667608336414475,False,True,False,2021-03-10,2021,-1,2021-03-10,42,8
128,1948,1958,2021-03-10 10:57:00,2021-03-10 13:22:00,1,11,-0.0019194328244720386,0.0045900586619373749,-0.0019194328244720386,0.0065094914864094137,False,True,False,2021-03-10,2021,-1,2021-03-10,42,8
129,1959,1982,2021-03-10 13:27:00,2021-03-11 09:57:00,-1,24,-0.0036582556933922733,0.0054720141720344898,-0.0036582556933922733,0.0091302698654267631,False,True,False,2021-03-11,2021,-1,2021-03-11,43,8
130,1983,2001,2021-03-11 10:02:00,2021-03-11 13:07:00,1,19,0.018835409281960258,0.018835409281960258,-0.0020692189039504538,0,False,False,False,2021-03-11,2021,1,2021-03-11,43,8
131,2002,2002,2021-03-11 13:12:00,2021-03-11 13:12:00,-1,1,-0.0045360837571494271,0,-0.0045360837571494271,0.0045360837571494271,True,False,False,2021-03-11,2021,-1,2021-03-11,43,8
