timestamp,nav,return,year
2021-01-04,1.016280417502592,0.016280417502591904,2021
2021-01-05,1.0191391126475338,0.0028128999592127446,2021
2021-01-06,1.0090318872235162,-0.009917414903016342,2021
2021-01-07,1.0189274572502554,0.009806994359680798,2021
2021-01-08,1.0210741349933767,0.002106801350622689,2021
2021-01-11,1.006262582244608,-0.014505854414640251,2021
2021-01-12,1.016939089116408,0.010610060495327645,2021
2021-01-13,1.019378399499999,0.0023986789471435177,2021
2021-01-14,1.0477091438364234,0.02779217643842613,2021
2021-01-15,1.0327496284357915,-0.014278309479913709,2021
2021-01-18,1.034296783633577,0.0014980932020558502,2021
2021-01-19,1.0263236419839465,-0.007708756109266912,2021
2021-01-20,1.0263236419839465,0.0,2021
2021-01-21,1.0263236419839465,0.0,2021
2021-01-22,1.0263236419839465,0.0,2021
2021-01-25,1.0263236419839465,0.0,2021
2021-01-26,1.0263236419839465,0.0,2021
2021-01-27,1.0209138535964752,-0.005271035535159063,2021
2021-01-28,1.0481583727651376,0.026686403630125533,2021
2021-01-29,1.049118780905868,0.0009162815140204561,2021
2021-02-01,1.0401950596872815,-0.008505920760355834,2021
2021-02-02,1.0401950596872815,0.0,2021
2021-02-03,1.0401950596872815,0.0,2021
2021-02-04,1.039556487068969,-0.0006138969920741477,2021
2021-02-05,1.039556487068969,0.0,2021
2021-02-08,1.039556487068969,0.0,2021
2021-02-09,1.0355042823103047,-0.0038980130556345305,2021
2021-02-10,1.023179070006593,-0.011902618380498553,2021
2021-02-18,0.999230359682777,-0.023406176910618193,2021
2021-02-19,0.9785857236085358,-0.02066053725668937,2021
2021-02-22,0.9727245657745499,-0.005989416862094421,2021
2021-02-23,0.9630039730989828,-0.00999316046657761,2021
2021-02-24,0.9799290306355978,0.017575272801990227,2021
2021-02-25,0.9910522208496405,0.011351016110654477,2021
2021-02-26,1.00777234032005,0.016871078151739827,2021
2021-03-01,1.002124744973763,-0.005604038849184478,2021
2021-03-02,0.99773480038875,-0.0043806368488864544,2021
2021-03-03,1.0032609659251779,0.005538711824299103,2021
2021-03-04,1.0074237383745837,0.004149241912912549,2021
2021-03-05,1.0031043021239159,-0.004287606184103732,2021
2021-03-08,1.0434092123946512,0.040180178856172866,2021
2021-03-09,1.07622513421713,0.0314506728833317,2021
2021-03-10,1.0592563984405694,-0.015766901586910187,2021
2021-03-11,1.0577837525715723,-0.0013902638409030166,2021
2021-03-12,1.05340004794029,-0.0041442351715320624,2021
2021-03-15,1.0542975309134264,0.0008519868352874216,2021
2021-03-16,1.0565677991191698,0.002153346791750943,2021
2021-03-17,1.0530646242855868,-0.0033156176409157023,2021
2021-03-18,1.0578075065759138,0.004503885308600797,2021
2021-03-19,1.0369820583359213,-0.01968737044361102,2021
2021-03-22,1.0285413197230742,-0.00813971519082235,2021
2021-03-23,1.0235419316742362,-0.004860658442175092,2021
2021-03-24,1.0115649209016064,-0.011701534057367513,2021
2021-03-25,1.0096280718893085,-0.0019147055935585522,2021
2021-03-26,1.039649231579929,0.0297348702224991,2021
2021-03-29,1.035071977290182,-0.004402690975677581,2021
2021-03-30,1.0339462872659404,-0.0010875475802065715,2021
2021-03-31,1.0184246132722974,-0.015012069954510765,2021
2021-04-01,1.0219815455644463,0.0034925828046517005,2021
2021-04-02,1.0489067882604175,0.02634611438223211,2021
2021-04-06,1.0464385065752864,-0.002353194499984834,2021
2021-04-07,1.031745608441876,-0.014040861494572066,2021
2021-04-08,1.0368432375278724,0.004940780987374271,2021
2021-04-09,1.0544268315270382,0.016958777723322882,2021
2021-04-12,1.0769790007112896,0.021388083563457005,2021
2021-04-13,1.0677025708239618,-0.008613380466286902,2021
2021-04-14,1.0651035371980968,-0.0024342299970855352,2021
