entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end
0,6,1,2024-01-02 09:30:00+08:00,2024-01-02 09:36:00+08:00,850.97,845.08,6,-69.21513096818876,-73.18665061187279,False
7,1487,-1,2024-01-02 09:37:00+08:00,2024-01-10 10:17:00+08:00,844.79,788.62,1480,664.8989689745378,660.899768814569,False
1489,2163,1,2024-01-10 10:19:00+08:00,2024-01-15 09:33:00+08:00,789.67,773.9,674,-199.70367368647658,-203.62300835006897,False
2164,2195,-1,2024-01-15 09:34:00+08:00,2024-01-15 10:05:00+08:00,773.42,782.77,31,-120.89162421452748,-124.89082437449505,False
2196,2878,1,2024-01-15 10:06:00+08:00,2024-01-17 14:58:00+08:00,782.38,757.47,682,-318.38748434264596,-322.25935497478207,False
2882,3070,-1,2024-01-18 09:32:00+08:00,2024-01-18 14:10:00+08:00,752.2,754.74,188,-33.767614996012,-37.76681515597957,False
3110,3364,1,2024-01-18 14:50:00+08:00,2024-01-22 09:34:00+08:00,767.19,759.87,254,-95.41313103664129,-99.3741735757192,False
3583,4033,-1,2024-01-22 14:43:00+08:00,2024-01-24 14:13:00+08:00,737.46,746.86,450,-127.46454044965105,-131.46374060961864,False
4035,4801,1,2024-01-24 14:15:00+08:00,2024-01-30 09:31:00+08:00,746.37,717.13,766,-391.7627986119487,-395.6053249872293,False
4802,5136,-1,2024-01-30 09:32:00+08:00,2024-01-31 11:06:00+08:00,712.39,697.29,334,211.96254860399554,207.96334844402685,False
5327,5644,1,2024-02-01 10:17:00+08:00,2024-02-02 13:04:00+08:00,698.51,673.03,317,-364.7764527351083,-368.6297714902631,False
5650,5739,-1,2024-02-02 13:10:00+08:00,2024-02-02 14:39:00+08:00,669.63,679.66,89,-149.7842091901491,-153.7834093501167,False
5740,7202,1,2024-02-02 14:40:00+08:00,2024-02-21 09:32:00+08:00,681.37,746.75,1462,959.537402585966,955.1544642126064,False
7202,8260,-1,2024-02-21 09:32:00+08:00,2024-02-27 11:10:00+08:00,746.75,775.62,1058,-386.608637428858,-390.60783758882553,False
8279,8477,1,2024-02-27 11:29:00+08:00,2024-02-28 10:47:00+08:00,781.85,794.85,198,166.27230287139528,162.2066070894035,False
9622,9721,-1,2024-03-06 09:52:00+08:00,2024-03-06 13:01:00+08:00,806.33,821.73,99,-190.9888011112071,-194.98800127117465,False
9722,9964,1,2024-03-06 13:02:00+08:00,2024-03-07 13:04:00+08:00,821.39,796.15,242,-307.28399420494543,-311.1603053450351,False
10585,11227,1,2024-03-12 09:55:00+08:00,2024-03-14 14:07:00+08:00,826.58,798.13,642,-344.1893101696147,-348.05086213515415,False
12242,12319,1,2024-03-21 09:32:00+08:00,2024-03-21 10:49:00+08:00,822.79,807.45,77,-186.43882400126267,-190.36346354375345,False
12725,13924,-1,2024-03-25 09:35:00+08:00,2024-04-01 09:34:00+08:00,787.02,767.81,1199,244.08528372849568,240.08608356852702,False
13928,14412,1,2024-04-01 09:38:00+08:00,2024-04-03 09:42:00+08:00,770.59,762.29,484,-107.70967700074019,-111.66580190495878,False
14656,15366,-1,2024-04-08 09:46:00+08:00,2024-04-11 09:36:00+08:00,748.91,741.23,710,102.54903793513125,98.54983777516368,False
15846,16104,1,2024-04-15 09:36:00+08:00,2024-04-16 09:54:00+08:00,748.26,740.51,258,-103.57362414134097,-107.53140313588538,False
16809,18006,-1,2024-04-19 09:39:00+08:00,2024-04-26 09:36:00+08:00,739.18,739.3,1197,-1.6234205470921914,-5.622620707059767,False
18006,19045,1,2024-04-26 09:36:00+08:00,2024-05-07 10:55:00+08:00,739.3,770.12,1039,416.8808332206142,412.714914071155,False
19444,19686,1,2024-05-09 09:34:00+08:00,2024-05-10 09:36:00+08:00,767.05,773.25,242,80.82915064206998,76.79762528688406,False
19687,20162,-1,2024-05-10 09:37:00+08:00,2024-05-14 09:32:00+08:00,772.57,769.25,475,42.97345224381077,38.9742520838432,False
20166,20405,1,2024-05-14 09:36:00+08:00,2024-05-15 09:35:00+08:00,768.97,755.33,239,-177.3801318647017,-181.30839415949728,False
20910,21846,1,2024-05-17 10:00:00+08:00,2024-05-23 09:36:00+08:00,751.48,750.48,936,-13.307074040559419,-17.300952435264083,False
22335,22448,-1,2024-05-27 09:45:00+08:00,2024-05-27 13:08:00+08:00,722.5,728.75,113,-86.5051903114189,-90.50439047138647,False
22448,25443,1,2024-05-27 13:08:00+08:00,2024-06-14 09:33:00+08:00,728.75,753.81,2995,343.87650085763164,339.7397776019395,False
