entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end
4,1123,-1,2025-01-02 09:34:00+08:00,2025-01-08 13:43:00+08:00,976.79,956.1,1119,211.81625528516767,207.81705512519898,False
1137,1682,1,2025-01-08 13:57:00+08:00,2025-01-13 09:32:00+08:00,969.65,941.13,545,-294.12674676429606,-298.00831975099305,False
1688,2012,-1,2025-01-13 09:38:00+08:00,2025-01-14 11:02:00+08:00,941.25,974.35,324,-351.66002656042525,-355.65922672039284,False
2762,4970,1,2025-01-17 13:02:00+08:00,2025-02-07 13:50:00+08:00,970.46,1019.34,2208,503.67866784823747,499.4780365073659,False
5004,5046,-1,2025-02-07 14:24:00+08:00,2025-02-10 09:36:00+08:00,1003.47,1026.6,42,-230.500164429428,-234.49936458939558,False
6242,8407,1,2025-02-17 09:32:00+08:00,2025-02-28 09:37:00+08:00,1036.61,1106.82,2165,677.3039040719265,673.0338365238065,False
9364,10082,1,2025-03-06 09:34:00+08:00,2025-03-11 09:32:00+08:00,1106.57,1091.95,718,-132.11997433510646,-136.06633707282435,False
11292,11548,1,2025-03-18 09:42:00+08:00,2025-03-19 09:58:00+08:00,1099.98,1080.4,256,-178.0032364224793,-181.93124952529004,False
13040,13457,1,2025-03-27 10:50:00+08:00,2025-03-31 09:47:00+08:00,1051.16,1019.87,417,-297.67114425967577,-301.55129977086915,False
14401,14617,-1,2025-04-07 09:31:00+08:00,2025-04-07 14:37:00+08:00,977.95,926.2,216,529.1681578812824,525.1689577213136,False
14913,15849,1,2025-04-09 10:03:00+08:00,2025-04-15 09:39:00+08:00,979.35,1001.62,936,227.39572165211496,223.30558139150637,False
18961,19443,1,2025-05-07 09:31:00+08:00,2025-05-09 09:33:00+08:00,1043.1,1017.8,482,-242.54625635126038,-246.44845740850795,False
19449,19716,-1,2025-05-09 09:39:00+08:00,2025-05-12 10:06:00+08:00,1014.83,1012.56,267,22.36827843087097,18.369078270903394,False
19924,20419,1,2025-05-13 09:34:00+08:00,2025-05-15 09:49:00+08:00,1018.17,1005.73,495,-122.17998958916398,-126.13032752574082,False
22818,23042,1,2025-05-29 09:48:00+08:00,2025-05-30 09:32:00+08:00,977.71,979.17,224,14.932853300058113,10.927681193160232,False
23048,23288,-1,2025-05-30 09:38:00+08:00,2025-06-03 09:38:00+08:00,975.91,983.51,240,-77.87603365064344,-81.87523381061101,False
24618,24742,-1,2025-06-10 13:18:00+08:00,2025-06-11 09:52:00+08:00,983.66,989.41,124,-58.45515726978778,-62.45435742975536,False
24966,25373,-1,2025-06-12 09:36:00+08:00,2025-06-13 13:53:00+08:00,975.64,975.4,407,2.459923742363923,-1.5392764176036522,False
26073,26273,1,2025-06-18 13:33:00+08:00,2025-06-19 11:23:00+08:00,971.19,964.89,200,-64.86887220832239,-68.84213000787898,False
26889,27178,1,2025-06-24 09:39:00+08:00,2025-06-25 10:28:00+08:00,970.2,977.37,289,73.90228818800138,69.87353302375877,False
27391,28090,1,2025-06-26 10:01:00+08:00,2025-07-01 09:40:00+08:00,1004.3,996.04,699,-82.2463407348406,-86.21264893690639,False
28932,28987,1,2025-07-04 13:12:00+08:00,2025-07-04 14:07:00+08:00,990.48,986.64,55,-38.769081657378244,-42.75277728558957,False
30012,31870,1,2025-07-11 09:42:00+08:00,2025-07-22 14:10:00+08:00,987.28,1012.53,1858,255.75318045539365,251.65169947940714,False
31947,32125,1,2025-07-23 09:57:00+08:00,2025-07-23 14:25:00+08:00,1022.23,1019.46,178,-27.097619909413062,-31.0859831887933,False
32588,33123,1,2025-07-25 14:08:00+08:00,2025-07-30 09:33:00+08:00,1042.24,1060.41,535,174.33604544059068,170.26712480654015,False
34802,35333,-1,2025-08-08 09:32:00+08:00,2025-08-12 10:23:00+08:00,1049.4,1053.26,531,-36.782923575375825,-40.782123735343404,False
35415,35890,1,2025-08-12 13:15:00+08:00,2025-08-14 13:10:00+08:00,1072.75,1091.07,475,170.77604288044722,166.70854596267935,False
36878,39378,1,2025-08-20 13:38:00+08:00,2025-09-04 09:48:00+08:00,1130.64,1286.54,2500,1378.865067572348,1374.3144316724986,False
40644,41954,1,2025-09-11 10:54:00+08:00,2025-09-18 14:14:00+08:00,1309.96,1371.25,1310,467.87688173684614,463.6905682468484,False
43688,44162,1,2025-09-30 09:38:00+08:00,2025-10-10 09:32:00+08:00,1497.61,1510.72,474,87.53947957078401,83.50527062074508,False
44168,46229,-1,2025-10-10 09:38:00+08:00,2025-10-22 13:29:00+08:00,1491.37,1414.74,2061,513.8228608594775,509.8236606995088,False
46565,47539,1,2025-10-24 09:35:00+08:00,2025-10-30 09:49:00+08:00,1423.67,1471.97,974,339.2640148348991,335.12913620469044,False
47765,48723,-1,2025-10-31 09:35:00+08:00,2025-11-06 09:33:00+08:00,1437.96,1411.61,958,183.2457091991446,179.24650903917706,False
51362,52107,-1,2025-11-21 09:32:00+08:00,2025-11-26 09:57:00+08:00,1306.88,1320.25,745,-102.30472575905924,-106.30392591902682,False
54488,55041,-1,2025-12-10 09:38:00+08:00,2025-12-12 10:51:00+08:00,1331.3,1335.92,553,-34.70292195598468,-38.70212211595225,False
56407,57156,1,2025-12-22 09:37:00+08:00,2025-12-25 10:06:00+08:00,1325.51,1340.46,749,112.78677641058943,108.74247056119613,False
57606,57731,1,2025-12-29 09:36:00+08:00,2025-12-29 13:11:00+08:00,1360.39,1348.87,125,-84.68159865920977,-88.64693295288717,False
