entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end
10082,10324,1,2022-03-10 09:32:00+08:00,2022-03-11 09:34:00+08:00,1165.18,1130.99,242,-293.4310578623045,-297.3129090689186,False
10802,10845,-1,2022-03-15 09:32:00+08:00,2022-03-15 10:15:00+08:00,1106.01,1127.28,43,-192.3129085632125,-196.31210872318005,False
12483,13446,-1,2022-03-24 09:33:00+08:00,2022-03-30 09:36:00+08:00,1130.74,1089.88,963,361.356279958257,357.35707979828834,False
13457,13690,1,2022-03-30 09:47:00+08:00,2022-03-31 09:40:00+08:00,1102.34,1101.82,233,-4.717237875790925,-8.714551517912117,False
14164,14710,-1,2022-04-06 09:34:00+08:00,2022-04-08 10:40:00+08:00,1074.29,1035.83,546,358.00389094192474,354.00469078195715,False
14884,15258,-1,2022-04-11 09:34:00+08:00,2022-04-12 13:18:00+08:00,1015.79,983.92,374,313.745951426968,309.74675126699935,False
15844,16110,-1,2022-04-15 09:34:00+08:00,2022-04-18 10:00:00+08:00,959.41,982.79,266,-243.6914353613151,-247.69063552128267,False
17282,17849,-1,2022-04-25 09:32:00+08:00,2022-04-27 10:59:00+08:00,918.34,870.06,567,525.7312106627188,521.7320105027512,False
17891,18003,1,2022-04-27 13:11:00+08:00,2022-04-28 09:33:00+08:00,888.85,893.71,112,54.67739213590672,50.656325392401946,False
18366,18721,1,2022-04-29 13:06:00+08:00,2022-05-06 09:31:00+08:00,933.54,935.12,355,16.924823789019605,12.918855053252187,False
18727,19215,-1,2022-05-06 09:37:00+08:00,2022-05-10 09:45:00+08:00,937.41,957.56,488,-214.9539689143487,-218.9531690743163,False
19223,20231,1,2022-05-10 09:53:00+08:00,2022-05-16 10:41:00+08:00,965.9,999.64,1008,349.31152293198096,345.17262610217483,False
21604,22140,-1,2022-05-24 09:34:00+08:00,2022-05-26 10:30:00+08:00,1032.46,1004.22,536,273.52149235805757,269.52229219809,False
22922,24096,1,2022-05-31 13:02:00+08:00,2022-06-08 11:06:00+08:00,1025.92,1104.32,1174,764.1921397379891,759.8873238452719,False
24102,25204,-1,2022-06-08 11:12:00+08:00,2022-06-15 09:34:00+08:00,1100.41,1083.25,1102,155.94187620977752,151.94267604980993,False
25210,25767,1,2022-06-15 09:40:00+08:00,2022-06-17 10:57:00+08:00,1081.69,1069.32,557,-114.35808780704382,-118.31155387870717,False
27123,27367,1,2022-06-27 09:33:00+08:00,2022-06-28 09:37:00+08:00,1120.66,1091.8,244,-257.5268145557097,-261.42302458788123,False
28326,28566,-1,2022-07-04 09:36:00+08:00,2022-07-05 09:36:00+08:00,1077.0,1102.29,240,-234.81894150417793,-238.81814166414551,False
28818,29322,1,2022-07-06 09:48:00+08:00,2022-07-08 10:12:00+08:00,1107.95,1101.09,504,-61.916151450879255,-65.8905901025686,False
30729,31202,-1,2022-07-18 09:39:00+08:00,2022-07-20 09:32:00+08:00,1059.37,1075.13,473,-148.76766380018447,-152.76686396015205,False
31213,32897,1,2022-07-20 09:43:00+08:00,2022-07-29 09:47:00+08:00,1080.19,1099.42,1684,178.02423647691688,173.95384086144938,False
33123,33149,-1,2022-08-01 09:33:00+08:00,2022-08-01 09:59:00+08:00,1072.58,1088.29,26,-146.46926103414336,-150.46846119411094,False
34092,35766,1,2022-08-05 09:42:00+08:00,2022-08-16 09:36:00+08:00,1131.07,1136.14,1674,44.82481190377419,40.80768540431157,False
36517,36969,-1,2022-08-19 10:07:00+08:00,2022-08-23 09:39:00+08:00,1134.86,1116.51,452,161.69395343919035,157.69475327922277,False
37479,38178,-1,2022-08-25 10:09:00+08:00,2022-08-30 09:48:00+08:00,1051.46,1062.26,699,-102.71432103931666,-106.71352119928423,False
39623,40085,1,2022-09-07 09:53:00+08:00,2022-09-09 09:35:00+08:00,1051.02,1033.03,462,-171.16705676390563,-175.09780379179495,False
40091,40331,-1,2022-09-09 09:41:00+08:00,2022-09-13 09:41:00+08:00,1031.0,1043.44,240,-120.65955383123273,-124.6587539912003,False
43683,44321,-1,2022-10-10 09:33:00+08:00,2022-10-12 13:41:00+08:00,922.96,891.08,638,345.41041865302935,341.41121849306177,False
44329,45610,1,2022-10-12 13:49:00+08:00,2022-10-20 09:40:00+08:00,901.17,943.29,1281,467.3923898931398,463.20627016112945,False
45676,46323,1,2022-10-20 10:46:00+08:00,2022-10-25 09:33:00+08:00,957.72,957.98,647,2.714780938060102,-1.2855049171445199,False
46975,48727,1,2022-10-27 13:55:00+08:00,2022-11-08 09:37:00+08:00,1021.35,1051.98,1752,299.8971948891183,295.77805983817206,False
49441,50403,1,2022-11-11 09:31:00+08:00,2022-11-17 09:33:00+08:00,1058.42,1025.09,962,-314.90334649761144,-318.77661050621066,False
52801,55445,1,2022-12-01 09:31:00+08:00,2022-12-16 09:35:00+08:00,1009.13,982.57,2644,-263.1970112869497,-267.0909536939536,False
56883,58079,1,2022-12-26 09:33:00+08:00,2022-12-30 14:59:00+08:00,930.56,960.88,1196,325.82530949105904,321.6958052681074,True
