entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end
0,11,1,2022-01-04 09:30:00+08:00,2022-01-04 09:41:00+08:00,1403.39,1386.3,11,-121.77655534099662,-125.7270546190048,False
23,993,-1,2022-01-04 09:53:00+08:00,2022-01-10 10:03:00+08:00,1378.33,1311.74,970,483.12087816415493,479.12167800418626,False
1000,1224,1,2022-01-10 10:10:00+08:00,2022-01-11 09:54:00+08:00,1319.98,1309.05,224,-82.80428491340808,-86.77036998242849,False
1691,1953,-1,2022-01-13 09:41:00+08:00,2022-01-14 10:03:00+08:00,1298.27,1307.86,262,-73.86753140717906,-77.86673156714663,False
1959,2646,1,2022-01-14 10:09:00+08:00,2022-01-19 09:36:00+08:00,1312.01,1332.59,687,156.85856052926272,152.7966294912586,False
3371,3662,1,2022-01-24 09:41:00+08:00,2022-01-25 10:32:00+08:00,1308.21,1288.95,291,-147.2240695301208,-151.16439183784692,False
4567,4816,1,2022-02-07 09:37:00+08:00,2022-02-08 09:46:00+08:00,1259.96,1215.68,249,-351.43972824534075,-355.2983806235666,False
5305,6004,-1,2022-02-10 09:55:00+08:00,2022-02-15 09:34:00+08:00,1195.1,1182.37,699,106.51828298887112,102.51908282890243,False
7202,7444,-1,2022-02-22 09:32:00+08:00,2022-02-23 09:34:00+08:00,1180.26,1197.74,242,-148.10296036466664,-152.1021605246342,False
7450,7794,1,2022-02-23 09:40:00+08:00,2022-02-24 11:24:00+08:00,1205.61,1221.92,344,135.28421297102966,131.23090994644704,False
7802,7921,-1,2022-02-24 13:02:00+08:00,2022-02-25 09:31:00+08:00,1209.53,1240.94,119,-259.6876472679477,-263.68684742791527,False
7927,8644,1,2022-02-25 09:37:00+08:00,2022-03-02 09:34:00+08:00,1237.19,1224.1,717,-105.80428228485594,-109.76116919455991,False
9364,9757,-1,2022-03-07 09:34:00+08:00,2022-03-08 13:37:00+08:00,1185.79,1162.33,393,197.84278835206948,193.8435881921019,False
