timestamp,nav,return,year
2021-01-04,1.0,0.0,2021
2021-01-05,1.0,0.0,2021
2021-01-06,1.0,0.0,2021
2021-01-07,1.0029448364587115,0.002944836458711464,2021
2021-01-08,1.0009419357850047,-0.001997019777058573,2021
2021-01-11,1.0009419357850047,0.0,2021
2021-01-12,1.0009419357850047,0.0,2021
2021-01-13,1.0009419357850047,0.0,2021
2021-01-14,1.0189891878553128,0.018030268714992248,2021
2021-01-15,1.0116554055617122,-0.007197114926249748,2021
2021-01-18,1.0116554055617122,0.0,2021
2021-01-19,1.0116554055617122,0.0,2021
2021-01-20,1.0116554055617122,0.0,2021
2021-01-21,1.0116554055617122,0.0,2021
2021-01-22,1.0116554055617122,0.0,2021
2021-01-25,1.0116554055617122,0.0,2021
2021-01-26,1.0116554055617122,0.0,2021
2021-01-27,1.005741917225914,-0.005845358313994908,2021
2021-01-28,1.032612405977161,0.026717081480865934,2021
2021-01-29,1.0335596290124565,0.0009173074328880926,2021
2021-02-01,1.0245772954484822,-0.008690677646297718,2021
2021-02-02,1.0245772954484822,0.0,2021
2021-02-03,1.0245772954484822,0.0,2021
2021-02-04,1.0321473376925787,0.00738845402657784,2021
2021-02-05,1.0321473376925787,0.0,2021
2021-02-08,1.0321473376925787,0.0,2021
2021-02-09,1.0321473376925787,0.0,2021
2021-02-10,1.0321473376925787,0.0,2021
2021-02-18,1.0110897294785368,-0.020401746383532093,2021
2021-02-19,1.0005240747819864,-0.010449769578808388,2021
2021-02-22,1.0005240747819864,0.0,2021
2021-02-23,0.989408764757719,-0.011109487821859165,2021
2021-02-24,1.0068367729626122,0.01761456824082308,2021
2021-02-25,1.0182905036158492,0.0113759558260218,2021
2021-02-26,1.0355074837464453,0.016907729247656045,2021
2021-03-01,1.0204813097612413,-0.014510927464125745,2021
2021-03-02,1.0204813097612413,0.0,2021
2021-03-03,1.0204813097612413,0.0,2021
2021-03-04,1.0204813097612413,0.0,2021
2021-03-05,1.0047202355435447,-0.015444745598901854,2021
2021-03-08,1.047295700316843,0.042375442702480726,2021
2021-03-09,1.0819602886801796,0.033099141295862555,2021
2021-03-10,1.0620886654612791,-0.018366314759241997,2021
2021-03-11,1.0620886654612791,0.0,2021
2021-03-12,1.0620886654612791,0.0,2021
2021-03-15,1.0761037365049855,0.013195763686659312,2021
2021-03-16,1.078433577199793,0.0021650707229905475,2021
2021-03-17,1.0693487865505764,-0.0084240613805866,2021
2021-03-18,1.0693487865505764,0.0,2021
2021-03-19,1.0693487865505764,0.0,2021
2021-03-22,1.0693487865505764,0.0,2021
2021-03-23,1.0693487865505764,0.0,2021
2021-03-24,1.0693487865505764,0.0,2021
2021-03-25,1.0693487865505764,0.0,2021
2021-03-26,1.0693487865505764,0.0,2021
2021-03-29,1.0693487865505764,0.0,2021
2021-03-30,1.0693487865505764,0.0,2021
2021-03-31,1.0693487865505764,0.0,2021
2021-04-01,1.0687469316588059,-0.0005628237478175757,2021
2021-04-02,1.0969042605659478,0.026346114382231667,2021
2021-04-06,1.0943230314929746,-0.00235319449998439,2021
2021-04-07,1.0871885312060539,-0.006519556000925242,2021
2021-04-08,1.0871885312060539,0.0,2021
2021-04-09,1.0871885312060539,0.0,2021
2021-04-12,1.0871885312060539,0.0,2021
2021-04-13,1.0871885312060539,0.0,2021
2021-04-14,1.084826766268526,-0.002172360055075151,2021
2021-04-15,1.0929978562728602,0.0075321611324545845,2021
2021-04-16,1.101877972076512,0.008124550064474212,2021
2021-04-19,1.1238664185114553,0.01995542790777982,2021
2021-04-20,1.1168885670474369,-0.006208790786061957,2021
2021-04-21,1.106991516291798,-0.00886126964465428,2021
2021-04-22,1.106991516291798,0.0,2021
2021-04-23,1.106991516291798,0.0,2021
2021-04-26,1.106991516291798,0.0,2021
2021-04-27,1.106991516291798,0.0,2021
2021-04-28,1.106991516291798,0.0,2021
2021-04-29,1.106991516291798,0.0,2021
2021-04-30,1.106991516291798,0.0,2021
2021-05-06,1.106991516291798,0.0,2021
2021-05-07,1.106991516291798,0.0,2021
2021-05-10,1.1043032063172644,-0.0024284829061191893,2021
2021-05-11,1.1012526693996367,-0.002762408820491391,2021
2021-05-12,1.089731366200596,-0.01046199797665115,2021
2021-05-13,1.0761080892121437,-0.01250150028804864,2021
2021-05-14,1.0761080892121437,0.0,2021
2021-05-17,1.0882919718274773,0.011322173615713416,2021
2021-05-18,1.0823708877813987,-0.005440712786051183,2021
2021-05-19,1.086875170250753,0.004161496322750535,2021
2021-05-20,1.0889962778135944,0.0019515650195154333,2021
2021-05-21,1.0841604654132073,-0.004440614260037723,2021
2021-05-24,1.0841604654132073,0.0,2021
2021-05-25,1.1051139156479914,0.019326890163623656,2021
