entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end
0,6,1,2022-01-04 09:30:00+08:00,2022-01-04 09:36:00+08:00,1403.39,1391.24,6,-86.57607650047416,-90.54065315454274,False
10,993,-1,2022-01-04 09:40:00+08:00,2022-01-10 10:03:00+08:00,1387.21,1311.74,983,544.0416375314483,540.0424373714797,False
994,1238,1,2022-01-10 10:04:00+08:00,2022-01-11 10:08:00+08:00,1312.05,1303.88,244,-62.2689684082145,-66.243265961341,False
1241,1442,-1,2022-01-11 10:11:00+08:00,2022-01-12 09:32:00+08:00,1302.82,1303.56,201,-5.679986490843003,-9.679186650810578,False
1684,1751,-1,2022-01-13 09:34:00+08:00,2022-01-13 10:41:00+08:00,1305.36,1310.12,67,-36.46503646503652,-40.46423662500409,False
1955,2404,1,2022-01-14 10:05:00+08:00,2022-01-18 09:34:00+08:00,1311.01,1330.87,449,151.48625868605103,147.42647613908534,False
2416,2646,1,2022-01-18 09:46:00+08:00,2022-01-19 09:36:00+08:00,1349.84,1332.59,230,-127.79292360576066,-131.7410168176758,False
2647,3368,-1,2022-01-19 09:37:00+08:00,2022-01-24 09:38:00+08:00,1332.98,1300.44,721,244.11469039295363,240.11549023298608,False
3370,3662,1,2022-01-24 09:40:00+08:00,2022-01-25 10:32:00+08:00,1306.94,1288.95,292,-137.6497773424945,-141.59392860130572,False
3871,4565,-1,2022-01-26 10:01:00+08:00,2022-02-07 09:35:00+08:00,1266.15,1255.08,694,87.43039924179685,83.43119908182928,False
4567,4807,1,2022-02-07 09:37:00+08:00,2022-02-08 09:37:00+08:00,1259.96,1222.28,240,-299.05711292422035,-302.9367141588035,False
4811,6003,-1,2022-02-08 09:41:00+08:00,2022-02-15 09:33:00+08:00,1220.89,1179.26,1192,340.9807599374237,336.98155977745614,False
6004,7201,1,2022-02-15 09:34:00+08:00,2022-02-22 09:31:00+08:00,1182.37,1179.2,1197,-26.810558454627433,-30.79903653562921,False
7202,7443,-1,2022-02-22 09:32:00+08:00,2022-02-23 09:33:00+08:00,1180.26,1194.8,241,-123.19319471980617,-127.19239487977374,False
7443,7793,1,2022-02-23 09:33:00+08:00,2022-02-24 11:23:00+08:00,1194.8,1222.38,350,230.83361232005385,226.74209717815418,False
7795,7921,-1,2022-02-24 11:25:00+08:00,2022-02-25 09:31:00+08:00,1221.25,1240.94,126,-161.2282497441142,-165.22744990408177,False
7921,8643,1,2022-02-25 09:31:00+08:00,2022-03-02 09:33:00+08:00,1240.94,1225.44,722,-124.90531371379787,-128.85456173870713,False
8644,9758,-1,2022-03-02 09:34:00+08:00,2022-03-08 13:38:00+08:00,1224.1,1163.02,1114,498.97884159790794,494.97964143794036,False
10009,10081,-1,2022-03-09 13:49:00+08:00,2022-03-10 09:31:00+08:00,1097.07,1165.7,72,-625.575396282827,-629.5745964427946,False
10082,10322,1,2022-03-10 09:32:00+08:00,2022-03-11 09:32:00+08:00,1165.18,1134.54,240,-262.96366226677526,-266.8576979947235,False
10322,10848,-1,2022-03-11 09:32:00+08:00,2022-03-15 10:18:00+08:00,1134.54,1132.72,526,16.041743790434772,12.042543630466085,False
11524,11769,-1,2022-03-18 09:34:00+08:00,2022-03-21 09:39:00+08:00,1131.86,1152.51,245,-182.4430583287695,-186.44225848873708,False
12288,12482,1,2022-03-23 10:18:00+08:00,2022-03-24 09:32:00+08:00,1148.56,1129.65,194,-164.64094170091093,-168.57429865284047,False
12482,13454,-1,2022-03-24 09:32:00+08:00,2022-03-30 09:44:00+08:00,1129.65,1095.33,972,303.8109148851431,299.81171472517553,False
13456,13688,1,2022-03-30 09:46:00+08:00,2022-03-31 09:38:00+08:00,1100.22,1101.7,232,13.451855083528308,9.447275257459253,False
13932,13972,-1,2022-04-01 09:42:00+08:00,2022-04-01 10:22:00+08:00,1078.61,1090.48,40,-110.0490446037039,-114.04824476367148,False
14163,14709,-1,2022-04-06 09:33:00+08:00,2022-04-08 10:39:00+08:00,1074.5,1034.22,546,374.8720335039546,370.872833343987,False
14710,14882,1,2022-04-08 10:40:00+08:00,2022-04-11 09:32:00+08:00,1035.83,1014.05,172,-210.26616336657588,-214.1812738791271,False
14883,15258,-1,2022-04-11 09:33:00+08:00,2022-04-12 13:18:00+08:00,1012.56,983.92,375,282.84743620131115,278.84823604134243,False
15842,16109,-1,2022-04-15 09:32:00+08:00,2022-04-18 09:59:00+08:00,960.25,981.46,267,-220.87997917209057,-224.87917933205813,False
16116,16595,1,2022-04-18 10:06:00+08:00,2022-04-20 10:05:00+08:00,987.02,981.27,479,-58.25616502198483,-62.23206737550502,False
16814,17281,1,2022-04-21 09:44:00+08:00,2022-04-25 09:31:00+08:00,983.89,916.59,467,-684.0195550315575,-687.7452020801355,False
17281,17583,-1,2022-04-25 09:31:00+08:00,2022-04-26 10:33:00+08:00,916.59,899.15,302,190.27045898384333,186.27125882387574,False
17766,17850,-1,2022-04-27 09:36:00+08:00,2022-04-27 11:00:00+08:00,855.14,870.56,84,-180.3213508899115,-184.3205510498791,False
17889,18003,1,2022-04-27 13:09:00+08:00,2022-04-28 09:33:00+08:00,886.73,893.71,114,78.71618192685447,74.68550159015041,False
