entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end
31206,35498,1,2023-07-19 09:36:00+08:00,2023-08-11 14:38:00+08:00,986.79,941.15,4292,-462.5097538483369,-466.3239871001468,False
35521,36337,-1,2023-08-14 09:31:00+08:00,2023-08-17 11:07:00+08:00,932.72,913.21,816,209.17317094090393,205.17397078093634,False
36482,36723,1,2023-08-18 09:32:00+08:00,2023-08-21 09:33:00+08:00,922.07,901.06,241,-227.85688722114506,-231.76496285113092,False
36724,37147,-1,2023-08-21 09:34:00+08:00,2023-08-22 14:07:00+08:00,900.34,888.87,423,127.39631694693165,123.39711678696297,False
37148,37221,1,2023-08-22 14:08:00+08:00,2023-08-23 09:51:00+08:00,889.63,888.65,73,-11.015815563774067,-15.010610278605174,False
37683,37921,-1,2023-08-25 09:33:00+08:00,2023-08-28 09:31:00+08:00,877.54,920.92,238,-494.3364405041373,-498.33564066410486,False
37921,38892,1,2023-08-28 09:31:00+08:00,2023-09-01 09:42:00+08:00,920.92,935.2,971,155.06232897537276,151.00111628632007,False
39366,39842,1,2023-09-05 09:36:00+08:00,2023-09-07 09:32:00+08:00,947.69,926.47,476,-223.91288290474765,-227.82253582100287,False
40804,41315,-1,2023-09-13 09:34:00+08:00,2023-09-15 10:05:00+08:00,898.2,885.96,511,136.27254509018027,132.27334493021158,False
41315,43685,1,2023-09-15 10:05:00+08:00,2023-10-09 09:35:00+08:00,885.96,882.8,2370,-35.667524493205875,-39.65246049620785,False
44182,44642,1,2023-10-11 09:52:00+08:00,2023-10-13 09:32:00+08:00,889.95,892.48,460,28.428563402438378,24.417994090939477,False
44643,45220,-1,2023-10-13 09:33:00+08:00,2023-10-17 11:10:00+08:00,891.59,878.67,577,144.90965578348835,140.91045562351968,False
45227,45371,1,2023-10-17 11:17:00+08:00,2023-10-18 09:41:00+08:00,881.93,875.03,144,-78.23750184254963,-82.20541325952956,False
45372,45618,-1,2023-10-18 09:42:00+08:00,2023-10-19 09:48:00+08:00,874.25,877.71,246,-39.576780097225765,-43.575980257193336,False
46097,46358,-1,2023-10-23 09:47:00+08:00,2023-10-24 10:08:00+08:00,851.3,850.02,261,15.035827557852155,11.03662739788458,False
46369,46805,1,2023-10-24 10:19:00+08:00,2023-10-26 09:35:00+08:00,852.67,844.94,436,-90.65640869269309,-94.6193535402462,False
48482,49442,1,2023-11-06 09:32:00+08:00,2023-11-10 09:32:00+08:00,884.11,887.11,960,33.93242922260731,29.919658805002136,False
49442,49929,-1,2023-11-10 09:32:00+08:00,2023-11-14 09:39:00+08:00,887.11,900.83,487,-154.65951234908903,-158.6587125090566,False
49930,50442,1,2023-11-14 09:40:00+08:00,2023-11-16 10:12:00+08:00,901.22,891.85,512,-103.97017376445272,-107.92779417086562,False
50989,51382,1,2023-11-20 11:19:00+08:00,2023-11-22 09:52:00+08:00,894.37,880.58,393,-154.18674597761472,-158.12428377166455,False
53214,53522,1,2023-12-01 13:54:00+08:00,2023-12-05 09:32:00+08:00,866.52,856.81,308,-112.05742510271067,-116.01181125543869,False
53522,54144,-1,2023-12-05 09:32:00+08:00,2023-12-07 13:24:00+08:00,856.81,848.72,622,94.41999976657512,90.42079960660755,False
55989,57181,1,2023-12-19 10:39:00+08:00,2023-12-26 10:31:00+08:00,850.32,827.78,1192,-265.07667701571313,-268.9698677067687,False
57299,58079,1,2023-12-26 13:59:00+08:00,2023-12-29 14:59:00+08:00,830.8,852.36,780,259.50890707751694,255.40592411127827,True
