entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end
0,6,1,2024-01-02 09:30:00+08:00,2024-01-02 09:36:00+08:00,850.97,845.08,6,-69.21513096818876,-73.18665061187279,False
967,1488,-1,2024-01-08 09:37:00+08:00,2024-01-10 10:18:00+08:00,799.25,788.14,521,139.00531748514246,135.00611732517376,False
2883,3067,-1,2024-01-18 09:33:00+08:00,2024-01-18 14:07:00+08:00,751.42,753.75,184,-31.007958265685254,-35.00715842565283,False
3111,3564,1,2024-01-18 14:51:00+08:00,2024-01-22 14:24:00+08:00,768.65,746.18,453,-292.33070968581296,-296.21300094368695,False
3584,3636,-1,2024-01-22 14:44:00+08:00,2024-01-23 10:06:00+08:00,735.71,749.83,52,-191.92344809775497,-195.92264825772253,False
4802,5136,-1,2024-01-30 09:32:00+08:00,2024-01-31 11:06:00+08:00,712.39,697.29,334,211.96254860399554,207.96334844402685,False
5327,5647,1,2024-02-01 10:17:00+08:00,2024-02-02 13:07:00+08:00,698.51,671.18,320,-391.26139926414896,-395.1041261590649,False
5725,5738,-1,2024-02-02 14:25:00+08:00,2024-02-02 14:38:00+08:00,657.31,677.05,13,-300.31491990080815,-304.31412006077574,False
5911,6966,1,2024-02-05 13:31:00+08:00,2024-02-20 09:36:00+08:00,674.97,752.84,1055,1153.6809043364892,1149.2203240908027,False
8281,8475,1,2024-02-27 13:01:00+08:00,2024-02-28 10:45:00+08:00,784.45,795.01,194,134.616610363949,130.5635743270117,False
12242,12317,1,2024-03-21 09:32:00+08:00,2024-03-21 10:47:00+08:00,822.79,808.39,75,-175.01428067915214,-178.94348912519175,False
12727,12778,-1,2024-03-25 09:37:00+08:00,2024-03-25 10:28:00+08:00,787.64,795.82,51,-103.85455284140033,-107.8537530013679,False
14659,15366,-1,2024-04-08 09:49:00+08:00,2024-04-11 09:36:00+08:00,748.64,741.23,707,98.9794827954682,94.98028263549952,False
17044,17073,-1,2024-04-22 09:34:00+08:00,2024-04-22 10:03:00+08:00,721.46,735.19,29,-190.3085410140548,-194.3077411740224,False
18018,19204,1,2024-04-26 09:48:00+08:00,2024-05-08 09:34:00+08:00,742.81,765.35,1186,303.442333840418,299.32178101744535,False
19470,19687,1,2024-05-09 10:00:00+08:00,2024-05-10 09:37:00+08:00,773.55,772.57,217,-12.668864326803586,-16.66299795434756,False
19693,20165,-1,2024-05-10 09:43:00+08:00,2024-05-14 09:35:00+08:00,771.32,768.58,472,35.52351812477372,31.524317964806148,False
22449,24298,1,2024-05-27 13:09:00+08:00,2024-06-06 10:28:00+08:00,729.06,748.36,1849,264.7244396894632,260.6193709273397,False
26643,27490,-1,2024-06-21 09:33:00+08:00,2024-06-26 13:10:00+08:00,747.71,722.0,847,343.84988832568797,339.8506881657193,False
30004,30093,1,2024-07-11 09:34:00+08:00,2024-07-11 11:03:00+08:00,719.38,712.5,89,-95.63791042286441,-99.59886306816657,False
31206,31327,-1,2024-07-18 09:36:00+08:00,2024-07-18 13:07:00+08:00,721.75,731.6,121,-136.47384828541664,-140.47304844538422,False
33124,33195,-1,2024-07-30 09:34:00+08:00,2024-07-30 10:45:00+08:00,702.61,710.51,71,-112.43791007813586,-116.43711023810343,False
33381,34112,1,2024-07-31 09:51:00+08:00,2024-08-05 10:02:00+08:00,717.88,718.59,731,9.89023235081099,5.88707688896406,False
36048,36751,1,2024-08-15 10:18:00+08:00,2024-08-20 10:01:00+08:00,710.34,698.54,703,-166.117633809163,-170.0504002023606,False
38485,38888,1,2024-08-29 10:55:00+08:00,2024-09-02 09:38:00+08:00,681.31,687.83,403,95.69799357120878,91.6605218681199,False
38894,39161,-1,2024-09-02 09:44:00+08:00,2024-09-03 10:11:00+08:00,685.81,679.68,267,89.38335690643173,85.38415674646416,False
39366,39666,-1,2024-09-04 09:36:00+08:00,2024-09-05 10:36:00+08:00,667.06,679.84,300,-191.5869636914236,-195.58616385139115,False
40457,41791,1,2024-09-10 13:17:00+08:00,2024-09-20 10:01:00+08:00,658.45,644.84,1334,-206.6975472701038,-210.61408494366108,False
42244,43924,1,2024-09-24 09:34:00+08:00,2024-10-10 09:34:00+08:00,648.75,957.01,1680,4751.5992292870915,4745.699769487337,False
45486,46809,1,2024-10-18 13:06:00+08:00,2024-10-28 09:39:00+08:00,929.45,978.41,1323,526.7631394910954,522.5532762079555,False
48262,48708,1,2024-11-05 09:52:00+08:00,2024-11-06 14:48:00+08:00,973.35,989.48,446,165.71634047362284,161.6508670321215,False
48962,50177,1,2024-11-08 09:32:00+08:00,2024-11-15 09:47:00+08:00,1053.71,1012.91,1215,-387.2033102086914,-391.04766001464617,False
51629,51827,-1,2024-11-25 09:59:00+08:00,2024-11-25 14:47:00+08:00,952.08,959.94,198,-82.55608772372192,-86.55528788368949,False
52169,54123,1,2024-11-27 10:59:00+08:00,2024-12-09 13:03:00+08:00,978.28,998.02,1954,201.78272069346193,197.7028235846068,False
54241,54979,1,2024-12-10 09:31:00+08:00,2024-12-13 09:49:00+08:00,1047.62,999.67,738,-457.70412935988156,-461.5202844771138,False
