entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end
28812,29121,1,2021-07-05 09:42:00+08:00,2021-07-06 10:51:00+08:00,1578.94,1554.15,309,-157.0040660189742,-160.9404771103484,False
29127,29522,-1,2021-07-06 10:57:00+08:00,2021-07-08 09:32:00+08:00,1541.72,1594.23,395,-340.593622707106,-344.5928228670736,False
29534,29767,1,2021-07-08 09:44:00+08:00,2021-07-09 09:37:00+08:00,1601.11,1587.63,233,-84.19159208299165,-88.15712234010675,False
31205,31694,-1,2021-07-19 09:35:00+08:00,2021-07-21 09:44:00+08:00,1509.61,1540.57,489,-205.08608183570587,-209.08528199567345,False
32507,32571,-1,2021-07-26 11:17:00+08:00,2021-07-26 13:51:00+08:00,1521.09,1529.65,64,-56.27543406373281,-60.27463422370039,False
32645,32842,1,2021-07-27 09:35:00+08:00,2021-07-27 14:22:00+08:00,1565.64,1576.52,197,69.4923481771026,65.46535663614073,False
32857,33122,-1,2021-07-27 14:37:00+08:00,2021-07-29 09:32:00+08:00,1547.4,1558.93,265,-74.51208478738592,-78.51128494735349,False
37699,38427,-1,2021-08-25 09:49:00+08:00,2021-08-30 09:57:00+08:00,1552.65,1495.25,728,369.6905290954178,365.69132893544906,False
39485,40115,1,2021-09-03 13:05:00+08:00,2021-09-08 10:05:00+08:00,1409.2,1421.34,630,86.14816917399848,82.11451663683533,False
42724,42832,1,2021-09-27 09:34:00+08:00,2021-09-27 11:22:00+08:00,1396.16,1360.86,108,-252.83635113454216,-256.73443697691977,False
44404,45153,1,2021-10-13 09:34:00+08:00,2021-10-18 10:03:00+08:00,1334.42,1347.57,749,98.54468608084366,94.50607592844219,False
47295,47903,1,2021-10-29 09:45:00+08:00,2021-11-02 13:23:00+08:00,1370.95,1403.49,608,237.35365987089142,233.25953723147163,False
48245,48757,1,2021-11-04 09:35:00+08:00,2021-11-08 10:07:00+08:00,1414.18,1382.48,512,-224.1581693985206,-228.06772421979704,False
50661,50883,-1,2021-11-18 09:51:00+08:00,2021-11-19 09:33:00+08:00,1420.61,1437.14,222,-116.35846572951137,-120.35766588947894,False
51124,53050,1,2021-11-22 09:34:00+08:00,2021-12-02 09:40:00+08:00,1459.1,1446.52,1926,-86.21753135494403,-90.18225139839298,False
53528,54002,-1,2021-12-06 09:38:00+08:00,2021-12-08 09:32:00+08:00,1426.24,1406.48,474,138.54610724702732,134.54690708705863,False
54008,55425,1,2021-12-08 09:38:00+08:00,2021-12-15 14:45:00+08:00,1407.19,1425.86,1417,132.67575807104802,128.62349821979092,False
55712,56164,-1,2021-12-17 10:02:00+08:00,2021-12-21 09:34:00+08:00,1409.89,1373.73,452,256.4739093120749,252.47470915210624,False
56915,57124,-1,2021-12-24 10:05:00+08:00,2021-12-27 09:34:00+08:00,1363.45,1368.07,209,-33.8846308995544,-37.88383105952198,False
57851,58319,1,2021-12-30 09:41:00+08:00,2021-12-31 14:59:00+08:00,1368.11,1398.19,468,219.865361703373,215.778232984436,True
