year,feature,outcome,rho,n_days
2024,eff_1d,pnl_log,0.2790523111156834,242
2024,eff_1d,capture,0.3164259214806178,242
2024,eff_5d,pnl_log,0.07916331680948807,242
2024,eff_5d,capture,0.04477526003994004,242
2024,eff_20d,pnl_log,0.10617470230194988,242
2024,eff_20d,capture,0.07217952609628707,242
2024,rv_1d,pnl_log,0.17918444260705044,242
2024,rv_1d,capture,0.09588275563379298,242
2024,rv_5d,pnl_log,0.10639569761913532,242
2024,rv_5d,capture,0.027002494876253207,242
2024,rv_20d,pnl_log,0.08184912962984132,242
2024,rv_20d,capture,0.012160246159994684,242
2024,rv_ratio_1_20,pnl_log,0.1458310842191139,242
2024,rv_ratio_1_20,capture,0.1144124932632414,242
2024,drift_disagree_1_20,pnl_log,0.04721514736554452,242
2024,drift_disagree_1_20,capture,0.00842280267073784,242
2024,acf1_5d,pnl_log,0.08730966143263391,242
2024,acf1_5d,capture,0.0922155881290799,242
2024,acf3_5d,pnl_log,0.13315306550563688,242
2024,acf3_5d,capture,0.12674504803261247,242
2024,acf12_5d,pnl_log,0.023371736561727762,242
2024,acf12_5d,capture,0.04264235887522698,242
2024,fast_share_1d,pnl_log,-0.2642507052163786,242
2024,fast_share_1d,capture,-0.2860665839415997,242
2024,fast_share_5d,pnl_log,-0.10581145712542671,242
2024,fast_share_5d,capture,-0.1206198368275572,242
2024,fast_share_20d,pnl_log,0.0031282268174007144,242
2024,fast_share_20d,capture,-0.004655719354575133,242
2024,work_turns_5d,pnl_log,-0.10319984327113124,242
2024,work_turns_5d,capture,-0.08207012415782336,242
2024,slow_work_velocity_5d,pnl_log,0.16802206227580302,242
2024,slow_work_velocity_5d,capture,0.1560188836688271,242
2024,slow_work_opposition_5d,pnl_log,-0.06534662741459368,242
2024,slow_work_opposition_5d,capture,-0.0936391782001696,242
2024,wick_1d,pnl_log,-0.05559556332849431,242
2024,wick_1d,capture,0.0019377309708002533,242
2024,gap_share_1d,pnl_log,-0.024639284415469503,242
2024,gap_share_1d,capture,-0.029072738364829404,242
2024,threshold_work_amplitude_5d,pnl_log,-0.16747761787369483,242
2024,threshold_work_amplitude_5d,capture,-0.1465736623538711,242
