a,b,c,year,start,peak,end,bars,sigma,net_log,capture,peak_fraction,time_mass_skew,motion_concentration,half_height_width,negative_area_share,amplitude,net_trend_normalized
752,755,761,2021,2021-01-25 13:45:00,2021-01-25 14:00:00,2021-01-25 14:30:00,9,0.0018861432451749184,0.011204442236644959,0.6797894272004454,0.3333333333333333,-0.2085749419242105,1.6494006308284213,0.4,0.06428502090375077,0.012046572396356758,-0.5858437258590756
761,765,768,2021,2021-01-25 14:30:00,2021-01-25 14:50:00,2021-01-26 09:35:00,7,0.002120894895799034,-0.004543014159739498,-0.5203384609509113,0.5714285714285714,-0.010308094943375359,1.3652875460638383,0.375,0.0,0.004721573365859655,0.6130071063372183
768,772,786,2021,2021-01-26 09:35:00,2021-01-26 09:55:00,2021-01-26 11:05:00,18,0.0020341298667044577,-0.008342267704578223,-0.19761374926675074,0.2222222222222222,0.4441266182110832,1.1870640525261098,0.42105263157894735,0.015084562647455203,0.024023044547687,-0.699069130949849
786,788,792,2021,2021-01-26 11:05:00,2021-01-26 11:15:00,2021-01-26 13:05:00,6,0.0022981069472772456,-0.0011094575620500002,-0.07547138532619442,0.3333333333333333,0.4614281895472032,1.2109580737357868,0.5714285714285714,0.0,0.00577330122455777,0.0799307580107206
792,796,802,2021,2021-01-26 13:05:00,2021-01-26 13:25:00,2021-01-26 13:55:00,10,0.002303815130212015,0.0021794906455429633,0.1788608954398227,0.4,0.5984319933536266,2.4343523757529346,0.45454545454545453,0.005666746727373034,0.004360107920841294,0.11512099004231703
802,810,824,2021,2021-01-26 13:55:00,2021-01-26 14:35:00,2021-01-27 10:15:00,22,0.0022149399789397816,0.009293519336809233,0.17027611902881637,0.36363636363636365,-0.20873612169218067,2.0273545071134778,0.5217391304347826,0.001871159179069384,0.02677742921784887,-0.7929137195686702
824,834,838,2021,2021-01-27 10:15:00,2021-01-27 11:05:00,2021-01-27 11:25:00,14,0.0027958258736342375,-0.010065791867655396,-0.41402475856276355,0.7142857142857143,0.1720497504771146,1.6951362757318131,0.6,0.0034738078428035255,0.014038576357594756,0.7001521174440943
838,843,857,2021,2021-01-27 11:25:00,2021-01-27 13:20:00,2021-01-27 14:30:00,19,0.0026534400643607754,-0.0038133009106364533,-0.17407342204072287,0.2631578947368421,0.5376553396563837,1.4069180025678918,0.3,0.06329987202817744,0.0061700660553301034,-0.34943890886162193
857,860,864,2021,2021-01-27 14:30:00,2021-01-27 14:45:00,2021-01-28 09:35:00,7,0.0025774847500458367,0.010750936774685816,0.6880473290153475,0.42857142857142855,-0.582960311644323,4.270809942548981,0.375,0.0,0.01024865356168192,-0.760181827031693
864,869,888,2021,2021-01-28 09:35:00,2021-01-28 10:00:00,2021-01-28 13:05:00,24,0.00247546940006721,-0.014262054430900015,-0.28117963667022344,0.20833333333333334,0.807845656490808,1.594476815856162,0.44,0.0,0.015576026722369463,-0.19867040393571725
888,891,909,2021,2021-01-28 13:05:00,2021-01-28 13:20:00,2021-01-28 14:50:00,21,0.0024794232166271573,0.013296192417624763,0.4792431370040902,0.14285714285714285,0.16873961663167372,1.348368626517207,0.7272727272727273,0.0,0.01789058875379279,-0.7515751309394542
909,913,920,2021,2021-01-28 14:50:00,2021-01-29 09:40:00,2021-01-29 10:15:00,11,0.002288670181452931,0.00024952232625666607,0.007070769421782108,0.36363636363636365,0.24859834307466563,1.6533211317184933,0.4166666666666667,0.04041780306326033,0.014348295257134325,-0.21336380197563154
920,922,924,2021,2021-01-29 10:15:00,2021-01-29 10:25:00,2021-01-29 10:35:00,4,0.002430391192554283,-0.0041585679355216065,-0.36291816924903153,0.5,0.5257591009192988,1.9078973695302341,0.4,0.0,0.006197726687218186,0.476909389737095
924,933,952,2021,2021-01-29 10:35:00,2021-01-29 11:20:00,2021-01-29 14:25:00,28,0.0026260391127308825,0.0028025785043335593,0.06298987445697811,0.32142857142857145,0.5585940019900985,1.5750683849941356,0.27586206896551724,0.003057048774410272,0.024722494483926383,-0.4524065474507671
952,967,981,2021,2021-01-29 14:25:00,2021-02-01 10:10:00,2021-02-01 11:20:00,29,0.002589697657071258,0.008139671823349385,0.12262380507665632,0.5172413793103449,0.2116806567703658,1.5577770171474845,0.4666666666666667,0.0067279715065712425,0.024595331577208057,0.26327239446600487
981,986,996,2021,2021-02-01 11:20:00,2021-02-01 13:15:00,2021-02-01 14:05:00,15,0.002263800224504553,-0.008924616262661661,-0.5611510455149324,0.3333333333333333,0.42063314260197415,1.476142622933861,0.375,0.0,0.005934233000812306,0.03219700819431185
996,1006,1008,2021,2021-02-01 14:05:00,2021-02-01 14:55:00,2021-02-02 09:35:00,12,0.0021379958148965315,-0.004172044731785059,-0.3626403984955886,0.8333333333333334,-0.7700278574547846,1.8047723829494426,0.3076923076923077,0.014072744880490776,0.007389734584997143,0.26019403357967663
1008,1020,1026,2021,2021-02-02 09:35:00,2021-02-02 10:35:00,2021-02-02 11:05:00,18,0.001664971282892157,-0.004188309730727499,-0.16100869891744365,0.6666666666666666,0.14593510270508028,1.9889433521416673,0.47368421052631576,0.002276888953339005,0.012213335033946393,0.47796034075489896
1026,1035,1040,2021,2021-02-02 11:05:00,2021-02-02 13:20:00,2021-02-02 13:45:00,14,0.0015931851067736292,-0.005717913907376375,-0.37894560049986786,0.6428571428571429,-0.07711837235867244,1.7035976622256692,0.3333333333333333,0.021933868535056068,0.008245522719655618,0.560694197159445
1040,1045,1046,2021,2021-02-02 13:45:00,2021-02-02 14:10:00,2021-02-02 14:15:00,6,0.0015791056434360268,0.002060956104575329,0.6571336988720088,0.8333333333333334,0.08704737148810528,1.5177333467425869,0.5714285714285714,0.0,0.0014246807354219015,0.20599884942828478
1046,1057,1066,2021,2021-02-02 14:15:00,2021-02-03 09:40:00,2021-02-03 10:25:00,20,0.0015478111171710449,0.0017671410377487595,0.06832427012925943,0.55,-0.20837618091963844,1.5384019736957755,0.3333333333333333,0.04758759540358508,0.01211425113049902,-0.3120233237183611
1066,1068,1072,2021,2021-02-03 10:25:00,2021-02-03 10:35:00,2021-02-03 10:55:00,6,0.0014883622016496456,-0.0006811391437328898,-0.12435842715832254,0.3333333333333333,-0.030136235967716522,1.2897999417110957,0.2857142857142857,0.0,0.0038935532040298426,-0.5842567089563631
1072,1081,1119,2021,2021-02-03 10:55:00,2021-02-03 13:10:00,2021-02-04 10:50:00,47,0.001607603891220033,0.03207354829235963,0.3498472982173331,0.19148936170212766,0.20954484763776737,1.930974218066794,0.6041666666666666,0.01706167158581907,0.04477430171315344,-0.7084652273175766
1119,1123,1131,2021,2021-02-04 10:50:00,2021-02-04 11:10:00,2021-02-04 13:20:00,12,0.0026560264840944643,-0.012169433960279969,-0.4895891530313192,0.3333333333333333,1.0201629697849788,1.5621580163195024,0.3076923076923077,0.07882143826401264,0.010221603612355246,-0.6723875771757214
1131,1145,1149,2021,2021-02-04 13:20:00,2021-02-04 14:30:00,2021-02-04 14:50:00,18,0.002854536701145128,-0.0004595370386887537,-0.014665776303702052,0.7777777777777778,-0.8596806567164206,1.4860756979687548,0.2631578947368421,0.06361444182015645,0.022037667983683562,0.7773209918921948
1149,1160,1163,2021,2021-02-04 14:50:00,2021-02-05 10:15:00,2021-02-05 10:30:00,14,0.0022836861382058062,0.003934854294831828,0.1748894887666834,0.7857142857142857,-0.19317702979440193,1.7280089891090247,0.4666666666666667,0.0077984870173723395,0.009777372838295051,0.3761116629268102
1163,1165,1178,2021,2021-02-05 10:30:00,2021-02-05 10:40:00,2021-02-05 13:15:00,15,0.0021192128915228413,0.009212350575140549,0.37446458196457133,0.13333333333333333,0.3752862135947175,1.4006911508145594,0.5625,0.03737330586110362,0.013965686131707677,-0.5792350667943239
1178,1180,1199,2021,2021-02-05 13:15:00,2021-02-05 13:25:00,2021-02-05 15:00:00,21,0.001988845791088733,0.009079434358201416,0.3455230043998278,0.09523809523809523,0.3741811531048223,1.415726046533294,0.5,0.0,0.016009386419781002,-0.7944283697401108
1199,1221,1235,2021,2021-02-05 15:00:00,2021-02-08 11:20:00,2021-02-08 14:00:00,36,0.0019293856039050688,0.0010287658289556971,0.019012701191756517,0.6111111111111112,-0.2646195399859095,1.6962528042198401,0.4594594594594595,0.002541299073801722,0.01786350101010825,0.4744360789184562
1235,1258,1259,2021,2021-02-08 14:00:00,2021-02-09 10:25:00,2021-02-09 10:30:00,24,0.0017346043682257145,-0.0022679132439116937,-0.07170013612761306,0.9583333333333334,-1.8199057179798597,1.5927208309288434,0.24,0.6204197390222231,0.015260664510513777,0.8353209977421562
1259,1276,1281,2021,2021-02-09 10:30:00,2021-02-09 13:25:00,2021-02-09 13:50:00,22,0.001419574752831173,0.009442524200184545,0.3793044536091733,0.7727272727272727,-0.6966826660659546,1.382695420986107,0.30434782608695654,0.08424824301679013,0.01450191498191078,0.7597565990679715
1281,1293,1299,2021,2021-02-09 13:50:00,2021-02-09 14:50:00,2021-02-10 09:50:00,18,0.001413468160085986,-0.004201444287139262,-0.1147326201269904,0.6666666666666666,-0.7220732831494273,1.5114495713589688,0.21052631578947367,0.043106878113146466,0.015461740651325329,0.012808985763182734
1299,1327,1332,2021,2021-02-10 09:50:00,2021-02-10 13:40:00,2021-02-10 14:05:00,33,0.0018248555269874014,0.0058458676045870395,0.1592437946726873,0.8484848484848485,-0.1793873852517006,1.6297250032067083,0.6176470588235294,0.0,0.016052317154016116,0.7240705161829065
1332,1349,1355,2021,2021-02-10 14:05:00,2021-02-18 10:00:00,2021-02-18 10:30:00,23,0.0017683216581246435,-0.0014886015076089778,-0.022161165555152254,0.7391304347826086,-0.5214793826896953,1.4870695372977625,0.375,0.0,0.015586136374321491,0.05604103391364868
1355,1360,1368,2021,2021-02-18 10:30:00,2021-02-18 10:55:00,2021-02-18 13:05:00,13,0.0020983681107040507,-0.01115619203026783,-0.4054814096717762,0.38461538461538464,0.10142757608057322,1.3426296267021762,0.5,0.023032175918564206,0.011403534875904064,0.1676643636451019
1368,1371,1402,2021,2021-02-18 13:05:00,2021-02-18 13:20:00,2021-02-19 10:25:00,34,0.0021962534340366556,0.01684324525935582,0.37363574692510376,0.08823529411764706,-0.16534442273142427,2.5595490108243917,0.42857142857142855,0.005093693809455599,0.023635878992949166,-0.8574863257687921
1402,1404,1408,2021,2021-02-19 10:25:00,2021-02-19 10:35:00,2021-02-19 10:55:00,6,0.0020839509726075255,0.0015434242180802514,0.11516414081141642,0.3333333333333333,0.32038001277682554,1.1951606931534537,0.42857142857142855,0.029392899096575782,0.006810807226271365,-0.03656285949121733
1408,1432,1442,2021,2021-02-19 10:55:00,2021-02-19 14:25:00,2021-02-22 09:45:00,34,0.00209365674849514,0.0031665320500242795,0.06994697757627831,0.7058823529411765,-0.18672430112411584,1.8748517212060374,0.7142857142857143,0.0036653998509273,0.018328684722648703,0.500075887688246
1442,1448,1467,2021,2021-02-22 09:45:00,2021-02-22 10:15:00,2021-02-22 13:20:00,25,0.0019220924341345417,1.238163317275132e-05,0.0002682655099664324,0.24,0.44581813851713353,1.6497225636868964,0.5,0.004349764219021307,0.020051519798954587,-0.35040550236948115
1467,1468,1489,2021,2021-02-22 13:20:00,2021-02-22 13:25:00,2021-02-23 09:40:00,22,0.002058750321363474,0.02227445950409625,0.42608398421117294,0.045454545454545456,-0.2823294955750391,2.110131152057721,0.43478260869565216,0.0022328893507160066,0.02595331162595027,-0.8939924125927516
1489,1494,1497,2021,2021-02-23 09:40:00,2021-02-23 10:05:00,2021-02-23 10:20:00,8,0.002485393522897698,-0.017830245377767957,-1.0000000000000036,0.625,0.15532959811223426,1.4348212377566898,0.3333333333333333,0.0,0.014121888731415844,0.571989824226664
1497,1506,1510,2021,2021-02-23 10:20:00,2021-02-23 11:05:00,2021-02-23 11:25:00,13,0.0024788692786616292,0.0012590246741225172,0.09798058911811791,0.6923076923076923,-0.1818894739922586,1.685459205842709,0.5,0.043771437641461915,0.006630351203890328,0.4147568735368664
1510,1518,1533,2021,2021-02-23 11:25:00,2021-02-23 13:35:00,2021-02-23 14:50:00,23,0.002450014025878502,0.007555825325196408,0.3168680879176765,0.34782608695652173,0.1933069594666438,1.6906152717396237,0.5416666666666666,0.012330785851098987,0.011001669280549464,-0.4021053039531512
1533,1538,1552,2021,2021-02-23 14:50:00,2021-02-24 09:45:00,2021-02-24 10:55:00,19,0.0016325384167367582,-0.004598612035062826,-0.14536386754424913,0.2631578947368421,0.21525694998190142,1.455192268087576,0.6,0.0,0.012611616968825956,-0.38914834830352607
1552,1553,1575,2021,2021-02-24 10:55:00,2021-02-24 11:00:00,2021-02-24 14:20:00,23,0.0017193138999039338,0.0008863090241872895,0.025563273953473978,0.043478260869565216,0.1431334197251181,1.6167527373011639,0.125,0.11363957271528656,0.018034123375588074,-0.6137822914946736
1575,1580,1595,2021,2021-02-24 14:20:00,2021-02-24 14:45:00,2021-02-25 10:30:00,20,0.0017238818887970028,-0.0034310714841269676,-0.09140224887503963,0.25,0.25864603025286786,1.5701788238195324,0.47619047619047616,0.0,0.01015871025675441,-0.6107524538167334
1595,1601,1605,2021,2021-02-25 10:30:00,2021-02-25 11:00:00,2021-02-25 11:20:00,10,0.001735442333658669,-0.008378512726029734,-0.6822357754863314,0.6,0.12441072021719697,1.9644392407397173,0.45454545454545453,0.0,0.0068572538132922745,0.48905414855567747
1605,1608,1634,2021,2021-02-25 11:20:00,2021-02-25 13:05:00,2021-02-26 09:45:00,29,0.001595555113934998,0.021404546109100694,0.3980553834797783,0.10344827586206896,-0.36814133572335866,4.655201179542208,0.6333333333333333,0.002279555134669814,0.026395736437943462,-0.8755977425254832
1634,1642,1663,2021,2021-02-26 09:45:00,2021-02-26 10:25:00,2021-02-26 13:40:00,29,0.002366957862816567,-0.004085426887311627,-0.1197788664286847,0.27586206896551724,0.7073161468776447,1.5393271077591668,0.4666666666666667,0.0,0.011809063701220701,-0.1895973548933961
1663,1670,1675,2021,2021-02-26 13:40:00,2021-02-26 14:15:00,2021-02-26 14:40:00,12,0.002415785716455568,-0.009056751802664516,-0.7264917928942208,0.5833333333333334,-0.2656583718615174,1.9036615957026093,0.38461538461538464,0.02062937784907651,0.005758411690706566,0.16505891677028994
1675,1691,1698,2021,2021-02-26 14:40:00,2021-03-01 10:30:00,2021-03-01 11:05:00,23,0.0020134076534196474,-0.008608595001731343,-0.26013950569880684,0.6956521739130435,0.003473753751114623,2.7400891968937438,0.5833333333333334,0.046225367325073694,0.01811360687933572,0.7306666339989906
1698,1706,1709,2021,2021-03-01 11:05:00,2021-03-01 13:15:00,2021-03-01 13:30:00,11,0.0020155220762112782,-0.004262546715387007,-0.2901769488152167,0.7272727272727273,-0.4295341372746312,1.5407956187769987,0.5,0.10924191158625349,0.006863088457629729,0.6404190353089781
1709,1737,1763,2021,2021-03-01 13:30:00,2021-03-02 10:20:00,2021-03-02 14:00:00,54,0.0018191244505792467,0.0224667815394697,0.29211287910539696,0.5185185185185185,-0.10565727545325672,1.9682670215288565,0.36363636363636365,4.89746339539591e-05,0.018534327483591184,-0.19741148564252795
1763,1770,1777,2021,2021-03-02 14:00:00,2021-03-02 14:35:00,2021-03-03 09:40:00,14,0.0019363121728512575,-0.014969276117534054,-0.7882179044512526,0.5,-0.028225842911698138,2.50851614557996,0.5333333333333333,0.0641970135231686,0.009107423003072768,0.10037098334947286
1777,1779,1786,2021,2021-03-03 09:40:00,2021-03-03 09:50:00,2021-03-03 10:25:00,9,0.0019212513220312531,-0.0036823061182841366,-0.2317922224427863,0.2222222222222222,2.047075806278948,1.6249991319878023,0.3,0.09481881256748231,0.006931587873838296,-0.3154201001126302
1786,1802,1807,2021,2021-03-03 10:25:00,2021-03-03 13:15:00,2021-03-03 13:40:00,21,0.0019160802976794207,-0.002262195361188316,-0.10796187847660096,0.7619047619047619,-0.2860200536954826,1.827177475375918,0.5,0.05770362468060022,0.01140784209750656,0.5976957739460266
1807,1821,1846,2021,2021-03-03 13:40:00,2021-03-03 14:50:00,2021-03-04 11:25:00,39,0.0016425296703435773,0.005035221885675243,0.11147773452415245,0.358974358974359,0.7690238378792642,2.1360056795868463,0.275,1.991993357983083e-06,0.022120155475726655,-0.7672780523762711
1846,1848,1858,2021,2021-03-04 11:25:00,2021-03-04 13:05:00,2021-03-04 13:55:00,12,0.0015212792482365012,0.003077469575565468,0.25199606743267766,0.16666666666666666,0.7353760939908903,1.2581881258149925,0.3076923076923077,0.003217383186648238,0.0051337863288356544,-0.39153381135763676
1858,1862,1873,2021,2021-03-04 13:55:00,2021-03-04 14:15:00,2021-03-05 09:40:00,15,0.001559923483764682,0.005960622417984137,0.2058479711874438,0.26666666666666666,0.4344634556975741,2.9073598742850604,0.375,0.20461358288911155,0.015887466655636118,-0.3486453809370283
