policy_id,entry_alpha,exit_alpha,weight_power,volatility_window,entry_confirm,cooldown,trades,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_bars,short_hold_fraction,sharpe,return,cagr,mdd,sum_trade_net_bp
e0.001_x0.05_p0_w480_c3_d0,0.001,0.05,0.0,480,3,0,37,-16.46454305616163,-30.991348163098564,0.3783783783783784,0.7817868446797188,508.27027027027026,0.0,-0.4677205262525585,-0.06499040571624792,-0.06731459490356195,0.1579028496438022,-609.1880930779803
e0.001_x0.05_p0_w480_c3_d5,0.001,0.05,0.0,480,3,5,36,-16.07140473146091,-34.02312318365574,0.3888888888888889,0.792226786785393,515.5555555555555,0.0,-0.4422531712708651,-0.0621365034899134,-0.0643621826835844,0.15730574113207285,-578.5705703325928
e0.001_x0.05_p1_w120_c1_d0,0.001,0.05,1.0,120,1,0,53,12.21699890500675,16.4828597500577,0.5283018867924528,1.179947969955032,537.2452830188679,0.0,0.43609481397432664,0.056596553041113884,0.0587531490992772,0.13406893833469746,647.5009419653578
e0.001_x0.05_p1_w120_c1_d5,0.001,0.05,1.0,120,1,5,48,5.575276973444225,4.27474670683381,0.5,1.0809085503703553,553.0833333333334,0.0,0.19750613452131374,0.01817916550225096,0.018858777926480164,0.1230564558177113,267.6132947253228
e0.001_x0.05_p1_w120_c3_d0,0.001,0.05,1.0,120,3,0,39,12.060584608925014,-19.857183112637067,0.46153846153846156,1.1935770065227422,539.0512820512821,0.0,0.380758242622119,0.041663028901657295,0.043239002273179006,0.10409357020598342,470.36279974807553
e0.001_x0.05_p1_w120_c3_d5,0.001,0.05,1.0,120,3,5,37,18.41033923699855,-9.50406633950851,0.4864864864864865,1.304507747948681,563.7567567567568,0.0,0.5470141334216997,0.0639449416741289,0.06639023569605351,0.10409357020598342,681.1825517689464
e0.001_x0.05_p1_w240_c1_d0,0.001,0.05,1.0,240,1,0,40,-9.71846281817121,-40.85035550307758,0.4,0.8706642970369939,545.6,0.0,-0.25378005490368033,-0.04410868749199803,-0.045704438212908705,0.14922653105623385,-388.7385127268484
e0.001_x0.05_p1_w240_c1_d5,0.001,0.05,1.0,240,1,5,39,-10.378419884486588,-38.031016974910955,0.41025641025641024,0.8658373612078836,553.1025641025641,0.0,-0.26380718856550867,-0.045727001237164444,-0.047379835299795725,0.14958188826667118,-404.7583754949769
e0.001_x0.05_p1_w240_c3_d0,0.001,0.05,1.0,240,3,0,34,-14.845714329649219,-45.433441084400954,0.38235294117647056,0.8053819718912187,525.8529411764706,0.0,-0.36604727174318186,-0.054271190840088246,-0.0562236585797945,0.14246890448345773,-504.75428720807344
e0.001_x0.05_p1_w240_c3_d5,0.001,0.05,1.0,240,3,5,33,-9.542008689249418,-45.027325343456326,0.3939393939393939,0.8689991150602323,537.5757575757576,0.0,-0.22229131430660506,-0.03605065723455925,-0.037360613736762804,0.14293258910506557,-314.8862867452308
e0.001_x0.05_p1_w480_c1_d0,0.001,0.05,1.0,480,1,0,40,1.1399671759534897,-10.92684247637532,0.475,1.0153847619181995,576.3,0.0,0.05025035430871421,-0.003138328334789109,-0.0032543733806816855,0.16931707712306354,45.59868703813959
e0.001_x0.05_p1_w480_c1_d5,0.001,0.05,1.0,480,1,5,39,1.7557226862127835,-2.0022278276976557,0.48717948717948717,1.0232108397810613,566.025641025641,0.0,0.06511456257011163,-0.0009102367195139571,-0.000943933274526132,0.16819081068491926,68.47318476229856
e0.001_x0.05_p1_w480_c3_d0,0.001,0.05,1.0,480,3,0,36,-19.024808711185962,-24.867038953240716,0.4722222222222222,0.7665451936743752,534.6388888888889,0.0,-0.5186474890992134,-0.07226985618597581,-0.07484380126196244,0.18740532335388382,-684.8931136026946
e0.001_x0.05_p1_w480_c3_d5,0.001,0.05,1.0,480,3,5,35,-18.20863022405203,-31.92753533732717,0.45714285714285713,0.7807415753862473,542.8,0.0,-0.48156161857990987,-0.06782112301991783,-0.0702426922272883,0.18520736621502087,-637.302057841821
e0.001_x0.05_p2_w120_c1_d0,0.001,0.05,2.0,120,1,0,54,13.957777990204868,-11.584167434953162,0.48148148148148145,1.1886551769140246,496.55555555555554,0.0,0.4879987422805671,0.0662482663534909,0.0687844544731464,0.13002687563908277,753.7200114710629
e0.001_x0.05_p2_w120_c1_d5,0.001,0.05,2.0,120,1,5,50,17.053892855122395,8.995124868865778,0.5,1.2389328068708565,517.58,0.0,0.5660065342248629,0.07765941807938748,0.08064873226428682,0.13209307145168758,852.6946427561198
e0.001_x0.05_p2_w120_c3_d0,0.001,0.05,2.0,120,3,0,41,29.360489122735903,-6.641453329039315,0.4878048780487805,1.4762133009379608,516.5121951219512,0.0,0.9178850478609523,0.11915154626789581,0.12382735508743159,0.0957258635761925,1203.780054032172
e0.001_x0.05_p2_w120_c3_d5,0.001,0.05,2.0,120,3,5,38,41.58702488138743,14.427354254735736,0.5263157894736842,1.7313633055145468,549.5263157894736,0.0,1.2245294430096756,0.16238524083247818,0.16888143399579691,0.0957258635761924,1580.3069454927222
e0.001_x0.05_p2_w240_c1_d0,0.001,0.05,2.0,240,1,0,42,-6.559276249654263,-36.49654275673542,0.40476190476190477,0.9103204475443359,505.7857142857143,0.0,-0.19264302744713035,-0.033727070578867924,-0.034954135563453725,0.13148344104372334,-275.48960248547905
e0.001_x0.05_p2_w240_c1_d5,0.001,0.05,2.0,240,1,5,41,-13.361935361530696,-37.88383105952198,0.3902439024390244,0.8264594898418594,501.8780487804878,0.0,-0.4075989211282828,-0.0596305528262685,-0.061769458081739614,0.15507574110923938,-547.8393498227585
e0.001_x0.05_p2_w240_c3_d0,0.001,0.05,2.0,240,3,0,35,-7.001676957867762,-19.78440655154179,0.4,0.9016431706877001,494.3142857142857,0.0,-0.1857788322242872,-0.030131092877661025,-0.031229452778013034,0.13359316108044728,-245.05869352537167
e0.001_x0.05_p2_w240_c3_d5,0.001,0.05,2.0,240,3,5,34,-1.0447321811413468,-17.53276942526416,0.4117647058823529,0.984434240740768,504.79411764705884,0.0,-0.015945460366897927,-0.00943590085173096,-0.009783663571672152,0.13230133176182546,-35.52089415880579
e0.001_x0.05_p2_w480_c1_d0,0.001,0.05,2.0,480,1,0,41,31.077449162472078,65.46535663614073,0.5609756097560976,1.5036416101136436,540.219512195122,0.0,0.9321619225816151,0.1278358574084173,0.132872230524538,0.11311305674624161,1274.1754156613551
e0.001_x0.05_p2_w480_c1_d5,0.001,0.05,2.0,480,1,5,41,29.665136209622577,65.46535663614073,0.5609756097560976,1.4709268341234225,539.8048780487804,0.0,0.887477463654082,0.12126727184419805,0.12603068483460533,0.11783324230963921,1216.2705845945256
e0.001_x0.05_p2_w480_c3_d0,0.001,0.05,2.0,480,3,0,37,12.763396599472447,10.650463512413832,0.5405405405405406,1.20139387307483,530.2162162162163,0.0,0.40709783495960916,0.0427867748119366,0.04440615483963861,0.14210507639231929,472.24567418048053
e0.001_x0.05_p2_w480_c3_d5,0.001,0.05,2.0,480,3,5,36,15.070760537021162,10.860524568071517,0.5555555555555556,1.2363337614515242,538.0555555555555,0.0,0.4654303900702158,0.05015758788011504,0.0520628311492064,0.1378385712800052,542.5473793327618
e0.001_x0.15_p0_w120_c1_d0,0.001,0.15,0.0,120,1,0,64,-0.8009105416296975,-8.72302018998461,0.484375,0.9886856555029983,362.8125,0.0,-0.025696608335794065,-0.014845830729934839,-0.015391423372132063,0.1706599256282103,-51.25827466430064
e0.001_x0.15_p0_w120_c1_d5,0.001,0.15,0.0,120,1,5,60,-6.805664481198694,-8.72302018998461,0.48333333333333334,0.902899550086687,364.1666666666667,0.0,-0.26796341328211737,-0.04830832078634595,-0.05005198877241779,0.204276765851666,-408.3398688719217
e0.001_x0.15_p0_w120_c3_d0,0.001,0.15,0.0,120,3,0,40,14.892119011268306,21.436191429321518,0.525,1.3137869369587971,382.5,0.0,0.5369340090742053,0.05711848225091343,0.059295518734874264,0.06977092349836789,595.6847604507323
e0.001_x0.15_p0_w120_c3_d5,0.001,0.15,0.0,120,3,5,39,11.003716461298634,10.82103554886027,0.5128205128205128,1.2367080213104373,382.28205128205127,0.0,0.4020838993852665,0.040051459241635445,0.04156526431440977,0.074510490350289,429.1449419906467
e0.001_x0.15_p0_w240_c1_d0,0.001,0.15,0.0,240,1,0,48,-6.846138342307337,-6.2594090480178055,0.4583333333333333,0.8962269885812557,372.5,0.0,-0.2555111385440176,-0.03833963124097184,-0.03973103443532633,0.13375310797846285,-328.61464043075216
e0.001_x0.15_p0_w240_c1_d5,0.001,0.15,0.0,240,1,5,47,-5.603257506294282,-6.825306060495029,0.46808510638297873,0.915085902512794,377.1489361702128,0.0,-0.2032034321620874,-0.031980485405475156,-0.033145101660269294,0.1399727871184102,-263.35310279583126
e0.001_x0.15_p0_w240_c3_d0,0.001,0.15,0.0,240,3,0,36,-10.073165654051628,-17.979931487995813,0.4444444444444444,0.8372173563532633,368.5833333333333,0.0,-0.333511986172824,-0.039665889966170376,-0.04110438875949296,0.13728787692768718,-362.63396354585865
e0.001_x0.15_p0_w240_c3_d5,0.001,0.15,0.0,240,3,5,35,-11.279742669599349,-18.96964643413268,0.42857142857142855,0.8227823975144488,372.2857142857143,0.0,-0.36055339622265276,-0.04274414049483011,-0.0442916774323473,0.14005321038942908,-394.7909934359772
e0.001_x0.15_p0_w480_c1_d0,0.001,0.15,0.0,480,1,0,49,1.4684511562211564,-9.866668714002547,0.42857142857142855,1.0241081164029096,390.6326530612245,0.0,0.07247591143768631,0.0010355275043629764,0.0010739009612508177,0.11868994741670869,71.95410665483666
e0.001_x0.15_p0_w480_c1_d5,0.001,0.15,0.0,480,1,5,48,4.2546328744085224,-8.345987387248787,0.4375,1.0717168281544383,395.6666666666667,0.0,0.17950901349418222,0.014466320581712822,0.01500611068974278,0.11868994741670869,204.2223779716091
e0.001_x0.15_p0_w480_c3_d0,0.001,0.15,0.0,480,3,0,38,12.17312304328135,-13.79039754886291,0.47368421052631576,1.2502077421228481,378.7894736842105,0.0,0.4606136396852035,0.043343317705057505,0.04498421242977524,0.09715872299336004,462.5786756446913
e0.001_x0.15_p0_w480_c3_d5,0.001,0.15,0.0,480,3,5,38,12.796676152896657,-13.79039754886291,0.47368421052631576,1.2630243229703273,378.6578947368421,0.0,0.4832875241459135,0.04578634470408205,0.0475218163779636,0.09715872299336004,486.273693810073
e0.001_x0.15_p1_w120_c1_d0,0.001,0.15,1.0,120,1,0,58,11.150831810689258,20.186600051703696,0.5172413793103449,1.1906421646716094,339.2068965517241,0.0,0.4967048881962172,0.058973158024957506,0.06122290978316847,0.13410194382090268,646.7482450199769
e0.001_x0.15_p1_w120_c1_d5,0.001,0.15,1.0,120,1,5,54,6.715349865676649,11.428415748837573,0.5185185185185185,1.1192888630757447,338.98148148148147,0.0,0.29580541196717874,0.030385809952415688,0.031528771275871614,0.138206921598385,362.62889274653907
e0.001_x0.15_p1_w120_c3_d0,0.001,0.15,1.0,120,3,0,43,15.998958481029602,-10.524174099857397,0.4883720930232558,1.3537639281220708,318.2093023255814,0.0,0.6554919382139359,0.06698265648366997,0.06954786549723169,0.07564759315975966,687.9552146842728
e0.001_x0.15_p1_w120_c3_d5,0.001,0.15,1.0,120,3,5,42,19.356882889586817,1.0348084582834094,0.5,1.446785847064324,322.45238095238096,0.0,0.7789887553688077,0.0804924716483768,0.08359500670202502,0.07564759315975966,812.9890813626463
e0.001_x0.15_p1_w240_c1_d0,0.001,0.15,1.0,240,1,0,43,-6.6149450861626145,-3.725168200544582,0.46511627906976744,0.8869385394855762,367.51162790697674,0.0,-0.23084156665071232,-0.032761296166054055,-0.03395384507520671,0.11133050942150613,-284.4426387049924
e0.001_x0.15_p1_w240_c1_d5,0.001,0.15,1.0,240,1,5,42,-6.883117479497812,-2.863698014121119,0.47619047619047616,0.8850861469288066,370.3809523809524,0.0,-0.232693687140367,-0.03321485877067121,-0.03442362228675799,0.111330410481015,-289.0909341389081
e0.001_x0.15_p1_w240_c3_d0,0.001,0.15,1.0,240,3,0,35,-7.333696198044361,-17.80654256915426,0.45714285714285713,0.8681392233944939,372.25714285714287,0.0,-0.2221509320773056,-0.02898908226717356,-0.0300464609006873,0.12371955881047492,-256.67936693155264
e0.001_x0.15_p1_w240_c3_d5,0.001,0.15,1.0,240,3,5,35,-7.086066385904285,-17.80654256915426,0.45714285714285713,0.8720218265005366,372.22857142857146,0.0,-0.21429409070709202,-0.028139672376918168,-0.029166536354329864,0.12295301616940801,-248.01232350664998
e0.001_x0.15_p1_w480_c1_d0,0.001,0.15,1.0,480,1,0,45,-9.92202563526582,-19.851457125052985,0.4,0.8316600582540702,312.75555555555553,0.0,-0.42501691033195116,-0.04776631700736067,-0.04949093468992516,0.1190892349862448,-446.4911535869619
e0.001_x0.15_p1_w480_c1_d5,0.001,0.15,1.0,480,1,5,44,-7.174780155095641,-17.211632251465936,0.4090909090909091,0.8745647562522646,316.5,0.0,-0.3030153920340267,-0.035133294849111096,-0.03641055104801183,0.1190892349862448,-315.6903268242082
e0.001_x0.15_p1_w480_c3_d0,0.001,0.15,1.0,480,3,0,39,-7.655657715424861,-11.028781122977005,0.48717948717948717,0.8617998120988288,320.8205128205128,0.0,-0.3061225184751508,-0.032649067576904,-0.033837603118052284,0.11585751326909277,-298.5706509015696
e0.001_x0.15_p1_w480_c3_d5,0.001,0.15,1.0,480,3,5,39,-7.047368709409954,-11.028781122977005,0.48717948717948717,0.8727806654826078,320.6923076923077,0.0,-0.2814110589093932,-0.030383979560967167,-0.03149140737293332,0.11585751326909277,-274.8473796669882
e0.001_x0.15_p2_w120_c1_d0,0.001,0.15,2.0,120,1,0,58,6.66406206517566,10.850971153076872,0.5172413793103449,1.1156524146154403,312.98275862068965,0.0,0.3082615525151192,0.03242788692275678,0.03364890756677785,0.11447166656094243,386.51559978018827
e0.001_x0.15_p2_w120_c1_d5,0.001,0.15,2.0,120,1,5,56,5.503196384577306,10.850971153076872,0.5178571428571429,1.0989686993637091,312.67857142857144,0.0,0.2568466263081721,0.02499147736752394,0.02592898714471681,0.11447166656094232,308.1789975363291
e0.001_x0.15_p2_w120_c3_d0,0.001,0.15,2.0,120,3,0,45,12.975380842770074,0.021602550448474034,0.5111111111111111,1.2960659692201446,293.8888888888889,0.0,0.5730951019005711,0.05621010966732798,0.058351577753664285,0.06986208082422629,583.8921379246533
e0.001_x0.15_p2_w120_c3_d5,0.001,0.15,2.0,120,3,5,44,15.84435534617611,1.2647992258152385,0.5227272727272727,1.3750325767272815,297.45454545454544,0.0,0.6866396287758291,0.06830973198865942,0.07092743239261323,0.06986208082422629,697.1516352317489
e0.001_x0.15_p2_w240_c1_d0,0.001,0.15,2.0,240,1,0,45,-1.9369083274704375,-19.851457125052985,0.4444444444444444,0.9638369627059988,318.2888888888889,0.0,-0.06621654186063389,-0.01229546482144328,-0.012747937589435265,0.09923813061267206,-87.16087473616969
e0.001_x0.15_p2_w240_c1_d5,0.001,0.15,2.0,240,1,5,44,-7.660634495356067,-20.8736264862075,0.4318181818181818,0.8630843142354692,310.5681818181818,0.0,-0.3180230530128546,-0.03650378504186658,-0.0378298813863579,0.12090318560081958,-337.067917795667
e0.001_x0.15_p2_w240_c3_d0,0.001,0.15,2.0,240,3,0,37,4.605230046467687,-9.935756441101784,0.4864864864864865,1.0985645778199578,320.2432432432432,0.0,0.19707012897355672,0.014214735725051053,0.014745070249887915,0.10070425430893548,170.39351171930443
e0.001_x0.15_p2_w240_c3_d5,0.001,0.15,2.0,240,3,5,37,4.840028264509961,-9.935756441101784,0.4864864864864865,1.1041131073108137,320.2162162162162,0.0,0.20639221809318828,0.015101938959983796,0.015665628874208526,0.0999175786014801,179.08104578686854
e0.001_x0.15_p2_w480_c1_d0,0.001,0.15,2.0,480,1,0,45,12.31148623752512,-0.07043321313404682,0.4888888888888889,1.2632687551567123,315.15555555555557,0.0,0.5496117300696937,0.052599394572621305,0.05459977838992747,0.08871588504923844,554.0168806886304
e0.001_x0.15_p2_w480_c1_d5,0.001,0.15,2.0,480,1,5,45,12.197535060239586,-0.07043321313404682,0.4888888888888889,1.2608320237975719,315.02222222222224,0.0,0.5446096236974756,0.05206830383850125,0.05404797610702183,0.08871588504923844,548.8890777107814
e0.001_x0.15_p2_w480_c3_d0,0.001,0.15,2.0,480,3,0,40,3.0383470042991414,2.789023495478604,0.525,1.0661239594751653,307.45,0.0,0.14743778915733977,0.009158978433028597,0.009499806137885702,0.08417228626584106,121.53388017196565
e0.001_x0.15_p2_w480_c3_d5,0.001,0.15,2.0,480,3,5,40,3.5673403195686517,2.789023495478604,0.525,1.0776365130090508,307.3,0.0,0.17063911305267165,0.011262858986036406,0.011682429267746652,0.08417228626584106,142.69361278274607
e0.001_x0.3_p0_w120_c1_d0,0.001,0.3,0.0,120,1,0,67,2.0330215082987,-5.9118639730271205,0.47761194029850745,1.0324480770445852,293.5820895522388,0.0,0.11003774287660616,0.005618186784436485,0.005826872854101994,0.15996947783553295,136.21244105601292
e0.001_x0.3_p0_w120_c1_d5,0.001,0.3,0.0,120,1,5,63,-5.027805238721331,-5.9118639730271205,0.47619047619047616,0.9206553708104829,290.87301587301585,0.0,-0.23400790749189246,-0.03802298335118892,-0.039403131965437654,0.20571163552969973,-316.7517300394438
e0.001_x0.3_p0_w120_c3_d0,0.001,0.3,0.0,120,3,0,42,7.223295152484579,6.249330181473667,0.5238095238095238,1.1599750873303765,292.95238095238096,0.0,0.3250734989987716,0.027599773071738998,0.028636487911492647,0.06403403796066065,303.3783964043523
e0.001_x0.3_p0_w120_c3_d5,0.001,0.3,0.0,120,3,5,41,3.0369343376546176,1.1812532831689815,0.5121951219512195,1.0689378446429496,290.6829268292683,0.0,0.15004982005061074,0.009798625188492505,0.010163375332944424,0.08699078225181112,124.51430784383932
e0.001_x0.3_p0_w240_c1_d0,0.001,0.3,0.0,240,1,0,50,11.631289615714358,0.8913336068544497,0.5,1.255269044360091,290.32,0.0,0.5661683283064507,0.05532541802180191,0.05743227386662508,0.076346189656045,581.5644807857179
e0.001_x0.3_p0_w240_c1_d5,0.001,0.3,0.0,240,1,5,49,14.54120545130801,1.8531004268429463,0.5102040816326531,1.3318229749528725,293.3673469387755,0.0,0.6986488714962957,0.06932876867691351,0.07198681933371298,0.076346189656045,712.5190671140924
e0.001_x0.3_p0_w240_c3_d0,0.001,0.3,0.0,240,3,0,37,11.02851633597762,3.735344180031408,0.5135135135135135,1.2926198650242244,283.2432432432432,0.0,0.48863252567460175,0.03939114766280727,0.040879508129538555,0.08687124527162782,408.05510443117197
e0.001_x0.3_p0_w240_c3_d5,0.001,0.3,0.0,240,3,5,37,11.02851633597762,3.735344180031408,0.5135135135135135,1.2926198650242244,283.2432432432432,0.0,0.48863252567460175,0.03939114766280727,0.040879508129538555,0.08687124527162782,408.05510443117197
e0.001_x0.3_p0_w480_c1_d0,0.001,0.3,0.0,480,1,0,54,-7.269307023190986,-7.780090374771564,0.46296296296296297,0.8791455766140845,276.6296296296296,0.0,-0.3484085168794354,-0.04371192044704053,-0.04529365982391109,0.14473654208698505,-392.54257925231326
e0.001_x0.3_p0_w480_c1_d5,0.001,0.3,0.0,480,1,5,53,-5.025507275164846,-5.693512035540582,0.4716981132075472,0.9145515673922043,279.0943396226415,0.0,-0.23681423707778032,-0.03147720424002465,-0.032623803352597625,0.14473654208698505,-266.3518855837368
e0.001_x0.3_p0_w480_c3_d0,0.001,0.3,0.0,480,3,0,41,8.794513840031433,7.046933693182211,0.5121951219512195,1.1958915368568672,273.1951219512195,0.0,0.4080099557673218,0.03344211855806822,0.03470196641417522,0.08844336890999505,360.57506744128875
e0.001_x0.3_p0_w480_c3_d5,0.001,0.3,0.0,480,3,5,41,9.373803096755436,7.046933693182211,0.5121951219512195,1.208794792778508,273.0731707317073,0.0,0.43395732309443813,0.03586196153278576,0.03721460130754495,0.08844336890999505,384.3259269669729
e0.001_x0.3_p1_w120_c1_d0,0.001,0.3,1.0,120,1,0,61,-4.486882985206219,1.3347446335010282,0.5081967213114754,0.9241074162115175,265.2295081967213,0.0,-0.22253091622119478,-0.03306612270199505,-0.03426956988694574,0.12718402701190368,-273.6998620975794
e0.001_x0.3_p1_w120_c1_d5,0.001,0.3,1.0,120,1,5,57,-11.703466700436582,1.3347446335010282,0.5087719298245614,0.8043182942737406,260.70175438596493,0.0,-0.5522027193561754,-0.06957997986077313,-0.07206189001026064,0.16842017110328167,-667.0976019248852
e0.001_x0.3_p1_w120_c3_d0,0.001,0.3,1.0,120,3,0,45,1.8123978581938958,11.317407079778352,0.5333333333333333,1.0418208803065663,247.82222222222222,0.0,0.1046114907641209,0.0053199659734806115,0.005517544347910297,0.06403334591243248,81.5579036187253
e0.001_x0.3_p1_w120_c3_d5,0.001,0.3,1.0,120,3,5,44,4.138461501758169,13.73531276445461,0.5454545454545454,1.0984475666178732,250.5,0.0,0.2079861242782773,0.015529531435678923,0.016109307806635886,0.06403334591243248,182.0923060773594
e0.001_x0.3_p1_w240_c1_d0,0.001,0.3,1.0,240,1,0,44,7.959010271647003,-6.007835738256473,0.4772727272727273,1.180444658588794,251.5,0.0,0.39418505404034165,0.032193412565898916,0.033405462422252175,0.07785195323197247,350.1964519524681
e0.001_x0.3_p1_w240_c1_d5,0.001,0.3,1.0,240,1,5,44,7.850672556483212,-6.007835738256473,0.4772727272727273,1.1779884534379272,251.38636363636363,0.0,0.38899488401952464,0.031709276195464264,0.03290280989080263,0.07785195323197247,345.4295924852613
e0.001_x0.3_p1_w240_c3_d0,0.001,0.3,1.0,240,3,0,36,7.653079567440688,-6.118631923211493,0.4722222222222222,1.2011520245621936,235.61111111111111,0.0,0.365440402394503,0.02578993093488724,0.02675778237416071,0.08204189517835825,275.51086442786476
e0.001_x0.3_p1_w240_c3_d5,0.001,0.3,1.0,240,3,5,36,7.653079567440688,-6.118631923211493,0.4722222222222222,1.2011520245621936,235.61111111111111,0.0,0.365440402394503,0.02578993093488724,0.02675778237416071,0.08204189517835825,275.51086442786476
e0.001_x0.3_p1_w480_c1_d0,0.001,0.3,1.0,480,1,0,47,1.825088655416696,-5.693512035540582,0.44680851063829785,1.0363137662355095,268.0,0.0,0.09887799052294938,0.0047629346271000905,0.0049397746108506,0.10236961382303533,85.77916680458472
e0.001_x0.3_p1_w480_c1_d5,0.001,0.3,1.0,480,1,5,46,4.6080129075304805,-4.709340118042582,0.45652173913043476,1.0950015460721272,270.6521739130435,0.0,0.2329623294097547,0.017617836432670675,0.01827627628767514,0.10236961382303533,211.9685937464021
e0.001_x0.3_p1_w480_c3_d0,0.001,0.3,1.0,480,3,0,41,0.3082597595045603,-3.872541043518085,0.4878048780487805,1.0065958465908962,270.5609756097561,0.0,0.025889392777780774,-0.0015646069038997013,-0.0016225082718741568,0.10060508100363197,12.638650139686973
e0.001_x0.3_p1_w480_c3_d5,0.001,0.3,1.0,480,3,5,41,0.8877030501782238,-3.872541043518085,0.4878048780487805,1.0189942182095282,270.4390243902439,0.0,0.05311338968070909,0.000773266527331673,0.0008019175085891561,0.10060508100363197,36.39582505730718
e0.001_x0.3_p2_w120_c1_d0,0.001,0.3,2.0,120,1,0,60,-2.4074256240930727,-17.94364811031457,0.45,0.9563632667276334,222.86666666666667,0.0,-0.1092016781187325,-0.019918347099144307,-0.020648395302978906,0.11298240861337772,-144.44553744558436
e0.001_x0.3_p2_w120_c1_d5,0.001,0.3,2.0,120,1,5,59,-6.0815513706912165,-15.607760501719081,0.4576271186440678,0.8878643268939334,220.15254237288136,0.0,-0.2927252683538878,-0.04014832583285288,-0.04160393856050837,0.11298240861337783,-358.8115308707818
e0.001_x0.3_p2_w120_c3_d0,0.001,0.3,2.0,120,3,0,46,2.8139864957269056,-2.7743335307001127,0.5,1.065089250609431,220.82608695652175,0.0,0.15235561437137973,0.010074369611738687,0.010449437249853588,0.06539317098340147,129.44337880343767
e0.001_x0.3_p2_w120_c3_d5,0.001,0.3,2.0,120,3,5,45,5.13011942244986,0.021602550448474034,0.5111111111111111,1.1223208369912405,222.88888888888889,0.0,0.25696978073044846,0.02042267960099986,0.021187033032555425,0.06539317098340147,230.85537401024368
e0.001_x0.3_p2_w240_c1_d0,0.001,0.3,2.0,240,1,0,46,12.571776013270252,-5.393573362784121,0.45652173913043476,1.3303273563373568,232.30434782608697,0.0,0.6800590179115521,0.056360884869581795,0.058508254655962544,0.06252466172762183,578.3016966104316
e0.001_x0.3_p2_w240_c1_d5,0.001,0.3,2.0,240,1,5,46,12.282216692032634,-5.393573362784121,0.45652173913043476,1.3227190943872311,232.2608695652174,0.0,0.6651934055342837,0.05495825423465028,0.05705075372341151,0.06252466172762183,564.9819678335011
e0.001_x0.3_p2_w240_c3_d0,0.001,0.3,2.0,240,3,0,37,13.553363465427388,-3.872541043518085,0.4864864864864865,1.403333485183099,224.21621621621622,0.0,0.670335221351875,0.04920958450259727,0.05107794939404542,0.06942120852014555,501.4744482208134
