year,view,scope,cost_bps,policy,cagr,total_log_return,mdd,daily_mdd,longest_underwater_days,mean_exposure,turnover,cost_log,daily_sharpe
2025,0,annual,0,baseline,0.6548712918654269,0.503723236539237,0.09279838897474747,0.07523284477150731,34,1.0,1399.0,0.0,2.120294832924432
2025,0,annual,0,constant_075,0.45906005055902166,0.37779242740442776,0.07043907468891392,0.05697263051535995,34,0.75,1049.25,0.0,2.1202948329244324
2025,0,annual,0,constant_050,0.28641800821716845,0.2518616182696185,0.047528682308358154,0.03835185476781962,34,0.5,699.5,0.0,2.120294832924432
2025,0,annual,0,slow_conflict_half,0.5296522193698123,0.42504040196462584,0.09185467868271563,0.07065033295001029,55,0.8287465706447188,1164.5,0.0,2.0363470551717007
2025,0,annual,0,chop_half,0.6092458291241474,0.47576564013374323,0.10557595462056062,0.08659389347400401,42,0.9372427983539094,1407.0,0.0,2.0435717712530885
2025,0,annual,0,slow_conflict_half_matched_constant,0.5180990160884645,0.41745890483595116,0.07754077174438204,0.06276291380647915,34,0.8287465706447189,1159.4164523319616,0.0,2.120294832924432
2025,0,annual,0,chop_half_matched_constant,0.6033753097272576,0.4721109758099228,0.0872366300227615,0.07068251519543128,34,0.9372427983539094,1311.202674897119,0.0,2.1202948329244324
2025,0,annual,1,baseline,0.4387997364626425,0.36380924967462397,0.09876679904769753,0.08000542236808665,56,1.0,1399.0,0.13991398686461298,1.5156859508684655
2025,0,annual,1,constant_075,0.31371573370371486,0.27285956005532364,0.07502937518310604,0.060624816662439886,56,0.75,1049.25,0.10493286734910412,1.5157009116057656
2025,0,annual,1,constant_050,0.19950398053409674,0.18190812178655932,0.05066681380097128,0.04083613340738893,56,0.5,699.5,0.06995349648305915,1.5157158713533112
2025,0,annual,1,slow_conflict_half,0.36149172418623376,0.3085809546601984,0.10062187372051065,0.0804414813591223,74,0.8287465706447188,1164.5,0.1164594473044273,1.4648788075148216
2025,0,annual,1,chop_half,0.39801469619560786,0.33505315605651337,0.11039322757648856,0.09114989810937031,76,0.9372427983539094,1407.0,0.14071248407722986,1.4246870508318128
2025,0,annual,1,slow_conflict_half_matched_constant,0.3518954616296182,0.3015076533514599,0.0825730142418501,0.0667730657780539,56,0.8287465706447189,1159.4164523319616,0.11595125148449123,1.5156961992855233
2025,0,annual,1,chop_half_matched_constant,0.40632289493390006,0.3409784220245736,0.09286590281015582,0.07517823007163962,56,0.9372427983539094,1311.202674897119,0.13113255378534905,1.5156897065375456
2025,0,annual,3,baseline,0.08751722309015832,0.08389732117957652,0.16036199205609622,0.1475161082260147,179,1.0,1399.0,0.4198259153596604,0.3423468670756395
2025,0,annual,3,constant_075,0.06496997587660555,0.06294660709883687,0.12285199328634794,0.11280105530878326,179,0.75,1049.25,0.31484582030559094,0.3424761610184024
2025,0,annual,3,constant_050,0.042873773043659,0.04198014572607756,0.08367163773123691,0.07668137286859798,179,0.5,699.5,0.20988147254354092,0.3426054297034746
2025,0,annual,3,slow_conflict_half,0.07853685339600032,0.07560535723776149,0.15569143167952554,0.1438105805217365,165,0.8287465706447188,1164.5,0.3494350447268643,0.3522901945880217
2025,0,annual,3,chop_half,0.055013175036299454,0.05355325503611891,0.1859741505806889,0.1784690206313451,186,0.9372427983539094,1407.0,0.42221238509762427,0.2231085214440784
2025,0,annual,3,slow_conflict_half_matched_constant,0.07202297440185586,0.06954749376397705,0.13484391577611082,0.12388474909004396,179,0.8287465706447189,1159.4164523319616,0.3479114110719742,0.34243543792533265
2025,0,annual,3,chop_half_matched_constant,0.08181433241001085,0.07863956903632191,0.1510989826657841,0.1389306623325263,179,0.9372427983539094,1311.202674897119,0.3934714067736009,0.3423793259546401
2025,0,annual,5,baseline,-0.17809184330035532,-0.19612662167733524,0.29002975257110875,0.283760219456809,238,1.0,1399.0,0.6998498582165722,-0.7837068645044459
2025,0,annual,5,constant_075,-0.13673134696510805,-0.1470293350278555,0.22652214455259218,0.22140508938948672,238,0.75,1049.25,0.5248217624322833,-0.7833623399757133
