quarter,policy,cost_bps,total_log_return,mdd
2025Q1,baseline,0,0.09755641234780722,0.06776836662390706
2025Q2,baseline,0,0.062339883410172506,0.06843637938823598
2025Q3,baseline,0,0.13226580714008004,0.09279838897474724
2025Q4,baseline,0,0.21156113364117723,0.07388531429772044
2025Q1,constant_075,0,0.07316730926085543,0.05126946896677303
2025Q2,constant_075,0,0.04675491255762938,0.05177939123253287
2025Q3,constant_075,0,0.09919935535506007,0.07043907468891387
2025Q4,constant_075,0,0.15867085023088293,0.055942214272567944
2025Q1,constant_050,0,0.04877820617390361,0.034478569178242977
2025Q2,constant_050,0,0.031169941705086253,0.034824564852708226
2025Q3,constant_050,0,0.06613290357004002,0.04752868230835803
2025Q4,constant_050,0,0.10578056682058862,0.037651473891979426
2025Q1,slow_conflict_half,0,0.05473058124598282,0.09185467868271563
2025Q2,slow_conflict_half,0,0.044338535751090744,0.08138437289740097
2025Q3,slow_conflict_half,0,0.194454162990848,0.07468531403494706
2025Q4,slow_conflict_half,0,0.1315171219767042,0.07515935857611282
2025Q1,chop_half,0,0.07613084645321525,0.07299342075411681
2025Q2,chop_half,0,0.050067038225496095,0.06843637938823598
2025Q3,chop_half,0,0.10961251064426006,0.10557595462056073
2025Q4,chop_half,0,0.23995524481077182,0.05985935874353866
2025Q1,slow_conflict_half_matched_constant,0,0.08084954217764734,0.056497656132612546
2025Q2,slow_conflict_half_matched_constant,0,0.051663964590572084,0.05705799701151481
2025Q3,slow_conflict_half_matched_constant,0,0.10961483408089713,0.07754077174438197
2025Q4,slow_conflict_half_matched_constant,0,0.17533056398683466,0.061631234829722555
2025Q1,chop_half_matched_constant,0,0.09143404490622675,0.06365383835496528
2025Q2,chop_half_matched_constant,0,0.05842760677640657,0.06428270598309171
2025Q3,chop_half_matched_constant,0,0.12396517521050712,0.0872366300227619
2025Q4,chop_half_matched_constant,0,0.1982841489167823,0.06941339553661477
2025Q1,baseline,1,0.061952851873069356,0.07722974040878734
2025Q2,baseline,1,0.02833648295677117,0.07589155043732702
2025Q3,baseline,1,0.09526210664667269,0.09876679904769772
2025Q4,baseline,1,0.17825780819811077,0.08876897741394167
2025Q1,constant_075,1,0.0464653065605829,0.05850010738314396
2025Q2,constant_075,1,0.021252999866357862,0.057476088402413035
2025Q3,constant_075,1,0.07144727389691165,0.07502937518310615
2025Q4,constant_075,1,0.1336939797314713,0.06734396560941977
2025Q1,constant_050,1,0.030977316114565834,0.03939043816006903
2025Q2,constant_050,1,0.014169091648415337,0.03869389886927723
2025Q3,constant_050,1,0.04763197850836874,0.050666813800971405
2025Q4,constant_050,1,0.08912973551520945,0.045415398808921266
2025Q1,slow_conflict_half,1,0.02402802095086025,0.10062187372051065
2025Q2,slow_conflict_half,1,0.016386284252267423,0.09786196812376116
2025Q3,slow_conflict_half,1,0.16490187899969383,0.07847162560259567
2025Q4,slow_conflict_half,1,0.10326477045737699,0.0866062672857998
2025Q1,chop_half,1,0.040627761067826146,0.0821262762870857
2025Q2,chop_half,1,0.015863940329687996,0.08289447805388941
2025Q3,chop_half,1,0.07200917272236526,0.11039322757648853
2025Q4,chop_half,1,0.20655228193663394,0.07367219575687901
2025Q1,slow_conflict_half_matched_constant,1,0.05134371891015432,0.06444032473871472
2025Q2,slow_conflict_half_matched_constant,1,0.023484245739595642,0.06331592951578738
2025Q3,slow_conflict_half_matched_constant,1,0.07894866944895217,0.08257301424185004
2025Q4,slow_conflict_half_matched_constant,1,0.14773101925275786,0.07414632447344364
2025Q1,chop_half_matched_constant,1,0.058065073704316614,0.07256337224501233
2025Q2,chop_half_matched_constant,1,0.02655836461727893,0.07130281922884772
2025Q3,chop_half_matched_constant,1,0.08928394109616236,0.09286590281015536
2025Q4,chop_half_matched_constant,1,0.16707104260681577,0.0834373817075411
2025Q1,baseline,3,-0.009275640473962704,0.10536314960530221
2025Q2,baseline,3,-0.03969072883533811,0.12262837269057683
2025Q3,baseline,3,0.02123249381408323,0.11058960432988867
2025Q4,baseline,3,0.11163119667479417,0.1178311374738218
2025Q1,constant_075,3,-0.006950718647719997,0.08010854784329353
2025Q2,constant_075,3,-0.029762305107863984,0.09345400075148187
2025Q3,constant_075,3,0.01593061848378783,0.08414412637717274
2025Q4,constant_075,3,0.08372901237063306,0.08974100013208715
2025Q1,constant_050,3,-0.004629805428456911,0.05414320950316452
2025Q2,constant_050,3,-0.019837709825258065,0.06331262313343641
