year,view,scenario,cost_bps,comparison,wins_removed_log,losses_avoided_log,gross_delta_log,cost_savings_log,net_delta_log,alpha
2022,0,legacy_on_minute,0,slow_vs_baseline,3.081075772297316,3.049709743782526,-0.03136602851479031,0.0,-0.03136602851479031,
2022,0,legacy_on_minute,0,slow_vs_matched_constant,,,0.05809652212717892,0.0,0.05809652212717892,0.8385244490358127
2022,0,legacy_on_minute,1,slow_vs_baseline,3.081075772297316,3.049709743782526,-0.03136602851479031,0.02350449580122574,-0.007861532713564573,
2022,0,legacy_on_minute,1,slow_vs_matched_constant,,,0.05809652212717892,0.0014105784066737958,0.05950710053385272,0.8385244490358127
2022,0,legacy_on_minute,3,slow_vs_baseline,3.081075772297316,3.049709743782526,-0.03136602851479031,0.07054047664078904,0.039174448125998726,
2022,0,legacy_on_minute,3,slow_vs_matched_constant,,,0.05809652212717892,0.004234338836549112,0.062330860963728,0.8385244490358127
2022,0,legacy_on_minute,5,slow_vs_baseline,3.081075772297316,3.049709743782526,-0.03136602851479031,0.11761247522448448,0.08624644670969417,
2022,0,legacy_on_minute,5,slow_vs_matched_constant,,,0.05809652212717892,0.007061572856113833,0.06515809498329277,0.8385244490358127
2022,0,delay_1m,0,slow_vs_baseline,3.0687722067996615,3.0391386611192455,-0.029633545680415985,0.0,-0.029633545680415985,
2022,0,delay_1m,0,slow_vs_matched_constant,,,0.055043684311817005,0.0,0.055043684311817005,0.8385244490358127
2022,0,delay_1m,1,slow_vs_baseline,3.0687722067996615,3.0391386611192455,-0.029633545680415985,0.02350449580122574,-0.006129049879190246,
2022,0,delay_1m,1,slow_vs_matched_constant,,,0.055043684311817005,0.0014105784066737958,0.0564542627184908,0.8385244490358127
2022,0,delay_1m,3,slow_vs_baseline,3.0687722067996615,3.0391386611192455,-0.029633545680415985,0.07054047664078904,0.04090693096037305,
2022,0,delay_1m,3,slow_vs_matched_constant,,,0.055043684311817005,0.004234338836549112,0.05927802314836612,0.8385244490358127
2022,0,delay_1m,5,slow_vs_baseline,3.0687722067996615,3.0391386611192455,-0.029633545680415985,0.11761247522448448,0.0879789295440685,
