trade,first_interval_index,last_interval_index,first_booking,last_booking,direction,bars,pnl_log,mfe_log,mae_log,giveback_log,losing_never_favorable,losing_after_favorable,boundary_clipped,exit_day,year,outcome,trading_day,day_index,stage
18,214,219,2021-01-08 13:41:00,2021-01-08 14:06:00,1,6,-0.005068515424373473,0,-0.0054029684513825799,0.005068515424373473,True,False,False,2021-01-08,2021,-1,2021-01-08,4,0
19,220,226,2021-01-08 14:11:00,2021-01-08 14:41:00,-1,7,-0.0018012134005178685,0.0021322357612087975,-0.0018882866509448391,0.0039334491617266662,False,True,False,2021-01-08,2021,-1,2021-01-08,4,0
20,227,254,2021-01-08 14:46:00,2021-01-11 13:11:00,1,28,0.011729874359018193,0.020327655065651557,0,0.008597780706633364,False,False,False,2021-01-11,2021,1,2021-01-11,5,1
21,255,272,2021-01-11 13:16:00,2021-01-11 14:41:00,-1,18,0.00095430466779490662,0.01056952061105961,-0.00057357951025855996,0.0096152159432647023,False,False,False,2021-01-11,2021,1,2021-01-11,5,1
22,273,279,2021-01-11 14:46:00,2021-01-12 09:51:00,1,7,-0.0068864445487721972,0.00081085837025660003,-0.0068864445487721972,0.0076973029190287971,False,True,False,2021-01-12,2021,-1,2021-01-12,6,1
23,280,282,2021-01-12 09:56:00,2021-01-12 10:06:00,-1,3,-0.0099040975868648368,0,-0.0099040975868648368,0.0099040975868648368,True,False,False,2021-01-12,2021,-1,2021-01-12,6,1
24,283,297,2021-01-12 10:11:00,2021-01-12 11:21:00,1,15,-0.000164624959662984,0.0047623727612808803,-0.000164624959662984,0.0049269977209438643,False,True,False,2021-01-12,2021,-1,2021-01-12,6,1
25,298,303,2021-01-12 11:26:00,2021-01-12 13:26:00,-1,6,-0.0035370443635330045,0.00030784981467870477,-0.0039435382877673793,0.0038448941782117095,False,True,False,2021-01-12,2021,-1,2021-01-12,6,1
26,304,314,2021-01-12 13:31:00,2021-01-12 14:21:00,1,11,0.00093397649033582619,0.0039651658838693602,-0.00023541413378242631,0.003031189393533534,False,False,False,2021-01-12,2021,1,2021-01-12,6,1
27,315,323,2021-01-12 14:26:00,2021-01-13 09:41:00,-1,9,-0.0090025827849325116,0.0009839081909126374,-0.0090025827849325116,0.0099864909758451484,False,True,False,2021-01-13,2021,-1,2021-01-13,7,1
28,324,330,2021-01-13 09:46:00,2021-01-13 10:16:00,1,7,-0.011085619634578315,0,-0.011085619634578315,0.011085619634578315,True,False,False,2021-01-13,2021,-1,2021-01-13,7,1
29,331,342,2021-01-13 10:21:00,2021-01-13 11:16:00,-1,12,-0.0070873834370096186,0,-0.0074276786463849144,0.0070873834370096186,True,False,False,2021-01-13,2021,-1,2021-01-13,7,1
