year,stage,first,last,days,n_trades,eligible,win_rate,mean_trade_log,marked_log_pnl,eff_1d,fast_share_1d,slow_work_velocity_5d,threshold_work_amplitude_5d
2021,0,2021-01-04,2021-01-08,5,19,True,0.15789473684210525,-0.0026806745543767356,-0.030485815180673753,0.1989167202702074,0.87820596938816597,0.58762646381174855,1.1183981415265005
2021,1,2021-01-11,2021-01-15,5,18,True,0.44444444444444442,0.00010799995102159585,0.0038953076910901562,0.11032357971377391,0.86824088052932358,0.31817530045627007,0.91508782731246041
2021,2,2021-01-18,2021-01-22,5,12,True,0.58333333333333337,0.0023145021593597766,0.035732228353318893,0.20202756459327903,0.86738396841181231,0.27522817706123071,0.84645509681410469
2021,3,2021-01-25,2021-01-29,5,16,True,0.4375,0.0012333311727266163,0.0091673173849524218,0.15242205044579074,0.87677354936187846,0.26980453839888296,0.94577870193634317
2021,4,2021-02-01,2021-02-05,5,15,True,0.40000000000000002,0.00080799524073488379,0.030508855572777015,0.16476027797008863,0.88468286679979191,0.30503430664933184,1.0060489333914238
2021,5,2021-02-08,2021-02-19,5,11,True,0.45454545454545453,0.0027356894832295518,0.021856551340191214,0.17916102616986962,0.87450573471998538,0.36165876036165095,1.0227608439067226
2021,6,2021-02-22,2021-02-26,5,15,True,0.46666666666666667,0.00049776165160148446,0.0027513337991785236,0.21259449896134588,0.88774396602248618,0.4197586012615786,1.1661023692866308
2021,7,2021-03-01,2021-03-05,5,15,True,0.40000000000000002,-0.0004269212855428845,-0.014326427880881544,0.19927189011141572,0.90882322306683228,0.37565338439218487,1.2178898896048742
2021,8,2021-03-08,2021-03-12,5,19,True,0.21052631578947367,-0.00096736629454585612,-0.015990288746293189,0.24685531331174126,0.89508110887968273,0.5511573040886546,1.0190814117778537
2021,9,2021-03-15,2021-03-19,5,15,True,0.33333333333333331,0.0010107277188642272,0.016250939849874614,0.16150914084062731,0.91609514191905483,0.28855572583769523,1.3228708017284705
2021,10,2021-03-22,2021-03-26,5,14,True,0.35714285714285715,-0.0017431436396870524,-0.0082995878335666556,0.19818280154789983,0.89559208633863852,0.19646280299422653,1.1254319877767123
2021,11,2021-03-29,2021-04-02,5,16,True,0.4375,0.001094457940573129,0.00031585402493620324,0.16140276114644561,0.90239432078150317,0.42926198341722871,1.0834209906859806
2021,12,2021-04-06,2021-04-12,5,19,True,0.15789473684210525,-0.0023909676285402935,-0.023672654070228463,0.16554503350893138,0.88354129476366217,0.46165354477391879,1.0184810771680106
2021,13,2021-04-13,2021-04-19,5,17,True,0.29411764705882354,-0.00069540848737519544,-0.032469057506348861,0.20350039682064375,0.8702598954263504,0.42029902943523556,1.0439618500457779
2021,14,2021-04-20,2021-04-26,5,21,True,0.33333333333333331,-0.0011286923869419725,-0.024841913285930918,0.12474875749453067,0.89343240196884943,0.4168481016399902,0.97344924723643511
2021,15,2021-04-27,2021-05-06,5,15,True,0.40000000000000002,-0.0011505923966390575,-0.017144551016709142,0.08276313809874021,0.88873371596859785,0.25359910962499965,0.99801043192723848
2021,16,2021-05-07,2021-05-13,5,15,True,0.46666666666666667,0.0021024577897923577,0.033175709997523117,0.1993628753661886,0.89353184750312609,0.55749383215708792,1.0893774860254553
