year,feature,outcome,rho,n_days
2022,eff_1d,pnl_log,0.38963379551836735,242
2022,eff_1d,capture,0.3962103113366788,242
2022,eff_5d,pnl_log,0.09333919267277749,242
2022,eff_5d,capture,0.09086167428931166,242
2022,eff_20d,pnl_log,0.05154736941484081,242
2022,eff_20d,capture,0.038553522144619844,242
2022,rv_1d,pnl_log,0.17370358939578104,242
2022,rv_1d,capture,0.15340165560208313,242
2022,rv_5d,pnl_log,0.06669613270895806,242
2022,rv_5d,capture,0.04155770369777663,242
2022,rv_20d,pnl_log,0.05677589847085635,242
2022,rv_20d,capture,0.04850254504473039,242
2022,rv_ratio_1_20,pnl_log,0.15306296546080278,242
2022,rv_ratio_1_20,capture,0.13286348543484217,242
2022,drift_disagree_1_20,pnl_log,-0.08504877261128764,242
2022,drift_disagree_1_20,capture,-0.10883359885003757,242
2022,acf1_5d,pnl_log,-0.08186945103831814,242
2022,acf1_5d,capture,-0.0834333527656802,242
2022,acf3_5d,pnl_log,0.16029399997713842,242
2022,acf3_5d,capture,0.14553811724690638,242
2022,acf12_5d,pnl_log,0.007838559957257305,242
2022,acf12_5d,capture,0.009272912705579625,242
2022,fast_share_1d,pnl_log,-0.2409682981794135,242
2022,fast_share_1d,capture,-0.22933683200249283,242
2022,fast_share_5d,pnl_log,-0.07506939972676173,242
2022,fast_share_5d,capture,-0.06688071883595585,242
2022,fast_share_20d,pnl_log,-0.018430247400447325,242
2022,fast_share_20d,capture,-0.004805589742091692,242
2022,work_turns_5d,pnl_log,-0.09128432509463572,242
2022,work_turns_5d,capture,-0.09000674861401167,242
2022,slow_work_velocity_5d,pnl_log,0.2096098247236183,242
2022,slow_work_velocity_5d,capture,0.20178523573468876,242
2022,slow_work_opposition_5d,pnl_log,0.03929945335385658,242
2022,slow_work_opposition_5d,capture,0.04559531356139035,242
2022,wick_1d,pnl_log,-0.129853376804213,242
2022,wick_1d,capture,-0.10913400741138703,242
2022,gap_share_1d,pnl_log,-0.0004525747012858795,242
2022,gap_share_1d,capture,-0.016050102432599606,242
2022,threshold_work_amplitude_5d,pnl_log,-0.1895153386414546,242
2022,threshold_work_amplitude_5d,capture,-0.17022100801806575,242
