trade,first_interval_index,last_interval_index,first_booking,last_booking,direction,bars,pnl_log,mfe_log,mae_log,giveback_log,losing_never_favorable,losing_after_favorable,boundary_clipped
24,413,424,2022-01-14 13:30:00,2022-01-14 14:25:00,1.0,12,-0.0006852392133574233,0.0014754761847186727,-0.0009823220902383317,0.002160715398076096,False,True,False
25,425,434,2022-01-14 14:30:00,2022-01-17 09:45:00,-1.0,10,-0.010003417862789476,0.0,-0.010003417862789476,0.010003417862789476,True,False,False
26,435,449,2022-01-17 09:50:00,2022-01-17 11:00:00,1.0,15,0.00464924666689912,0.0073625864120056995,-0.0020909218615936154,0.0027133397451065792,False,False,False
27,450,453,2022-01-17 11:05:00,2022-01-17 11:20:00,-1.0,4,-0.0032296889433288413,0.0,-0.0032296889433288413,0.0032296889433288413,True,False,False
28,454,482,2022-01-17 11:25:00,2022-01-18 09:45:00,1.0,29,0.001510100013357371,0.0028090535680521185,-0.0009131463764358275,0.0012989535546947474,False,False,False
29,483,483,2022-01-18 09:50:00,2022-01-18 09:50:00,-1.0,1,-0.007345941987723551,0.0,-0.007345941987723551,0.007345941987723551,True,False,False
30,484,496,2022-01-18 09:55:00,2022-01-18 10:55:00,1.0,13,0.002207359251267145,0.009784828320946832,0.0,0.007577469069679687,False,False,False
31,497,528,2022-01-18 11:00:00,2022-01-19 09:35:00,-1.0,32,0.008030560609303038,0.008590122226040282,-0.0011461997343003901,0.0005595616167372447,False,False,False
32,529,530,2022-01-19 09:40:00,2022-01-19 09:45:00,1.0,2,-0.004710077788684502,0.0,-0.005272281943563981,0.004710077788684502,True,False,False
33,531,537,2022-01-19 09:50:00,2022-01-19 10:20:00,-1.0,7,-0.0007566025164005657,0.004348437023648786,-0.001280644841066721,0.005105039540049352,False,True,False
34,538,543,2022-01-19 10:25:00,2022-01-19 10:50:00,1.0,6,-0.004352661991616913,0.0,-0.00466859161716004,0.004352661991616913,True,False,False
35,544,572,2022-01-19 10:55:00,2022-01-19 14:45:00,-1.0,29,0.003593941641287632,0.008224034873386011,0.0,0.004630093232098379,False,False,False
36,573,579,2022-01-19 14:50:00,2022-01-20 09:50:00,1.0,7,-0.0020400460418602768,0.0013501844411486189,-0.0027436933090774613,0.0033902304830088956,False,True,False
37,580,600,2022-01-20 09:55:00,2022-01-20 13:05:00,-1.0,21,0.006168058793960091,0.008507134211762092,-0.004482620401525836,0.002339075417802001,False,False,False
38,601,607,2022-01-20 13:10:00,2022-01-20 13:40:00,1.0,7,-0.0013326786143228564,0.0010116492645999432,-0.0014317485005876862,0.0023443278789227993,False,True,False
39,608,658,2022-01-20 13:45:00,2022-01-21 13:55:00,-1.0,51,0.012938934265735145,0.017426369262188098,0.0,0.004487434996452953,False,False,False
40,659,669,2022-01-21 14:00:00,2022-01-21 14:50:00,1.0,11,-0.004456418107754441,0.0,-0.004456418107754441,0.004456418107754441,True,False,False
41,670,674,2022-01-21 14:55:00,2022-01-24 09:45:00,-1.0,5,-0.013325417272951827,0.0027176250720944897,-0.013325417272951827,0.01604304234504632,False,True,False
42,675,680,2022-01-24 09:50:00,2022-01-24 10:15:00,1.0,6,-0.006124582635155082,0.0005354588627811793,-0.006124582635155082,0.006660041497936262,False,True,False
43,681,688,2022-01-24 10:20:00,2022-01-24 10:55:00,-1.0,8,-0.0021609325792921736,0.0028679381310393708,-0.0021609325792921736,0.005028870710331545,False,True,False
44,689,708,2022-01-24 11:00:00,2022-01-24 14:05:00,1.0,20,0.003343689606319549,0.00734751539431245,-0.0006377967796150243,0.004003825787992901,False,False,False
45,709,724,2022-01-24 14:10:00,2022-01-25 09:55:00,-1.0,16,-0.002683723803464098,0.0016857854003433843,-0.002683723803464098,0.004369509203807482,False,True,False
46,725,727,2022-01-25 10:00:00,2022-01-25 10:10:00,1.0,3,-0.006657523469360887,0.0,-0.006657523469360887,0.006657523469360887,True,False,False
47,728,739,2022-01-25 10:15:00,2022-01-25 11:10:00,-1.0,12,0.003943350329770097,0.007646671698378149,0.0,0.003703321368608053,False,False,False
48,740,744,2022-01-25 11:15:00,2022-01-25 13:05:00,1.0,5,-0.003215461707635401,0.00031634948394081955,-0.003215461707635401,0.0035318111915762203,False,True,False
49,745,770,2022-01-25 13:10:00,2022-01-26 09:45:00,-1.0,26,0.005667629028185907,0.011422377728629562,0.0,0.005754748700443655,False,False,False
50,771,772,2022-01-26 09:50:00,2022-01-26 09:55:00,1.0,2,-0.00845219717125155,0.0,-0.00845219717125155,0.00845219717125155,True,False,False
51,773,777,2022-01-26 10:00:00,2022-01-26 10:20:00,-1.0,5,-0.004606353620883915,0.006103895109529818,-0.004606353620883915,0.010710248730413733,False,True,False
52,778,781,2022-01-26 10:25:00,2022-01-26 10:40:00,1.0,4,-0.008012064816269784,0.0,-0.008012064816269784,0.008012064816269784,True,False,False
53,782,801,2022-01-26 10:45:00,2022-01-26 13:50:00,-1.0,20,-0.0022036321612625394,0.005514574627320568,-0.002973757619751459,0.007718206788583108,False,True,False
54,802,820,2022-01-26 13:55:00,2022-01-27 09:55:00,1.0,19,-0.0007785865509100761,0.005589562959769064,-0.0011090792240630266,0.00636814951067914,False,True,False
55,821,851,2022-01-27 10:00:00,2022-01-27 14:00:00,-1.0,31,0.012723795078998682,0.019640253772525616,0.0,0.006916458693526934,False,False,False
56,852,856,2022-01-27 14:05:00,2022-01-27 14:25:00,1.0,5,-0.005946071464984599,0.0,-0.005946071464984599,0.005946071464984599,True,False,False
57,857,866,2022-01-27 14:30:00,2022-01-28 09:45:00,-1.0,10,-0.002881546501719036,0.006191323006448159,-0.005124997725499516,0.009072869508167195,False,True,False
58,867,870,2022-01-28 09:50:00,2022-01-28 10:05:00,1.0,4,-0.0089196344331653,0.0,-0.0089196344331653,0.0089196344331653,True,False,False
59,871,881,2022-01-28 10:10:00,2022-01-28 11:00:00,-1.0,11,-0.005813619239877748,0.008145859988806507,-0.005813619239877748,0.013959479228684256,False,True,False
60,882,901,2022-01-28 11:05:00,2022-01-28 14:10:00,1.0,20,-0.0023760416389661857,0.003944904553037011,-0.0038800371611581734,0.006320946192003197,False,True,False
61,902,914,2022-01-28 14:15:00,2022-02-07 09:45:00,-1.0,13,-0.013530277891986194,0.011575307277066824,-0.013530277891986194,0.025105585169053018,False,True,False
62,915,920,2022-02-07 09:50:00,2022-02-07 10:15:00,1.0,6,-0.01505842012962259,0.0,-0.01505842012962259,0.01505842012962259,True,False,False
63,921,989,2022-02-07 10:20:00,2022-02-08 13:30:00,-1.0,69,0.03439043988951216,0.0407669945168874,0.0,0.006376554627375242,False,False,False
64,990,1014,2022-02-08 13:35:00,2022-02-09 10:05:00,1.0,25,-0.0025106674794625793,0.0072297772051693136,-0.0025106674794625793,0.009740444684631894,False,True,False
65,1015,1022,2022-02-09 10:10:00,2022-02-09 10:45:00,-1.0,8,-0.0063852233442770225,0.0010277707889786664,-0.0063852233442770225,0.007412994133255689,False,True,False
66,1023,1027,2022-02-09 10:50:00,2022-02-09 11:10:00,1.0,5,-0.005016503384311543,0.0,-0.005266739024176947,0.005016503384311543,True,False,False
67,1028,1034,2022-02-09 11:15:00,2022-02-09 13:15:00,-1.0,7,-0.004559986599391506,0.0,-0.004559986599391506,0.004559986599391506,True,False,False
68,1035,1041,2022-02-09 13:20:00,2022-02-09 13:50:00,1.0,7,-0.0010964913379284916,0.0013025966655128831,-0.0021026656739011823,0.0023990880034413745,False,True,False
69,1042,1047,2022-02-09 13:55:00,2022-02-09 14:20:00,-1.0,6,-0.004238085191643197,0.0006318590166990506,-0.004238085191643197,0.004869944208342247,False,True,False
70,1048,1060,2022-02-09 14:25:00,2022-02-10 09:55:00,1.0,13,-0.005768536474352618,0.005521478825176277,-0.005768536474352618,0.011290015299528895,False,True,False
71,1061,1094,2022-02-10 10:00:00,2022-02-10 14:15:00,-1.0,34,0.011385258682851493,0.015603819830893454,0.0,0.0042185611480419615,False,False,False
72,1095,1106,2022-02-10 14:20:00,2022-02-11 09:45:00,1.0,12,-0.005783950297592785,0.0006817349998288434,-0.005783950297592785,0.006465685297421629,False,True,False
73,1107,1124,2022-02-11 09:50:00,2022-02-11 11:15:00,-1.0,18,0.0012201633482089884,0.0028918298455242472,-0.003972149504499296,0.0016716664973152589,False,False,False
74,1125,1129,2022-02-11 11:20:00,2022-02-11 13:10:00,1.0,5,-0.002257835475178376,0.00029670446333996433,-0.002257835475178376,0.00255453993851834,False,True,False
75,1130,1158,2022-02-11 13:15:00,2022-02-14 10:05:00,-1.0,29,-0.001460536072477897,0.012785437330908096,-0.001460536072477897,0.014245973403385993,False,True,False
76,1159,1169,2022-02-14 10:10:00,2022-02-14 11:00:00,1.0,11,-0.0055819005920715245,0.0,-0.0055819005920715245,0.0055819005920715245,True,False,False
77,1170,1200,2022-02-14 11:05:00,2022-02-15 09:35:00,-1.0,31,-0.0006994438853507477,0.008354267469857967,-0.0012450115876367974,0.009053711355208716,False,True,False
78,1201,1226,2022-02-15 09:40:00,2022-02-15 13:15:00,1.0,26,0.01716972669081046,0.02431049641304524,0.0,0.007140769722234781,False,False,False
79,1227,1235,2022-02-15 13:20:00,2022-02-15 14:00:00,-1.0,9,-0.005700021283318622,0.0,-0.005700021283318622,0.005700021283318622,True,False,False
80,1236,1252,2022-02-15 14:05:00,2022-02-16 09:55:00,1.0,17,0.0030289940943181927,0.008729186830610306,-0.0033893526732242324,0.005700192736292114,False,False,False
81,1253,1256,2022-02-16 10:00:00,2022-02-16 10:15:00,-1.0,4,-0.0012372488157473907,0.0005319060646342441,-0.0012372488157473907,0.0017691548803816348,False,True,False
82,1257,1259,2022-02-16 10:20:00,2022-02-16 10:30:00,1.0,3,-0.003558101335474853,0.0,-0.003932937349109664,0.003558101335474853,True,False,False
83,1260,1263,2022-02-16 10:35:00,2022-02-16 10:50:00,-1.0,4,-0.004395903688021645,0.0,-0.004395903688021645,0.004395903688021645,True,False,False
84,1264,1278,2022-02-16 10:55:00,2022-02-16 13:35:00,1.0,15,-0.003879692995993611,0.0,-0.003879692995993611,0.003879692995993611,True,False,False
85,1279,1299,2022-02-16 13:40:00,2022-02-17 09:50:00,-1.0,21,0.0014994130109336552,0.00397837028103073,-0.000931834700059919,0.002478957270097075,False,False,False
86,1300,1322,2022-02-17 09:55:00,2022-02-17 13:15:00,1.0,23,0.0063984529673297074,0.014072264471122945,-0.0019191941939946133,0.007673811503793238,False,False,False
87,1323,1353,2022-02-17 13:20:00,2022-02-18 10:20:00,-1.0,31,0.0031691803255832337,0.00814226350913634,-0.004825697893039483,0.0049730831835531055,False,False,False
88,1354,1367,2022-02-18 10:25:00,2022-02-18 11:30:00,1.0,14,-0.002554258553322664,0.0020586216170446754,-0.0032792918157736285,0.00461288017036734,False,True,False
89,1368,1389,2022-02-18 13:05:00,2022-02-18 14:50:00,-1.0,22,-0.001989056686409436,0.0016007740491206898,-0.0026872008150324533,0.003589830735530126,False,True,False
90,1390,1399,2022-02-18 14:55:00,2022-02-21 10:10:00,1.0,10,-0.0012312506235043102,0.007091699494696605,-0.0012312506235043102,0.008322950118200915,False,True,False
91,1400,1419,2022-02-21 10:15:00,2022-02-21 13:20:00,-1.0,20,0.0019247840561042813,0.006765586596556239,-0.00029963295187844443,0.0048408025404519574,False,False,False
92,1420,1427,2022-02-21 13:25:00,2022-02-21 14:00:00,1.0,8,-0.003601198719862499,0.0,-0.003601198719862499,0.003601198719862499,True,False,False
93,1428,1453,2022-02-21 14:05:00,2022-02-22 10:40:00,-1.0,26,0.01241488193519968,0.021789751030525745,0.0,0.009374869095326064,False,False,False
94,1454,1467,2022-02-22 10:45:00,2022-02-22 13:20:00,1.0,14,-0.0015012152482840628,0.004431109529262997,-0.002138003817796874,0.00593232477754706,False,True,False
95,1468,1485,2022-02-22 13:25:00,2022-02-22 14:50:00,-1.0,18,-0.003913700388034064,0.002149725314771664,-0.003913700388034064,0.006063425702805728,False,True,False
96,1486,1539,2022-02-22 14:55:00,2022-02-24 09:50:00,1.0,54,0.03413402773697799,0.04143662830003777,-0.0003044140053947001,0.007302600563059779,False,False,False
97,1540,1543,2022-02-24 09:55:00,2022-02-24 10:10:00,-1.0,4,-0.007440486288455704,0.0,-0.007440486288455704,0.007440486288455704,True,False,False
98,1544,1550,2022-02-24 10:15:00,2022-02-24 10:45:00,1.0,7,0.00137781257613258,0.004741416093461156,0.0,0.0033636035173285764,False,False,False
99,1551,1581,2022-02-24 10:50:00,2022-02-24 14:50:00,-1.0,31,0.015129795225871802,0.02779028704773529,-0.0024348921384695493,0.012660491821863486,False,False,False
100,1582,1606,2022-02-24 14:55:00,2022-02-25 11:25:00,1.0,25,0.022022700414724563,0.029826601889896838,-1.6445475027795876e-05,0.007803901475172275,False,False,False
101,1607,1633,2022-02-25 11:30:00,2022-02-28 09:40:00,-1.0,27,0.00016892911050740028,0.005840563226339576,-0.0006030854031078303,0.005671634115832176,False,False,False
102,1634,1636,2022-02-28 09:45:00,2022-02-28 09:55:00,1.0,3,-0.0036994541376041573,0.0,-0.007274873325639647,0.0036994541376041573,True,False,False
103,1637,1642,2022-02-28 10:00:00,2022-02-28 10:25:00,-1.0,6,-0.005379431061281081,0.0023201397640619705,-0.005379431061281081,0.007699570825343052,False,True,False
104,1643,1650,2022-02-28 10:30:00,2022-02-28 11:05:00,1.0,8,-0.00424960598326234,0.0013002441795909368,-0.00424960598326234,0.005549850162853276,False,True,False
105,1651,1663,2022-02-28 11:10:00,2022-02-28 13:40:00,-1.0,13,-0.0027144271871157727,0.0017679330691549387,-0.0027144271871157727,0.004482360256270712,False,True,False
106,1664,1684,2022-02-28 13:45:00,2022-03-01 09:55:00,1.0,21,0.0004181879654975122,0.009701819530286244,0.0,0.009283631564788732,False,False,False
107,1685,1713,2022-03-01 10:00:00,2022-03-01 13:50:00,-1.0,29,0.0037215789564333307,0.007643390439908563,-0.001662978238326511,0.003921811483475232,False,False,False
108,1714,1729,2022-03-01 13:55:00,2022-03-02 09:40:00,1.0,16,-0.011730220753436422,0.0017739078994552086,-0.011730220753436422,0.01350412865289163,False,True,False
109,1730,1745,2022-03-02 09:45:00,2022-03-02 11:00:00,-1.0,16,-0.0007019950005853497,0.005371030703404022,-0.0007019950005853497,0.006073025703989372,False,True,False
110,1746,1762,2022-03-02 11:05:00,2022-03-02 13:55:00,1.0,17,0.0006199577648420654,0.006782278291497201,-0.0007101606322580957,0.006162320526655135,False,False,False
111,1763,1772,2022-03-02 14:00:00,2022-03-02 14:45:00,-1.0,10,-0.003679197983562965,0.0,-0.003679197983562965,0.003679197983562965,True,False,False
112,1773,1779,2022-03-02 14:50:00,2022-03-03 09:50:00,1.0,7,-0.00869063337608519,0.00419175641641311,-0.00869063337608519,0.0128823897924983,False,True,False
113,1780,1785,2022-03-03 09:55:00,2022-03-03 10:20:00,-1.0,6,-0.0030196792955125397,0.0015255783341224963,-0.005378334568669296,0.0045452576296350355,False,True,False
114,1786,1789,2022-03-03 10:25:00,2022-03-03 10:40:00,1.0,4,-0.003979045695336531,0.0,-0.003979045695336531,0.003979045695336531,True,False,False
115,1790,1828,2022-03-03 10:45:00,2022-03-04 09:55:00,-1.0,39,0.003007051578223538,0.014751785017398624,-0.002007876464919017,0.011744733439175085,False,False,False
116,1829,1841,2022-03-04 10:00:00,2022-03-04 11:00:00,1.0,13,0.004638246277455782,0.009556677395698593,0.0,0.004918431118242811,False,False,False
117,1842,1884,2022-03-04 11:05:00,2022-03-07 10:35:00,-1.0,43,0.03099230858147532,0.038828967067861334,0.0,0.007836658486386015,False,False,False
118,1885,1893,2022-03-07 10:40:00,2022-03-07 11:20:00,1.0,9,-0.004835529748693763,8.447729677663186e-05,-0.004835529748693763,0.004920007045470395,False,True,False
119,1894,1921,2022-03-07 11:25:00,2022-03-08 09:40:00,-1.0,28,0.006344415433929458,0.011105676740689008,-0.0007806865346227483,0.00476126130675955,False,False,False
120,1922,1927,2022-03-08 09:45:00,2022-03-08 10:10:00,1.0,6,-0.006797703136335652,0.005648072057568666,-0.008037063303237368,0.012445775193904319,False,True,False
121,1928,1948,2022-03-08 10:15:00,2022-03-08 13:25:00,-1.0,21,0.00898564033149323,0.019963829337308555,0.0,0.010978189005815325,False,False,False
122,1949,1958,2022-03-08 13:30:00,2022-03-08 14:15:00,1.0,10,0.0011709755563284812,0.010275009235193516,-0.0005469248635545841,0.009104033678865035,False,False,False
123,1959,1971,2022-03-08 14:20:00,2022-03-09 09:50:00,-1.0,13,-0.0017236082236546661,0.01619373058147225,-0.0017236082236546661,0.017917338805126914,False,True,False
124,1972,1975,2022-03-09 09:55:00,2022-03-09 10:10:00,1.0,4,-0.013828899859336295,0.00011249421315670528,-0.013828899859336295,0.013941394072493,False,True,False
125,1976,2008,2022-03-09 10:15:00,2022-03-09 14:25:00,-1.0,33,0.01623204046133784,0.03514647465851759,-0.004036836088386327,0.018914434197179752,False,False,False
126,2009,2026,2022-03-09 14:30:00,2022-03-10 10:25:00,1.0,18,0.027869106403685062,0.040400620316785374,-0.001552933928638712,0.012531513913100312,False,False,False
127,2027,2037,2022-03-10 10:30:00,2022-03-10 11:20:00,-1.0,11,-0.009494944101965554,0.0,-0.009494944101965554,0.009494944101965554,True,False,False
128,2038,2047,2022-03-10 11:25:00,2022-03-10 13:40:00,1.0,10,-0.008602036588597064,0.0011161961199067888,-0.008602036588597064,0.009718232708503853,False,True,False
129,2048,2092,2022-03-10 13:45:00,2022-03-11 13:25:00,-1.0,45,0.012810793451945014,0.023824742688659094,-0.00265666463794304,0.011013949236714081,False,False,False
130,2093,2114,2022-03-11 13:30:00,2022-03-14 09:45:00,1.0,22,0.004501159158806641,0.01952103984334299,-0.004450980668817681,0.015019880684536349,False,False,False
131,2115,2140,2022-03-14 09:50:00,2022-03-14 13:25:00,-1.0,26,-9.610722078446472e-05,0.004957659912937429,-0.0066532222570909,0.005053767133721894,False,True,False
132,2141,2147,2022-03-14 13:30:00,2022-03-14 14:00:00,1.0,7,-0.0060025504781978205,0.0,-0.0060025504781978205,0.0060025504781978205,True,False,False
133,2148,2169,2022-03-14 14:05:00,2022-03-15 10:20:00,-1.0,22,0.009253765748358457,0.032579197183506124,-0.002414113634968989,0.02332543143514767,False,False,False
134,2170,2182,2022-03-15 10:25:00,2022-03-15 11:25:00,1.0,13,0.003029258554350271,0.010729262239481584,0.0,0.007700003685131313,False,False,False
135,2183,2232,2022-03-15 11:30:00,2022-03-16 13:05:00,-1.0,50,0.03779747597166166,0.05114900666827959,-0.0003979043755664288,0.01335153069661793,False,False,False
136,2233,2288,2022-03-16 13:10:00,2022-03-17 13:45:00,1.0,56,0.05775269533924551,0.06627293593220902,0.0,0.00852024059296351,False,False,False
137,2289,2334,2022-03-17 13:50:00,2022-03-18 13:35:00,-1.0,46,0.01840870203661386,0.023960754480975073,0.0,0.005552052444361213,False,False,False
138,2335,2371,2022-03-18 13:40:00,2022-03-21 11:10:00,1.0,37,0.015700202468626374,0.02419173820404058,0.0,0.008491535735414207,False,False,False
139,2372,2386,2022-03-21 11:15:00,2022-03-21 13:55:00,-1.0,15,0.0021233093301276785,0.00748642335023281,-0.004181202850603274,0.0053631140201051315,False,False,False
140,2387,2402,2022-03-21 14:00:00,2022-03-22 09:45:00,1.0,16,-0.0037529063580052455,0.005239185011573841,-0.0037529063580052455,0.008992091369579087,False,True,False
141,2403,2427,2022-03-22 09:50:00,2022-03-22 13:20:00,-1.0,25,0.004618783928774493,0.009391390178900297,-0.003090625823144807,0.004772606250125804,False,False,False
142,2428,2438,2022-03-22 13:25:00,2022-03-22 14:15:00,1.0,11,-0.00438431156488445,0.0026932321447912877,-0.00438431156488445,0.007077543709675738,False,True,False
143,2439,2454,2022-03-22 14:20:00,2022-03-23 10:05:00,-1.0,16,-0.002625852927897894,0.0005030469748963822,-0.004709287743477685,0.003128899902794276,False,True,False
144,2455,2472,2022-03-23 10:10:00,2022-03-23 13:05:00,1.0,18,0.00537991950792268,0.011557787904002912,0.0,0.006177868396080232,False,False,False
145,2473,2476,2022-03-23 13:10:00,2022-03-23 13:25:00,-1.0,4,-0.0054643036750722665,0.0,-0.005516532996625288,0.0054643036750722665,True,False,False
146,2477,2482,2022-03-23 13:30:00,2022-03-23 13:55:00,1.0,6,-0.005481809451978957,0.0,-0.005481809451978957,0.005481809451978957,True,False,False
147,2483,2490,2022-03-23 14:00:00,2022-03-23 14:35:00,-1.0,8,-0.002316849772369786,0.0014452831547598782,-0.002316849772369786,0.0037621329271296643,False,True,False
148,2491,2497,2022-03-23 14:40:00,2022-03-24 09:40:00,1.0,7,-0.01602118738576453,0.00013971358737377329,-0.01602118738576453,0.016160900973138305,False,True,False
149,2498,2513,2022-03-24 09:45:00,2022-03-24 11:00:00,-1.0,16,-0.0027647827054496713,0.0032619786542532384,-0.0032159923530660313,0.00602676135970291,False,True,False
150,2514,2543,2022-03-24 11:05:00,2022-03-24 15:00:00,1.0,30,0.004009508069472127,0.008740143743682354,-0.001186502348391536,0.004730635674210227,False,False,False
151,2544,2585,2022-03-25 09:35:00,2022-03-25 14:30:00,-1.0,42,0.01920346610389883,0.021794420808216333,-0.003642286171517106,0.002590954704317503,False,False,False
152,2586,2588,2022-03-25 14:35:00,2022-03-25 14:45:00,1.0,3,-0.002455843304762883,0.0,-0.002473857103333124,0.002455843304762883,True,False,False
153,2589,2610,2022-03-25 14:50:00,2022-03-28 11:05:00,-1.0,22,0.012562022824897509,0.016097968398974535,0.0,0.003535945574077026,False,False,False
154,2611,2616,2022-03-28 11:10:00,2022-03-28 13:05:00,1.0,6,-0.003984542343464089,0.002823419850773517,-0.003984542343464089,0.006807962194237606,False,True,False
155,2617,2640,2022-03-28 13:10:00,2022-03-29 09:35:00,-1.0,24,-0.004850631367731039,0.005896200175745402,-0.004850631367731039,0.010746831543476441,False,True,False
156,2641,2649,2022-03-29 09:40:00,2022-03-29 10:20:00,1.0,9,-0.005968420826636652,0.00011845912035185347,-0.005968420826636652,0.006086879946988505,False,True,False
157,2650,2671,2022-03-29 10:25:00,2022-03-29 13:40:00,-1.0,22,0.0027172183606813238,0.008238605817712559,-0.0026367122309871194,0.005521387457031235,False,False,False
158,2672,2680,2022-03-29 13:45:00,2022-03-29 14:25:00,1.0,9,-0.00563231164046606,0.0004962596826534309,-0.00563231164046606,0.0061285713231194906,False,True,False
159,2681,2690,2022-03-29 14:30:00,2022-03-30 09:45:00,-1.0,10,-0.0060366899602701035,0.002156220325594995,-0.007542479269056223,0.008192910285865098,False,True,False
160,2691,2707,2022-03-30 09:50:00,2022-03-30 11:10:00,1.0,17,0.009465221079039516,0.014974926900980253,0.0,0.005509705821940738,False,False,False
161,2708,2713,2022-03-30 11:15:00,2022-03-30 13:10:00,-1.0,6,-0.005989346010503288,0.0,-0.005989346010503288,0.005989346010503288,True,False,False
162,2714,2738,2022-03-30 13:15:00,2022-03-31 09:45:00,1.0,25,-0.0031172434035908296,0.0060616086450931955,-0.0031172434035908296,0.009178852048684025,False,True,False
163,2739,2774,2022-03-31 09:50:00,2022-03-31 14:15:00,-1.0,36,0.008046297984737157,0.012530302031623385,-0.0010431833456146702,0.004484004046886227,False,False,False
164,2775,2785,2022-03-31 14:20:00,2022-04-01 09:40:00,1.0,11,-0.009911813401761378,0.0,-0.009911813401761378,0.009911813401761378,True,False,False
165,2786,2792,2022-04-01 09:45:00,2022-04-01 10:15:00,-1.0,7,-0.002740625230326591,0.005764078603845153,-0.002740625230326591,0.008504703834171744,False,True,False
166,2793,2805,2022-04-01 10:20:00,2022-04-01 11:20:00,1.0,13,0.0026779937505464067,0.007665123750326265,0.0,0.004987129999779858,False,False,False
