horizon,endpoint,comparison,slice_type,slice,n,absolute_gain
60,log_future_sigma,A_vs_C,previous_state,NORMAL,12518,0.004670993128617025
60,log_future_sigma,A_vs_C,previous_state,RECOVERING,1360,0.0003936989664673196
60,log_future_sigma,A_vs_C,previous_state,UNSAFE,607,0.004025108683987833
60,log_future_sigma,A_vs_C,year,2024,6848,0.004709930068714774
60,log_future_sigma,A_vs_C,year,2025,7637,0.0038230407802861484
60,log_future_sigma,A_vs_C,symbol,000688.SH,6538,0.004432486632411211
60,log_future_sigma,A_vs_C,symbol,000852.SH,7947,0.004085889763042606
60,log_future_sigma,A_vs_C,slot,585,445,0.008185852334375654
60,log_future_sigma,A_vs_C,slot,590,501,0.004894951252118892
60,log_future_sigma,A_vs_C,slot,595,517,0.004653950304026553
60,log_future_sigma,A_vs_C,slot,600,581,0.0024987159574585017
60,log_future_sigma,A_vs_C,slot,605,576,0.001171756048921145
60,log_future_sigma,A_vs_C,slot,610,670,0.003699857626797979
60,log_future_sigma,A_vs_C,slot,615,671,0.004845781786954694
60,log_future_sigma,A_vs_C,slot,620,735,0.00349536100043464
60,log_future_sigma,A_vs_C,slot,625,753,0.002039426954826436
60,log_future_sigma,A_vs_C,slot,630,780,0.003957169882074738
60,log_future_sigma,A_vs_C,slot,795,812,0.005804033785340812
60,log_future_sigma,A_vs_C,slot,800,824,0.004441959283556476
60,log_future_sigma,A_vs_C,slot,805,844,0.004882974416452261
60,log_future_sigma,A_vs_C,slot,810,851,0.004730371922764668
60,log_future_sigma,A_vs_C,slot,815,801,0.004102773838660034
60,log_future_sigma,A_vs_C,slot,820,828,0.0059466657067727665
60,log_future_sigma,A_vs_C,slot,825,819,0.0013537960199349732
60,log_future_sigma,A_vs_C,slot,830,820,0.003333368238832416
60,log_future_sigma,A_vs_C,slot,835,815,0.005388688854752989
60,log_future_sigma,A_vs_C,slot,840,842,0.0058629753345072295
60,log_future_sigma,A_vs_N,previous_state,NORMAL,12518,0.00025244313552373897
