year,block,gain,n
2024,0,11.196949688156963,613
2024,1,2.900598224430349,368
2024,2,2.0967816802166079,641
2024,3,0.24522309949240964,660
2024,4,-0.62903380976099887,742
2024,5,1.7144533161643245,674
2024,6,3.172776862049707,655
2024,7,2.4994651957377605,663
2024,8,0.32927478247627845,647
2024,9,3.2944165047031047,302
2024,10,5.0464657511067941,382
2024,11,-0.027817640901963543,473
2024,12,0.41404745668743637,28
2025,0,6.2744917986418338,519
2025,1,0.3950524593576491,567
2025,2,2.8230258944828384,674
2025,3,0.53741241277367913,625
2025,4,3.1931595839978528,770
2025,5,5.2200399602907863,759
2025,6,2.1537641530666631,759
2025,7,1.6790469746917662,610
2025,8,2.3283602585738592,428
2025,9,0.83198247154212079,511
2025,10,0.95214521273847952,628
2025,11,2.1730958229320216,681
2025,12,0.63498543595576462,106
