horizon,endpoint,c_decile,m3_decile,n,target_mean,sigma_mean,tail_rate
15,log_future_sigma,0,0,831,-7.643182054407584,0.0005605282408696002,0.010830324909747292
15,log_future_sigma,0,1,555,-7.522092886321279,0.0006299820670164474,0.016216216216216217
15,log_future_sigma,0,2,408,-7.521797488794957,0.0006328333076199025,0.012254901960784314
15,log_future_sigma,0,3,310,-7.516400469824801,0.0006315097821011483,0.0064516129032258064
15,log_future_sigma,0,4,244,-7.427241004009073,0.0006788722664393908,0.0
15,log_future_sigma,0,5,177,-7.451730301419146,0.0006885005026020786,0.011299435028248588
15,log_future_sigma,0,6,128,-7.404776153665258,0.0007167471990768902,0.0
15,log_future_sigma,0,7,95,-7.272265084026374,0.0007920211584907833,0.010526315789473684
15,log_future_sigma,0,8,91,-7.202954942226748,0.0008651571813038105,0.03296703296703297
15,log_future_sigma,0,9,60,-6.977587495557068,0.0010516783021471403,0.06666666666666667
15,log_future_sigma,1,0,546,-7.346826437294843,0.0007352344553720572,0.014652014652014652
15,log_future_sigma,1,1,464,-7.292864466035608,0.0007641681049388327,0.015086206896551725
15,log_future_sigma,1,2,449,-7.250544200883694,0.0008135472605142221,0.017817371937639197
15,log_future_sigma,1,3,321,-7.211731996052835,0.000822194310467542,0.012461059190031152
15,log_future_sigma,1,4,293,-7.161946453582891,0.0008891162416862647,0.023890784982935155
15,log_future_sigma,1,5,249,-7.178808824407316,0.0008826125107331053,0.020080321285140562
15,log_future_sigma,1,6,197,-7.113338632740443,0.0009161309372384093,0.01015228426395939
15,log_future_sigma,1,7,179,-7.1992131994243085,0.0008657942887966317,0.0111731843575419
15,log_future_sigma,1,8,119,-7.074542885007852,0.0009765219182194886,0.025210084033613446
15,log_future_sigma,1,9,81,-6.814750628430466,0.001216896727980628,0.012345679012345678
15,log_future_sigma,2,0,416,-7.265121716903909,0.000816377652480014,0.01201923076923077
15,log_future_sigma,2,1,409,-7.182258918621827,0.0008665362032405222,0.02689486552567237
15,log_future_sigma,2,2,381,-7.17312833955894,0.0008862083618700261,0.026246719160104987
15,log_future_sigma,2,3,371,-7.15151847553511,0.0009039755863644276,0.02425876010781671
15,log_future_sigma,2,4,309,-7.098712249747597,0.0009596816540854229,0.025889967637540454
15,log_future_sigma,2,5,277,-7.026451263805081,0.001033950016373434,0.039711191335740074
15,log_future_sigma,2,6,236,-7.035677206284504,0.0010078850413560248,0.0211864406779661
15,log_future_sigma,2,7,206,-7.0029928143674125,0.0010291557886987154,0.019417475728155338
15,log_future_sigma,2,8,180,-6.96688198757949,0.0010478390463352037,0.011111111111111112
15,log_future_sigma,2,9,113,-6.9349553016635275,0.0011281120882476342,0.0
15,log_future_sigma,3,0,312,-7.153802005655702,0.0009039052369554807,0.02564102564102564
15,log_future_sigma,3,1,356,-7.068682666689941,0.0009798757230437462,0.033707865168539325
15,log_future_sigma,3,2,378,-7.076329425966802,0.000965854983471988,0.015873015873015872
15,log_future_sigma,3,3,373,-7.046948825545727,0.0009999585789803186,0.01876675603217158
15,log_future_sigma,3,4,330,-7.016937978156313,0.001032568025043359,0.01818181818181818
15,log_future_sigma,3,5,295,-6.969401526098097,0.001093545920247841,0.023728813559322035
15,log_future_sigma,3,6,268,-6.956292640640698,0.001103582238241548,0.014925373134328358
15,log_future_sigma,3,7,232,-6.933984633891394,0.001113533896904273,0.017241379310344827
15,log_future_sigma,3,8,213,-6.915881559042333,0.0011231003291482572,0.014084507042253521
15,log_future_sigma,3,9,142,-6.817881785516259,0.0012416031869756457,0.014084507042253521
15,log_future_sigma,4,0,222,-7.046503694660595,0.0010004139933168063,0.04054054054054054
15,log_future_sigma,4,1,293,-6.979625819416878,0.0010519992094849236,0.027303754266211604
15,log_future_sigma,4,2,320,-6.99714201535644,0.0010691859206704232,0.040625
15,log_future_sigma,4,3,332,-7.022724265223583,0.0010364986421031888,0.02108433734939759
15,log_future_sigma,4,4,326,-6.864408267758006,0.0011806890451046474,0.027607361963190184
15,log_future_sigma,4,5,325,-6.86848067224912,0.001174521960987398,0.027692307692307693
15,log_future_sigma,4,6,307,-6.839284248825387,0.001216915963059322,0.026058631921824105
15,log_future_sigma,4,7,300,-6.853888291194738,0.0012264669798635486,0.03333333333333333
15,log_future_sigma,4,8,259,-6.748375893344958,0.001333401171824603,0.019305019305019305
15,log_future_sigma,4,9,214,-6.7264620299252815,0.0013801640572529915,0.02336448598130841
15,log_future_sigma,5,0,210,-6.948375110794567,0.0010978335093219272,0.02857142857142857
15,log_future_sigma,5,1,253,-6.914424494167686,0.0011282811540313717,0.03162055335968379
15,log_future_sigma,5,2,292,-6.8787771597759235,0.00117332195140872,0.03424657534246575
15,log_future_sigma,5,3,256,-6.792810939084655,0.0012847942498792745,0.03515625
15,log_future_sigma,5,4,307,-6.785326798509027,0.0012795613713580927,0.026058631921824105
15,log_future_sigma,5,5,347,-6.768672168058897,0.0013111276941410181,0.01440922190201729
15,log_future_sigma,5,6,332,-6.821297449795346,0.001250613942084198,0.0030120481927710845
15,log_future_sigma,5,7,332,-6.701413974104838,0.0014106394543544267,0.018072289156626505
