horizon,endpoint,c_decile,m3_decile,n,target_mean,sigma_mean,tail_rate
15,log_future_sigma,5,8,311,-6.713759713445106,0.0013938017105290033,0.03215434083601286
15,log_future_sigma,5,9,258,-6.571193139099432,0.001558715475689125,0.04263565891472868
15,log_future_sigma,6,0,151,-6.866052237093806,0.0011681873304223889,0.019867549668874173
15,log_future_sigma,6,1,194,-6.829224165622404,0.0012284418686260448,0.010309278350515464
15,log_future_sigma,6,2,233,-6.820598129964515,0.001245177389676514,0.02145922746781116
15,log_future_sigma,6,3,309,-6.836525504989122,0.0012297054887521433,0.012944983818770227
15,log_future_sigma,6,4,304,-6.661607208871081,0.0014323239947148414,0.02631578947368421
15,log_future_sigma,6,5,326,-6.749851372511884,0.0013171842542555783,0.027607361963190184
15,log_future_sigma,6,6,346,-6.706912043072757,0.0013960504614821529,0.028901734104046242
15,log_future_sigma,6,7,337,-6.607633264078213,0.0015090445432096359,0.02373887240356083
15,log_future_sigma,6,8,362,-6.600289848942903,0.0015458264138792427,0.03314917127071823
15,log_future_sigma,6,9,337,-6.543930930590824,0.0016524690064518258,0.04747774480712166
15,log_future_sigma,7,0,103,-6.760579532711237,0.0013578518246603831,0.06796116504854369
15,log_future_sigma,7,1,163,-6.72574248124274,0.0013482882964965717,0.018404907975460124
15,log_future_sigma,7,2,190,-6.71244841362406,0.0013719870477981436,0.04736842105263158
15,log_future_sigma,7,3,255,-6.63664421333735,0.0014652331915496989,0.0196078431372549
15,log_future_sigma,7,4,328,-6.614772418414891,0.0014807405917313917,0.039634146341463415
15,log_future_sigma,7,5,322,-6.616630253029132,0.0014806902015958364,0.012422360248447204
15,log_future_sigma,7,6,358,-6.601484728893555,0.001525457775943677,0.025139664804469275
15,log_future_sigma,7,7,371,-6.573497508622061,0.0015982329898201028,0.0215633423180593
15,log_future_sigma,7,8,394,-6.525347404248497,0.0016457557551419837,0.02284263959390863
15,log_future_sigma,7,9,414,-6.414196027984476,0.0018287293074615329,0.028985507246376812
15,log_future_sigma,8,0,62,-6.694049460613498,0.0014175630696493247,0.03225806451612903
15,log_future_sigma,8,1,126,-6.62846257842071,0.0014754955866023657,0.023809523809523808
15,log_future_sigma,8,2,166,-6.570493222128362,0.0015490672118719886,0.012048192771084338
15,log_future_sigma,8,3,218,-6.510326928268876,0.001642569690696523,0.022935779816513763
15,log_future_sigma,8,4,254,-6.580462187896276,0.001574642733983276,0.04330708661417323
15,log_future_sigma,8,5,316,-6.5203641926102565,0.001674589005037981,0.03481012658227848
15,log_future_sigma,8,6,385,-6.507868483305485,0.0016853910889646569,0.012987012987012988
15,log_future_sigma,8,7,424,-6.461481610026914,0.0017443105411130391,0.018867924528301886
15,log_future_sigma,8,8,453,-6.435904199174725,0.0018077500239866281,0.01545253863134658
15,log_future_sigma,8,9,494,-6.348295995126538,0.002012885467962558,0.02834008097165992
15,log_future_sigma,9,0,46,-6.471581950940004,0.0018348289409590368,0.043478260869565216
15,log_future_sigma,9,1,85,-6.483962220691327,0.0018335095645042902,0.023529411764705882
15,log_future_sigma,9,2,81,-6.381644027358859,0.001906967785867824,0.037037037037037035
15,log_future_sigma,9,3,154,-6.429218932058437,0.0018845238439627887,0.025974025974025976
15,log_future_sigma,9,4,203,-6.336723487558274,0.002015108711736686,0.034482758620689655
15,log_future_sigma,9,5,264,-6.366472922815089,0.0019597126667571384,0.022727272727272728
15,log_future_sigma,9,6,342,-6.306219216666606,0.002050507625699671,0.02046783625730994
15,log_future_sigma,9,7,422,-6.280350414314706,0.002116161619303499,0.016587677725118485
15,log_future_sigma,9,8,516,-6.19750350094085,0.002310169864901707,0.027131782945736434
15,log_future_sigma,9,9,786,-6.14148568950187,0.0024610802819223466,0.011450381679389313
15,future_tail,0,0,439,0.00683371298405467,0.0007783515699556523,0.00683371298405467
15,future_tail,0,1,536,0.005597014925373134,0.0009393868297901182,0.005597014925373134
15,future_tail,0,2,638,0.001567398119122257,0.0010096556542041912,0.001567398119122257
15,future_tail,0,3,690,0.008695652173913044,0.0011195647553682282,0.008695652173913044
15,future_tail,0,4,813,0.01107011070110701,0.0012245297099838241,0.01107011070110701
15,future_tail,0,5,892,0.005605381165919282,0.0012825016933531055,0.005605381165919282
15,future_tail,0,6,923,0.0032502708559046588,0.0013963261982210678,0.0032502708559046588
15,future_tail,0,7,1051,0.006660323501427212,0.0015050062198818607,0.006660323501427212
15,future_tail,0,8,1245,0.008032128514056224,0.0016497409965979246,0.008032128514056224
15,future_tail,0,9,1468,0.010217983651226158,0.0020038195177821396,0.010217983651226158
15,future_tail,1,0,244,0.004098360655737705,0.0007631074960498238,0.004098360655737705
15,future_tail,1,1,283,0.007067137809187279,0.0008134151644556543,0.007067137809187279
15,future_tail,1,2,292,0.003424657534246575,0.0009085487975964653,0.003424657534246575
15,future_tail,1,3,288,0.003472222222222222,0.0009707235237360862,0.003472222222222222
15,future_tail,1,4,297,0.010101010101010102,0.0011386402758131508,0.010101010101010102
15,future_tail,1,5,303,0.006600660066006601,0.0011740852717288994,0.006600660066006601
15,future_tail,1,6,292,0.017123287671232876,0.001296878576728203,0.017123287671232876
15,future_tail,1,7,307,0.003257328990228013,0.0014413642869302086,0.003257328990228013
15,future_tail,1,8,313,0.006389776357827476,0.001520961748825863,0.006389776357827476
15,future_tail,1,9,280,0.014285714285714285,0.0017712927620661483,0.014285714285714285
15,future_tail,2,0,289,0.010380622837370242,0.0007617628209357547,0.010380622837370242
15,future_tail,2,1,285,0.010526315789473684,0.0008860413866451722,0.010526315789473684
15,future_tail,2,2,285,0.010526315789473684,0.0008824612791139782,0.010526315789473684
15,future_tail,2,3,313,0.006389776357827476,0.0010145534091102822,0.006389776357827476
15,future_tail,2,4,297,0.006734006734006734,0.0011516095049772573,0.006734006734006734
15,future_tail,2,5,285,0.021052631578947368,0.001223421564217644,0.021052631578947368
15,future_tail,2,6,305,0.013114754098360656,0.0013092891854798749,0.013114754098360656
15,future_tail,2,7,292,0.023972602739726026,0.0014575341111252088,0.023972602739726026
15,future_tail,2,8,261,0.038314176245210725,0.0014933654818460253,0.038314176245210725
15,future_tail,2,9,286,0.03146853146853147,0.001715251415883304,0.03146853146853147
15,future_tail,3,0,296,0.02364864864864865,0.000780965381273166,0.02364864864864865
15,future_tail,3,1,322,0.015527950310559006,0.0009140998027135887,0.015527950310559006
15,future_tail,3,2,302,0.009933774834437087,0.0009553823364171816,0.009933774834437087
15,future_tail,3,3,283,0.02120141342756184,0.0010483607242740012,0.02120141342756184
15,future_tail,3,4,281,0.0,0.0011097892450292863,0.0
15,future_tail,3,5,281,0.014234875444839857,0.0012377225081053288,0.014234875444839857
15,future_tail,3,6,311,0.003215434083601286,0.0012803323242621734,0.003215434083601286
15,future_tail,3,7,308,0.012987012987012988,0.0013560700239507427,0.012987012987012988
15,future_tail,3,8,274,0.025547445255474453,0.0015552054073932268,0.025547445255474453
15,future_tail,3,9,240,0.025,0.0017571742015948277,0.025
15,future_tail,4,0,344,0.01744186046511628,0.0007456812454382077,0.01744186046511628
15,future_tail,4,1,337,0.005934718100890208,0.0008528809991834963,0.005934718100890208
15,future_tail,4,2,323,0.015479876160990712,0.0009266982055862653,0.015479876160990712
15,future_tail,4,3,334,0.008982035928143712,0.0010322900986218506,0.008982035928143712
15,future_tail,4,4,309,0.019417475728155338,0.001076560421362934,0.019417475728155338
15,future_tail,4,5,277,0.02527075812274368,0.0012157135978752176,0.02527075812274368
15,future_tail,4,6,274,0.021897810218978103,0.0012814065929480495,0.021897810218978103
15,future_tail,4,7,251,0.027888446215139442,0.001404379913491352,0.027888446215139442
15,future_tail,4,8,242,0.012396694214876033,0.0015720429750898924,0.012396694214876033
15,future_tail,4,9,208,0.04326923076923077,0.0016525269459282436,0.04326923076923077
15,future_tail,5,0,378,0.013227513227513227,0.0007633448056799403,0.013227513227513227
15,future_tail,5,1,381,0.015748031496062992,0.0009409176981707489,0.015748031496062992
15,future_tail,5,2,325,0.024615384615384615,0.0009914866678447023,0.024615384615384615
15,future_tail,5,3,317,0.01892744479495268,0.0010622071917145708,0.01892744479495268
15,future_tail,5,4,292,0.03424657534246575,0.001225261446544235,0.03424657534246575
15,future_tail,5,5,286,0.03496503496503497,0.001298895289841628,0.03496503496503497
15,future_tail,5,6,260,0.0038461538461538464,0.0013220633577883116,0.0038461538461538464
15,future_tail,5,7,241,0.024896265560165973,0.0013677028128425506,0.024896265560165973
15,future_tail,5,8,217,0.055299539170506916,0.001496957239074986,0.055299539170506916
15,future_tail,5,9,201,0.024875621890547265,0.0015637219875047582,0.024875621890547265
15,future_tail,6,0,433,0.023094688221709007,0.000868772482167226,0.023094688221709007
15,future_tail,6,1,346,0.02023121387283237,0.0010062876513438888,0.02023121387283237
15,future_tail,6,2,347,0.037463976945244955,0.0010816327587975846,0.037463976945244955
15,future_tail,6,3,334,0.03592814371257485,0.00120364601971314,0.03592814371257485
15,future_tail,6,4,288,0.04513888888888889,0.0012831998239857118,0.04513888888888889
15,future_tail,6,5,286,0.045454545454545456,0.0013176832941724581,0.045454545454545456
15,future_tail,6,6,294,0.027210884353741496,0.0013784350524660872,0.027210884353741496
15,future_tail,6,7,242,0.01652892561983471,0.0014339855990666772,0.01652892561983471
15,future_tail,6,8,184,0.04891304347826087,0.0015168304183330581,0.04891304347826087
15,future_tail,6,9,144,0.08333333333333333,0.001668336049001027,0.08333333333333333
15,future_tail,7,0,476,0.05042016806722689,0.0011126146679780213,0.05042016806722689
15,future_tail,7,1,408,0.09068627450980392,0.0012900677780193323,0.09068627450980392
15,future_tail,7,2,386,0.09585492227979274,0.0013653198472806467,0.09585492227979274
15,future_tail,7,3,340,0.058823529411764705,0.0014504570553317987,0.058823529411764705
15,future_tail,7,4,321,0.1059190031152648,0.001631520228796793,0.1059190031152648
15,future_tail,7,5,288,0.0763888888888889,0.0015927992143147612,0.0763888888888889
15,future_tail,7,6,240,0.09583333333333334,0.0017034163798405723,0.09583333333333334
15,future_tail,7,7,206,0.10679611650485436,0.0018168335340207455,0.10679611650485436
15,future_tail,7,8,162,0.09259259259259259,0.0017920446162928859,0.09259259259259259
15,future_tail,7,9,72,0.19444444444444445,0.002188625134996685,0.19444444444444445
