horizon,endpoint,comparison,slice_type,slice,n,absolute_gain
15,log_future_sigma,A_vs_C,previous_state,NORMAL,25366,0.0065331153786548374
15,log_future_sigma,A_vs_C,previous_state,RECOVERING,2573,0.004542697708073197
15,log_future_sigma,A_vs_C,previous_state,UNSAFE,1045,0.005809911135595093
15,log_future_sigma,A_vs_C,year,2024,13750,0.006642695051348128
15,log_future_sigma,A_vs_C,year,2025,15234,0.006048422349907513
15,log_future_sigma,A_vs_C,symbol,000688.SH,13347,0.006661227544389284
15,log_future_sigma,A_vs_C,symbol,000852.SH,15637,0.006047919613708771
15,log_future_sigma,A_vs_C,slot,585,445,0.01014243533182613
15,log_future_sigma,A_vs_C,slot,590,501,0.00864651710727879
15,log_future_sigma,A_vs_C,slot,595,517,0.01246513891055285
15,log_future_sigma,A_vs_C,slot,600,581,0.0038286404247703915
15,log_future_sigma,A_vs_C,slot,605,576,0.00029652755588108995
15,log_future_sigma,A_vs_C,slot,610,670,-0.0007520407796086278
15,log_future_sigma,A_vs_C,slot,615,671,0.0030531616726356533
15,log_future_sigma,A_vs_C,slot,620,735,0.0033703641065918103
15,log_future_sigma,A_vs_C,slot,625,753,-0.0004991102711352218
15,log_future_sigma,A_vs_C,slot,630,780,0.0006721140049518276
15,log_future_sigma,A_vs_C,slot,635,734,0.004198409157062734
15,log_future_sigma,A_vs_C,slot,640,779,0.002076318760797201
15,log_future_sigma,A_vs_C,slot,645,787,0.005821655331891415
15,log_future_sigma,A_vs_C,slot,650,776,0.007132462900298926
15,log_future_sigma,A_vs_C,slot,655,793,0.0074790744271704575
15,log_future_sigma,A_vs_C,slot,660,822,0.012602424141107306
15,log_future_sigma,A_vs_C,slot,665,794,0.009708069871165008
15,log_future_sigma,A_vs_C,slot,670,796,0.006601536853962639
15,log_future_sigma,A_vs_C,slot,675,816,0.01005573721358173
15,log_future_sigma,A_vs_C,slot,795,812,0.006174732796257495
15,log_future_sigma,A_vs_C,slot,800,824,0.006027327837763886
15,log_future_sigma,A_vs_C,slot,805,844,0.004561458832655213
15,log_future_sigma,A_vs_C,slot,810,851,0.004272574454905572
15,log_future_sigma,A_vs_C,slot,815,801,0.0012030397021901944
15,log_future_sigma,A_vs_C,slot,820,828,0.007013225651151346
15,log_future_sigma,A_vs_C,slot,825,819,0.0021283788045783764
15,log_future_sigma,A_vs_C,slot,830,820,0.0025977890482003223
15,log_future_sigma,A_vs_C,slot,835,815,0.004800507399262376
15,log_future_sigma,A_vs_C,slot,840,842,0.005693198914262294
15,log_future_sigma,A_vs_C,slot,845,754,0.004482126058734564
15,log_future_sigma,A_vs_C,slot,850,808,0.004334652914653296
15,log_future_sigma,A_vs_C,slot,855,850,0.006880264327297107
15,log_future_sigma,A_vs_C,slot,860,848,0.00657542135381571
15,log_future_sigma,A_vs_C,slot,865,841,0.008623909374501927
15,log_future_sigma,A_vs_C,slot,870,857,0.010515912176182978
15,log_future_sigma,A_vs_C,slot,875,765,0.01798425020004667
15,log_future_sigma,A_vs_C,slot,880,836,0.01413425059290413
15,log_future_sigma,A_vs_C,slot,885,843,0.014694873014021809
15,log_future_sigma,A_vs_N,previous_state,NORMAL,25366,0.000972732313881021
15,log_future_sigma,A_vs_N,previous_state,RECOVERING,2573,0.004149515327318965
15,log_future_sigma,A_vs_N,previous_state,UNSAFE,1045,0.0005131958965916334
15,log_future_sigma,A_vs_N,year,2024,13750,0.001372207272785466
15,log_future_sigma,A_vs_N,year,2025,15234,0.00111720300132833
15,log_future_sigma,A_vs_N,symbol,000688.SH,13347,0.0008402510095887789
15,log_future_sigma,A_vs_N,symbol,000852.SH,15637,0.001577827607472949
15,log_future_sigma,A_vs_N,slot,585,445,0.0008322732803412922
15,log_future_sigma,A_vs_N,slot,590,501,-0.00206786572072495
15,log_future_sigma,A_vs_N,slot,595,517,0.0024945245559162806
15,log_future_sigma,A_vs_N,slot,600,581,-0.004505531500884436
15,log_future_sigma,A_vs_N,slot,605,576,-0.004217241215882055
15,log_future_sigma,A_vs_N,slot,610,670,-0.00033352154753533986
15,log_future_sigma,A_vs_N,slot,615,671,0.00019206776599770144
15,log_future_sigma,A_vs_N,slot,620,735,-0.0019561349402942136
15,log_future_sigma,A_vs_N,slot,625,753,-0.0029220093587876343
15,log_future_sigma,A_vs_N,slot,630,780,-0.00031420025474867424
15,log_future_sigma,A_vs_N,slot,635,734,0.003760901798210966
15,log_future_sigma,A_vs_N,slot,640,779,-0.0040180522002290124
