horizon,endpoint,c_decile,m3_decile,n,target_mean,sigma_mean,tail_rate
60,log_future_sigma,0,0,418,-7.351465337782963,0.0006981008861326346,0.07894736842105263
60,log_future_sigma,0,1,291,-7.2777761456466035,0.0007303180087224278,0.07216494845360824
60,log_future_sigma,0,2,249,-7.22571328106142,0.0007840274639011038,0.07228915662650602
60,log_future_sigma,0,3,159,-7.214458688675771,0.0007771072977306207,0.06289308176100629
60,log_future_sigma,0,4,114,-7.198875186668782,0.0007907583094523519,0.03508771929824561
60,log_future_sigma,0,5,62,-7.120457409944928,0.0008692351348800173,0.08064516129032258
60,log_future_sigma,0,6,57,-7.089857911267305,0.0008918782106244394,0.10526315789473684
60,log_future_sigma,0,7,42,-7.090581273587468,0.000870433452805715,0.11904761904761904
60,log_future_sigma,0,8,33,-6.977479267970878,0.0009708880366524863,0.06060606060606061
60,log_future_sigma,0,9,24,-6.921435724912647,0.0010128251641495457,0.16666666666666666
60,log_future_sigma,1,0,306,-7.144469911705703,0.0008332622976310993,0.05555555555555555
60,log_future_sigma,1,1,239,-7.100500712949809,0.0008577131568390625,0.05439330543933055
60,log_future_sigma,1,2,210,-7.03352730076503,0.0009402154046038943,0.0761904761904762
60,log_future_sigma,1,3,196,-7.030946597550158,0.0009265162756433913,0.061224489795918366
60,log_future_sigma,1,4,131,-7.016851419610975,0.0009503922770800805,0.0916030534351145
60,log_future_sigma,1,5,126,-6.9798070247790625,0.0009860823285235353,0.0873015873015873
60,log_future_sigma,1,6,95,-6.934328827645448,0.0010272338122402028,0.09473684210526316
60,log_future_sigma,1,7,77,-7.007479103945209,0.0009486566285409755,0.07792207792207792
60,log_future_sigma,1,8,45,-6.938908312009911,0.0010345643382281096,0.13333333333333333
60,log_future_sigma,1,9,23,-6.951992572461542,0.0010239476656434784,0.08695652173913043
60,log_future_sigma,2,0,190,-7.0514752128693665,0.0009220949078868086,0.05789473684210526
60,log_future_sigma,2,1,204,-6.9893675277474285,0.0009816713196809093,0.1323529411764706
60,log_future_sigma,2,2,201,-6.968618281808593,0.0009934750715498014,0.08955223880597014
60,log_future_sigma,2,3,175,-6.927875660859725,0.0010354174566730302,0.10857142857142857
60,log_future_sigma,2,4,156,-6.935374710048843,0.0010199566123674964,0.09615384615384616
60,log_future_sigma,2,5,144,-6.870504097520311,0.0010967211498922472,0.08333333333333333
60,log_future_sigma,2,6,136,-6.812751018045259,0.0011735145960363987,0.13970588235294118
60,log_future_sigma,2,7,95,-6.83545263280642,0.0011405564794725596,0.14736842105263157
60,log_future_sigma,2,8,87,-6.85764169358895,0.001126990257515968,0.16091954022988506
60,log_future_sigma,2,9,61,-6.724736923756933,0.0012816986934083272,0.11475409836065574
60,log_future_sigma,3,0,147,-6.963083000774351,0.000995008864619401,0.07482993197278912
60,log_future_sigma,3,1,180,-6.939782575951091,0.0010304040754326757,0.044444444444444446
60,log_future_sigma,3,2,181,-6.8442034101120885,0.0011523546342017135,0.13259668508287292
60,log_future_sigma,3,3,170,-6.908373646280769,0.0010500814283488321,0.06470588235294118
60,log_future_sigma,3,4,162,-6.810839671572331,0.0011620915895068824,0.08024691358024691
60,log_future_sigma,3,5,160,-6.759416824862937,0.0012361664750090964,0.05
60,log_future_sigma,3,6,131,-6.788800550484347,0.001198694919146082,0.08396946564885496
60,log_future_sigma,3,7,119,-6.7437918788650695,0.0012551644110905076,0.08403361344537816
60,log_future_sigma,3,8,115,-6.730225928688723,0.0012526934852129586,0.11304347826086956
60,log_future_sigma,3,9,83,-6.652769835051373,0.0013383148154101543,0.08433734939759036
60,log_future_sigma,4,0,133,-6.87666431211705,0.001097337420874046,0.10526315789473684
60,log_future_sigma,4,1,139,-6.838741149366081,0.0011452487953677217,0.09352517985611511
60,log_future_sigma,4,2,161,-6.771862696282221,0.0012208634831719436,0.11180124223602485
60,log_future_sigma,4,3,168,-6.829792847753765,0.0011464826014818904,0.05952380952380952
60,log_future_sigma,4,4,171,-6.719157395382856,0.0012877569468253943,0.1111111111111111
60,log_future_sigma,4,5,153,-6.682040426662304,0.0013364407571661247,0.08496732026143791
60,log_future_sigma,4,6,142,-6.719508228760474,0.0012679875567295413,0.056338028169014086
60,log_future_sigma,4,7,151,-6.689743047867506,0.0013078999499234255,0.059602649006622516
60,log_future_sigma,4,8,132,-6.617749649196458,0.0014052679692343267,0.09848484848484848
60,log_future_sigma,4,9,99,-6.6438114655002805,0.0013760361754055217,0.09090909090909091
60,log_future_sigma,5,0,94,-6.815381221695487,0.0011577247311328506,0.13829787234042554
60,log_future_sigma,5,1,133,-6.800791376179582,0.0011713717495074082,0.045112781954887216
60,log_future_sigma,5,2,122,-6.72553287300664,0.0012656406866180525,0.09016393442622951
60,log_future_sigma,5,3,139,-6.719973529758118,0.0012932745322496821,0.11510791366906475
60,log_future_sigma,5,4,147,-6.6526501528659825,0.0013648852205844103,0.07482993197278912
60,log_future_sigma,5,5,183,-6.630691074798758,0.0013985841843807416,0.10382513661202186
60,log_future_sigma,5,6,156,-6.667731769900101,0.0013310788540950818,0.08333333333333333
60,log_future_sigma,5,7,170,-6.565417433241072,0.0014842316386788567,0.11176470588235295
60,log_future_sigma,5,8,165,-6.566075654897938,0.0014990177737367596,0.10909090909090909
60,log_future_sigma,5,9,139,-6.548441006416369,0.001505346210839625,0.10071942446043165
60,log_future_sigma,6,0,70,-6.786218271681129,0.001187578236747425,0.05714285714285714
60,log_future_sigma,6,1,92,-6.634998994654994,0.0013861777027804124,0.10869565217391304
60,log_future_sigma,6,2,109,-6.660752344166465,0.0013512406460287243,0.045871559633027525
60,log_future_sigma,6,3,148,-6.616695673251199,0.001423631322066714,0.0945945945945946
60,log_future_sigma,6,4,164,-6.622646485711666,0.001390162577330873,0.03048780487804878
60,log_future_sigma,6,5,165,-6.538900404612999,0.0015208614940771061,0.09696969696969697
60,log_future_sigma,6,6,183,-6.551863795783401,0.001505064571333652,0.09836065573770492
60,log_future_sigma,6,7,175,-6.551763734836417,0.0014935490517329494,0.06857142857142857
60,log_future_sigma,6,8,177,-6.491486151933322,0.0016031962018664672,0.07909604519774012
60,log_future_sigma,6,9,165,-6.467797189210816,0.001631428203031201,0.07878787878787878
60,log_future_sigma,7,0,43,-6.691129147197507,0.0012970502134399796,0.09302325581395349
60,log_future_sigma,7,1,74,-6.613660034240721,0.0013841283805356398,0.02702702702702703
60,log_future_sigma,7,2,105,-6.566718155287181,0.0014905058110882448,0.06666666666666667
60,log_future_sigma,7,3,129,-6.504257276747926,0.001572982094819859,0.06201550387596899
60,log_future_sigma,7,4,151,-6.538456280594121,0.0015311818045893961,0.09933774834437085
60,log_future_sigma,7,5,165,-6.489125592335845,0.0015820422538282079,0.06666666666666667
60,log_future_sigma,7,6,181,-6.480206906701467,0.0016014302230690624,0.049723756906077346
60,log_future_sigma,7,7,204,-6.449414345481679,0.0016616314858034058,0.0784313725490196
60,log_future_sigma,7,8,210,-6.367626034552285,0.0018242165144182927,0.07142857142857142
60,log_future_sigma,7,9,187,-6.334810286509883,0.0019083049850725981,0.0962566844919786
60,log_future_sigma,8,0,27,-6.505247287014663,0.0015649825829947772,0.14814814814814814
60,log_future_sigma,8,1,66,-6.590285936286275,0.0014465481894908152,0.045454545454545456
60,log_future_sigma,8,2,77,-6.515124220621206,0.0015421504608669663,0.03896103896103896
60,log_future_sigma,8,3,97,-6.473365959766123,0.0016069751522369035,0.05154639175257732
60,log_future_sigma,8,4,160,-6.418866603406111,0.0017177577805832414,0.08125
60,log_future_sigma,8,5,158,-6.420577979478028,0.0017100878830980128,0.08860759493670886
60,log_future_sigma,8,6,190,-6.408903079410823,0.0017188868676657836,0.05263157894736842
60,log_future_sigma,8,7,208,-6.363624848075056,0.001811711353177334,0.04326923076923077
60,log_future_sigma,8,8,209,-6.293752857511966,0.001949214032660694,0.07655502392344497
60,log_future_sigma,8,9,256,-6.248224620326832,0.0020392450535004123,0.078125
60,log_future_sigma,9,0,21,-6.319739903551043,0.0021172638626576566,0.09523809523809523
60,log_future_sigma,9,1,30,-6.322649022388297,0.0022500434316711903,0.06666666666666667
60,log_future_sigma,9,2,34,-6.32665040627372,0.0018944529490792404,0.058823529411764705
60,log_future_sigma,9,3,67,-6.337699103900124,0.0018558728709460986,0.05970149253731343
60,log_future_sigma,9,4,93,-6.208120832599587,0.002120279023360546,0.07526881720430108
60,log_future_sigma,9,5,132,-6.263837356564955,0.002005734101831175,0.030303030303030304
60,log_future_sigma,9,6,177,-6.163858805977337,0.0022239854650090577,0.03954802259887006
60,log_future_sigma,9,7,208,-6.1781480725680575,0.00225253125274425,0.04807692307692308
60,log_future_sigma,9,8,275,-6.126863333865829,0.0023178509930675195,0.04363636363636364
60,log_future_sigma,9,9,412,-6.065820842337476,0.0025156590018927914,0.038834951456310676
60,future_tail,0,0,89,0.033707865168539325,0.0011261949930603536,0.033707865168539325
60,future_tail,0,1,112,0.026785714285714284,0.0012776985447859666,0.026785714285714284
60,future_tail,0,2,155,0.0064516129032258064,0.001221421035891836,0.0064516129032258064
60,future_tail,0,3,177,0.01694915254237288,0.0014209798415464367,0.01694915254237288
60,future_tail,0,4,243,0.024691358024691357,0.001494821654317205,0.024691358024691357
60,future_tail,0,5,255,0.027450980392156862,0.001579475438629024,0.027450980392156862
60,future_tail,0,6,327,0.027522935779816515,0.0017433095636256446,0.027522935779816515
60,future_tail,0,7,391,0.04603580562659847,0.001830220274828925,0.04603580562659847
60,future_tail,0,8,500,0.042,0.0019132821021808975,0.042
60,future_tail,0,9,648,0.038580246913580245,0.0021944183243595007,0.038580246913580245
60,future_tail,1,0,90,0.022222222222222223,0.0009480181083687644,0.022222222222222223
60,future_tail,1,1,109,0.01834862385321101,0.001101257656726603,0.01834862385321101
60,future_tail,1,2,118,0.01694915254237288,0.0011393654497130871,0.01694915254237288
60,future_tail,1,3,115,0.017391304347826087,0.0011267073217027287,0.017391304347826087
60,future_tail,1,4,132,0.015151515151515152,0.0012937291500743576,0.015151515151515152
60,future_tail,1,5,151,0.019867549668874173,0.001454243191395111,0.019867549668874173
60,future_tail,1,6,165,0.024242424242424242,0.0013275993374394846,0.024242424242424242
60,future_tail,1,7,179,0.0335195530726257,0.0015081110949468196,0.0335195530726257
60,future_tail,1,8,175,0.05142857142857143,0.0017828629749509733,0.05142857142857143
60,future_tail,1,9,215,0.09767441860465116,0.0018332380941903019,0.09767441860465116
60,future_tail,2,0,114,0.06140350877192982,0.0008574483668555962,0.06140350877192982
60,future_tail,2,1,118,0.0423728813559322,0.0010230788203834803,0.0423728813559322
60,future_tail,2,2,134,0.05223880597014925,0.0010815166873366395,0.05223880597014925
60,future_tail,2,3,130,0.046153846153846156,0.0011347888893000655,0.046153846153846156
60,future_tail,2,4,149,0.03355704697986577,0.0012336668065918244,0.03355704697986577
60,future_tail,2,5,159,0.06289308176100629,0.0013351559059584252,0.06289308176100629
60,future_tail,2,6,173,0.06358381502890173,0.0014461947910230173,0.06358381502890173
60,future_tail,2,7,155,0.04516129032258064,0.0015897154220932224,0.04516129032258064
60,future_tail,2,8,171,0.06432748538011696,0.0016225428293197709,0.06432748538011696
60,future_tail,2,9,145,0.06206896551724138,0.001727618660201097,0.06206896551724138
60,future_tail,3,0,114,0.043859649122807015,0.0009226808816082912,0.043859649122807015
60,future_tail,3,1,132,0.03787878787878788,0.0009881832495202377,0.03787878787878788
60,future_tail,3,2,142,0.04225352112676056,0.0010814680642081775,0.04225352112676056
60,future_tail,3,3,178,0.03932584269662921,0.0011583504803953518,0.03932584269662921
60,future_tail,3,4,166,0.0783132530120482,0.0012600852786053725,0.0783132530120482
60,future_tail,3,5,164,0.07317073170731707,0.001378044301717489,0.07317073170731707
60,future_tail,3,6,152,0.039473684210526314,0.0013512706770174021,0.039473684210526314
60,future_tail,3,7,144,0.0625,0.0014819054774013905,0.0625
60,future_tail,3,8,133,0.06015037593984962,0.0015364503810669972,0.06015037593984962
60,future_tail,3,9,124,0.08064516129032258,0.0016473606122156394,0.08064516129032258
60,future_tail,4,0,149,0.06711409395973154,0.0008519606411704851,0.06711409395973154
60,future_tail,4,1,184,0.03804347826086957,0.0010124357358896525,0.03804347826086957
60,future_tail,4,2,155,0.06451612903225806,0.001054405644676824,0.06451612903225806
60,future_tail,4,3,165,0.09696969696969697,0.0011708243655058148,0.09696969696969697
60,future_tail,4,4,141,0.06382978723404255,0.0012567275077187453,0.06382978723404255
60,future_tail,4,5,137,0.06569343065693431,0.0013464864622781197,0.06569343065693431
60,future_tail,4,6,159,0.1320754716981132,0.0014916129153290012,0.1320754716981132
60,future_tail,4,7,140,0.04285714285714286,0.0013691493246959056,0.04285714285714286
60,future_tail,4,8,112,0.10714285714285714,0.001511254529720921,0.10714285714285714
60,future_tail,4,9,106,0.07547169811320754,0.0015648772775956163,0.07547169811320754
60,future_tail,5,0,168,0.047619047619047616,0.000823856512190745,0.047619047619047616
60,future_tail,5,1,186,0.03763440860215054,0.0009449472358890297,0.03763440860215054
60,future_tail,5,2,163,0.05521472392638037,0.0010406727890815888,0.05521472392638037
60,future_tail,5,3,168,0.07142857142857142,0.001165601651544452,0.07142857142857142
60,future_tail,5,4,152,0.07236842105263158,0.001267593790913068,0.07236842105263158
60,future_tail,5,5,165,0.06060606060606061,0.0012792289236552433,0.06060606060606061
60,future_tail,5,6,135,0.08888888888888889,0.0013657330428708664,0.08888888888888889
60,future_tail,5,7,116,0.11206896551724138,0.0014270284628065172,0.11206896551724138
60,future_tail,5,8,109,0.1743119266055046,0.0015278412846972426,0.1743119266055046
60,future_tail,5,9,86,0.11627906976744186,0.0015446382129985893,0.11627906976744186
60,future_tail,6,0,204,0.08333333333333333,0.0009390815814448994,0.08333333333333333
60,future_tail,6,1,175,0.06285714285714286,0.001002366409857948,0.06285714285714286
60,future_tail,6,2,188,0.05851063829787234,0.0010429657859069295,0.05851063829787234
