horizon,endpoint,c_decile,m3_decile,n,target_mean,sigma_mean,tail_rate
60,future_tail,6,3,173,0.10404624277456648,0.0011467089722996615,0.10404624277456648
60,future_tail,6,4,151,0.08609271523178808,0.0011568170358551586,0.08609271523178808
60,future_tail,6,5,145,0.13793103448275862,0.00137318660702615,0.13793103448275862
60,future_tail,6,6,135,0.07407407407407407,0.0013180050205747489,0.07407407407407407
60,future_tail,6,7,120,0.125,0.0013677438112189558,0.125
60,future_tail,6,8,103,0.13592233009708737,0.0014781303563978086,0.13592233009708737
60,future_tail,6,9,55,0.12727272727272726,0.0014969873091811182,0.12727272727272726
60,future_tail,7,0,223,0.08968609865470852,0.0008940977374712692,0.08968609865470852
60,future_tail,7,1,213,0.09389671361502347,0.0010235461199334804,0.09389671361502347
60,future_tail,7,2,192,0.13020833333333334,0.0011555341459378802,0.13020833333333334
60,future_tail,7,3,172,0.11627906976744186,0.0011414216982528495,0.11627906976744186
60,future_tail,7,4,152,0.14473684210526316,0.0013639278707304836,0.14473684210526316
60,future_tail,7,5,140,0.1,0.0013493088076731727,0.1
60,future_tail,7,6,116,0.14655172413793102,0.0014281966373865496,0.14655172413793102
60,future_tail,7,7,119,0.15126050420168066,0.001400521951891467,0.15126050420168066
60,future_tail,7,8,78,0.15384615384615385,0.0015592006257867939,0.15384615384615385
60,future_tail,7,9,43,0.16279069767441862,0.0014631246544568243,0.16279069767441862
60,future_tail,8,0,298,0.13758389261744966,0.0010196217827919617,0.13758389261744966
60,future_tail,8,1,219,0.2054794520547945,0.0011021845088444527,0.2054794520547945
60,future_tail,8,2,202,0.2524752475247525,0.001314779774155016,0.2524752475247525
60,future_tail,8,3,170,0.14705882352941177,0.0012504093294579352,0.14705882352941177
60,future_tail,8,4,163,0.20245398773006135,0.001443025247649101,0.20245398773006135
60,future_tail,8,5,132,0.21212121212121213,0.0014924011984678933,0.21212121212121213
60,future_tail,8,6,86,0.23255813953488372,0.001493378851727334,0.23255813953488372
60,future_tail,8,7,85,0.21176470588235294,0.0015231172552902328,0.21176470588235294
60,future_tail,8,8,67,0.2537313432835821,0.001568310161686338,0.2537313432835821
60,future_tail,8,9,27,0.48148148148148145,0.001935509522720953,0.48148148148148145
