day,year,slot,q,high
2022-02-14,2022,3,1.641893042401543,False
2022-02-15,2022,0,1.8212626190581058,True
2022-02-15,2022,1,1.4623569566563586,False
2022-02-15,2022,2,1.57011115372038,False
2022-02-15,2022,3,1.4737355500692257,False
2022-02-16,2022,0,1.7861182680297678,True
2022-02-16,2022,1,1.92216819277195,True
2022-02-16,2022,2,1.469591314863289,False
2022-02-16,2022,3,1.5116718502062438,False
2022-02-17,2022,0,1.5093087270469054,False
2022-02-17,2022,1,1.4380466919470114,False
2022-02-17,2022,2,1.8283559580309658,True
2022-02-17,2022,3,1.539718902396677,False
2022-02-18,2022,0,1.750309984418863,False
2022-02-18,2022,1,1.7469514066238234,False
2022-02-18,2022,2,1.3348088689653035,False
2022-02-18,2022,3,1.6379579822503318,False
2022-02-21,2022,0,2.366995772077045,True
2022-02-21,2022,1,1.2059375849980651,False
2022-02-21,2022,2,1.6761895072616206,False
2022-02-21,2022,3,2.2214983929468177,True
2022-02-22,2022,0,3.194400896481093,True
2022-02-22,2022,1,2.083032516289529,True
2022-02-22,2022,2,2.051412504076696,True
2022-02-22,2022,3,1.698706906623134,False
2022-02-23,2022,0,2.254633148221661,True
2022-02-23,2022,1,1.989301291152052,True
2022-02-23,2022,2,1.3263976992538804,False
2022-02-23,2022,3,1.5613276846920532,False
2022-02-24,2022,0,2.0653771400062366,True
2022-02-24,2022,1,1.540029509365803,False
2022-02-24,2022,2,2.098595937590339,True
2022-02-24,2022,3,1.5463226846291676,False
2022-02-25,2022,0,2.4460356603808586,True
2022-02-25,2022,1,1.4738389992139695,False
2022-02-25,2022,2,1.8222248808786399,True
2022-02-25,2022,3,1.4551753904549134,False
2022-02-28,2022,0,1.3679267452828676,False
2022-02-28,2022,1,1.5251483067609255,False
2022-02-28,2022,2,1.4546680835363437,False
2022-02-28,2022,3,1.9116268372759169,True
