year,symbol,field,horizon,delta,rows,days,er_mean,er_variance,n_times_variance,cv2,var60_median,step5_mean,zero_share,top1_mean,nonoverlap_rows,nonoverlap_variance
2025,588000.SSE,last,15,3,9975,243,0.03008103910099452,0.0022672552340933265,0.680176570227998,2.5056173336592478,0.0002734942701660007,0.021031991147692917,0.6325065998329157,0.015506995986776238,3428,0.002721296407676538
2025,588000.SSE,last,15,15,9975,243,0.09896273203502919,0.010727688757824441,0.6436613254694665,1.0953749689684273,0.0041382916708105075,0.06885173331863863,0.5300401002506265,0.06288651675123917,3428,0.010790310095211782
2025,588000.SSE,last,15,30,9975,243,0.15142883553519615,0.0193006887745007,0.579020663235021,0.8416967346475903,0.010515869927498433,0.10572119225099166,0.4581386800334169,0.1101329598130773,3428,0.01932961378004159
2025,588000.SSE,last,15,60,9975,243,0.22366065735211668,0.03516135636678457,0.5274203455017686,0.702888480625575,0.02339817317123709,0.15651631480998374,0.37293233082706767,0.1871922452459969,3428,0.036519630669328146
2025,588000.SSE,last,15,300,9975,243,0.5923184341638776,0.14701116989367483,0.4410335096810245,0.41902490441198437,0.13720089621472703,0.32323924201809895,0.2213533834586466,0.6081274841753721,3428,0.14850911197511033
2025,588000.SSE,last,30,3,8797,243,0.0200462232969598,0.0009890862033175643,0.5934517219905385,2.461325304122043,0.00010381090049712187,0.010649618634082966,0.6355778485089614,0.008819021195801838,1601,0.001101472802430156
2025,588000.SSE,last,30,15,8797,243,0.06647425210510575,0.004940594447901541,0.5928713337481849,1.1180784742796233,0.0014751888223898362,0.03607609484033115,0.5355140009851844,0.03581174634788136,1601,0.005342733425277952
2025,588000.SSE,last,30,30,8797,243,0.10137470172138623,0.008940447804257021,0.5364268682554213,0.8699616199300484,0.003743455059898231,0.05515894176402274,0.464823235193816,0.06252474493280485,1601,0.00940667803087894
2025,588000.SSE,last,30,60,8797,243,0.14854659653394228,0.016147293505131978,0.48441880515395935,0.7317695397431334,0.008477656969738739,0.0819859403296097,0.38023568640824523,0.1066189341050206,1601,0.01745258252334112
2025,588000.SSE,last,30,300,8797,243,0.39684466778592903,0.08642941689515408,0.5185765013709246,0.5488080644216182,0.060844894786494214,0.1996577082983667,0.2429995074078284,0.37383759077888096,1601,0.08595321775131047
2025,588000.SSE,last,60,3,5954,243,0.014358244775959088,0.0008977105982826097,1.0772527179391316,4.354453396025627,3.573215486480499e-05,0.005810240562703418,0.6377663475534655,0.00518861195568774,645,0.0017420044809710892
2025,588000.SSE,last,60,15,5954,243,0.04701052905797016,0.002557221455541389,0.6137331493299334,1.1571190991847036,0.0005053488968925448,0.019377935638382325,0.5389654014108163,0.020061155307569543,645,0.003347053007940557
2025,588000.SSE,last,60,30,5954,243,0.07150050750505924,0.004461372009984034,0.5353646411980841,0.8726702874983574,0.0012964630187669894,0.029726857920720766,0.46893404993841664,0.035053194796692645,645,0.00540323770914262
2025,588000.SSE,last,60,60,5954,243,0.10439279929919881,0.00786374551698372,0.47182473101902317,0.7215864407954978,0.0029181874062987278,0.043940243061487486,0.38419269958571267,0.060325357696459615,645,0.00873301146916849
2025,588000.SSE,last,60,300,5954,243,0.2756209247999013,0.043519567332013086,0.522234807984157,0.5728754320871493,0.0204807499572413,0.11168606604229642,0.24872634643376998,0.22206483284442693,645,0.04500665317777378
2025,588000.SSE,mid,15,3,9751,243,0.17000918705480622,0.03999985352597279,11.999956057791836,1.3839283935061186,0.008621700074772962,0.11598398030498933,0.9038888319146754,0.10379801616728011,3356,0.04272949788458595
2025,588000.SSE,mid,15,15,9751,243,0.21841680882863992,0.047223752546003056,2.8334251527601833,0.9898932876470026,0.016819102951648353,0.1463323816605253,0.7168529723447168,0.13949669448264868,3356,0.05034033846195786
2025,588000.SSE,mid,15,30,9751,243,0.26076316587839166,0.056211402188970604,1.6863420656691182,0.8266695267904369,0.025465729705496067,0.17181671898141024,0.6002495470550029,0.17689683963176756,3356,0.05902466195175846
2025,588000.SSE,mid,15,60,9751,243,0.32155011186311,0.07123633693857151,1.0685450540785726,0.6889762467962062,0.04184349201740407,0.20880820556957091,0.47340101869893686,0.2431268072887072,3356,0.07373300746926187
2025,588000.SSE,mid,15,300,9751,243,0.6358876206200396,0.1447762192484846,0.43432865774545387,0.35804407435304114,0.13177216842174488,0.3091433386470346,0.23642019621919116,0.621125065176799,3356,0.14621691901638023
2025,588000.SSE,mid,30,3,8751,243,0.1083247205795437,0.015416608816657159,9.249965289994295,1.3138134324113484,0.0033644142578463346,0.05878096744380025,0.9084312269074011,0.05223376369827168,1591,0.018340936546887805
2025,588000.SSE,mid,30,15,8751,243,0.14147230521437845,0.019488312384033892,2.3385974860840673,0.9737139053298183,0.006388183429498692,0.07539706839043711,0.7278111073020227,0.07382115709051922,1591,0.02268620675228909
2025,588000.SSE,mid,30,30,8751,243,0.17112859506225359,0.02506963633701049,1.5041781802206293,0.856057357697307,0.009640866887157158,0.09016751859341302,0.6139260275016188,0.09609914412110468,1591,0.028446571171447613
2025,588000.SSE,mid,30,60,8751,243,0.21344641569961512,0.034058747006474384,1.0217624101942315,0.7475683976971103,0.016078028003230264,0.1107149597642273,0.4893612158610444,0.1353040962972368,1591,0.03679520290461317
2025,588000.SSE,mid,30,300,8751,243,0.44320268527317863,0.10108313159947073,0.6064987895968244,0.5146049057381988,0.07048707888911404,0.20274434974722086,0.26977869195901416,0.3898105210221143,1591,0.10045004722059896
2025,588000.SSE,mid,60,3,5960,243,0.07267606092208373,0.005753374606916858,6.90404952830023,1.089280907651255,0.001195946450227958,0.029106365922628292,0.9106812080536912,0.02536700332761373,646,0.008015945119146642
2025,588000.SSE,mid,60,15,5960,243,0.09652827426290256,0.007794375750704216,1.8706501801690119,0.8365121524245882,0.002207577903234536,0.03841506395134125,0.7333151565995526,0.0382056749551262,646,0.010282311101866814
2025,588000.SSE,mid,60,30,5960,243,0.11788885311549538,0.01110346371181102,1.3324156454173226,0.7989378420507023,0.003398059295156027,0.046591835454773904,0.6204488255033557,0.05122285153745192,646,0.01390370465190568
2025,588000.SSE,mid,60,60,5960,243,0.14627875101761303,0.01488771774297042,0.8932630645782251,0.6957699043936808,0.005395264196161434,0.058108053491187896,0.4960234899328859,0.07384468313678957,646,0.017697828559676963
2025,588000.SSE,mid,60,300,5960,243,0.3098847381399384,0.05352776985378692,0.642333238245443,0.5574151576197242,0.024010943193378875,0.11387055195593505,0.28032718120805367,0.23367360678168764,646,0.058705944775063315
2025,588080.SSE,last,15,3,8773,243,0.035411902492088226,0.002812052378779935,0.8436157136339806,2.2424609365478476,0.00048450754334865113,0.02500815296876497,0.6842159656521904,0.019779514115391042,2996,0.0025146166696913765
2025,588080.SSE,last,15,15,8773,243,0.10600153925287864,0.011753049706548245,0.7051829823928947,1.0459868615123724,0.004776886887522699,0.07234044270877443,0.5329666780652761,0.06551405773967915,2996,0.011604848240943128
2025,588080.SSE,last,15,30,8773,243,0.1595197013847989,0.020194518185462862,0.6058355455638859,0.7936058124368252,0.01108186366325504,0.10730361664732918,0.4536418556936054,0.11292504359169313,2996,0.020306922893761258
2025,588080.SSE,last,15,60,8773,243,0.23364931007200257,0.03695502238917393,0.554325335837609,0.6769310947286871,0.024617398541995753,0.15824713080901345,0.3628633306736578,0.18960254712613142,2996,0.0377334067844666
2025,588080.SSE,last,15,300,8773,243,0.6009483241465337,0.14254379864577624,0.4276313959373288,0.39470631179859106,0.12994952415799607,0.3143743563489902,0.2096204263079904,0.6053301329305877,2996,0.14386926921559118
2025,588080.SSE,last,30,3,7157,243,0.024054824934106194,0.000993396572804107,0.5960379436824642,1.716794274525617,0.00020003977844844438,0.013193277453861967,0.6860912393460946,0.010934677330203476,1298,0.001269827497889441
2025,588080.SSE,last,30,15,7157,243,0.07366027948166384,0.005748091026556821,0.6897709231868185,1.0593925447268844,0.0019024681172687189,0.039236112188425556,0.5358180802012016,0.03785167279744249,1298,0.005841871379378691
