day,symbol,session,field,delta,grid_points,valid_points,mean_age_seconds
2025-01-02,588000.SSE,am,mid,3,2401,2401,0.0
2025-01-02,588000.SSE,am,mid,15,481,481,0.0
2025-01-02,588000.SSE,am,mid,30,241,241,0.0
2025-01-02,588000.SSE,am,mid,60,121,121,0.0
2025-01-02,588000.SSE,am,mid,300,25,25,0.0
2025-01-02,588000.SSE,am,last,3,2401,2401,0.0
2025-01-02,588000.SSE,am,last,15,481,481,0.0
2025-01-02,588000.SSE,am,last,30,241,241,0.0
2025-01-02,588000.SSE,am,last,60,121,121,0.0
2025-01-02,588000.SSE,am,last,300,25,25,0.0
2025-01-02,588000.SSE,pm,mid,3,2401,2401,0.0
2025-01-02,588000.SSE,pm,mid,15,481,481,0.0
2025-01-02,588000.SSE,pm,mid,30,241,241,0.0
2025-01-02,588000.SSE,pm,mid,60,121,121,0.0
2025-01-02,588000.SSE,pm,mid,300,25,25,0.0
2025-01-02,588000.SSE,pm,last,3,2401,2401,0.0
2025-01-02,588000.SSE,pm,last,15,481,481,0.0
2025-01-02,588000.SSE,pm,last,30,241,241,0.0
2025-01-02,588000.SSE,pm,last,60,121,121,0.0
2025-01-02,588000.SSE,pm,last,300,25,25,0.0
2025-01-02,588080.SSE,am,mid,3,2401,2400,1.99875
2025-01-02,588080.SSE,am,mid,15,481,480,1.9979166666666666
2025-01-02,588080.SSE,am,mid,30,241,240,2.0
2025-01-02,588080.SSE,am,mid,60,121,120,2.0
2025-01-02,588080.SSE,am,mid,300,25,24,2.0
2025-01-02,588080.SSE,am,last,3,2401,2400,1.99875
2025-01-02,588080.SSE,am,last,15,481,480,1.9979166666666666
2025-01-02,588080.SSE,am,last,30,241,240,2.0
2025-01-02,588080.SSE,am,last,60,121,120,2.0
2025-01-02,588080.SSE,am,last,300,25,24,2.0
2025-01-02,588080.SSE,pm,mid,3,2401,2400,1.9995833333333333
2025-01-02,588080.SSE,pm,mid,15,481,480,2.0
2025-01-02,588080.SSE,pm,mid,30,241,240,2.0
2025-01-02,588080.SSE,pm,mid,60,121,120,2.0
2025-01-02,588080.SSE,pm,mid,300,25,24,2.0
2025-01-02,588080.SSE,pm,last,3,2401,2400,1.9995833333333333
2025-01-02,588080.SSE,pm,last,15,481,480,2.0
2025-01-02,588080.SSE,pm,last,30,241,240,2.0
2025-01-02,588080.SSE,pm,last,60,121,120,2.0
2025-01-02,588080.SSE,pm,last,300,25,24,2.0
2025-01-03,588000.SSE,am,mid,3,2401,2400,1.0
2025-01-03,588000.SSE,am,mid,15,481,480,1.0
2025-01-03,588000.SSE,am,mid,30,241,240,1.0
2025-01-03,588000.SSE,am,mid,60,121,120,1.0
2025-01-03,588000.SSE,am,mid,300,25,24,1.0
2025-01-03,588000.SSE,am,last,3,2401,2400,1.0
2025-01-03,588000.SSE,am,last,15,481,480,1.0
2025-01-03,588000.SSE,am,last,30,241,240,1.0
2025-01-03,588000.SSE,am,last,60,121,120,1.0
2025-01-03,588000.SSE,am,last,300,25,24,1.0
2025-01-03,588000.SSE,pm,mid,3,2401,2400,1.0
2025-01-03,588000.SSE,pm,mid,15,481,480,1.0
2025-01-03,588000.SSE,pm,mid,30,241,240,1.0
2025-01-03,588000.SSE,pm,mid,60,121,120,1.0
2025-01-03,588000.SSE,pm,mid,300,25,24,1.0
2025-01-03,588000.SSE,pm,last,3,2401,2400,1.0
2025-01-03,588000.SSE,pm,last,15,481,480,1.0
2025-01-03,588000.SSE,pm,last,30,241,240,1.0
2025-01-03,588000.SSE,pm,last,60,121,120,1.0
2025-01-03,588000.SSE,pm,last,300,25,24,1.0
2025-01-03,588080.SSE,am,mid,3,2401,2401,0.0
2025-01-03,588080.SSE,am,mid,15,481,481,0.0
2025-01-03,588080.SSE,am,mid,30,241,241,0.0
2025-01-03,588080.SSE,am,mid,60,121,121,0.0
2025-01-03,588080.SSE,am,mid,300,25,25,0.0
2025-01-03,588080.SSE,am,last,3,2401,2401,0.0
2025-01-03,588080.SSE,am,last,15,481,481,0.0
2025-01-03,588080.SSE,am,last,30,241,241,0.0
2025-01-03,588080.SSE,am,last,60,121,121,0.0
2025-01-03,588080.SSE,am,last,300,25,25,0.0
2025-01-03,588080.SSE,pm,mid,3,2401,2401,0.0
2025-01-03,588080.SSE,pm,mid,15,481,481,0.0
2025-01-03,588080.SSE,pm,mid,30,241,241,0.0
2025-01-03,588080.SSE,pm,mid,60,121,121,0.0
2025-01-03,588080.SSE,pm,mid,300,25,25,0.0
2025-01-03,588080.SSE,pm,last,3,2401,2401,0.0
2025-01-03,588080.SSE,pm,last,15,481,481,0.0
2025-01-03,588080.SSE,pm,last,30,241,241,0.0
2025-01-03,588080.SSE,pm,last,60,121,121,0.0
2025-01-03,588080.SSE,pm,last,300,25,25,0.0
2025-01-06,588000.SSE,am,mid,3,2401,2401,0.0
2025-01-06,588000.SSE,am,mid,15,481,481,0.0
2025-01-06,588000.SSE,am,mid,30,241,241,0.0
2025-01-06,588000.SSE,am,mid,60,121,121,0.0
2025-01-06,588000.SSE,am,mid,300,25,25,0.0
2025-01-06,588000.SSE,am,last,3,2401,2401,0.0
2025-01-06,588000.SSE,am,last,15,481,481,0.0
2025-01-06,588000.SSE,am,last,30,241,241,0.0
2025-01-06,588000.SSE,am,last,60,121,121,0.0
2025-01-06,588000.SSE,am,last,300,25,25,0.0
2025-01-06,588000.SSE,pm,mid,3,2401,2401,0.0
2025-01-06,588000.SSE,pm,mid,15,481,481,0.0
2025-01-06,588000.SSE,pm,mid,30,241,241,0.0
2025-01-06,588000.SSE,pm,mid,60,121,121,0.0
2025-01-06,588000.SSE,pm,mid,300,25,25,0.0
2025-01-06,588000.SSE,pm,last,3,2401,2401,0.0
2025-01-06,588000.SSE,pm,last,15,481,481,0.0
2025-01-06,588000.SSE,pm,last,30,241,241,0.0
2025-01-06,588000.SSE,pm,last,60,121,121,0.0
2025-01-06,588000.SSE,pm,last,300,25,25,0.0
2025-01-06,588080.SSE,am,mid,3,2401,2398,2.0
2025-01-06,588080.SSE,am,mid,15,481,480,2.0
2025-01-06,588080.SSE,am,mid,30,241,240,2.0
2025-01-06,588080.SSE,am,mid,60,121,120,2.0
2025-01-06,588080.SSE,am,mid,300,25,24,2.0
2025-01-06,588080.SSE,am,last,3,2401,2398,2.0
2025-01-06,588080.SSE,am,last,15,481,480,2.0
2025-01-06,588080.SSE,am,last,30,241,240,2.0
2025-01-06,588080.SSE,am,last,60,121,120,2.0
2025-01-06,588080.SSE,am,last,300,25,24,2.0
2025-01-06,588080.SSE,pm,mid,3,2401,2399,2.0
2025-01-06,588080.SSE,pm,mid,15,481,480,2.0
2025-01-06,588080.SSE,pm,mid,30,241,240,2.0
2025-01-06,588080.SSE,pm,mid,60,121,120,2.0
2025-01-06,588080.SSE,pm,mid,300,25,24,2.0
2025-01-06,588080.SSE,pm,last,3,2401,2399,2.0
2025-01-06,588080.SSE,pm,last,15,481,480,2.0
2025-01-06,588080.SSE,pm,last,30,241,240,2.0
2025-01-06,588080.SSE,pm,last,60,121,120,2.0
2025-01-06,588080.SSE,pm,last,300,25,24,2.0
2025-01-07,588000.SSE,am,mid,3,2401,2400,1.0
2025-01-07,588000.SSE,am,mid,15,481,480,1.0
2025-01-07,588000.SSE,am,mid,30,241,240,1.0
2025-01-07,588000.SSE,am,mid,60,121,120,1.0
2025-01-07,588000.SSE,am,mid,300,25,24,1.0
2025-01-07,588000.SSE,am,last,3,2401,2400,1.0
2025-01-07,588000.SSE,am,last,15,481,480,1.0
2025-01-07,588000.SSE,am,last,30,241,240,1.0
2025-01-07,588000.SSE,am,last,60,121,120,1.0
2025-01-07,588000.SSE,am,last,300,25,24,1.0
2025-01-07,588000.SSE,pm,mid,3,2401,2400,1.0
2025-01-07,588000.SSE,pm,mid,15,481,480,1.0
2025-01-07,588000.SSE,pm,mid,30,241,240,1.0
2025-01-07,588000.SSE,pm,mid,60,121,120,1.0
2025-01-07,588000.SSE,pm,mid,300,25,24,1.0
2025-01-07,588000.SSE,pm,last,3,2401,2400,1.0
2025-01-07,588000.SSE,pm,last,15,481,480,1.0
2025-01-07,588000.SSE,pm,last,30,241,240,1.0
2025-01-07,588000.SSE,pm,last,60,121,120,1.0
2025-01-07,588000.SSE,pm,last,300,25,24,1.0
2025-01-07,588080.SSE,am,mid,3,2401,2399,0.9995831596498541
2025-01-07,588080.SSE,am,mid,15,481,480,1.0
2025-01-07,588080.SSE,am,mid,30,241,240,1.0
2025-01-07,588080.SSE,am,mid,60,121,120,1.0
2025-01-07,588080.SSE,am,mid,300,25,24,1.0
2025-01-07,588080.SSE,am,last,3,2401,2399,0.9995831596498541
2025-01-07,588080.SSE,am,last,15,481,480,1.0
2025-01-07,588080.SSE,am,last,30,241,240,1.0
2025-01-07,588080.SSE,am,last,60,121,120,1.0
2025-01-07,588080.SSE,am,last,300,25,24,1.0
2025-01-07,588080.SSE,pm,mid,3,2401,2400,1.0
2025-01-07,588080.SSE,pm,mid,15,481,480,1.0
2025-01-07,588080.SSE,pm,mid,30,241,240,1.0
2025-01-07,588080.SSE,pm,mid,60,121,120,1.0
2025-01-07,588080.SSE,pm,mid,300,25,24,1.0
2025-01-07,588080.SSE,pm,last,3,2401,2400,1.0
2025-01-07,588080.SSE,pm,last,15,481,480,1.0
2025-01-07,588080.SSE,pm,last,30,241,240,1.0
2025-01-07,588080.SSE,pm,last,60,121,120,1.0
2025-01-07,588080.SSE,pm,last,300,25,24,1.0
2025-01-08,588000.SSE,am,mid,3,2401,2400,2.0
2025-01-08,588000.SSE,am,mid,15,481,480,2.0
2025-01-08,588000.SSE,am,mid,30,241,240,2.0
2025-01-08,588000.SSE,am,mid,60,121,120,2.0
2025-01-08,588000.SSE,am,mid,300,25,24,2.0
2025-01-08,588000.SSE,am,last,3,2401,2400,2.0
2025-01-08,588000.SSE,am,last,15,481,480,2.0
2025-01-08,588000.SSE,am,last,30,241,240,2.0
2025-01-08,588000.SSE,am,last,60,121,120,2.0
2025-01-08,588000.SSE,am,last,300,25,24,2.0
2025-01-08,588000.SSE,pm,mid,3,2401,2400,2.0
2025-01-08,588000.SSE,pm,mid,15,481,480,2.0
2025-01-08,588000.SSE,pm,mid,30,241,240,2.0
2025-01-08,588000.SSE,pm,mid,60,121,120,2.0
2025-01-08,588000.SSE,pm,mid,300,25,24,2.0
2025-01-08,588000.SSE,pm,last,3,2401,2400,2.0
2025-01-08,588000.SSE,pm,last,15,481,480,2.0
2025-01-08,588000.SSE,pm,last,30,241,240,2.0
2025-01-08,588000.SSE,pm,last,60,121,120,2.0
2025-01-08,588000.SSE,pm,last,300,25,24,2.0
2025-01-08,588080.SSE,am,mid,3,2401,2401,0.003748438150770512
2025-01-08,588080.SSE,am,mid,15,481,481,0.0
2025-01-08,588080.SSE,am,mid,30,241,241,0.0
2025-01-08,588080.SSE,am,mid,60,121,121,0.0
2025-01-08,588080.SSE,am,mid,300,25,25,0.0
2025-01-08,588080.SSE,am,last,3,2401,2401,0.003748438150770512
2025-01-08,588080.SSE,am,last,15,481,481,0.0
2025-01-08,588080.SSE,am,last,30,241,241,0.0
2025-01-08,588080.SSE,am,last,60,121,121,0.0
2025-01-08,588080.SSE,am,last,300,25,25,0.0
2025-01-08,588080.SSE,pm,mid,3,2401,2401,0.003748438150770512
2025-01-08,588080.SSE,pm,mid,15,481,481,0.0
2025-01-08,588080.SSE,pm,mid,30,241,241,0.0
2025-01-08,588080.SSE,pm,mid,60,121,121,0.0
2025-01-08,588080.SSE,pm,mid,300,25,25,0.0
2025-01-08,588080.SSE,pm,last,3,2401,2401,0.003748438150770512
2025-01-08,588080.SSE,pm,last,15,481,481,0.0
2025-01-08,588080.SSE,pm,last,30,241,241,0.0
2025-01-08,588080.SSE,pm,last,60,121,121,0.0
2025-01-08,588080.SSE,pm,last,300,25,25,0.0
2025-01-09,588000.SSE,am,mid,3,2401,2400,0.9958333333333333
2025-01-09,588000.SSE,am,mid,15,481,480,0.9916666666666667
2025-01-09,588000.SSE,am,mid,30,241,240,0.9833333333333333
2025-01-09,588000.SSE,am,mid,60,121,120,0.9666666666666667
2025-01-09,588000.SSE,am,mid,300,25,24,0.9166666666666666
2025-01-09,588000.SSE,am,last,3,2401,2400,0.9958333333333333
2025-01-09,588000.SSE,am,last,15,481,480,0.9916666666666667
2025-01-09,588000.SSE,am,last,30,241,240,0.9833333333333333
2025-01-09,588000.SSE,am,last,60,121,120,0.9666666666666667
2025-01-09,588000.SSE,am,last,300,25,24,0.9166666666666666
2025-01-09,588000.SSE,pm,mid,3,2401,2400,0.9975
2025-01-09,588000.SSE,pm,mid,15,481,480,0.9979166666666667
2025-01-09,588000.SSE,pm,mid,30,241,240,0.9958333333333333
2025-01-09,588000.SSE,pm,mid,60,121,120,0.9916666666666667
2025-01-09,588000.SSE,pm,mid,300,25,24,0.9583333333333334
2025-01-09,588000.SSE,pm,last,3,2401,2400,0.9975
2025-01-09,588000.SSE,pm,last,15,481,480,0.9979166666666667
2025-01-09,588000.SSE,pm,last,30,241,240,0.9958333333333333
2025-01-09,588000.SSE,pm,last,60,121,120,0.9916666666666667
2025-01-09,588000.SSE,pm,last,300,25,24,0.9583333333333334
2025-01-09,588080.SSE,am,mid,3,2401,2400,0.6570833333333334
2025-01-09,588080.SSE,am,mid,15,481,480,0.6875
2025-01-09,588080.SSE,am,mid,30,241,240,0.6708333333333333
2025-01-09,588080.SSE,am,mid,60,121,120,0.6583333333333333
2025-01-09,588080.SSE,am,mid,300,25,24,0.5
2025-01-09,588080.SSE,am,last,3,2401,2400,0.6570833333333334
2025-01-09,588080.SSE,am,last,15,481,480,0.6875
2025-01-09,588080.SSE,am,last,30,241,240,0.6708333333333333
2025-01-09,588080.SSE,am,last,60,121,120,0.6583333333333333
2025-01-09,588080.SSE,am,last,300,25,24,0.5
2025-01-09,588080.SSE,pm,mid,3,2401,2399,0.6569403918299291
2025-01-09,588080.SSE,pm,mid,15,481,479,0.6242171189979123
2025-01-09,588080.SSE,pm,mid,30,241,239,0.6317991631799164
2025-01-09,588080.SSE,pm,mid,60,121,120,0.6333333333333333
2025-01-09,588080.SSE,pm,mid,300,25,24,0.5
2025-01-09,588080.SSE,pm,last,3,2401,2399,0.6569403918299291
2025-01-09,588080.SSE,pm,last,15,481,479,0.6242171189979123
2025-01-09,588080.SSE,pm,last,30,241,239,0.6317991631799164
2025-01-09,588080.SSE,pm,last,60,121,120,0.6333333333333333
2025-01-09,588080.SSE,pm,last,300,25,24,0.5
2025-01-10,588000.SSE,am,mid,3,2401,2401,0.0
2025-01-10,588000.SSE,am,mid,15,481,481,0.0
2025-01-10,588000.SSE,am,mid,30,241,241,0.0
2025-01-10,588000.SSE,am,mid,60,121,121,0.0
2025-01-10,588000.SSE,am,mid,300,25,25,0.0
2025-01-10,588000.SSE,am,last,3,2401,2401,0.0
2025-01-10,588000.SSE,am,last,15,481,481,0.0
2025-01-10,588000.SSE,am,last,30,241,241,0.0
2025-01-10,588000.SSE,am,last,60,121,121,0.0
2025-01-10,588000.SSE,am,last,300,25,25,0.0
2025-01-10,588000.SSE,pm,mid,3,2401,2401,0.0
2025-01-10,588000.SSE,pm,mid,15,481,481,0.0
2025-01-10,588000.SSE,pm,mid,30,241,241,0.0
2025-01-10,588000.SSE,pm,mid,60,121,121,0.0
2025-01-10,588000.SSE,pm,mid,300,25,25,0.0
2025-01-10,588000.SSE,pm,last,3,2401,2401,0.0
2025-01-10,588000.SSE,pm,last,15,481,481,0.0
2025-01-10,588000.SSE,pm,last,30,241,241,0.0
2025-01-10,588000.SSE,pm,last,60,121,121,0.0
2025-01-10,588000.SSE,pm,last,300,25,25,0.0
2025-01-10,588080.SSE,am,mid,3,2401,2400,1.0
2025-01-10,588080.SSE,am,mid,15,481,480,1.0
2025-01-10,588080.SSE,am,mid,30,241,240,1.0
2025-01-10,588080.SSE,am,mid,60,121,120,1.0
2025-01-10,588080.SSE,am,mid,300,25,24,1.0
2025-01-10,588080.SSE,am,last,3,2401,2400,1.0
2025-01-10,588080.SSE,am,last,15,481,480,1.0
2025-01-10,588080.SSE,am,last,30,241,240,1.0
2025-01-10,588080.SSE,am,last,60,121,120,1.0
2025-01-10,588080.SSE,am,last,300,25,24,1.0
2025-01-10,588080.SSE,pm,mid,3,2401,2400,1.0
2025-01-10,588080.SSE,pm,mid,15,481,480,1.0
2025-01-10,588080.SSE,pm,mid,30,241,240,1.0
2025-01-10,588080.SSE,pm,mid,60,121,120,1.0
2025-01-10,588080.SSE,pm,mid,300,25,24,1.0
2025-01-10,588080.SSE,pm,last,3,2401,2400,1.0
2025-01-10,588080.SSE,pm,last,15,481,480,1.0
2025-01-10,588080.SSE,pm,last,30,241,240,1.0
2025-01-10,588080.SSE,pm,last,60,121,120,1.0
2025-01-10,588080.SSE,pm,last,300,25,24,1.0
2025-01-13,588000.SSE,am,mid,3,2401,2400,1.0
2025-01-13,588000.SSE,am,mid,15,481,480,1.0
2025-01-13,588000.SSE,am,mid,30,241,240,1.0
2025-01-13,588000.SSE,am,mid,60,121,120,1.0
2025-01-13,588000.SSE,am,mid,300,25,24,1.0
2025-01-13,588000.SSE,am,last,3,2401,2400,1.0
2025-01-13,588000.SSE,am,last,15,481,480,1.0
2025-01-13,588000.SSE,am,last,30,241,240,1.0
2025-01-13,588000.SSE,am,last,60,121,120,1.0
2025-01-13,588000.SSE,am,last,300,25,24,1.0
2025-01-13,588000.SSE,pm,mid,3,2401,2400,0.9995833333333334
2025-01-13,588000.SSE,pm,mid,15,481,480,1.0
2025-01-13,588000.SSE,pm,mid,30,241,240,1.0
2025-01-13,588000.SSE,pm,mid,60,121,120,1.0
2025-01-13,588000.SSE,pm,mid,300,25,24,1.0
2025-01-13,588000.SSE,pm,last,3,2401,2400,0.9995833333333334
2025-01-13,588000.SSE,pm,last,15,481,480,1.0
2025-01-13,588000.SSE,pm,last,30,241,240,1.0
2025-01-13,588000.SSE,pm,last,60,121,120,1.0
2025-01-13,588000.SSE,pm,last,300,25,24,1.0
2025-01-13,588080.SSE,am,mid,3,2401,2401,0.6559766763848397
2025-01-13,588080.SSE,am,mid,15,481,481,0.5717255717255717
2025-01-13,588080.SSE,am,mid,30,241,241,0.49377593360995853
2025-01-13,588080.SSE,am,mid,60,121,121,0.4462809917355372
2025-01-13,588080.SSE,am,mid,300,25,25,0.32
2025-01-13,588080.SSE,am,last,3,2401,2401,0.6559766763848397
2025-01-13,588080.SSE,am,last,15,481,481,0.5717255717255717
2025-01-13,588080.SSE,am,last,30,241,241,0.49377593360995853
2025-01-13,588080.SSE,am,last,60,121,121,0.4462809917355372
2025-01-13,588080.SSE,am,last,300,25,25,0.32
2025-01-13,588080.SSE,pm,mid,3,2401,2401,0.6747188671386922
2025-01-13,588080.SSE,pm,mid,15,481,481,0.6237006237006237
2025-01-13,588080.SSE,pm,mid,30,241,241,0.6514522821576764
2025-01-13,588080.SSE,pm,mid,60,121,121,0.6694214876033058
2025-01-13,588080.SSE,pm,mid,300,25,25,0.48
2025-01-13,588080.SSE,pm,last,3,2401,2401,0.6747188671386922
2025-01-13,588080.SSE,pm,last,15,481,481,0.6237006237006237
2025-01-13,588080.SSE,pm,last,30,241,241,0.6514522821576764
2025-01-13,588080.SSE,pm,last,60,121,121,0.6694214876033058
2025-01-13,588080.SSE,pm,last,300,25,25,0.48
2025-01-14,588000.SSE,am,mid,3,2401,2401,0.0
2025-01-14,588000.SSE,am,mid,15,481,481,0.0
2025-01-14,588000.SSE,am,mid,30,241,241,0.0
2025-01-14,588000.SSE,am,mid,60,121,121,0.0
2025-01-14,588000.SSE,am,mid,300,25,25,0.0
2025-01-14,588000.SSE,am,last,3,2401,2401,0.0
2025-01-14,588000.SSE,am,last,15,481,481,0.0
2025-01-14,588000.SSE,am,last,30,241,241,0.0
2025-01-14,588000.SSE,am,last,60,121,121,0.0
2025-01-14,588000.SSE,am,last,300,25,25,0.0
2025-01-14,588000.SSE,pm,mid,3,2401,2401,0.0
2025-01-14,588000.SSE,pm,mid,15,481,481,0.0
2025-01-14,588000.SSE,pm,mid,30,241,241,0.0
2025-01-14,588000.SSE,pm,mid,60,121,121,0.0
2025-01-14,588000.SSE,pm,mid,300,25,25,0.0
2025-01-14,588000.SSE,pm,last,3,2401,2401,0.0
2025-01-14,588000.SSE,pm,last,15,481,481,0.0
2025-01-14,588000.SSE,pm,last,30,241,241,0.0
2025-01-14,588000.SSE,pm,last,60,121,121,0.0
2025-01-14,588000.SSE,pm,last,300,25,25,0.0
2025-01-14,588080.SSE,am,mid,3,2401,2400,1.84125
2025-01-14,588080.SSE,am,mid,15,481,480,1.8479166666666667
2025-01-14,588080.SSE,am,mid,30,241,240,1.8541666666666667
2025-01-14,588080.SSE,am,mid,60,121,120,1.85
2025-01-14,588080.SSE,am,mid,300,25,24,1.8333333333333333
2025-01-14,588080.SSE,am,last,3,2401,2400,1.84125
2025-01-14,588080.SSE,am,last,15,481,480,1.8479166666666667
2025-01-14,588080.SSE,am,last,30,241,240,1.8541666666666667
2025-01-14,588080.SSE,am,last,60,121,120,1.85
2025-01-14,588080.SSE,am,last,300,25,24,1.8333333333333333
2025-01-14,588080.SSE,pm,mid,3,2401,2400,1.7941666666666667
2025-01-14,588080.SSE,pm,mid,15,481,480,1.7729166666666667
2025-01-14,588080.SSE,pm,mid,30,241,240,1.7875
2025-01-14,588080.SSE,pm,mid,60,121,120,1.7333333333333334
2025-01-14,588080.SSE,pm,mid,300,25,24,1.6666666666666667
2025-01-14,588080.SSE,pm,last,3,2401,2400,1.7941666666666667
2025-01-14,588080.SSE,pm,last,15,481,480,1.7729166666666667
2025-01-14,588080.SSE,pm,last,30,241,240,1.7875
2025-01-14,588080.SSE,pm,last,60,121,120,1.7333333333333334
2025-01-14,588080.SSE,pm,last,300,25,24,1.6666666666666667
2025-01-15,588000.SSE,am,mid,3,2401,2400,1.0
2025-01-15,588000.SSE,am,mid,15,481,480,1.0
2025-01-15,588000.SSE,am,mid,30,241,240,1.0
2025-01-15,588000.SSE,am,mid,60,121,120,1.0
2025-01-15,588000.SSE,am,mid,300,25,24,1.0
2025-01-15,588000.SSE,am,last,3,2401,2400,1.0
2025-01-15,588000.SSE,am,last,15,481,480,1.0
2025-01-15,588000.SSE,am,last,30,241,240,1.0
2025-01-15,588000.SSE,am,last,60,121,120,1.0
2025-01-15,588000.SSE,am,last,300,25,24,1.0
2025-01-15,588000.SSE,pm,mid,3,2401,2400,1.0
2025-01-15,588000.SSE,pm,mid,15,481,480,1.0
2025-01-15,588000.SSE,pm,mid,30,241,240,1.0
2025-01-15,588000.SSE,pm,mid,60,121,120,1.0
2025-01-15,588000.SSE,pm,mid,300,25,24,1.0
2025-01-15,588000.SSE,pm,last,3,2401,2400,1.0
2025-01-15,588000.SSE,pm,last,15,481,480,1.0
2025-01-15,588000.SSE,pm,last,30,241,240,1.0
2025-01-15,588000.SSE,pm,last,60,121,120,1.0
2025-01-15,588000.SSE,pm,last,300,25,24,1.0
2025-01-15,588080.SSE,am,mid,3,2401,2399,2.0
2025-01-15,588080.SSE,am,mid,15,481,480,2.0
2025-01-15,588080.SSE,am,mid,30,241,240,2.0
2025-01-15,588080.SSE,am,mid,60,121,120,2.0
2025-01-15,588080.SSE,am,mid,300,25,24,2.0
2025-01-15,588080.SSE,am,last,3,2401,2399,2.0
2025-01-15,588080.SSE,am,last,15,481,480,2.0
2025-01-15,588080.SSE,am,last,30,241,240,2.0
2025-01-15,588080.SSE,am,last,60,121,120,2.0
2025-01-15,588080.SSE,am,last,300,25,24,2.0
2025-01-15,588080.SSE,pm,mid,3,2401,2399,2.0
2025-01-15,588080.SSE,pm,mid,15,481,480,2.0
2025-01-15,588080.SSE,pm,mid,30,241,240,2.0
2025-01-15,588080.SSE,pm,mid,60,121,120,2.0
2025-01-15,588080.SSE,pm,mid,300,25,24,2.0
2025-01-15,588080.SSE,pm,last,3,2401,2399,2.0
2025-01-15,588080.SSE,pm,last,15,481,480,2.0
2025-01-15,588080.SSE,pm,last,30,241,240,2.0
2025-01-15,588080.SSE,pm,last,60,121,120,2.0
2025-01-15,588080.SSE,pm,last,300,25,24,2.0
2025-01-16,588000.SSE,am,mid,3,2401,2401,0.0012494793835901709
2025-01-16,588000.SSE,am,mid,15,481,481,0.0
2025-01-16,588000.SSE,am,mid,30,241,241,0.0
2025-01-16,588000.SSE,am,mid,60,121,121,0.0
2025-01-16,588000.SSE,am,mid,300,25,25,0.0
2025-01-16,588000.SSE,am,last,3,2401,2401,0.0012494793835901709
2025-01-16,588000.SSE,am,last,15,481,481,0.0
2025-01-16,588000.SSE,am,last,30,241,241,0.0
2025-01-16,588000.SSE,am,last,60,121,121,0.0
2025-01-16,588000.SSE,am,last,300,25,25,0.0
2025-01-16,588000.SSE,pm,mid,3,2401,2401,0.0
2025-01-16,588000.SSE,pm,mid,15,481,481,0.0
2025-01-16,588000.SSE,pm,mid,30,241,241,0.0
2025-01-16,588000.SSE,pm,mid,60,121,121,0.0
2025-01-16,588000.SSE,pm,mid,300,25,25,0.0
2025-01-16,588000.SSE,pm,last,3,2401,2401,0.0
2025-01-16,588000.SSE,pm,last,15,481,481,0.0
2025-01-16,588000.SSE,pm,last,30,241,241,0.0
2025-01-16,588000.SSE,pm,last,60,121,121,0.0
2025-01-16,588000.SSE,pm,last,300,25,25,0.0
2025-01-16,588080.SSE,am,mid,3,2401,2401,0.0
2025-01-16,588080.SSE,am,mid,15,481,481,0.0
2025-01-16,588080.SSE,am,mid,30,241,241,0.0
2025-01-16,588080.SSE,am,mid,60,121,121,0.0
2025-01-16,588080.SSE,am,mid,300,25,25,0.0
2025-01-16,588080.SSE,am,last,3,2401,2401,0.0
2025-01-16,588080.SSE,am,last,15,481,481,0.0
2025-01-16,588080.SSE,am,last,30,241,241,0.0
2025-01-16,588080.SSE,am,last,60,121,121,0.0
2025-01-16,588080.SSE,am,last,300,25,25,0.0
2025-01-16,588080.SSE,pm,mid,3,2401,2401,0.0
2025-01-16,588080.SSE,pm,mid,15,481,481,0.0
2025-01-16,588080.SSE,pm,mid,30,241,241,0.0
2025-01-16,588080.SSE,pm,mid,60,121,121,0.0
2025-01-16,588080.SSE,pm,mid,300,25,25,0.0
2025-01-16,588080.SSE,pm,last,3,2401,2401,0.0
2025-01-16,588080.SSE,pm,last,15,481,481,0.0
2025-01-16,588080.SSE,pm,last,30,241,241,0.0
2025-01-16,588080.SSE,pm,last,60,121,121,0.0
2025-01-16,588080.SSE,pm,last,300,25,25,0.0
2025-01-17,588000.SSE,am,mid,3,2401,2400,1.0
2025-01-17,588000.SSE,am,mid,15,481,480,1.0
2025-01-17,588000.SSE,am,mid,30,241,240,1.0
2025-01-17,588000.SSE,am,mid,60,121,120,1.0
2025-01-17,588000.SSE,am,mid,300,25,24,1.0
2025-01-17,588000.SSE,am,last,3,2401,2400,1.0
2025-01-17,588000.SSE,am,last,15,481,480,1.0
2025-01-17,588000.SSE,am,last,30,241,240,1.0
2025-01-17,588000.SSE,am,last,60,121,120,1.0
2025-01-17,588000.SSE,am,last,300,25,24,1.0
2025-01-17,588000.SSE,pm,mid,3,2401,2400,1.0
2025-01-17,588000.SSE,pm,mid,15,481,480,1.0
2025-01-17,588000.SSE,pm,mid,30,241,240,1.0
2025-01-17,588000.SSE,pm,mid,60,121,120,1.0
2025-01-17,588000.SSE,pm,mid,300,25,24,1.0
2025-01-17,588000.SSE,pm,last,3,2401,2400,1.0
2025-01-17,588000.SSE,pm,last,15,481,480,1.0
2025-01-17,588000.SSE,pm,last,30,241,240,1.0
2025-01-17,588000.SSE,pm,last,60,121,120,1.0
2025-01-17,588000.SSE,pm,last,300,25,24,1.0
2025-01-17,588080.SSE,am,mid,3,2401,2398,2.0
