day,symbol,session,field,delta,grid_points,valid_points,mean_age_seconds
2025-04-08,588080.SSE,am,mid,3,2401,2400,1.0
2025-04-08,588080.SSE,am,mid,15,481,480,1.0
2025-04-08,588080.SSE,am,mid,30,241,240,1.0
2025-04-08,588080.SSE,am,mid,60,121,120,1.0
2025-04-08,588080.SSE,am,mid,300,25,24,1.0
2025-04-08,588080.SSE,am,last,3,2401,2400,1.0
2025-04-08,588080.SSE,am,last,15,481,480,1.0
2025-04-08,588080.SSE,am,last,30,241,240,1.0
2025-04-08,588080.SSE,am,last,60,121,120,1.0
2025-04-08,588080.SSE,am,last,300,25,24,1.0
2025-04-08,588080.SSE,pm,mid,3,2401,2400,1.0
2025-04-08,588080.SSE,pm,mid,15,481,480,1.0
2025-04-08,588080.SSE,pm,mid,30,241,240,1.0
2025-04-08,588080.SSE,pm,mid,60,121,120,1.0
2025-04-08,588080.SSE,pm,mid,300,25,24,1.0
2025-04-08,588080.SSE,pm,last,3,2401,2400,1.0
2025-04-08,588080.SSE,pm,last,15,481,480,1.0
2025-04-08,588080.SSE,pm,last,30,241,240,1.0
2025-04-08,588080.SSE,pm,last,60,121,120,1.0
2025-04-08,588080.SSE,pm,last,300,25,24,1.0
2025-04-09,588000.SSE,am,mid,3,2401,2400,1.0
2025-04-09,588000.SSE,am,mid,15,481,480,1.0
2025-04-09,588000.SSE,am,mid,30,241,240,1.0
2025-04-09,588000.SSE,am,mid,60,121,120,1.0
2025-04-09,588000.SSE,am,mid,300,25,24,1.0
2025-04-09,588000.SSE,am,last,3,2401,2400,1.0
2025-04-09,588000.SSE,am,last,15,481,480,1.0
2025-04-09,588000.SSE,am,last,30,241,240,1.0
2025-04-09,588000.SSE,am,last,60,121,120,1.0
2025-04-09,588000.SSE,am,last,300,25,24,1.0
2025-04-09,588000.SSE,pm,mid,3,2401,2400,1.0
2025-04-09,588000.SSE,pm,mid,15,481,480,1.0
2025-04-09,588000.SSE,pm,mid,30,241,240,1.0
2025-04-09,588000.SSE,pm,mid,60,121,120,1.0
2025-04-09,588000.SSE,pm,mid,300,25,24,1.0
2025-04-09,588000.SSE,pm,last,3,2401,2400,1.0
2025-04-09,588000.SSE,pm,last,15,481,480,1.0
2025-04-09,588000.SSE,pm,last,30,241,240,1.0
2025-04-09,588000.SSE,pm,last,60,121,120,1.0
2025-04-09,588000.SSE,pm,last,300,25,24,1.0
2025-04-09,588080.SSE,am,mid,3,2401,2401,0.0
2025-04-09,588080.SSE,am,mid,15,481,481,0.0
2025-04-09,588080.SSE,am,mid,30,241,241,0.0
2025-04-09,588080.SSE,am,mid,60,121,121,0.0
2025-04-09,588080.SSE,am,mid,300,25,25,0.0
2025-04-09,588080.SSE,am,last,3,2401,2401,0.0
2025-04-09,588080.SSE,am,last,15,481,481,0.0
2025-04-09,588080.SSE,am,last,30,241,241,0.0
2025-04-09,588080.SSE,am,last,60,121,121,0.0
2025-04-09,588080.SSE,am,last,300,25,25,0.0
2025-04-09,588080.SSE,pm,mid,3,2401,2401,0.0
2025-04-09,588080.SSE,pm,mid,15,481,481,0.0
2025-04-09,588080.SSE,pm,mid,30,241,241,0.0
2025-04-09,588080.SSE,pm,mid,60,121,121,0.0
2025-04-09,588080.SSE,pm,mid,300,25,25,0.0
2025-04-09,588080.SSE,pm,last,3,2401,2401,0.0
2025-04-09,588080.SSE,pm,last,15,481,481,0.0
2025-04-09,588080.SSE,pm,last,30,241,241,0.0
2025-04-09,588080.SSE,pm,last,60,121,121,0.0
2025-04-09,588080.SSE,pm,last,300,25,25,0.0
2025-04-10,588000.SSE,am,mid,3,2401,2401,0.0
2025-04-10,588000.SSE,am,mid,15,481,481,0.0
2025-04-10,588000.SSE,am,mid,30,241,241,0.0
2025-04-10,588000.SSE,am,mid,60,121,121,0.0
2025-04-10,588000.SSE,am,mid,300,25,25,0.0
2025-04-10,588000.SSE,am,last,3,2401,2401,0.0
2025-04-10,588000.SSE,am,last,15,481,481,0.0
2025-04-10,588000.SSE,am,last,30,241,241,0.0
2025-04-10,588000.SSE,am,last,60,121,121,0.0
2025-04-10,588000.SSE,am,last,300,25,25,0.0
2025-04-10,588000.SSE,pm,mid,3,2401,2401,0.0
2025-04-10,588000.SSE,pm,mid,15,481,481,0.0
2025-04-10,588000.SSE,pm,mid,30,241,241,0.0
2025-04-10,588000.SSE,pm,mid,60,121,121,0.0
2025-04-10,588000.SSE,pm,mid,300,25,25,0.0
2025-04-10,588000.SSE,pm,last,3,2401,2401,0.0
2025-04-10,588000.SSE,pm,last,15,481,481,0.0
2025-04-10,588000.SSE,pm,last,30,241,241,0.0
2025-04-10,588000.SSE,pm,last,60,121,121,0.0
2025-04-10,588000.SSE,pm,last,300,25,25,0.0
2025-04-10,588080.SSE,am,mid,3,2401,2399,2.0
2025-04-10,588080.SSE,am,mid,15,481,480,2.0
2025-04-10,588080.SSE,am,mid,30,241,240,2.0
2025-04-10,588080.SSE,am,mid,60,121,120,2.0
2025-04-10,588080.SSE,am,mid,300,25,24,2.0
2025-04-10,588080.SSE,am,last,3,2401,2399,2.0
2025-04-10,588080.SSE,am,last,15,481,480,2.0
2025-04-10,588080.SSE,am,last,30,241,240,2.0
2025-04-10,588080.SSE,am,last,60,121,120,2.0
2025-04-10,588080.SSE,am,last,300,25,24,2.0
2025-04-10,588080.SSE,pm,mid,3,2401,2400,2.0
2025-04-10,588080.SSE,pm,mid,15,481,480,2.0
2025-04-10,588080.SSE,pm,mid,30,241,240,2.0
2025-04-10,588080.SSE,pm,mid,60,121,120,2.0
2025-04-10,588080.SSE,pm,mid,300,25,24,2.0
2025-04-10,588080.SSE,pm,last,3,2401,2400,2.0
2025-04-10,588080.SSE,pm,last,15,481,480,2.0
2025-04-10,588080.SSE,pm,last,30,241,240,2.0
2025-04-10,588080.SSE,pm,last,60,121,120,2.0
2025-04-10,588080.SSE,pm,last,300,25,24,2.0
2025-04-11,588000.SSE,am,mid,3,2401,2400,2.0
2025-04-11,588000.SSE,am,mid,15,481,480,2.0
2025-04-11,588000.SSE,am,mid,30,241,240,2.0
2025-04-11,588000.SSE,am,mid,60,121,120,2.0
2025-04-11,588000.SSE,am,mid,300,25,24,2.0
2025-04-11,588000.SSE,am,last,3,2401,2400,2.0
2025-04-11,588000.SSE,am,last,15,481,480,2.0
2025-04-11,588000.SSE,am,last,30,241,240,2.0
2025-04-11,588000.SSE,am,last,60,121,120,2.0
2025-04-11,588000.SSE,am,last,300,25,24,2.0
2025-04-11,588000.SSE,pm,mid,3,2401,2400,2.0
2025-04-11,588000.SSE,pm,mid,15,481,480,2.0
2025-04-11,588000.SSE,pm,mid,30,241,240,2.0
2025-04-11,588000.SSE,pm,mid,60,121,120,2.0
2025-04-11,588000.SSE,pm,mid,300,25,24,2.0
2025-04-11,588000.SSE,pm,last,3,2401,2400,2.0
2025-04-11,588000.SSE,pm,last,15,481,480,2.0
2025-04-11,588000.SSE,pm,last,30,241,240,2.0
2025-04-11,588000.SSE,pm,last,60,121,120,2.0
2025-04-11,588000.SSE,pm,last,300,25,24,2.0
2025-04-11,588080.SSE,am,mid,3,2401,2401,0.0024989587671803417
2025-04-11,588080.SSE,am,mid,15,481,481,0.012474012474012475
2025-04-11,588080.SSE,am,mid,30,241,241,0.0
2025-04-11,588080.SSE,am,mid,60,121,121,0.0
2025-04-11,588080.SSE,am,mid,300,25,25,0.0
2025-04-11,588080.SSE,am,last,3,2401,2401,0.0024989587671803417
2025-04-11,588080.SSE,am,last,15,481,481,0.012474012474012475
2025-04-11,588080.SSE,am,last,30,241,241,0.0
2025-04-11,588080.SSE,am,last,60,121,121,0.0
2025-04-11,588080.SSE,am,last,300,25,25,0.0
2025-04-11,588080.SSE,pm,mid,3,2401,2401,0.0
2025-04-11,588080.SSE,pm,mid,15,481,481,0.0
2025-04-11,588080.SSE,pm,mid,30,241,241,0.0
2025-04-11,588080.SSE,pm,mid,60,121,121,0.0
2025-04-11,588080.SSE,pm,mid,300,25,25,0.0
2025-04-11,588080.SSE,pm,last,3,2401,2401,0.0
2025-04-11,588080.SSE,pm,last,15,481,481,0.0
2025-04-11,588080.SSE,pm,last,30,241,241,0.0
2025-04-11,588080.SSE,pm,last,60,121,121,0.0
2025-04-11,588080.SSE,pm,last,300,25,25,0.0
2025-04-14,588000.SSE,am,mid,3,2401,2400,1.0
2025-04-14,588000.SSE,am,mid,15,481,480,1.0
2025-04-14,588000.SSE,am,mid,30,241,240,1.0
2025-04-14,588000.SSE,am,mid,60,121,120,1.0
2025-04-14,588000.SSE,am,mid,300,25,24,1.0
2025-04-14,588000.SSE,am,last,3,2401,2400,1.0
2025-04-14,588000.SSE,am,last,15,481,480,1.0
2025-04-14,588000.SSE,am,last,30,241,240,1.0
2025-04-14,588000.SSE,am,last,60,121,120,1.0
2025-04-14,588000.SSE,am,last,300,25,24,1.0
2025-04-14,588000.SSE,pm,mid,3,2401,2400,1.0
2025-04-14,588000.SSE,pm,mid,15,481,480,1.0
2025-04-14,588000.SSE,pm,mid,30,241,240,1.0
2025-04-14,588000.SSE,pm,mid,60,121,120,1.0
2025-04-14,588000.SSE,pm,mid,300,25,24,1.0
2025-04-14,588000.SSE,pm,last,3,2401,2400,1.0
2025-04-14,588000.SSE,pm,last,15,481,480,1.0
2025-04-14,588000.SSE,pm,last,30,241,240,1.0
2025-04-14,588000.SSE,pm,last,60,121,120,1.0
2025-04-14,588000.SSE,pm,last,300,25,24,1.0
2025-04-14,588080.SSE,am,mid,3,2401,2401,0.0012494793835901709
2025-04-14,588080.SSE,am,mid,15,481,481,0.0
2025-04-14,588080.SSE,am,mid,30,241,241,0.0
2025-04-14,588080.SSE,am,mid,60,121,121,0.0
2025-04-14,588080.SSE,am,mid,300,25,25,0.0
2025-04-14,588080.SSE,am,last,3,2401,2401,0.0012494793835901709
2025-04-14,588080.SSE,am,last,15,481,481,0.0
2025-04-14,588080.SSE,am,last,30,241,241,0.0
2025-04-14,588080.SSE,am,last,60,121,121,0.0
2025-04-14,588080.SSE,am,last,300,25,25,0.0
2025-04-14,588080.SSE,pm,mid,3,2401,2401,0.007496876301541024
2025-04-14,588080.SSE,pm,mid,15,481,481,0.018711018711018712
2025-04-14,588080.SSE,pm,mid,30,241,241,0.03734439834024896
2025-04-14,588080.SSE,pm,mid,60,121,121,0.024793388429752067
2025-04-14,588080.SSE,pm,mid,300,25,25,0.12
2025-04-14,588080.SSE,pm,last,3,2401,2401,0.007496876301541024
2025-04-14,588080.SSE,pm,last,15,481,481,0.018711018711018712
2025-04-14,588080.SSE,pm,last,30,241,241,0.03734439834024896
2025-04-14,588080.SSE,pm,last,60,121,121,0.024793388429752067
2025-04-14,588080.SSE,pm,last,300,25,25,0.12
2025-04-15,588000.SSE,am,mid,3,2401,2400,1.7516666666666667
2025-04-15,588000.SSE,am,mid,15,481,480,1.75625
2025-04-15,588000.SSE,am,mid,30,241,240,1.7458333333333333
2025-04-15,588000.SSE,am,mid,60,121,120,1.7916666666666667
2025-04-15,588000.SSE,am,mid,300,25,24,1.7916666666666667
2025-04-15,588000.SSE,am,last,3,2401,2400,1.7516666666666667
2025-04-15,588000.SSE,am,last,15,481,480,1.75625
2025-04-15,588000.SSE,am,last,30,241,240,1.7458333333333333
2025-04-15,588000.SSE,am,last,60,121,120,1.7916666666666667
2025-04-15,588000.SSE,am,last,300,25,24,1.7916666666666667
2025-04-15,588000.SSE,pm,mid,3,2401,2400,1.7291666666666667
2025-04-15,588000.SSE,pm,mid,15,481,480,1.7458333333333333
2025-04-15,588000.SSE,pm,mid,30,241,240,1.7583333333333333
2025-04-15,588000.SSE,pm,mid,60,121,120,1.7833333333333334
2025-04-15,588000.SSE,pm,mid,300,25,24,1.75
2025-04-15,588000.SSE,pm,last,3,2401,2400,1.7291666666666667
2025-04-15,588000.SSE,pm,last,15,481,480,1.7458333333333333
2025-04-15,588000.SSE,pm,last,30,241,240,1.7583333333333333
2025-04-15,588000.SSE,pm,last,60,121,120,1.7833333333333334
2025-04-15,588000.SSE,pm,last,300,25,24,1.75
2025-04-15,588080.SSE,am,mid,3,2401,2397,1.9995828118481436
2025-04-15,588080.SSE,am,mid,15,481,479,1.9979123173277662
2025-04-15,588080.SSE,am,mid,30,241,240,1.9958333333333333
2025-04-15,588080.SSE,am,mid,60,121,120,1.9916666666666667
2025-04-15,588080.SSE,am,mid,300,25,24,1.9583333333333333
2025-04-15,588080.SSE,am,last,3,2401,2397,1.9995828118481436
2025-04-15,588080.SSE,am,last,15,481,479,1.9979123173277662
2025-04-15,588080.SSE,am,last,30,241,240,1.9958333333333333
2025-04-15,588080.SSE,am,last,60,121,120,1.9916666666666667
2025-04-15,588080.SSE,am,last,300,25,24,1.9583333333333333
2025-04-15,588080.SSE,pm,mid,3,2401,2397,2.0
2025-04-15,588080.SSE,pm,mid,15,481,480,2.0
2025-04-15,588080.SSE,pm,mid,30,241,240,2.0
2025-04-15,588080.SSE,pm,mid,60,121,120,2.0
2025-04-15,588080.SSE,pm,mid,300,25,24,2.0
2025-04-15,588080.SSE,pm,last,3,2401,2397,2.0
2025-04-15,588080.SSE,pm,last,15,481,480,2.0
2025-04-15,588080.SSE,pm,last,30,241,240,2.0
2025-04-15,588080.SSE,pm,last,60,121,120,2.0
2025-04-15,588080.SSE,pm,last,300,25,24,2.0
2025-04-16,588000.SSE,am,mid,3,2401,2400,1.0
2025-04-16,588000.SSE,am,mid,15,481,480,1.0
2025-04-16,588000.SSE,am,mid,30,241,240,1.0
2025-04-16,588000.SSE,am,mid,60,121,120,1.0
2025-04-16,588000.SSE,am,mid,300,25,24,1.0
2025-04-16,588000.SSE,am,last,3,2401,2400,1.0
2025-04-16,588000.SSE,am,last,15,481,480,1.0
2025-04-16,588000.SSE,am,last,30,241,240,1.0
2025-04-16,588000.SSE,am,last,60,121,120,1.0
2025-04-16,588000.SSE,am,last,300,25,24,1.0
2025-04-16,588000.SSE,pm,mid,3,2401,2400,1.0
2025-04-16,588000.SSE,pm,mid,15,481,480,1.0
2025-04-16,588000.SSE,pm,mid,30,241,240,1.0
2025-04-16,588000.SSE,pm,mid,60,121,120,1.0
2025-04-16,588000.SSE,pm,mid,300,25,24,1.0
2025-04-16,588000.SSE,pm,last,3,2401,2400,1.0
2025-04-16,588000.SSE,pm,last,15,481,480,1.0
2025-04-16,588000.SSE,pm,last,30,241,240,1.0
2025-04-16,588000.SSE,pm,last,60,121,120,1.0
2025-04-16,588000.SSE,pm,last,300,25,24,1.0
2025-04-16,588080.SSE,am,mid,3,2401,2401,0.012494793835901708
2025-04-16,588080.SSE,am,mid,15,481,481,0.02494802494802495
2025-04-16,588080.SSE,am,mid,30,241,241,0.012448132780082987
2025-04-16,588080.SSE,am,mid,60,121,121,0.024793388429752067
2025-04-16,588080.SSE,am,mid,300,25,25,0.0
2025-04-16,588080.SSE,am,last,3,2401,2401,0.012494793835901708
2025-04-16,588080.SSE,am,last,15,481,481,0.02494802494802495
2025-04-16,588080.SSE,am,last,30,241,241,0.012448132780082987
2025-04-16,588080.SSE,am,last,60,121,121,0.024793388429752067
2025-04-16,588080.SSE,am,last,300,25,25,0.0
2025-04-16,588080.SSE,pm,mid,3,2401,2401,0.022490628904623073
2025-04-16,588080.SSE,pm,mid,15,481,481,0.018711018711018712
2025-04-16,588080.SSE,pm,mid,30,241,241,0.012448132780082987
2025-04-16,588080.SSE,pm,mid,60,121,121,0.024793388429752067
2025-04-16,588080.SSE,pm,mid,300,25,25,0.12
2025-04-16,588080.SSE,pm,last,3,2401,2401,0.022490628904623073
2025-04-16,588080.SSE,pm,last,15,481,481,0.018711018711018712
2025-04-16,588080.SSE,pm,last,30,241,241,0.012448132780082987
2025-04-16,588080.SSE,pm,last,60,121,121,0.024793388429752067
2025-04-16,588080.SSE,pm,last,300,25,25,0.12
2025-04-17,588000.SSE,am,mid,3,2401,2400,1.0
2025-04-17,588000.SSE,am,mid,15,481,480,1.0
2025-04-17,588000.SSE,am,mid,30,241,240,1.0
2025-04-17,588000.SSE,am,mid,60,121,120,1.0
2025-04-17,588000.SSE,am,mid,300,25,24,1.0
2025-04-17,588000.SSE,am,last,3,2401,2400,1.0
2025-04-17,588000.SSE,am,last,15,481,480,1.0
2025-04-17,588000.SSE,am,last,30,241,240,1.0
2025-04-17,588000.SSE,am,last,60,121,120,1.0
2025-04-17,588000.SSE,am,last,300,25,24,1.0
2025-04-17,588000.SSE,pm,mid,3,2401,2400,1.0
2025-04-17,588000.SSE,pm,mid,15,481,480,1.0
2025-04-17,588000.SSE,pm,mid,30,241,240,1.0
2025-04-17,588000.SSE,pm,mid,60,121,120,1.0
2025-04-17,588000.SSE,pm,mid,300,25,24,1.0
2025-04-17,588000.SSE,pm,last,3,2401,2400,1.0
2025-04-17,588000.SSE,pm,last,15,481,480,1.0
2025-04-17,588000.SSE,pm,last,30,241,240,1.0
2025-04-17,588000.SSE,pm,last,60,121,120,1.0
2025-04-17,588000.SSE,pm,last,300,25,24,1.0
2025-04-17,588080.SSE,am,mid,3,2401,2390,1.0
2025-04-17,588080.SSE,am,mid,15,481,476,1.0
2025-04-17,588080.SSE,am,mid,30,241,238,1.0
2025-04-17,588080.SSE,am,mid,60,121,119,1.0
2025-04-17,588080.SSE,am,mid,300,25,24,1.0
2025-04-17,588080.SSE,am,last,3,2401,2390,1.0
2025-04-17,588080.SSE,am,last,15,481,476,1.0
2025-04-17,588080.SSE,am,last,30,241,238,1.0
2025-04-17,588080.SSE,am,last,60,121,119,1.0
2025-04-17,588080.SSE,am,last,300,25,24,1.0
2025-04-17,588080.SSE,pm,mid,3,2401,2379,1.0
2025-04-17,588080.SSE,pm,mid,15,481,478,1.0
2025-04-17,588080.SSE,pm,mid,30,241,240,1.0
2025-04-17,588080.SSE,pm,mid,60,121,120,1.0
2025-04-17,588080.SSE,pm,mid,300,25,24,1.0
2025-04-17,588080.SSE,pm,last,3,2401,2379,1.0
2025-04-17,588080.SSE,pm,last,15,481,478,1.0
2025-04-17,588080.SSE,pm,last,30,241,240,1.0
2025-04-17,588080.SSE,pm,last,60,121,120,1.0
2025-04-17,588080.SSE,pm,last,300,25,24,1.0
2025-04-18,588000.SSE,am,mid,3,2401,2400,2.0
2025-04-18,588000.SSE,am,mid,15,481,480,2.0
2025-04-18,588000.SSE,am,mid,30,241,240,2.0
2025-04-18,588000.SSE,am,mid,60,121,120,2.0
2025-04-18,588000.SSE,am,mid,300,25,24,2.0
2025-04-18,588000.SSE,am,last,3,2401,2400,2.0
2025-04-18,588000.SSE,am,last,15,481,480,2.0
2025-04-18,588000.SSE,am,last,30,241,240,2.0
2025-04-18,588000.SSE,am,last,60,121,120,2.0
2025-04-18,588000.SSE,am,last,300,25,24,2.0
2025-04-18,588000.SSE,pm,mid,3,2401,2400,2.0
2025-04-18,588000.SSE,pm,mid,15,481,480,2.0
2025-04-18,588000.SSE,pm,mid,30,241,240,2.0
2025-04-18,588000.SSE,pm,mid,60,121,120,2.0
2025-04-18,588000.SSE,pm,mid,300,25,24,2.0
2025-04-18,588000.SSE,pm,last,3,2401,2400,2.0
2025-04-18,588000.SSE,pm,last,15,481,480,2.0
2025-04-18,588000.SSE,pm,last,30,241,240,2.0
2025-04-18,588000.SSE,pm,last,60,121,120,2.0
2025-04-18,588000.SSE,pm,last,300,25,24,2.0
2025-04-18,588080.SSE,am,mid,3,2401,2401,0.024989587671803416
2025-04-18,588080.SSE,am,mid,15,481,481,0.018711018711018712
2025-04-18,588080.SSE,am,mid,30,241,241,0.012448132780082987
2025-04-18,588080.SSE,am,mid,60,121,121,0.0
2025-04-18,588080.SSE,am,mid,300,25,25,0.0
2025-04-18,588080.SSE,am,last,3,2401,2401,0.024989587671803416
2025-04-18,588080.SSE,am,last,15,481,481,0.018711018711018712
2025-04-18,588080.SSE,am,last,30,241,241,0.012448132780082987
2025-04-18,588080.SSE,am,last,60,121,121,0.0
2025-04-18,588080.SSE,am,last,300,25,25,0.0
2025-04-18,588080.SSE,pm,mid,3,2401,2400,0.03125
2025-04-18,588080.SSE,pm,mid,15,481,481,0.006237006237006237
2025-04-18,588080.SSE,pm,mid,30,241,241,0.0
2025-04-18,588080.SSE,pm,mid,60,121,121,0.0
2025-04-18,588080.SSE,pm,mid,300,25,25,0.0
2025-04-18,588080.SSE,pm,last,3,2401,2400,0.03125
2025-04-18,588080.SSE,pm,last,15,481,481,0.006237006237006237
2025-04-18,588080.SSE,pm,last,30,241,241,0.0
2025-04-18,588080.SSE,pm,last,60,121,121,0.0
2025-04-18,588080.SSE,pm,last,300,25,25,0.0
2025-04-21,588000.SSE,am,mid,3,2401,2401,0.0
2025-04-21,588000.SSE,am,mid,15,481,481,0.0
2025-04-21,588000.SSE,am,mid,30,241,241,0.0
2025-04-21,588000.SSE,am,mid,60,121,121,0.0
2025-04-21,588000.SSE,am,mid,300,25,25,0.0
2025-04-21,588000.SSE,am,last,3,2401,2401,0.0
2025-04-21,588000.SSE,am,last,15,481,481,0.0
2025-04-21,588000.SSE,am,last,30,241,241,0.0
2025-04-21,588000.SSE,am,last,60,121,121,0.0
2025-04-21,588000.SSE,am,last,300,25,25,0.0
2025-04-21,588000.SSE,pm,mid,3,2401,2401,0.0
2025-04-21,588000.SSE,pm,mid,15,481,481,0.0
2025-04-21,588000.SSE,pm,mid,30,241,241,0.0
2025-04-21,588000.SSE,pm,mid,60,121,121,0.0
2025-04-21,588000.SSE,pm,mid,300,25,25,0.0
2025-04-21,588000.SSE,pm,last,3,2401,2401,0.0
2025-04-21,588000.SSE,pm,last,15,481,481,0.0
2025-04-21,588000.SSE,pm,last,30,241,241,0.0
2025-04-21,588000.SSE,pm,last,60,121,121,0.0
2025-04-21,588000.SSE,pm,last,300,25,25,0.0
2025-04-21,588080.SSE,am,mid,3,2401,2375,2.0
2025-04-21,588080.SSE,am,mid,15,481,476,2.0
2025-04-21,588080.SSE,am,mid,30,241,238,2.0
2025-04-21,588080.SSE,am,mid,60,121,119,2.0
2025-04-21,588080.SSE,am,mid,300,25,24,2.0
2025-04-21,588080.SSE,am,last,3,2401,2375,2.0
2025-04-21,588080.SSE,am,last,15,481,476,2.0
2025-04-21,588080.SSE,am,last,30,241,238,2.0
2025-04-21,588080.SSE,am,last,60,121,119,2.0
2025-04-21,588080.SSE,am,last,300,25,24,2.0
2025-04-21,588080.SSE,pm,mid,3,2401,2389,2.0
2025-04-21,588080.SSE,pm,mid,15,481,477,2.0
2025-04-21,588080.SSE,pm,mid,30,241,239,2.0
2025-04-21,588080.SSE,pm,mid,60,121,120,2.0
2025-04-21,588080.SSE,pm,mid,300,25,24,2.0
2025-04-21,588080.SSE,pm,last,3,2401,2389,2.0
2025-04-21,588080.SSE,pm,last,15,481,477,2.0
2025-04-21,588080.SSE,pm,last,30,241,239,2.0
2025-04-21,588080.SSE,pm,last,60,121,120,2.0
2025-04-21,588080.SSE,pm,last,300,25,24,2.0
2025-04-22,588000.SSE,am,mid,3,2401,2400,2.0
2025-04-22,588000.SSE,am,mid,15,481,480,2.0
2025-04-22,588000.SSE,am,mid,30,241,240,2.0
2025-04-22,588000.SSE,am,mid,60,121,120,2.0
2025-04-22,588000.SSE,am,mid,300,25,24,2.0
2025-04-22,588000.SSE,am,last,3,2401,2400,2.0
2025-04-22,588000.SSE,am,last,15,481,480,2.0
2025-04-22,588000.SSE,am,last,30,241,240,2.0
2025-04-22,588000.SSE,am,last,60,121,120,2.0
2025-04-22,588000.SSE,am,last,300,25,24,2.0
2025-04-22,588000.SSE,pm,mid,3,2401,2400,2.0
2025-04-22,588000.SSE,pm,mid,15,481,480,2.0
2025-04-22,588000.SSE,pm,mid,30,241,240,2.0
2025-04-22,588000.SSE,pm,mid,60,121,120,2.0
2025-04-22,588000.SSE,pm,mid,300,25,24,2.0
2025-04-22,588000.SSE,pm,last,3,2401,2400,2.0
2025-04-22,588000.SSE,pm,last,15,481,480,2.0
2025-04-22,588000.SSE,pm,last,30,241,240,2.0
2025-04-22,588000.SSE,pm,last,60,121,120,2.0
2025-04-22,588000.SSE,pm,last,300,25,24,2.0
2025-04-22,588080.SSE,am,mid,3,2401,2368,1.0
2025-04-22,588080.SSE,am,mid,15,481,474,1.0
2025-04-22,588080.SSE,am,mid,30,241,236,1.0
2025-04-22,588080.SSE,am,mid,60,121,117,1.0
2025-04-22,588080.SSE,am,mid,300,25,22,1.0
2025-04-22,588080.SSE,am,last,3,2401,2368,1.0
2025-04-22,588080.SSE,am,last,15,481,474,1.0
2025-04-22,588080.SSE,am,last,30,241,236,1.0
2025-04-22,588080.SSE,am,last,60,121,117,1.0
2025-04-22,588080.SSE,am,last,300,25,22,1.0
2025-04-22,588080.SSE,pm,mid,3,2401,2379,1.0
2025-04-22,588080.SSE,pm,mid,15,481,476,1.0
2025-04-22,588080.SSE,pm,mid,30,241,239,1.0
2025-04-22,588080.SSE,pm,mid,60,121,119,1.0
2025-04-22,588080.SSE,pm,mid,300,25,24,1.0
2025-04-22,588080.SSE,pm,last,3,2401,2379,1.0
2025-04-22,588080.SSE,pm,last,15,481,476,1.0
2025-04-22,588080.SSE,pm,last,30,241,239,1.0
2025-04-22,588080.SSE,pm,last,60,121,119,1.0
2025-04-22,588080.SSE,pm,last,300,25,24,1.0
2025-04-23,588000.SSE,am,mid,3,2401,2401,0.0
2025-04-23,588000.SSE,am,mid,15,481,481,0.0
2025-04-23,588000.SSE,am,mid,30,241,241,0.0
2025-04-23,588000.SSE,am,mid,60,121,121,0.0
2025-04-23,588000.SSE,am,mid,300,25,25,0.0
2025-04-23,588000.SSE,am,last,3,2401,2401,0.0
2025-04-23,588000.SSE,am,last,15,481,481,0.0
2025-04-23,588000.SSE,am,last,30,241,241,0.0
2025-04-23,588000.SSE,am,last,60,121,121,0.0
2025-04-23,588000.SSE,am,last,300,25,25,0.0
2025-04-23,588000.SSE,pm,mid,3,2401,2401,0.0
2025-04-23,588000.SSE,pm,mid,15,481,481,0.0
2025-04-23,588000.SSE,pm,mid,30,241,241,0.0
2025-04-23,588000.SSE,pm,mid,60,121,121,0.0
2025-04-23,588000.SSE,pm,mid,300,25,25,0.0
2025-04-23,588000.SSE,pm,last,3,2401,2401,0.0
2025-04-23,588000.SSE,pm,last,15,481,481,0.0
2025-04-23,588000.SSE,pm,last,30,241,241,0.0
2025-04-23,588000.SSE,pm,last,60,121,121,0.0
2025-04-23,588000.SSE,pm,last,300,25,25,0.0
2025-04-23,588080.SSE,am,mid,3,2401,2389,1.0
2025-04-23,588080.SSE,am,mid,15,481,477,1.0
2025-04-23,588080.SSE,am,mid,30,241,238,1.0
2025-04-23,588080.SSE,am,mid,60,121,118,1.0
2025-04-23,588080.SSE,am,mid,300,25,23,1.0
2025-04-23,588080.SSE,am,last,3,2401,2389,1.0
2025-04-23,588080.SSE,am,last,15,481,477,1.0
2025-04-23,588080.SSE,am,last,30,241,238,1.0
2025-04-23,588080.SSE,am,last,60,121,118,1.0
2025-04-23,588080.SSE,am,last,300,25,23,1.0
2025-04-23,588080.SSE,pm,mid,3,2401,2394,1.0
2025-04-23,588080.SSE,pm,mid,15,481,479,1.0
2025-04-23,588080.SSE,pm,mid,30,241,240,1.0
2025-04-23,588080.SSE,pm,mid,60,121,120,1.0
2025-04-23,588080.SSE,pm,mid,300,25,24,1.0
2025-04-23,588080.SSE,pm,last,3,2401,2394,1.0
2025-04-23,588080.SSE,pm,last,15,481,479,1.0
2025-04-23,588080.SSE,pm,last,30,241,240,1.0
2025-04-23,588080.SSE,pm,last,60,121,120,1.0
2025-04-23,588080.SSE,pm,last,300,25,24,1.0
2025-04-24,588000.SSE,am,mid,3,2401,2401,0.0
2025-04-24,588000.SSE,am,mid,15,481,481,0.0
2025-04-24,588000.SSE,am,mid,30,241,241,0.0
