year,view,scenario,cost_bps,comparison,wins_removed_log,losses_avoided_log,gross_delta_log,cost_savings_log,net_delta_log,alpha
2021,0,legacy_on_minute,0,slow_vs_baseline,2.950323676437802,2.884498789128633,-0.06582488730916891,0.0,-0.06582488730916891,
2021,0,legacy_on_minute,0,slow_vs_matched_constant,,,0.030408902334952498,0.0,0.030408902334952498,0.8281434866852998
2021,0,legacy_on_minute,1,slow_vs_baseline,2.950323676437802,2.884498789128633,-0.06582488730916891,0.023804578316478472,-0.042020308992690436,
2021,0,legacy_on_minute,1,slow_vs_matched_constant,,,0.030408902334952498,-0.0005519407727492807,0.02985696156220323,0.8281434866852998
2021,0,legacy_on_minute,3,slow_vs_baseline,2.950323676437802,2.884498789128633,-0.06582488730916891,0.07144121955276013,0.005616332243591218,
2021,0,legacy_on_minute,3,slow_vs_matched_constant,,,0.030408902334952498,-0.0016550593260217924,0.02875384300893072,0.8281434866852998
2021,0,legacy_on_minute,5,slow_vs_baseline,2.950323676437802,2.884498789128633,-0.06582488730916891,0.11911453963244109,0.05328965232327218,
2021,0,legacy_on_minute,5,slow_vs_matched_constant,,,0.030408902334952498,-0.002757160538279301,0.027651741796673214,0.8281434866852998
2021,0,delay_1m,0,slow_vs_baseline,2.939121964951536,2.8853291114824335,-0.053792853469102564,0.0,-0.053792853469102564,
2021,0,delay_1m,0,slow_vs_matched_constant,,,0.027267186560713568,0.0,0.027267186560713568,0.8281405397990329
2021,0,delay_1m,1,slow_vs_baseline,2.939121964951536,2.8853291114824335,-0.053792853469102564,0.023804578316478472,-0.029988275152624092,
2021,0,delay_1m,1,slow_vs_matched_constant,,,0.027267186560713568,-0.0005523584156824303,0.02671482814503115,0.8281405397990329
2021,0,delay_1m,3,slow_vs_baseline,2.939121964951536,2.8853291114824335,-0.053792853469102564,0.07144121955276013,0.017648366083657566,
2021,0,delay_1m,3,slow_vs_matched_constant,,,0.027267186560713568,-0.0016563126699221708,0.025610873890791388,0.8281405397990329
2021,0,delay_1m,5,slow_vs_baseline,2.939121964951536,2.8853291114824335,-0.053792853469102564,0.11911453963244109,0.06532168616333853,
2021,0,delay_1m,5,slow_vs_matched_constant,,,0.027267186560713568,-0.0027592501370734997,0.024507936423640086,0.8281405397990329
2021,0,delay_1m_observed,0,slow_vs_baseline,2.939121964951536,2.8853291114824335,-0.053792853469102564,0.0,-0.053792853469102564,
2021,0,delay_1m_observed,0,slow_vs_matched_constant,,,0.027267186560713568,0.0,0.027267186560713568,0.8281405397990329
2021,0,delay_1m_observed,1,slow_vs_baseline,2.939121964951536,2.8853291114824335,-0.053792853469102564,0.023804578316478472,-0.029988275152624092,
2021,0,delay_1m_observed,1,slow_vs_matched_constant,,,0.027267186560713568,-0.0005523584156824303,0.02671482814503115,0.8281405397990329
2021,0,delay_1m_observed,3,slow_vs_baseline,2.939121964951536,2.8853291114824335,-0.053792853469102564,0.07144121955276013,0.017648366083657566,
2021,0,delay_1m_observed,3,slow_vs_matched_constant,,,0.027267186560713568,-0.0016563126699221708,0.025610873890791388,0.8281405397990329
2021,0,delay_1m_observed,5,slow_vs_baseline,2.939121964951536,2.8853291114824335,-0.053792853469102564,0.11911453963244109,0.06532168616333853,
2021,0,delay_1m_observed,5,slow_vs_matched_constant,,,0.027267186560713568,-0.0027592501370734997,0.024507936423640086,0.8281405397990329
2021,0,literal_publication,0,slow_vs_baseline,2.8820855568820964,2.851305755662329,-0.03077980121976731,0.0,-0.03077980121976731,
2021,0,literal_publication,0,slow_vs_matched_constant,,,-0.03988268363076921,0.0,-0.03988268363076921,0.8250998816852141
2021,0,literal_publication,1,slow_vs_baseline,2.8820855568820964,2.851305755662329,-0.03077980121976731,0.0040008426511101355,-0.026778958568657175,
2021,0,literal_publication,1,slow_vs_matched_constant,,,-0.03988268363076921,-0.0005648821315495539,-0.040447565762318755,0.8250998816852141
2021,0,literal_publication,3,slow_vs_baseline,2.8820855568820964,2.851305755662329,-0.03077980121976731,0.012007586581421703,-0.018772214638345608,
2021,0,literal_publication,3,slow_vs_matched_constant,,,-0.03988268363076921,-0.0016945806739303245,-0.04157726430469952,0.8250998816852141
2021,0,literal_publication,5,slow_vs_baseline,2.8820855568820964,2.851305755662329,-0.03077980121976731,0.02002108140217964,-0.010758719817587671,
2021,0,literal_publication,5,slow_vs_matched_constant,,,-0.03988268363076921,-0.0028241916290879525,-0.042706875259857155,0.8250998816852141
2021,1,legacy_on_minute,0,slow_vs_baseline,2.9306908312617708,2.8353990723608886,-0.09529175890088215,0.0,-0.09529175890088215,
2021,1,legacy_on_minute,0,slow_vs_matched_constant,,,0.003864746903655864,0.0,0.003864746903655864,0.8291723109106809
2021,1,legacy_on_minute,1,slow_vs_baseline,2.9306908312617708,2.8353990723608886,-0.09529175890088215,0.02250439578538966,-0.0727873631154925,
2021,1,legacy_on_minute,1,slow_vs_matched_constant,,,0.003864746903655864,-0.0008861918322238849,0.0029785550714319896,0.8291723109106809
2021,1,legacy_on_minute,3,slow_vs_baseline,2.9306908312617708,2.8353990723608886,-0.09529175890088215,0.06753957621306617,-0.027752182687815985,
2021,1,legacy_on_minute,3,slow_vs_matched_constant,,,0.003864746903655864,-0.002657862655658398,0.001206884247997482,0.8291723109106809
2021,1,legacy_on_minute,5,slow_vs_baseline,2.9306908312617708,2.8353990723608886,-0.09529175890088215,0.11260997324359753,0.017318214342715382,
2021,1,legacy_on_minute,5,slow_vs_matched_constant,,,0.003864746903655864,-0.004428582988920376,-0.000563836085264495,0.8291723109106809
2021,1,delay_1m,0,slow_vs_baseline,2.929952779295735,2.832984334888826,-0.096968444406909,0.0,-0.096968444406909,
2021,1,delay_1m,0,slow_vs_matched_constant,,,-0.0020624672969281905,0.0,-0.0020624672969281905,0.8291693816660379
2021,1,delay_1m,1,slow_vs_baseline,2.929952779295735,2.832984334888826,-0.096968444406909,0.02250439578538966,-0.07446404862151934,
2021,1,delay_1m,1,slow_vs_matched_constant,,,-0.0020624672969281905,-0.000886592912304013,-0.002949060209232175,0.8291693816660379
2021,1,delay_1m,3,slow_vs_baseline,2.929952779295735,2.832984334888826,-0.096968444406909,0.06753957621306617,-0.029428868193842828,
2021,1,delay_1m,3,slow_vs_matched_constant,,,-0.0020624672969281905,-0.002659066295028219,-0.00472153359195639,0.8291693816660379
2021,1,delay_1m,5,slow_vs_baseline,2.929952779295735,2.832984334888826,-0.096968444406909,0.11260997324359753,0.01564152883668854,
