policy_id,entry_alpha,exit_alpha,weight_power,volatility_window,entry_confirm,cooldown,trades,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_bars,short_hold_fraction,sharpe,return,cagr,mdd,sum_trade_net_bp,min_year_trades,eligible
e0.05_x0.05_p2_w480_c3_d0,0.05,0.05,2.0,480,3,0,101,19.101981685360634,-0.7909123802907203,0.49504950495049505,1.2579286659818512,560.8514851485148,0.0,0.8454300416324595,0.1852754895765869,0.19276078445531875,0.18136907945860925,1929.300150221424,101.0,True
e0.05_x0.05_p1_w120_c3_d0,0.05,0.05,1.0,120,3,0,101,18.644467648731947,9.6147639683819,0.504950495049505,1.2618964300956677,539.4554455445544,0.0,0.8508866406250793,0.18012584316716218,0.18738711766539384,0.16003110242170515,1883.0912325219265,101.0,True
e0.05_x0.05_p2_w120_c3_d0,0.05,0.05,2.0,120,3,0,112,18.297399330414002,-16.705089534356787,0.45535714285714285,1.2609486964343497,489.14285714285717,0.0,0.9232795700560781,0.19961138202003892,0.20772486155127923,0.13871685820883084,2049.308725006368,112.0,True
e0.05_x0.05_p2_w120_c1_d5,0.05,0.05,2.0,120,1,5,104,13.23459600410023,-11.460551286953669,0.47115384615384615,1.1887216616936827,453.625,0.0,0.687528229523973,0.12467575168682221,0.12958062064341092,0.1287364544772971,1376.3979844264238,104.0,True
e0.001_x0.05_p2_w120_c3_d5,0.001,0.05,2.0,120,3,5,38,41.58702488138743,14.427354254735736,0.5263157894736842,1.7313633055145468,549.5263157894736,0.0,1.2245294430096756,0.16238524083247863,0.16888143399579736,0.07800139586887922,1580.3069454927222,38.0,False
e0.01_x0.15_p1_w120_c3_d5,0.01,0.15,1.0,120,3,5,69,35.15433723816578,33.04615238416852,0.5942028985507246,1.7433557674748654,364.6666666666667,0.0,1.635618837118031,0.26200378479705044,0.27292742880940146,0.06776367792730464,2425.649269433439,69.0,False
e0.01_x0.05_p2_w120_c3_d0,0.01,0.05,2.0,120,3,0,71,32.28568310282138,33.776563301399776,0.5492957746478874,1.533643561477923,508.3098591549296,0.0,1.3114405103472788,0.24044711417675146,0.250386034161024,0.10917692472425511,2292.283500300318,71.0,False
e0.01_x0.15_p1_w120_c3_d0,0.01,0.15,1.0,120,3,0,76,31.21782014042088,27.730716760240306,0.5657894736842105,1.6338132531488534,353.89473684210526,0.0,1.5483279040865963,0.25442150837234156,0.26499715009066604,0.06776367792730464,2372.554330671987,76.0,False
e0.001_x0.05_p2_w480_c1_d0,0.001,0.05,2.0,480,1,0,41,31.077449162472078,65.46535663614073,0.5609756097560976,1.5036416101136436,540.219512195122,0.0,0.9321619225816151,0.12783585740841752,0.13287223052453823,0.10710021793727864,1274.1754156613551,41.0,False
e0.001_x0.05_p2_w480_c1_d5,0.001,0.05,2.0,480,1,5,41,29.665136209622577,65.46535663614073,0.5609756097560976,1.4709268341234225,539.8048780487804,0.0,0.887477463654082,0.1212672718441985,0.12603068483460578,0.11185240500341231,1216.2705845945256,41.0,False
