symbol,horizon,year,sampling,model,rule,factor,context,rows,events,alerts,hits,precision,recall,alert_time_share,false_positive_rate
000852.SH,30,2025,dense,multiscale,point,2,all,43740,991,357,317,0.8879551820728291,0.31987891019172554,0.008161865569272977,0.0009356944022082388
000852.SH,30,2025,dense,multiscale,point,2,quiet_no_recent_shock,14280,625,192,183,0.953125,0.2928,0.013445378151260505,0.0006590992310508971
000852.SH,30,2025,dense,multiscale,point,3,all,43740,272,138,81,0.5869565217391305,0.2977941176470588,0.0031550068587105624,0.0013113094690346922
000852.SH,30,2025,dense,multiscale,point,3,quiet_no_recent_shock,14280,181,63,45,0.7142857142857143,0.24861878453038674,0.004411764705882353,0.0012766862898077878
000852.SH,30,2025,dense,multiscale,point,4,all,43740,81,64,21,0.328125,0.25925925925925924,0.0014631915866483768,0.0009849057468105087
000852.SH,30,2025,dense,multiscale,point,4,quiet_no_recent_shock,14280,50,13,6,0.46153846153846156,0.12,0.0009103641456582633,0.0004919184820801124
000852.SH,30,2025,dense,persistence,point,2,all,43740,991,0,0,,0.0,0.0,0.0
000852.SH,30,2025,dense,persistence,point,2,quiet_no_recent_shock,14280,625,0,0,,0.0,0.0,0.0
000852.SH,30,2025,dense,persistence,point,3,all,43740,272,0,0,,0.0,0.0,0.0
000852.SH,30,2025,dense,persistence,point,3,quiet_no_recent_shock,14280,181,0,0,,0.0,0.0,0.0
000852.SH,30,2025,dense,persistence,point,4,all,43740,81,0,0,,0.0,0.0,0.0
000852.SH,30,2025,dense,persistence,point,4,quiet_no_recent_shock,14280,50,0,0,,0.0,0.0,0.0
000852.SH,30,2025,dense,clock_only,point,2,all,43740,991,2113,718,0.3398012304779934,0.7245206861755802,0.04830818472793781,0.032632342277012324
000852.SH,30,2025,dense,clock_only,point,2,quiet_no_recent_shock,14280,625,1616,451,0.2790841584158416,0.7216,0.11316526610644258,0.0853167337971439
000852.SH,30,2025,dense,clock_only,point,3,all,43740,272,593,221,0.37268128161888703,0.8125,0.013557384545038865,0.008558019692647465
000852.SH,30,2025,dense,clock_only,point,3,quiet_no_recent_shock,14280,181,451,155,0.3436807095343681,0.856353591160221,0.03158263305322129,0.020994396765728066
000852.SH,30,2025,dense,clock_only,point,4,all,43740,81,266,64,0.24060150375939848,0.7901234567901234,0.006081390032007316,0.004626766531528436
000852.SH,30,2025,dense,clock_only,point,4,quiet_no_recent_shock,14280,50,201,46,0.22885572139303484,0.92,0.01407563025210084,0.01089248067463106
000852.SH,30,2025,dense,multiscale,probability_0.5,high_level,all,43740,25965,25085,21740,0.8666533785130556,0.8372809551319084,0.5735025148605396,0.1881856540084388
000852.SH,30,2025,dense,multiscale,probability_0.5,2,all,43740,991,241,213,0.8838174273858921,0.21493440968718466,0.005509830818472794,0.0006549860815457672
000852.SH,30,2025,dense,multiscale,probability_0.5,2,quiet_no_recent_shock,14280,625,124,117,0.9435483870967742,0.1872,0.008683473389355743,0.0005126327352618089
000852.SH,30,2025,dense,multiscale,probability_0.5,3,all,43740,272,121,72,0.5950413223140496,0.2647058823529412,0.0027663465935070875,0.001127266034784209
000852.SH,30,2025,dense,multiscale,probability_0.5,3,quiet_no_recent_shock,14280,181,49,36,0.7346938775510204,0.19889502762430938,0.003431372549019608,0.0009220512093056245
000852.SH,30,2025,dense,multiscale,probability_0.5,4,all,43740,81,52,17,0.3269230769230769,0.20987654320987653,0.001188843164151806,0.000801667468334135
000852.SH,30,2025,dense,multiscale,probability_0.5,4,quiet_no_recent_shock,14280,50,9,4,0.4444444444444444,0.08,0.0006302521008403362,0.00035137034434293746
000852.SH,30,2025,nonoverlap,multiscale,point,2,all,1458,198,206,176,0.8543689320388349,0.8888888888888888,0.1412894375857339,0.023809523809523808
000852.SH,30,2025,nonoverlap,multiscale,point,2,quiet_no_recent_shock,519,108,99,92,0.9292929292929293,0.8518518518518519,0.1907514450867052,0.0170316301703163
000852.SH,30,2025,nonoverlap,multiscale,point,3,all,1458,108,137,80,0.583941605839416,0.7407407407407407,0.09396433470507544,0.042222222222222223
000852.SH,30,2025,nonoverlap,multiscale,point,3,quiet_no_recent_shock,519,66,62,44,0.7096774193548387,0.6666666666666666,0.11946050096339114,0.039735099337748346
000852.SH,30,2025,nonoverlap,multiscale,point,4,all,1458,41,64,21,0.328125,0.5121951219512195,0.0438957475994513,0.030345800988002825
000852.SH,30,2025,nonoverlap,multiscale,point,4,quiet_no_recent_shock,519,25,13,6,0.46153846153846156,0.24,0.025048169556840076,0.01417004048582996
000852.SH,30,2025,nonoverlap,persistence,point,2,all,1458,198,0,0,,0.0,0.0,0.0
000852.SH,30,2025,nonoverlap,persistence,point,2,quiet_no_recent_shock,519,108,0,0,,0.0,0.0,0.0
000852.SH,30,2025,nonoverlap,persistence,point,3,all,1458,108,0,0,,0.0,0.0,0.0
000852.SH,30,2025,nonoverlap,persistence,point,3,quiet_no_recent_shock,519,66,0,0,,0.0,0.0,0.0
000852.SH,30,2025,nonoverlap,persistence,point,4,all,1458,41,0,0,,0.0,0.0,0.0
000852.SH,30,2025,nonoverlap,persistence,point,4,quiet_no_recent_shock,519,25,0,0,,0.0,0.0,0.0
000852.SH,30,2025,nonoverlap,clock_only,point,2,all,1458,198,242,182,0.7520661157024794,0.9191919191919192,0.16598079561042525,0.047619047619047616
000852.SH,30,2025,nonoverlap,clock_only,point,2,quiet_no_recent_shock,519,108,151,102,0.6754966887417219,0.9444444444444444,0.2909441233140655,0.1192214111922141
000852.SH,30,2025,nonoverlap,clock_only,point,3,all,1458,108,150,95,0.6333333333333333,0.8796296296296297,0.102880658436214,0.040740740740740744
000852.SH,30,2025,nonoverlap,clock_only,point,3,quiet_no_recent_shock,519,66,101,65,0.6435643564356436,0.9848484848484849,0.19460500963391136,0.07947019867549669
000852.SH,30,2025,nonoverlap,clock_only,point,4,all,1458,41,102,34,0.3333333333333333,0.8292682926829268,0.06995884773662552,0.04798870853916726
000852.SH,30,2025,nonoverlap,clock_only,point,4,quiet_no_recent_shock,519,25,72,24,0.3333333333333333,0.96,0.13872832369942195,0.09716599190283401
000852.SH,30,2025,nonoverlap,multiscale,probability_0.5,high_level,all,1458,946,904,794,0.8783185840707964,0.8393234672304439,0.6200274348422496,0.21484375
000852.SH,30,2025,nonoverlap,multiscale,probability_0.5,2,all,1458,198,193,166,0.8601036269430051,0.8383838383838383,0.13237311385459533,0.02142857142857143
000852.SH,30,2025,nonoverlap,multiscale,probability_0.5,2,quiet_no_recent_shock,519,108,90,83,0.9222222222222223,0.7685185185185185,0.17341040462427745,0.0170316301703163
000852.SH,30,2025,nonoverlap,multiscale,probability_0.5,3,all,1458,108,121,72,0.5950413223140496,0.6666666666666666,0.08299039780521263,0.0362962962962963
000852.SH,30,2025,nonoverlap,multiscale,probability_0.5,3,quiet_no_recent_shock,519,66,49,36,0.7346938775510204,0.5454545454545454,0.09441233140655106,0.02869757174392936
000852.SH,30,2025,nonoverlap,multiscale,probability_0.5,4,all,1458,41,52,17,0.3269230769230769,0.4146341463414634,0.03566529492455418,0.024700070571630206
000852.SH,30,2025,nonoverlap,multiscale,probability_0.5,4,quiet_no_recent_shock,519,25,9,4,0.4444444444444444,0.16,0.017341040462427744,0.010121457489878543
000688.SH,5,2025,dense,multiscale,point,2,all,55890,3170,1632,862,0.5281862745098039,0.2719242902208202,0.029200214707461085,0.01460546282245827
000688.SH,5,2025,dense,multiscale,point,2,quiet_no_recent_shock,26945,2375,1220,605,0.4959016393442623,0.25473684210526315,0.04527741696047504,0.025030525030525032
000688.SH,5,2025,dense,multiscale,point,3,all,55890,976,396,288,0.7272727272727273,0.29508196721311475,0.007085346215780998,0.0019667115853880613
000688.SH,5,2025,dense,multiscale,point,3,quiet_no_recent_shock,26945,754,216,134,0.6203703703703703,0.17771883289124668,0.008016329560215254,0.0031308464739796113
000688.SH,5,2025,dense,multiscale,point,4,all,55890,455,245,188,0.7673469387755102,0.41318681318681316,0.0043836106638039,0.0010282312618381888
000688.SH,5,2025,dense,multiscale,point,4,quiet_no_recent_shock,26945,293,93,63,0.6774193548387096,0.2150170648464164,0.0034514752273149007,0.0011256190904997748
000688.SH,5,2025,dense,persistence,point,2,all,55890,3170,0,0,,0.0,0.0,0.0
000688.SH,5,2025,dense,persistence,point,2,quiet_no_recent_shock,26945,2375,0,0,,0.0,0.0,0.0
000688.SH,5,2025,dense,persistence,point,3,all,55890,976,0,0,,0.0,0.0,0.0
000688.SH,5,2025,dense,persistence,point,3,quiet_no_recent_shock,26945,754,0,0,,0.0,0.0,0.0
000688.SH,5,2025,dense,persistence,point,4,all,55890,455,0,0,,0.0,0.0,0.0
000688.SH,5,2025,dense,persistence,point,4,quiet_no_recent_shock,26945,293,0,0,,0.0,0.0,0.0
000688.SH,5,2025,dense,clock_only,point,2,all,55890,3170,5682,1047,0.1842661034846885,0.3302839116719243,0.10166398282340311,0.08791729893778452
000688.SH,5,2025,dense,clock_only,point,2,quiet_no_recent_shock,26945,2375,5063,770,0.15208374481532688,0.32421052631578945,0.18790128038597143,0.17472527472527472
000688.SH,5,2025,dense,clock_only,point,3,all,55890,976,2100,406,0.19333333333333333,0.41598360655737704,0.03757380568974772,0.030848235422660887
000688.SH,5,2025,dense,clock_only,point,3,quiet_no_recent_shock,26945,754,1871,232,0.12399786210582577,0.3076923076923077,0.06943774355167935,0.0625787484250315
