rank,leg,start_return_index,end_return_index_exclusive,peak,trough,recovery,mdd_pct,first_booking,last_booking,trading_days,bars,pnl_log,mean_daily_pnl_bp,long_log,short_log,positive_bar_log,negative_bar_log,cancellation,fragment_count,fragment_win_rate,mfe_sum,giveback_sum,loss_never_favorable_log,loss_after_favorable_log,price_path_abs,capture,attribute_edge_days,eff_1d,eff_5d,eff_20d,rv_1d,rv_5d,rv_20d,rv_ratio_1_20,drift_disagree_1_20,acf1_5d,acf3_5d,acf12_5d,fast_share_1d,fast_share_5d,fast_share_20d,work_turns_5d,slow_work_velocity_5d,slow_work_opposition_5d,wick_1d,gap_share_1d,threshold_work_amplitude_5d
8,decline,54676,55187,2025-09-12 09:50:00,2025-09-26 13:55:00,2025-10-10 09:45:00,9.2798388974749,2025-09-12 09:55:00,2025-09-26 13:55:00,11,511,-0.0973905701887396,-88.53688198976332,-0.0043096376632734,-0.0930809325254662,0.6785114253013472,-0.7759019954900869,1.1435356378051933,34,0.2352941176470588,0.3053996969804627,0.4027902671692023,-0.0572995908275485,-0.1451478760686483,1.4544134207914423,-0.0669620953688278,0,0.1049482962869028,0.0860610094130856,0.0492703280188677,36.07602560802321,36.37890694652762,41.22186718825463,0.8768697190470983,0.2727272727272727,-0.0558699511160575,0.0358034077352133,-0.0117581829420292,0.917380903598822,0.9125103600909412,0.9227544583013138,7.054545454545456,0.3481315498422928,0.4996212121212121,0.424142414672763,0.0800281096373849,1.102401187624086
8,recovery,55187,55347,2025-09-12 09:50:00,2025-09-26 13:55:00,2025-10-10 09:45:00,9.2798388974749,2025-09-26 14:00:00,2025-10-10 09:45:00,5,160,0.1086165905532044,217.2331811064089,0.0558443532172952,0.0527722373359091,0.2763347345794241,-0.1677181440262196,0.606938336150478,5,0.8,0.1686467712837342,0.0600301807305298,0.0,-0.0263049703573634,0.4440528786056434,0.2446028294969464,0,0.2072740507079555,0.0771875523388419,0.0480402049667383,38.980445980750346,35.96689266111055,35.97522400590376,1.0816347821024994,0.4,-0.0134072259675095,-0.0450851587030295,-0.0060789503289859,0.8946907171722975,0.904682834979936,0.9110517886025372,8.76,0.3978345060720962,0.5349999999999999,0.4264442906874264,0.2493057443358694,1.088890829042931
10,decline,54002,54385,2025-08-25 09:40:00,2025-09-04 09:35:00,2025-09-11 11:00:00,9.189218225160028,2025-08-25 09:45:00,2025-09-04 09:35:00,9,383,-0.0963921654164618,-107.10240601829096,-0.0548718511605001,-0.0415203142559617,0.5825306685993705,-0.6789228340158323,1.1654714002409965,28,0.3214285714285714,0.2895336794586721,0.3859258448751338,-0.0872700776248567,-0.066965620816732,1.261453502615205,-0.0764135699148836,0,0.1534152190110849,0.11990920420297,0.1089909538290315,50.25159186289572,52.34025783601824,35.85674951391516,1.442772436958336,0.5555555555555556,-0.1045142507275328,-0.1045790214481953,-0.0088183658698913,0.928051606169978,0.9319950898203132,0.9218582890002832,7.7555555555555555,0.3998110989973906,0.513425925925926,0.3950231204565238,0.1717107255510282,1.2062981319456247
10,recovery,54385,54642,2025-08-25 09:40:00,2025-09-04 09:35:00,2025-09-11 11:00:00,9.189218225160028,2025-09-04 09:40:00,2025-09-11 11:00:00,6,257,0.1012418283004371,168.73638050072856,0.0533401230153365,0.0479017052851005,0.3778037908254952,-0.276561962525058,0.7320253773017328,10,0.5,0.2070907296688774,0.1058489013684402,0.0,-0.0236677107951652,0.6543657533505458,0.1547174921396009,0,0.2417803635843178,0.1032379378877615,0.0682182755802973,33.34569022215586,36.04430917473445,41.50840436298474,0.8035631298849099,0.3333333333333333,-0.0436767836166663,0.0195068708709003,0.0235224385509141,0.90425459581432,0.9164229114200796,0.9232321704029678,8.366666666666665,0.4446532531945453,0.4541666666666666,0.4307860285108124,0.132727400003038,1.24643006780401
