trade,first_interval_index,last_interval_index,first_booking,last_booking,direction,bars,pnl_log,mfe_log,mae_log,giveback_log,losing_never_favorable,losing_after_favorable,boundary_clipped
24,342,361,2025-01-13 10:05:00,2025-01-13 13:10:00,1.0,20,-0.011073164671482458,0.0,-0.011232396114721235,0.011073164671482458,True,False,False
25,362,373,2025-01-13 13:15:00,2025-01-13 14:10:00,-1.0,12,-0.004331968496427658,0.0005945934642486833,-0.007781975874840835,0.004926561960676341,False,True,False
26,374,408,2025-01-13 14:15:00,2025-01-14 13:05:00,1.0,35,0.025883073740275202,0.03709699601018241,-0.0036846883766301734,0.011213922269907209,False,False,False
27,409,412,2025-01-14 13:10:00,2025-01-14 13:25:00,-1.0,4,-0.007479681306465352,0.0,-0.007479681306465352,0.007479681306465352,True,False,False
28,413,428,2025-01-14 13:30:00,2025-01-14 14:45:00,1.0,16,-0.0009203960397761458,0.00510811218832007,-0.0036661587402087538,0.006028508228096216,False,True,False
29,429,432,2025-01-14 14:50:00,2025-01-15 09:35:00,-1.0,4,0.0012899792935059055,0.0012899792935059055,-0.0044509399001047955,0.0,False,False,False
30,433,435,2025-01-15 09:40:00,2025-01-15 09:50:00,1.0,3,-0.0011480469090012681,0.0008089911093783459,-0.0011480469090012681,0.001957038018379614,False,True,False
31,436,440,2025-01-15 09:55:00,2025-01-15 10:15:00,-1.0,5,-0.0034299731073129495,0.001056957804698326,-0.005298703068307686,0.004486930912011276,False,True,False
32,441,456,2025-01-15 10:20:00,2025-01-15 13:05:00,1.0,16,0.0037339742830280647,0.010098476483021788,0.0,0.006364502199993723,False,False,False
33,457,481,2025-01-15 13:10:00,2025-01-16 09:40:00,-1.0,25,-0.004531376816427073,0.006620510910329152,-0.004531376816427073,0.011151887726756224,False,True,False
34,482,485,2025-01-16 09:45:00,2025-01-16 10:00:00,1.0,4,-0.01036289262985379,0.004298993577287833,-0.01036289262985379,0.014661886207141622,False,True,False
35,486,512,2025-01-16 10:05:00,2025-01-16 13:45:00,-1.0,27,0.01416297934138151,0.021765199627085355,0.0,0.007602220285703844,False,False,False
36,513,527,2025-01-16 13:50:00,2025-01-16 15:00:00,1.0,15,-0.005218354158820156,0.0022414553933357935,-0.005218354158820156,0.00745980955215595,False,True,False
37,528,537,2025-01-17 09:35:00,2025-01-17 10:20:00,-1.0,10,0.0017978284571921583,0.008389574885174817,0.0,0.006591746427982659,False,False,False
38,538,542,2025-01-17 10:25:00,2025-01-17 10:45:00,1.0,5,-0.00324845722105773,0.0032900779084108996,-0.0042670813266084025,0.00653853512946863,False,True,False
39,543,551,2025-01-17 10:50:00,2025-01-17 11:30:00,-1.0,9,-0.0022959715279170703,0.003427541415962416,-0.0022959715279170703,0.005723512943879487,False,True,False
40,552,563,2025-01-17 13:05:00,2025-01-17 14:00:00,1.0,12,0.013934753993899427,0.02221358548025206,0.0,0.008278831486352634,False,False,False
41,564,582,2025-01-17 14:05:00,2025-01-20 10:05:00,-1.0,19,-0.004728871876194044,0.004014906055422954,-0.005263197149133441,0.008743777931616998,False,True,False
42,583,596,2025-01-20 10:10:00,2025-01-20 11:15:00,1.0,14,-0.002201964135446574,0.00383668915448245,-0.003717342419466871,0.006038653289929024,False,True,False
43,597,625,2025-01-20 11:20:00,2025-01-21 09:40:00,-1.0,29,-0.0020374989040534185,0.004998099977970633,-0.003208723892565066,0.0070355988820240516,False,True,False
44,626,631,2025-01-21 09:45:00,2025-01-21 10:10:00,1.0,6,-0.004337239521102352,0.0,-0.0061353365034075595,0.004337239521102352,True,False,False
45,632,643,2025-01-21 10:15:00,2025-01-21 11:10:00,-1.0,12,-0.003442486109940167,0.0017050126323030924,-0.003442486109940167,0.005147498742243259,False,True,False
46,644,653,2025-01-21 11:15:00,2025-01-21 13:30:00,1.0,10,0.0003703398939538621,0.008207812203247839,0.0,0.007837472309293977,False,False,False
47,654,663,2025-01-21 13:35:00,2025-01-21 14:20:00,-1.0,10,-0.0047917431708303935,0.0,-0.0047917431708303935,0.0047917431708303935,True,False,False
48,664,677,2025-01-21 14:25:00,2025-01-22 10:00:00,1.0,14,-0.006479959004551292,0.0021064263995365477,-0.006479959004551292,0.00858638540408784,False,True,False
49,678,688,2025-01-22 10:05:00,2025-01-22 10:55:00,-1.0,11,-0.0016676449928871239,0.0027339475088715664,-0.003065499103659674,0.00440159250175869,False,True,False
50,689,700,2025-01-22 11:00:00,2025-01-22 13:25:00,1.0,12,0.0009252691651082254,0.004873729013321267,0.0,0.003948459848213042,False,False,False
51,701,707,2025-01-22 13:30:00,2025-01-22 14:00:00,-1.0,7,-0.0017146234853465993,0.0032731231938997346,-0.0017146234853465993,0.004987746679246334,False,True,False
52,708,728,2025-01-22 14:05:00,2025-01-23 10:15:00,1.0,21,0.00996241742082215,0.01842765904590684,-0.0021771510525261523,0.00846524162508469,False,False,False
53,729,747,2025-01-23 10:20:00,2025-01-23 13:20:00,-1.0,19,0.003173927649965067,0.0075545923667822016,-0.002019147063963131,0.0043806647168171346,False,False,False
54,748,749,2025-01-23 13:25:00,2025-01-23 13:30:00,1.0,2,-0.0056811948404743295,0.0,-0.0056811948404743295,0.0056811948404743295,True,False,False
55,750,771,2025-01-23 13:35:00,2025-01-24 09:50:00,-1.0,22,0.006672551732107411,0.01009287756884252,0.0,0.0034203258367351093,False,False,False
56,772,799,2025-01-24 09:55:00,2025-01-24 13:40:00,1.0,28,0.006129310206896886,0.009445655443748023,0.0,0.0033163452368511377,False,False,False
57,800,814,2025-01-24 13:45:00,2025-01-24 14:55:00,-1.0,15,0.00031788188392237773,0.003615451760788198,-0.0003792751789361643,0.00329756987686582,False,False,False
58,815,818,2025-01-24 15:00:00,2025-01-27 09:45:00,1.0,4,-0.0038430758986789416,0.0,-0.006131264899528647,0.0038430758986789416,True,False,False
59,819,832,2025-01-27 09:50:00,2025-01-27 10:55:00,-1.0,14,0.005595719742530677,0.008021295191641405,-0.0015636737166147986,0.0024255754491107288,False,False,False
60,833,836,2025-01-27 11:00:00,2025-01-27 11:15:00,1.0,4,-0.0013468155034052707,0.0,-0.00221803121550097,0.0013468155034052707,True,False,False
61,837,854,2025-01-27 11:20:00,2025-01-27 14:15:00,-1.0,18,-5.1834151460452855e-05,0.005269981169435394,-5.1834151460452855e-05,0.005321815320895847,False,True,False
62,855,860,2025-01-27 14:20:00,2025-01-27 14:45:00,1.0,6,-0.005717925111029077,0.0,-0.005717925111029077,0.005717925111029077,True,False,False
63,861,865,2025-01-27 14:50:00,2025-02-05 09:40:00,-1.0,5,-0.017947941289634034,0.0035616032468610524,-0.030778609313685108,0.021509544536495086,False,True,False
64,866,894,2025-02-05 09:45:00,2025-02-05 13:35:00,1.0,29,0.006603783140526494,0.011363642937872957,0.0,0.004759859797346462,False,False,False
65,895,907,2025-02-05 13:40:00,2025-02-05 14:40:00,-1.0,13,0.00021365890962612402,0.006634505264042065,-0.0007830256713860602,0.006420846354415941,False,False,False
66,908,914,2025-02-05 14:45:00,2025-02-06 09:45:00,1.0,7,-0.0021289065566891434,0.002083768205544657,-0.0058679924882739055,0.0042126747622338,False,True,False
67,915,916,2025-02-06 09:50:00,2025-02-06 09:55:00,-1.0,2,-0.004689805489874778,0.0,-0.005572404649352431,0.004689805489874778,True,False,False
68,917,937,2025-02-06 10:00:00,2025-02-06 13:10:00,1.0,21,0.019956049003503173,0.02694544469619137,0.0,0.006989395692688197,False,False,False
69,938,947,2025-02-06 13:15:00,2025-02-06 14:00:00,-1.0,10,-0.004377808263433126,0.0,-0.004377808263433126,0.004377808263433126,True,False,False
70,948,954,2025-02-06 14:05:00,2025-02-06 14:35:00,1.0,7,-0.0020624288435455683,0.001771479648382352,-0.003472880322442671,0.0038339084919279203,False,True,False
71,955,958,2025-02-06 14:40:00,2025-02-06 14:55:00,-1.0,4,-0.003685580885416264,0.0,-0.003685580885416264,0.003685580885416264,True,False,False
72,959,992,2025-02-06 15:00:00,2025-02-07 13:45:00,1.0,34,0.017333087565238346,0.02261612969476304,-0.001593436567535004,0.005283042129524695,False,False,False
73,993,1005,2025-02-07 13:50:00,2025-02-07 14:50:00,-1.0,13,0.013395044881975455,0.023164933185512798,0.0,0.009769888303537344,False,False,False
74,1006,1022,2025-02-07 14:55:00,2025-02-10 10:45:00,1.0,17,0.0076930249589821816,0.011517457175801576,0.0,0.003824432216819395,False,False,False
75,1023,1034,2025-02-10 10:50:00,2025-02-10 13:15:00,-1.0,12,-0.006022705610040858,0.00030306733703787435,-0.006022705610040858,0.006325772947078732,False,True,False
76,1035,1057,2025-02-10 13:20:00,2025-02-11 09:40:00,1.0,23,-0.004020859337530474,0.007839306159044322,-0.004020859337530474,0.011860165496574796,False,True,False
77,1058,1078,2025-02-11 09:45:00,2025-02-11 11:25:00,-1.0,21,0.000565969628394389,0.004615152121647313,0.0,0.004049182493252924,False,False,False
78,1079,1091,2025-02-11 11:30:00,2025-02-11 14:00:00,1.0,13,0.005470611612932539,0.01277312642475256,0.0,0.007302514811820021,False,False,False
79,1092,1106,2025-02-11 14:05:00,2025-02-12 09:45:00,-1.0,15,0.0015544245930953797,0.006115035900736709,-0.0007763071460784587,0.004560611307641329,False,False,False
80,1107,1109,2025-02-12 09:50:00,2025-02-12 10:00:00,1.0,3,-0.004628983702802135,0.0,-0.004628983702802135,0.004628983702802135,True,False,False
81,1110,1112,2025-02-12 10:05:00,2025-02-12 10:15:00,-1.0,3,-0.005523073054671925,0.0,-0.006396952845013439,0.005523073054671925,True,False,False
82,1113,1129,2025-02-12 10:20:00,2025-02-12 13:10:00,1.0,17,-0.002499624412797146,0.0025515291478970404,-0.004166267099133808,0.0050511535606941865,False,True,False
83,1130,1137,2025-02-12 13:15:00,2025-02-12 13:50:00,-1.0,8,-0.003198789327664012,0.0035608230435429174,-0.003198789327664012,0.00675961237120693,False,True,False
84,1138,1155,2025-02-12 13:55:00,2025-02-13 09:50:00,1.0,18,0.003130530045689945,0.011303045487822443,-0.000155327741846989,0.008172515442132499,False,False,False
85,1156,1159,2025-02-13 09:55:00,2025-02-13 10:10:00,-1.0,4,-0.006395283708521823,0.0,-0.006395283708521823,0.006395283708521823,True,False,False
86,1160,1162,2025-02-13 10:15:00,2025-02-13 10:25:00,1.0,3,-0.0053217255341424475,0.0,-0.005853524719969674,0.0053217255341424475,True,False,False
87,1163,1181,2025-02-13 10:30:00,2025-02-13 13:30:00,-1.0,19,0.00491296720139014,0.010309119231287401,0.0,0.005396152029897261,False,False,False
88,1182,1189,2025-02-13 13:35:00,2025-02-13 14:10:00,1.0,8,-0.00020401719644264256,0.0035974575419420347,-0.0013609015155316108,0.003801474738384677,False,True,False
89,1190,1216,2025-02-13 14:15:00,2025-02-14 10:55:00,-1.0,27,0.011305186188876727,0.018652902753812525,-0.0016309733145743513,0.0073477165649357985,False,False,False
90,1217,1234,2025-02-14 11:00:00,2025-02-14 13:55:00,1.0,18,-0.003179027021958063,0.006366952647776591,-0.003179027021958063,0.009545979669734654,False,True,False
91,1235,1244,2025-02-14 14:00:00,2025-02-14 14:45:00,-1.0,10,-0.007297689377615047,0.0,-0.007297689377615047,0.007297689377615047,True,False,False
92,1245,1256,2025-02-14 14:50:00,2025-02-17 10:15:00,1.0,12,0.0055528860985027285,0.016489996061137435,-9.786651015829847e-05,0.010937109962634707,False,False,False
93,1257,1262,2025-02-17 10:20:00,2025-02-17 10:45:00,-1.0,6,-0.007909930541785414,0.0,-0.007909930541785414,0.007909930541785414,True,False,False
94,1263,1281,2025-02-17 10:50:00,2025-02-17 13:50:00,1.0,19,-0.006111132820100142,0.002035197060352789,-0.006111132820100142,0.008146329880452932,False,True,False
95,1282,1290,2025-02-17 13:55:00,2025-02-17 14:35:00,-1.0,9,-0.005724845997334024,0.0,-0.005724845997334024,0.005724845997334024,True,False,False
96,1291,1299,2025-02-17 14:40:00,2025-02-18 09:50:00,1.0,9,-0.005763704716750327,0.002421483883118778,-0.005763704716750327,0.008185188599869105,False,True,False
97,1300,1311,2025-02-18 09:55:00,2025-02-18 10:50:00,-1.0,12,-0.0021349903786376813,0.004527648249644938,-0.0037622827494775365,0.006662638628282619,False,True,False
98,1312,1325,2025-02-18 10:55:00,2025-02-18 13:30:00,1.0,14,-0.0035932834622731708,1.9388111210568056e-05,-0.003748960316358207,0.003612671573483739,False,True,False
99,1326,1347,2025-02-18 13:35:00,2025-02-19 09:50:00,-1.0,22,0.009973194372793759,0.01917374496543759,0.0,0.009200550592643832,False,False,False
100,1348,1361,2025-02-19 09:55:00,2025-02-19 11:00:00,1.0,14,0.00865890986009987,0.013343487534220513,-0.0002850108863966795,0.0046845776741206435,False,False,False
101,1362,1372,2025-02-19 11:05:00,2025-02-19 13:25:00,-1.0,11,-0.003306752672768201,0.001969790688496115,-0.003306752672768201,0.005276543361264316,False,True,False
102,1373,1401,2025-02-19 13:30:00,2025-02-20 10:20:00,1.0,29,0.002463222634755045,0.009528207141577155,-0.004398434555949937,0.00706498450682211,False,False,False
103,1402,1419,2025-02-20 10:25:00,2025-02-20 13:20:00,-1.0,18,-0.00043576571988140304,0.005653080045543982,-0.00043576571988140304,0.006088845765425385,False,True,False
104,1420,1438,2025-02-20 13:25:00,2025-02-20 14:55:00,1.0,19,0.00025168922322185965,0.005705502302201422,0.0,0.0054538130789795625,False,False,False
105,1439,1442,2025-02-20 15:00:00,2025-02-21 09:45:00,-1.0,4,-0.008145604744691,0.000435656032255375,-0.008913359101021628,0.008581260776946376,False,True,False
106,1443,1476,2025-02-21 09:50:00,2025-02-21 14:05:00,1.0,34,0.04396911088316479,0.05280520770602024,0.0,0.008836096822855452,False,False,False
107,1477,1479,2025-02-21 14:10:00,2025-02-21 14:20:00,-1.0,3,-0.007067814239064796,0.0,-0.007067814239064796,0.007067814239064796,True,False,False
108,1480,1496,2025-02-21 14:25:00,2025-02-24 10:15:00,1.0,17,-0.0028321125463008833,0.009822601784595573,-0.00726077307970501,0.012654714330896457,False,True,False
109,1497,1504,2025-02-24 10:20:00,2025-02-24 10:55:00,-1.0,8,-0.008916798231446817,0.0,-0.010294121549245158,0.008916798231446817,True,False,False
110,1505,1513,2025-02-24 11:00:00,2025-02-24 13:10:00,1.0,9,-0.006157671726597802,0.004189501623873442,-0.006157671726597802,0.010347173350471243,False,True,False
111,1514,1531,2025-02-24 13:15:00,2025-02-24 14:40:00,-1.0,18,-0.0037973173040137306,0.003976657265162199,-0.0037973173040137306,0.00777397456917593,False,True,False
112,1532,1538,2025-02-24 14:45:00,2025-02-25 09:45:00,1.0,7,-0.012751028001920107,0.0004906860616398661,-0.014916697924907778,0.013241714063559973,False,True,False
113,1539,1548,2025-02-25 09:50:00,2025-02-25 10:35:00,-1.0,10,-0.004711379834097939,0.003920072537359732,-0.004711379834097939,0.008631452371457671,False,True,False
114,1549,1573,2025-02-25 10:40:00,2025-02-25 14:10:00,1.0,25,0.013912049431056474,0.023059483009119246,-0.0011826455046686371,0.009147433578062771,False,False,False
115,1574,1589,2025-02-25 14:15:00,2025-02-26 10:00:00,-1.0,16,-0.0013815212472938283,0.008648398422297865,-0.00574828143770929,0.010029919669591693,False,True,False
116,1590,1639,2025-02-26 10:05:00,2025-02-27 10:10:00,1.0,50,0.011617449885894231,0.024960195142064955,-0.0037426479045324142,0.013342745256170723,False,False,False
117,1640,1668,2025-02-27 10:15:00,2025-02-27 14:05:00,-1.0,29,0.007259673735332525,0.01717317053802196,0.0,0.009913496802689433,False,False,False
118,1669,1682,2025-02-27 14:10:00,2025-02-28 09:45:00,1.0,14,-0.008544322944030253,0.015732494325707672,-0.008544322944030253,0.024276817269737926,False,True,False
119,1683,1692,2025-02-28 09:50:00,2025-02-28 10:35:00,-1.0,10,-0.0006612468820394581,0.011986999009039795,-0.003988014129680669,0.012648245891079253,False,True,False
120,1693,1700,2025-02-28 10:40:00,2025-02-28 11:15:00,1.0,8,-0.006358801993655334,0.0022793063413529767,-0.006358801993655334,0.008638108335008311,False,True,False
121,1701,1734,2025-02-28 11:20:00,2025-03-03 10:05:00,-1.0,34,0.021294252639706822,0.0333002780507445,-0.0016844754566898393,0.01200602541103768,False,False,False
122,1735,1746,2025-03-03 10:10:00,2025-03-03 11:05:00,1.0,12,0.0030951288087483226,0.011431128875683007,0.0,0.008336000066934685,False,False,False
123,1747,1782,2025-03-03 11:10:00,2025-03-04 10:05:00,-1.0,36,0.013340880405161645,0.023550163026224088,0.0,0.010209282621062443,False,False,False
124,1783,1800,2025-03-04 10:10:00,2025-03-04 13:05:00,1.0,18,-0.0007997403622389148,0.0035112791206440407,-0.0027971782766669975,0.004311019482882955,False,True,False
125,1801,1802,2025-03-04 13:10:00,2025-03-04 13:15:00,-1.0,2,-0.016976371639048107,0.0,-0.016976371639048107,0.016976371639048107,True,False,False
126,1803,1817,2025-03-04 13:20:00,2025-03-04 14:30:00,1.0,15,0.00037934337043521075,0.005113637017710818,-0.0018988783801000806,0.004734293647275607,False,False,False
127,1818,1827,2025-03-04 14:35:00,2025-03-05 09:50:00,-1.0,10,-0.0024391608079634033,8.325816975599421e-05,-0.0052405412131421615,0.0025224189777193974,False,True,False
128,1828,1832,2025-03-05 09:55:00,2025-03-05 10:15:00,1.0,5,-0.0037443358727909486,0.0008301741075066982,-0.005589294977268333,0.004574509980297647,False,True,False
129,1833,1858,2025-03-05 10:20:00,2025-03-05 13:55:00,-1.0,26,-2.3722343533982837e-16,0.006327811823367368,-0.0026086488679085513,0.006327811823367606,False,True,False
130,1859,1889,2025-03-05 14:00:00,2025-03-06 11:00:00,1.0,31,0.03125852855345099,0.0382098660658151,-0.0012512340188504535,0.006951337512364111,False,False,False
131,1890,1896,2025-03-06 11:05:00,2025-03-06 13:05:00,-1.0,7,-0.007316800384066938,0.0008262756099107027,-0.007316800384066938,0.008143075993977641,False,True,False
132,1897,1921,2025-03-06 13:10:00,2025-03-07 09:40:00,1.0,25,-0.007352711217471562,0.001593994807501374,-0.00736168912732443,0.008946706024972936,False,True,False
133,1922,1932,2025-03-07 09:45:00,2025-03-07 10:35:00,-1.0,11,-0.0012830119339495207,0.003480485384847358,-0.0014174982636171408,0.004763497318796879,False,True,False
134,1933,1953,2025-03-07 10:40:00,2025-03-07 13:50:00,1.0,21,-0.004223093083287463,0.00412497173525463,-0.004223093083287463,0.008348064818542092,False,True,False
135,1954,1969,2025-03-07 13:55:00,2025-03-10 09:40:00,-1.0,16,0.0030661592451036402,0.007156958853563814,-0.0022215935347928606,0.004090799608460174,False,False,False
136,1970,1972,2025-03-10 09:45:00,2025-03-10 09:55:00,1.0,3,-0.00606070696994717,0.0002799514167118777,-0.00606070696994717,0.0063406583866590475,False,True,False
137,1973,1997,2025-03-10 10:00:00,2025-03-10 13:30:00,-1.0,25,0.005796008242572603,0.010523239802359485,-0.0012895025397446503,0.004727231559786882,False,False,False
138,1998,2017,2025-03-10 13:35:00,2025-03-11 09:40:00,1.0,20,-0.0002468018604933602,0.014085123364816337,-0.007108458694571442,0.014331925225309697,False,True,False
139,2018,2027,2025-03-11 09:45:00,2025-03-11 10:30:00,-1.0,10,-0.006233615985917909,0.0015644945345986503,-0.006233615985917909,0.007798110520516559,False,True,False
140,2028,2031,2025-03-11 10:35:00,2025-03-11 10:50:00,1.0,4,-0.008613349114543254,0.0,-0.008613349114543254,0.008613349114543254,True,False,False
141,2032,2048,2025-03-11 10:55:00,2025-03-11 13:45:00,-1.0,17,-0.0007694562888798036,0.0034239221255596675,-0.0022700238580824197,0.004193378414439471,False,True,False
142,2049,2080,2025-03-11 13:50:00,2025-03-12 10:55:00,1.0,32,0.010284810697077765,0.017104055577063095,-0.0020899032318894995,0.00681924487998533,False,False,False
143,2081,2093,2025-03-12 11:00:00,2025-03-12 13:30:00,-1.0,13,-0.004088098670518966,0.0023228181860581267,-0.004088098670518966,0.006410916856577093,False,True,False
144,2094,2099,2025-03-12 13:35:00,2025-03-12 14:00:00,1.0,6,-0.004414419138239936,0.003091136853597504,-0.004414419138239936,0.00750555599183744,False,True,False
145,2100,2155,2025-03-12 14:05:00,2025-03-13 14:40:00,-1.0,56,0.02677336846621318,0.03513308874842909,-0.0021101353153748312,0.008359720282215908,False,False,False
146,2156,2212,2025-03-13 14:45:00,2025-03-17 09:55:00,1.0,57,0.009028946353680739,0.014890126256364425,-0.004751046184443939,0.005861179902683686,False,False,False
147,2213,2219,2025-03-17 10:00:00,2025-03-17 10:30:00,-1.0,7,-0.0008947390864544365,0.004856601328507321,-0.0016228530730643146,0.005751340414961757,False,True,False
148,2220,2231,2025-03-17 10:35:00,2025-03-17 11:30:00,1.0,12,-0.002964004773866362,0.0007096872604855556,-0.0031859659870559012,0.0036736920343519177,False,True,False
149,2232,2245,2025-03-17 13:05:00,2025-03-17 14:10:00,-1.0,14,-0.0027150340819634263,0.0003144595945337018,-0.0027150340819634263,0.003029493676497128,False,True,False
150,2246,2266,2025-03-17 14:15:00,2025-03-18 10:25:00,1.0,21,0.008997242188864978,0.016627113859593756,-0.0014304767771907384,0.007629871670728778,False,False,False
151,2267,2318,2025-03-18 10:30:00,2025-03-19 10:45:00,-1.0,52,0.010483133420006828,0.016495333377621792,-0.0017624046311590718,0.006012199957614964,False,False,False
152,2319,2336,2025-03-19 10:50:00,2025-03-19 13:45:00,1.0,18,-0.0016546117980074527,0.001854714596594423,-0.0016546117980074527,0.0035093263946018756,False,True,False
153,2337,2361,2025-03-19 13:50:00,2025-03-20 10:20:00,-1.0,25,0.0057430098422203806,0.010107060035732043,0.0,0.004364050193511663,False,False,False
154,2362,2378,2025-03-20 10:25:00,2025-03-20 13:15:00,1.0,17,-0.002170319646583086,0.001069454168878835,-0.0023475063878832456,0.003239773815461921,False,True,False
155,2379,2442,2025-03-20 13:20:00,2025-03-21 14:35:00,-1.0,64,0.029476933920631946,0.03350902283496197,-0.0024401159520104163,0.004032088914330021,False,False,False
156,2443,2453,2025-03-21 14:40:00,2025-03-24 10:00:00,1.0,11,-0.0006820987770525045,0.005029300225656547,-0.0008647111923208374,0.0057113990027090515,False,True,False
157,2454,2458,2025-03-24 10:05:00,2025-03-24 10:25:00,-1.0,5,-0.005367339285840198,0.0,-0.005367339285840198,0.005367339285840198,True,False,False
158,2459,2466,2025-03-24 10:30:00,2025-03-24 11:05:00,1.0,8,-0.004176371291594809,0.001041373177959984,-0.004176371291594809,0.0052177444695547925,False,True,False
159,2467,2491,2025-03-24 11:10:00,2025-03-24 14:40:00,-1.0,25,0.0029800837251322985,0.01083804369508471,0.0,0.007857959969952411,False,False,False
160,2492,2501,2025-03-24 14:45:00,2025-03-25 10:00:00,1.0,10,0.0032776042298488517,0.00944795360859534,0.0,0.006170349378746488,False,False,False
161,2502,2517,2025-03-25 10:05:00,2025-03-25 11:20:00,-1.0,16,0.003479802413642679,0.010553525885249743,0.0,0.007073723471607064,False,False,False
162,2518,2520,2025-03-25 11:25:00,2025-03-25 13:05:00,1.0,3,-0.006288508733206623,0.0,-0.006462947621891917,0.006288508733206623,True,False,False
163,2521,2523,2025-03-25 13:10:00,2025-03-25 13:20:00,-1.0,3,-0.006798739840454723,0.0,-0.006798739840454723,0.006798739840454723,True,False,False
164,2524,2531,2025-03-25 13:25:00,2025-03-25 14:00:00,1.0,8,-0.0037413140152875663,0.0016636618814959417,-0.0037413140152875663,0.005404975896783508,False,True,False
165,2532,2546,2025-03-25 14:05:00,2025-03-26 09:45:00,-1.0,15,-0.0020266755957434176,0.005152703488383821,-0.0020266755957434176,0.007179379084127239,False,True,False
166,2547,2553,2025-03-26 09:50:00,2025-03-26 10:20:00,1.0,7,-0.004096188741770584,0.0010310620369660467,-0.004096188741770584,0.005127250778736631,False,True,False
167,2554,2568,2025-03-26 10:25:00,2025-03-26 13:05:00,-1.0,15,-0.001209347921949595,0.0012689680925174493,-0.0019342552863732038,0.0024783160144670443,False,True,False
